task,architecture,profile,method,k,metric,block,delta
two_concepts,TinyCNN,retention_0p1,contrast,10,fidelity,5047,0.008567476691537235
two_concepts,TinyCNN,retention_0p1,contrast,10,fidelity,5048,0.003938830877684318
two_concepts,TinyCNN,retention_0p1,contrast,10,fidelity,5049,0.0055384526176563975
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5000,0.004480741104787245
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5001,0.0010197109673149019
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5002,0.0008268014009350511
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5003,0.003820361275470252
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5004,-0.0018450885735646905
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5005,-0.001051733695223156
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5006,0.0003139988909919289
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5007,0.0007621937086880193
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5008,0.0036440244632182095
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5009,0.0029258308774627872
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5010,0.0027065221112860804
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5011,0.005671758578190023
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5012,-0.0014859955968500316
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5013,-0.0003603345958411719
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5014,0.0025658916405076893
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5015,0.0036814174838155633
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5016,0.002414994760231659
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5017,0.007742630780968041
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5018,0.006207726417264636
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5019,-0.00040106921797589123
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5020,0.0002686696531921662
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5021,0.0012793860324085138
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5022,0.00192981775984713
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5023,0.003055068088833268
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5024,0.003743260240987145
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5025,0.007104797837564125
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5026,0.002697757596270667
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5027,0.010121345489218503
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5028,0.0018102073311949685
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5029,-0.0008197937335611138
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5030,0.01144120482011568
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5031,0.007117807632698425
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5032,0.005575680541642258
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5033,0.0026024380405318404
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5034,0.0021045075472698738
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5035,0.002725951561372786
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5036,0.0014876360523634613
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5037,-0.004089599674169553
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5038,0.0008593050803104019
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5039,0.0034141256806761167
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5040,0.0010025744888206845
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5041,0.004440875707452441
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5042,0.0028893982952662434
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5043,0.002645992292009458
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5044,0.00336775727334393
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5045,0.0014378580598064516
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5046,0.0013622461827353938
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5047,-2.55203072618837e-05
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5048,-0.0003709471459039104
two_concepts,TinyCNN,retention_0p1,contrast,11,fidelity,5049,-6.074638056929871e-05
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5000,0.004132998580604452
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5001,0.0006313144959412265
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5002,-0.0033924072213936673
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5003,-0.0003357861826510655
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5004,-0.0046503743620947
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5005,-0.001672443837979043
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5006,0.00020912088092317482
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5007,-0.0001519431758846279
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5008,0.0008587991480168977
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5009,0.0038653661458639688
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5010,0.00309923483779051
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5011,-0.0019422679964312684
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5012,-0.0020161574474448773
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5013,0.0017664072579999246
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5014,0.0014742493246886479
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5015,0.003492822543552654
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5016,0.002544354382337577
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5017,0.005114906095389116
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5018,0.002732253320585354
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5019,0.0002790189844232849
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5020,-0.0003735196738446911
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5021,0.0006426612513311669
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5022,0.0019534672731207348
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5023,0.0015193572553128254
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5024,0.0013505914444500444
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5025,0.003707740806144111
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5026,0.001922313104977702
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5027,0.006976199185394716
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5028,0.0019464010829605138
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5029,0.0012063098332453226
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5030,0.009204375359295747
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5031,0.005041724692158245
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5032,0.00496871214816641
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5033,0.004144380777256429
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5034,0.0023496886255897076
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5035,0.002475979223217406
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5036,0.0020001303863971254
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5037,-0.001675519339732201
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5038,0.0001530566381182652
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5039,0.0039734981801186064
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5040,-0.0007257665898261489
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5041,0.003822025696857745
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5042,0.00377731575851159
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5043,0.0004457302646229122
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5044,0.003001582788988544
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5045,0.0011141360110813459
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5046,0.0011658966385933445
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5047,0.0014537477595522041
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5048,0.002474815760140414
two_concepts,TinyCNN,retention_0p1,contrast,12,fidelity,5049,-0.0018442353690805158
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5000,0.004920513877550325
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5001,0.0002887584339059668
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5002,-0.002854746226981786
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5003,0.0015389719988644357
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5004,-0.0006754403210267323
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5005,-0.0014346014802559814
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5006,-0.001323352357427865
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5007,0.0007763356988710335
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5008,0.0006636294251408659
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5009,0.0012869162074965468
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5010,0.0023633252668985305
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5011,-0.0008564243888689038
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5012,0.0009351458120060441
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5013,0.0020310736978689237
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5014,0.0005564060861731335
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5015,0.0050960011299037156
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5016,0.003150968922330355
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5017,0.0033902947455922705
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5018,0.0028963777957337067
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5019,0.0008236184813090741
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5020,-0.0008042918165752644
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5021,0.0006378875267584183
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5022,0.002878389797779768
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5023,0.0011529290571988815
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5024,0.00044335409636031553
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5025,-0.0015190147795992592
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5026,-9.097090006593422e-05
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5027,0.005400744024605886
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5028,0.0033223347378229517
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5029,0.00038430599406891197
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5030,0.003504194049784748
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5031,0.0005383408303171189
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5032,9.147887540050803e-05
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5033,0.003028880835514114
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5034,-0.00020705083884631215
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5035,0.0025748725339848066
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5036,0.00227391284147227
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5037,0.002664122115879075
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5038,-0.0001293077966567635
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5039,0.0019934811401508545
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5040,-0.00034203777401031754
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5041,0.0010218481394839163
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5042,0.003804663211150916
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5043,0.0008311107763278036
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5044,-0.0004116271306005004
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5045,0.001120904559968272
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5046,0.0007545551655593341
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5047,0.0040442726247035266
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5048,0.0026381519760660943
two_concepts,TinyCNN,retention_0p1,contrast,13,fidelity,5049,0.0014047303878591544
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5000,0.004215033191326767
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5001,0.00020100179650739403
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5002,-0.002249520803528249
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5003,0.0006664892472584283
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5004,-0.002317676317743156
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5005,0.00012306501724967944
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5006,2.3683630618220874e-05
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5007,0.0005443288239193045
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5008,0.0002906990916955454
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5009,0.0016082663503030892
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5010,0.0026142246616612796
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5011,0.0005425702278949451
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5012,0.0007232145712654514
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5013,-4.792251363650024e-05
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5014,0.0007220237260838758
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5015,0.0006250619482575104
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5016,0.0031021871172682847
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5017,0.0017115121057127425
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5018,0.0012128535954374353
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5019,0.0008612902443192461
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5020,0.0007107053800929908
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5021,0.0003338653474368458
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5022,0.0009980128485187478
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5023,0.0003312952340653874
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5024,0.0004737213437092658
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5025,-0.00041354594604803285
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5026,-1.9625471959217045e-05
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5027,0.0004161573777712313
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5028,0.0007674925144637301
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5029,0.0005558986359507356
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5030,0.0020052405017262354
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5031,0.0002132771622608276
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5032,0.000587763543927311
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5033,4.896283065380924e-05
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5034,0.0003060435749528967
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5035,0.0021190945468377853
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5036,0.00046123000592335206
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5037,-0.002190116532051367
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5038,-0.0004435803723129572
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5039,0.0008594835092398112
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5040,0.0006064718545755188
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5041,0.0005411283708210979
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5042,-0.00011403536304133155
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5043,0.0006223247545306121
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5044,-0.00023702455149077206
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5045,0.0008257533274080853
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5046,0.0010708646100114905
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5047,0.005157356631840249
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5048,0.0036031855152599546
two_concepts,TinyCNN,retention_0p1,contrast,14,fidelity,5049,0.0008292126321320925
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5000,-0.00038310398186447436
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5001,5.197864871009372e-05
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5002,-0.0008485532854254352
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5003,0.00039480720056039864
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5004,-0.000795446582792847
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5005,0.00011876647832309573
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5006,-3.931305295379328e-05
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5007,6.354833674948601e-06
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5008,0.00013104655189910552
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5009,0.0011059844487735226
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5010,0.0005408442938550362
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5011,0.0001107053954992887
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5012,0.0007940361207937618
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5013,-1.6052644615238698e-05
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5014,0.00014768410571164292
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5015,0.0001801707315715051
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5016,1.5286436085171218e-05
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5017,0.00025509611762664086
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5018,-7.51191984542654e-05
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5019,0.0006150186219576748
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5020,5.454517790415281e-05
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5021,0.0004335861497095639
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5022,0.000311056639653029
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5023,5.5373183851070706e-05
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5024,-3.8614190643659896e-05
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5025,-0.00015038136252865097
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5026,0.00027709236972095486
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5027,0.00032217451642491124
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5028,0.00011442958610963228
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5029,0.0006484291105260942
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5030,0.0020444750145197643
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5031,0.0002880157960485352
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5032,-1.3835617874380368e-05
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5033,0.00010214814358044944
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5034,-5.1639475121767475e-05
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5035,0.0003856310672148977
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5036,6.135574011334466e-05
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5037,0.0009944413183662348
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5038,9.213481680936386e-05
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5039,0.0005385937521855677
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5040,-3.289108364179505e-05
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5041,0.0004370637135955313
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5042,-0.00021048509969134876
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5043,0.0007196865609313541
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5044,-0.0005143858583056549
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5045,0.00027797972624299394
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5046,0.0006979623364280485
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5047,0.0037313377282044424
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5048,0.002502872398444933
two_concepts,TinyCNN,retention_0p1,contrast,15,fidelity,5049,0.0009200500367685382
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5000,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5001,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5002,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5003,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5004,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5005,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5006,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5007,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5008,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5009,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5010,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5011,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5012,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5013,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5014,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5015,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5016,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5017,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5018,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5019,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5020,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5021,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5022,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5023,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5024,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5025,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5026,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5027,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5028,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5029,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5030,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5031,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5032,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5033,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5034,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5035,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5036,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5037,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5038,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5039,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5040,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5041,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5042,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5043,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5044,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5045,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5046,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5047,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5048,0.0
two_concepts,TinyCNN,retention_0p1,contrast,16,fidelity,5049,0.0
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5000,-0.22456750655941649
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5001,-0.409313111795653
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5002,-0.19339572580281217
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5003,-0.25192911502852955
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5004,-0.1573390883350606
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5005,-0.2611796739722373
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5006,-0.11975715535040998
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5007,-0.38518225304536036
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5008,-0.19969818663349725
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5009,-0.2632664446038179
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5010,-0.30899542705003735
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5011,-0.4426755238958492
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5012,-0.3926135329889533
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5013,-0.5530032466660424
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5014,-0.418801171738419
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5015,-0.52879881730115
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5016,-0.34914139992875637
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5017,-0.418247768887852
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5018,-0.3300535254741839
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5019,-0.39766135918829826
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5020,-0.5812800950943537
two_concepts,TinyCNN,release_early,contrast,1,fidelity,5021,-0.33792003370010937
