task,architecture,profile,method,k,metric,block,delta
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5025,-0.03922185895615349
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5026,-0.02528885233879863
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5027,-0.007171051723307786
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5028,-0.033112381978915084
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5029,-0.0365628688802454
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5030,-0.017714306738022323
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5031,-0.024512741540197114
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5032,-0.05352643735928331
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5033,-0.018515779958241052
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5034,-0.016226706954185155
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5035,-0.03442951511804282
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5036,-0.01706164913958541
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5037,-0.0237570531765372
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5038,-0.022087028143381926
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5039,-0.020660764665290432
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5040,-0.015285980359025064
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5041,-0.019210363347186843
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5042,-0.03289450046192899
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5043,-0.010210912035504505
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5044,-0.03371377486472116
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5045,-0.01128930679592377
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5046,-0.04733936592969901
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5047,-0.031016771215247596
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5048,-0.03735172307613133
single_shape,TwoLayerCNN,release_late,contrast,2,fidelity,5049,-0.014786316199253302
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5000,-0.09024944021317671
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5001,-0.05912758949243757
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5002,-0.03414341644871477
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5003,-0.02648072227856124
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5004,-0.03459995508143365
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5005,-0.02338723334674231
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5006,-0.037788118541384974
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5007,-0.05184699807545079
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5008,-0.05223976827601917
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5009,-0.05245962072103394
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5010,-0.016869904499133836
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5011,-0.08311515286720117
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5012,-0.042098384840745906
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5013,-0.14320342275854636
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5014,-0.04382952384376959
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5015,-0.09637080046980184
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5016,-0.07057182339364243
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5017,-0.0585582395041927
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5018,-0.11787684050317948
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5019,-0.06511306523314175
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5020,-0.07572941715942383
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5021,-0.09986983125517779
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5022,-0.04723414856315766
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5023,-0.04463080085441329
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5024,-0.022702523840267386
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5025,-0.03206305924796238
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5026,-0.049827492099708715
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5027,-0.019493442923740556
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5028,-0.06464810075919014
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5029,-0.0339553453547321
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5030,-0.03837984563063257
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5031,-0.14687989422803094
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5032,-0.0651318029674044
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5033,-0.10026415001521904
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5034,-0.007337044626509859
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5035,-0.04483617196440337
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5036,-0.06965228061961815
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5037,-0.10651180233471247
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5038,-0.03231683885448222
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5039,-0.034668093354162766
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5040,-0.07298808206231722
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5041,-0.11545481257991574
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5042,-0.0952979666592082
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5043,-0.04915763547663021
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5044,-0.07392457231863148
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5045,-0.05267305219000862
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5046,-0.04358047633314077
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5047,-0.09977421347529802
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5048,-0.09987512692102773
single_shape,TwoLayerCNN,release_late,contrast,3,fidelity,5049,-0.02361499963547209
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5000,-0.13715769385068455
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5001,-0.05622876041116631
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5002,-0.05973551846094005
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5003,-0.07730837897440834
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5004,-0.07589077872215488
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5005,-0.011021954409829227
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5006,0.01669835170043621
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5007,-0.04116062943310994
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5008,0.01797099032189453
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5009,-0.0037299332644022964
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5010,-0.03751980292072021
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5011,-0.09475516951973195
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5012,-0.06894109573260798
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5013,-0.13203737495932488
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5014,0.036033281443044074
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5015,-0.11943395364843312
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5016,-0.07025442941185966
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5017,0.012685695301075661
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5018,-0.11624411302474924
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5019,-0.06018990343382924
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5020,-0.036727787752320884
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5021,-0.13143703921985894
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5022,-0.03180786364222832
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5023,-0.08063200918046287
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5024,-0.016097546684256114
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5025,-0.07065942632266786
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5026,-0.16593686901558657
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5027,-0.11251833031510672
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5028,-0.11010401918125512
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5029,-0.026828700275411954
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5030,-0.09781447928942866
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5031,-0.07014607732422529
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5032,-0.07133015796310638
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5033,-0.06861727169064569
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5034,-0.031081766371436004
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5035,-0.009111696638897437
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5036,-0.11214226661192472
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5037,-0.10672967083132412
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5038,-0.0671874826226374
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5039,-0.10066645231048066
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5040,-0.06714181045759648
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5041,-0.05995239342798775
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5042,-0.11139978912072335
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5043,-0.021912628914788956
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5044,-0.10387936701499345
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5045,-0.023772760027774842
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5046,-0.04608511302887386
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5047,-0.10397856253668736
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5048,-0.048905987415343466
single_shape,TwoLayerCNN,release_late,contrast,4,fidelity,5049,-0.08164207669097001
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5000,-0.0419362553289363
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5001,-0.06597639831663538
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5002,-0.10393042938347385
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5003,-0.1345021859781338
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5004,-0.10936489446932973
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5005,-0.05880821398294411
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5006,-0.08824136799521809
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5007,0.0069328814373378345
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5008,-0.08486243175804409
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5009,-0.09350064242380762
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5010,-0.06399061524179828
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5011,-0.07768291658217519
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5012,-0.0874678301605405
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5013,-0.09303597314422707
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5014,-0.012194124495033876
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5015,-0.06978841563698146
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5016,-0.06528267881437178
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5017,-0.028119605484257182
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5018,-0.0990228204600907
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5019,-0.028070744275678017
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5020,-0.019544358906583903
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5021,-0.09900951977554728
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5022,-0.036197769840325855
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5023,-0.08592756537672575
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5024,-0.03864775685136079
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5025,-0.12215560405765802
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5026,-0.12947388772555313
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5027,-0.06544717471229178
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5028,-0.08594671066150028
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5029,-0.08946360475422921
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5030,-0.08572634423752135
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5031,-0.08137928763858826
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5032,-0.08862719151169218
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5033,-0.023805998558727337
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5034,-0.056723283395392454
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5035,-0.09598120813583433
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5036,-0.03637518987675614
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5037,-0.08451401464001329
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5038,-0.07425147148334366
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5039,-0.07755331369219898
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5040,-0.06670534534814965
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5041,-0.03666125131347686
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5042,-0.11086099804681415
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5043,-0.11355712534133111
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5044,-0.09053924865274043
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5045,-0.008127444913014314
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5046,-0.03856463885405703
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5047,-0.04647533491245737
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5048,-0.05851125943256952
single_shape,TwoLayerCNN,release_late,contrast,5,fidelity,5049,-0.040419729715754915
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5000,-0.03227832383863327
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5001,-0.05589450134121776
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5002,-0.05517579581009446
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5003,-0.12882629251959465
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5004,-0.14673203830466686
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5005,-0.10466925687400219
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5006,-0.0468151761874922
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5007,-0.08496233953182808
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5008,-0.021851499893438264
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5009,-0.14100976195044057
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5010,-0.0814644703322508
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5011,-0.02925976463249602
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5012,-0.05658963178477927
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5013,-0.012419788142403632
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5014,-0.09999704424654865
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5015,-0.08008056769329752
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5016,-0.021348123797896967
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5017,-0.04695520224230554
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5018,-0.07904323917312839
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5019,-0.04743739372301403
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5020,-0.05362997764631172
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5021,-0.15049429221206168
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5022,-0.0009341971879338606
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5023,-0.08430795666602464
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5024,-0.00681036460694151
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5025,-0.028631180724557725
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5026,-0.132820171685056
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5027,-0.058234918170401384
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5028,-0.04021610630690686
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5029,-0.02719316419138551
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5030,-0.06595428271767256
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5031,-0.06202395934074212
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5032,0.026309461138988466
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5033,0.00853838422597164
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5034,0.010210930860743317
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5035,-0.05435665766142761
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5036,-0.008405465728247075
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5037,-0.033489830617890126
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5038,-0.05770075694641452
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5039,-0.06732345541316498
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5040,-0.012451591187073396
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5041,-0.001879383535733914
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5042,-0.020053510630613447
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5043,-0.05328322533957053
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5044,-0.015379563329987911
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5045,0.04724967841969874
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5046,-0.007100032684563495
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5047,-0.023228449105345828
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5048,-0.10904122838668229
single_shape,TwoLayerCNN,release_late,contrast,6,fidelity,5049,0.037900491969441896
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5000,0.12375966563629981
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5001,-0.04165335333133979
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5002,-0.06057828335728599
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5003,-0.11751206933685987
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5004,-0.01669160272727499
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5005,0.0028952136954875085
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5006,-0.03896026961369925
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5007,-0.009433082646020496
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5008,-0.03474544529346035
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5009,-0.038704366025322234
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5010,0.061964753432191544
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5011,-0.052272391932355555
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5012,0.002449240327957458
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5013,0.012880999506822421
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5014,-0.0016655681021845448
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5015,-0.07998058997047452
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5016,-0.05094608299357983
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5017,0.014065882998687718
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5018,-0.03641884839438658
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5019,0.0448422031924679
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5020,-0.046935159384124625
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5021,-0.05729023207797024
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5022,-0.020684138917247297
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5023,0.01881290645512501
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5024,-0.105844748948134
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5025,-0.005671143332171447
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5026,-0.0883444108810475
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5027,-0.04117561843058226
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5028,-0.03603060453553619
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5029,-0.014881838133767977
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5030,0.02416211669336432
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5031,-0.022379435000435155
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5032,-0.02913500794765589
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5033,0.07106763105521574
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5034,-0.0019719583012165476
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5035,-0.012340433682635377
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5036,0.03835619129579659
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5037,-0.025030202741610164
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5038,-0.011217735078012936
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5039,0.045407254897027016
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5040,0.028690239582332966
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5041,-0.05120876477969416
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5042,0.008536345213682739
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5043,-0.04969723920359881
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5044,0.06652037148338541
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5045,-0.028538761101277732
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5046,0.05379082910980637
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5047,0.09298252913300509
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5048,-0.018832883949612023
single_shape,TwoLayerCNN,release_late,contrast,7,fidelity,5049,-0.02579803479660292
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5000,0.06281571371695405
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5001,-0.02334270213122025
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5002,-0.02132144726238583
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5003,-0.05429155152968135
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5004,-0.04824835386924231
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5005,-0.06775292585987835
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5006,-0.05746062114998862
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5007,-0.005628197816178293
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5008,0.05678226391624419
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5009,-0.0376199972282375
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5010,0.10661730565588257
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5011,-0.015536029424107145
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5012,0.03833714266355104
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5013,0.006620114679383726
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5014,0.0071785175755180175
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5015,-0.02785572586859264
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5016,-0.00901946583600799
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5017,0.026734624246876337
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5018,0.08120926732762423
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5019,0.08085588709383074
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5020,0.07883040539589559
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5021,-0.040211252585021784
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5022,-0.02647718696064605
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5023,0.004866123037420844
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5024,-0.048376807014703815
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5025,0.06926414447446683
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5026,0.027314587257968315
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5027,-0.04231647938528793
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5028,-0.04339159393680336
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5029,0.07104916290322238
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5030,0.022665953760378055
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5031,0.07184067601625899
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5032,0.05055787106172005
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5033,0.008854209419157377
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5034,0.012264615431300863
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5035,-0.028937850404229026
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5036,-0.0042723650885578834
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5037,-0.05115863531748577
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5038,0.02897770317999737
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5039,0.06338474500760638
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5040,0.034303223937922844
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5041,0.0415582637912123
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5042,0.06148494557202078
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5043,-0.01092151025313881
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5044,-0.08620461201759966
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5045,-0.007372781902707848
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5046,0.017304752534254675
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5047,0.010140156422886903
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5048,-0.018157461795314633
single_shape,TwoLayerCNN,release_late,contrast,8,fidelity,5049,0.016667183597674606
single_shape,TwoLayerCNN,release_late,contrast,9,fidelity,5000,0.04615138612399072
