task,architecture,profile,method,block,B
single_shape,TinyCNN,release_default,validation_patch,5039,0.10812051475830792
single_shape,TinyCNN,release_default,validation_patch,5040,-0.01868844466454206
single_shape,TinyCNN,release_default,validation_patch,5041,0.10668185011011094
single_shape,TinyCNN,release_default,validation_patch,5042,0.040523325600338056
single_shape,TinyCNN,release_default,validation_patch,5043,0.10596428398533186
single_shape,TinyCNN,release_default,validation_patch,5044,0.039888534462655556
single_shape,TinyCNN,release_default,validation_patch,5045,0.1420716318686312
single_shape,TinyCNN,release_default,validation_patch,5046,-0.028689240413023953
single_shape,TinyCNN,release_default,validation_patch,5047,0.07606847307282705
single_shape,TinyCNN,release_default,validation_patch,5048,0.03291879026425826
single_shape,TinyCNN,release_default,validation_patch,5049,0.08962703805677291
single_shape,TinyCNN,release_late,validation_patch,5000,0.10894576639452158
single_shape,TinyCNN,release_late,validation_patch,5001,0.0829131565876482
single_shape,TinyCNN,release_late,validation_patch,5002,0.07044827173624235
single_shape,TinyCNN,release_late,validation_patch,5003,0.07032723030141202
single_shape,TinyCNN,release_late,validation_patch,5004,0.08519695617603279
single_shape,TinyCNN,release_late,validation_patch,5005,0.1348281744086534
single_shape,TinyCNN,release_late,validation_patch,5006,0.029344709403136104
single_shape,TinyCNN,release_late,validation_patch,5007,0.11624200387894512
single_shape,TinyCNN,release_late,validation_patch,5008,0.15033217189176695
single_shape,TinyCNN,release_late,validation_patch,5009,0.06235601466571261
single_shape,TinyCNN,release_late,validation_patch,5010,0.1009182200530877
single_shape,TinyCNN,release_late,validation_patch,5011,0.0035075010482141233
single_shape,TinyCNN,release_late,validation_patch,5012,0.053435965240094974
single_shape,TinyCNN,release_late,validation_patch,5013,-0.03128573612604291
single_shape,TinyCNN,release_late,validation_patch,5014,0.08919918612310057
single_shape,TinyCNN,release_late,validation_patch,5015,0.09014830332886553
single_shape,TinyCNN,release_late,validation_patch,5016,0.08267533953130207
single_shape,TinyCNN,release_late,validation_patch,5017,0.13013864007327536
single_shape,TinyCNN,release_late,validation_patch,5018,0.0955658512821026
single_shape,TinyCNN,release_late,validation_patch,5019,0.1277910827144415
single_shape,TinyCNN,release_late,validation_patch,5020,0.07901722574565678
single_shape,TinyCNN,release_late,validation_patch,5021,0.06485820962896832
single_shape,TinyCNN,release_late,validation_patch,5022,0.0716497122384665
single_shape,TinyCNN,release_late,validation_patch,5023,0.026819329304230588
single_shape,TinyCNN,release_late,validation_patch,5024,0.05205887305111234
single_shape,TinyCNN,release_late,validation_patch,5025,0.06511131164607958
single_shape,TinyCNN,release_late,validation_patch,5026,0.0547216301687527
single_shape,TinyCNN,release_late,validation_patch,5027,0.10879938299349301
single_shape,TinyCNN,release_late,validation_patch,5028,0.03333101360553842
single_shape,TinyCNN,release_late,validation_patch,5029,0.13307661098201956
single_shape,TinyCNN,release_late,validation_patch,5030,0.05891140510625653
single_shape,TinyCNN,release_late,validation_patch,5031,0.09884508663967079
single_shape,TinyCNN,release_late,validation_patch,5032,0.0035063996483903903
single_shape,TinyCNN,release_late,validation_patch,5033,0.03488106013710823
single_shape,TinyCNN,release_late,validation_patch,5034,0.15911490472617157
single_shape,TinyCNN,release_late,validation_patch,5035,0.09485396124592915
single_shape,TinyCNN,release_late,validation_patch,5036,0.03452941008901139
single_shape,TinyCNN,release_late,validation_patch,5037,0.09066097625506941
single_shape,TinyCNN,release_late,validation_patch,5038,0.06113429094411238
single_shape,TinyCNN,release_late,validation_patch,5039,0.08668857294590954
single_shape,TinyCNN,release_late,validation_patch,5040,0.015622381965626375
single_shape,TinyCNN,release_late,validation_patch,5041,0.10359570445411992
single_shape,TinyCNN,release_late,validation_patch,5042,0.05480852178814788
single_shape,TinyCNN,release_late,validation_patch,5043,0.0510143959682009
single_shape,TinyCNN,release_late,validation_patch,5044,0.047171579861103874
single_shape,TinyCNN,release_late,validation_patch,5045,0.09399271830724021
single_shape,TinyCNN,release_late,validation_patch,5046,-0.011835490303932661
single_shape,TinyCNN,release_late,validation_patch,5047,0.047052880399218955
single_shape,TinyCNN,release_late,validation_patch,5048,0.07199825534161808
single_shape,TinyCNN,release_late,validation_patch,5049,0.11074532131278825
single_shape,TwoLayerCNN,template_init,contrast,5000,0.042150578433745256
single_shape,TwoLayerCNN,template_init,contrast,5001,0.07836306388669584
single_shape,TwoLayerCNN,template_init,contrast,5002,-0.10740329630668805
single_shape,TwoLayerCNN,template_init,contrast,5003,-0.007361358862724043
single_shape,TwoLayerCNN,template_init,contrast,5004,-0.04145597298364079
single_shape,TwoLayerCNN,template_init,contrast,5005,0.05479156693216042
single_shape,TwoLayerCNN,template_init,contrast,5006,0.03390906133080879
single_shape,TwoLayerCNN,template_init,contrast,5007,0.020884731206112617
single_shape,TwoLayerCNN,template_init,contrast,5008,-0.009824979148978064
single_shape,TwoLayerCNN,template_init,contrast,5009,-0.03317636967126064
single_shape,TwoLayerCNN,template_init,contrast,5010,0.006043040114139142
single_shape,TwoLayerCNN,template_init,contrast,5011,-0.029972318720271673
single_shape,TwoLayerCNN,template_init,contrast,5012,-0.0003570970745951363
single_shape,TwoLayerCNN,template_init,contrast,5013,0.13269384694105335
single_shape,TwoLayerCNN,template_init,contrast,5014,-0.0270764290192686
single_shape,TwoLayerCNN,template_init,contrast,5015,0.013356072718093581
single_shape,TwoLayerCNN,template_init,contrast,5016,-0.0107283929388573
single_shape,TwoLayerCNN,template_init,contrast,5017,-0.06924812804402952
single_shape,TwoLayerCNN,template_init,contrast,5018,0.0528736003590643
single_shape,TwoLayerCNN,template_init,contrast,5019,0.02119936563385766
single_shape,TwoLayerCNN,template_init,contrast,5020,0.07637614446765828
single_shape,TwoLayerCNN,template_init,contrast,5021,-0.041107730388860786
single_shape,TwoLayerCNN,template_init,contrast,5022,0.013934846119431687
single_shape,TwoLayerCNN,template_init,contrast,5023,0.06528776534213931
single_shape,TwoLayerCNN,template_init,contrast,5024,0.05713024555086266
single_shape,TwoLayerCNN,template_init,contrast,5025,0.131327641471844
single_shape,TwoLayerCNN,template_init,contrast,5026,-0.0318713908352124
single_shape,TwoLayerCNN,template_init,contrast,5027,-0.052525517792362586
single_shape,TwoLayerCNN,template_init,contrast,5028,-0.06105001163583251
single_shape,TwoLayerCNN,template_init,contrast,5029,-0.0028757629784334493
single_shape,TwoLayerCNN,template_init,contrast,5030,0.03025380429995267
single_shape,TwoLayerCNN,template_init,contrast,5031,-0.017088862602472443
single_shape,TwoLayerCNN,template_init,contrast,5032,-0.041986578475255776
single_shape,TwoLayerCNN,template_init,contrast,5033,0.006454612671851767
single_shape,TwoLayerCNN,template_init,contrast,5034,0.019620601008406235
single_shape,TwoLayerCNN,template_init,contrast,5035,0.005801351930906695
single_shape,TwoLayerCNN,template_init,contrast,5036,0.013022332090858568
single_shape,TwoLayerCNN,template_init,contrast,5037,-0.02821170249480731
single_shape,TwoLayerCNN,template_init,contrast,5038,0.04148802240080596
single_shape,TwoLayerCNN,template_init,contrast,5039,-0.04098203205530121
single_shape,TwoLayerCNN,template_init,contrast,5040,0.12176343517458516
single_shape,TwoLayerCNN,template_init,contrast,5041,0.040295609619450945
single_shape,TwoLayerCNN,template_init,contrast,5042,-0.055191403657181115
single_shape,TwoLayerCNN,template_init,contrast,5043,-0.0052187373779872814
single_shape,TwoLayerCNN,template_init,contrast,5044,-0.06749467022702421
single_shape,TwoLayerCNN,template_init,contrast,5045,-0.025071872792806982
single_shape,TwoLayerCNN,template_init,contrast,5046,0.10988014196370183
single_shape,TwoLayerCNN,template_init,contrast,5047,0.046480576694554465
single_shape,TwoLayerCNN,template_init,contrast,5048,0.036340987093012755
single_shape,TwoLayerCNN,template_init,contrast,5049,-0.08334880178086201
single_shape,TwoLayerCNN,retention_0p1,contrast,5000,-0.017417459407950697
single_shape,TwoLayerCNN,retention_0p1,contrast,5001,-0.02818620335546068
single_shape,TwoLayerCNN,retention_0p1,contrast,5002,-0.0695290554513675
single_shape,TwoLayerCNN,retention_0p1,contrast,5003,0.004737170339859154
single_shape,TwoLayerCNN,retention_0p1,contrast,5004,-0.024122514791799887
single_shape,TwoLayerCNN,retention_0p1,contrast,5005,0.012345358355052849
single_shape,TwoLayerCNN,retention_0p1,contrast,5006,0.00549764596496799
single_shape,TwoLayerCNN,retention_0p1,contrast,5007,0.024093162725108253
single_shape,TwoLayerCNN,retention_0p1,contrast,5008,0.030093254119287483
single_shape,TwoLayerCNN,retention_0p1,contrast,5009,-0.010945883850750071
single_shape,TwoLayerCNN,retention_0p1,contrast,5010,0.039351509841076104
single_shape,TwoLayerCNN,retention_0p1,contrast,5011,-0.04679504844205695
single_shape,TwoLayerCNN,retention_0p1,contrast,5012,0.023789505582024806
single_shape,TwoLayerCNN,retention_0p1,contrast,5013,-0.01580232989094371
single_shape,TwoLayerCNN,retention_0p1,contrast,5014,0.023082405108654724
single_shape,TwoLayerCNN,retention_0p1,contrast,5015,0.025078105157072594
single_shape,TwoLayerCNN,retention_0p1,contrast,5016,-0.011578732289155902
single_shape,TwoLayerCNN,retention_0p1,contrast,5017,-0.013178018781124623
single_shape,TwoLayerCNN,retention_0p1,contrast,5018,-0.02010128057541266
single_shape,TwoLayerCNN,retention_0p1,contrast,5019,-0.049309519828789006
single_shape,TwoLayerCNN,retention_0p1,contrast,5020,-0.041668202049585434
single_shape,TwoLayerCNN,retention_0p1,contrast,5021,-0.04893335516565678
single_shape,TwoLayerCNN,retention_0p1,contrast,5022,0.042200402509458945
single_shape,TwoLayerCNN,retention_0p1,contrast,5023,0.025089130725663655
single_shape,TwoLayerCNN,retention_0p1,contrast,5024,0.012492137667578618
single_shape,TwoLayerCNN,retention_0p1,contrast,5025,0.13013755634562607
single_shape,TwoLayerCNN,retention_0p1,contrast,5026,-0.056551158071601215
single_shape,TwoLayerCNN,retention_0p1,contrast,5027,-0.07561676296883213
single_shape,TwoLayerCNN,retention_0p1,contrast,5028,-0.04326065284490149
single_shape,TwoLayerCNN,retention_0p1,contrast,5029,0.02854872995664859
single_shape,TwoLayerCNN,retention_0p1,contrast,5030,0.020096084230998235
single_shape,TwoLayerCNN,retention_0p1,contrast,5031,0.007124667759167536
single_shape,TwoLayerCNN,retention_0p1,contrast,5032,0.042876240657860165
single_shape,TwoLayerCNN,retention_0p1,contrast,5033,-0.0133547009090208
single_shape,TwoLayerCNN,retention_0p1,contrast,5034,0.02698517336870443
single_shape,TwoLayerCNN,retention_0p1,contrast,5035,-0.0006480312193642979
single_shape,TwoLayerCNN,retention_0p1,contrast,5036,-0.034262275839331
single_shape,TwoLayerCNN,retention_0p1,contrast,5037,-0.002601882772423292
single_shape,TwoLayerCNN,retention_0p1,contrast,5038,0.005505325831644758
single_shape,TwoLayerCNN,retention_0p1,contrast,5039,0.004344418289718377
single_shape,TwoLayerCNN,retention_0p1,contrast,5040,0.07420944363419513
single_shape,TwoLayerCNN,retention_0p1,contrast,5041,0.026215150823168498
single_shape,TwoLayerCNN,retention_0p1,contrast,5042,-0.022675880178813668
single_shape,TwoLayerCNN,retention_0p1,contrast,5043,0.000667539149006191
single_shape,TwoLayerCNN,retention_0p1,contrast,5044,-0.033246989470576416
single_shape,TwoLayerCNN,retention_0p1,contrast,5045,0.02118640037755737
single_shape,TwoLayerCNN,retention_0p1,contrast,5046,0.03734074879609128
single_shape,TwoLayerCNN,retention_0p1,contrast,5047,0.048648513547770666
single_shape,TwoLayerCNN,retention_0p1,contrast,5048,0.003342648647336466
single_shape,TwoLayerCNN,retention_0p1,contrast,5049,-0.04961495804256544
single_shape,TwoLayerCNN,release_early,contrast,5000,0.06267128529885291
single_shape,TwoLayerCNN,release_early,contrast,5001,-0.006422802695448981
single_shape,TwoLayerCNN,release_early,contrast,5002,-0.01722977861759578
single_shape,TwoLayerCNN,release_early,contrast,5003,0.02094495979747446
single_shape,TwoLayerCNN,release_early,contrast,5004,-0.02742942778819485
single_shape,TwoLayerCNN,release_early,contrast,5005,0.06580032441707284
single_shape,TwoLayerCNN,release_early,contrast,5006,0.051525203299462585
single_shape,TwoLayerCNN,release_early,contrast,5007,0.008786826277764503
single_shape,TwoLayerCNN,release_early,contrast,5008,0.026515909188305764
single_shape,TwoLayerCNN,release_early,contrast,5009,-0.049974050458785835
single_shape,TwoLayerCNN,release_early,contrast,5010,-0.0036737433521417118
single_shape,TwoLayerCNN,release_early,contrast,5011,-0.06279475379723726
single_shape,TwoLayerCNN,release_early,contrast,5012,0.0014459362748157623
single_shape,TwoLayerCNN,release_early,contrast,5013,0.06416222408973454
single_shape,TwoLayerCNN,release_early,contrast,5014,-0.06238456801131981
single_shape,TwoLayerCNN,release_early,contrast,5015,0.06666158514832138
single_shape,TwoLayerCNN,release_early,contrast,5016,-0.05541480426562734
single_shape,TwoLayerCNN,release_early,contrast,5017,-0.016615983998329364
single_shape,TwoLayerCNN,release_early,contrast,5018,-0.007617765903744134
single_shape,TwoLayerCNN,release_early,contrast,5019,0.100037867037512
single_shape,TwoLayerCNN,release_early,contrast,5020,0.0538155969282359
single_shape,TwoLayerCNN,release_early,contrast,5021,-0.09064651580916655
single_shape,TwoLayerCNN,release_early,contrast,5022,-0.0645332009276336
single_shape,TwoLayerCNN,release_early,contrast,5023,-0.003444348843505751
single_shape,TwoLayerCNN,release_early,contrast,5024,-0.012243272956907303
single_shape,TwoLayerCNN,release_early,contrast,5025,0.12241504113225637
single_shape,TwoLayerCNN,release_early,contrast,5026,-0.003492444210933421
single_shape,TwoLayerCNN,release_early,contrast,5027,-0.06342592246700096
single_shape,TwoLayerCNN,release_early,contrast,5028,0.011303140515985466
single_shape,TwoLayerCNN,release_early,contrast,5029,-0.0015036598946217006
single_shape,TwoLayerCNN,release_early,contrast,5030,0.031372043314088605
single_shape,TwoLayerCNN,release_early,contrast,5031,0.030009188775980244
single_shape,TwoLayerCNN,release_early,contrast,5032,-0.007236581942658027
single_shape,TwoLayerCNN,release_early,contrast,5033,-0.01305919695540575
single_shape,TwoLayerCNN,release_early,contrast,5034,0.02267324824494088
single_shape,TwoLayerCNN,release_early,contrast,5035,0.02774264838399587
single_shape,TwoLayerCNN,release_early,contrast,5036,-0.061353952164843406
single_shape,TwoLayerCNN,release_early,contrast,5037,-0.022756173249893707
single_shape,TwoLayerCNN,release_early,contrast,5038,-0.03409845051532939
single_shape,TwoLayerCNN,release_early,contrast,5039,-0.029984347116430277
single_shape,TwoLayerCNN,release_early,contrast,5040,0.10159773138425765
single_shape,TwoLayerCNN,release_early,contrast,5041,0.05762890113251645
single_shape,TwoLayerCNN,release_early,contrast,5042,-0.14007747804971676
single_shape,TwoLayerCNN,release_early,contrast,5043,-0.07151870069773969
single_shape,TwoLayerCNN,release_early,contrast,5044,-0.038737856246117364
single_shape,TwoLayerCNN,release_early,contrast,5045,-0.007148717897408119
single_shape,TwoLayerCNN,release_early,contrast,5046,0.05783779545802714
single_shape,TwoLayerCNN,release_early,contrast,5047,0.03538310431132663
single_shape,TwoLayerCNN,release_early,contrast,5048,0.006639919329484212
single_shape,TwoLayerCNN,release_early,contrast,5049,-0.05057729600261607
single_shape,TwoLayerCNN,release_default,contrast,5000,0.018240066662338683
single_shape,TwoLayerCNN,release_default,contrast,5001,-0.007464762335942898
single_shape,TwoLayerCNN,release_default,contrast,5002,-0.011657705647330208
single_shape,TwoLayerCNN,release_default,contrast,5003,-0.021979260500108733
single_shape,TwoLayerCNN,release_default,contrast,5004,-0.07910253005335854
single_shape,TwoLayerCNN,release_default,contrast,5005,0.02739834548517822
single_shape,TwoLayerCNN,release_default,contrast,5006,-0.01748813464669674
single_shape,TwoLayerCNN,release_default,contrast,5007,0.02864767598709861
single_shape,TwoLayerCNN,release_default,contrast,5008,0.025375524846416753
single_shape,TwoLayerCNN,release_default,contrast,5009,-0.0023554149856071516
single_shape,TwoLayerCNN,release_default,contrast,5010,0.03790013622887001
single_shape,TwoLayerCNN,release_default,contrast,5011,-0.08188645838846931
single_shape,TwoLayerCNN,release_default,contrast,5012,0.0017920957198562237
single_shape,TwoLayerCNN,release_default,contrast,5013,0.043772470235687366
single_shape,TwoLayerCNN,release_default,contrast,5014,-0.04238826780599597
single_shape,TwoLayerCNN,release_default,contrast,5015,0.032632578416129876
single_shape,TwoLayerCNN,release_default,contrast,5016,-0.08120493734192652
single_shape,TwoLayerCNN,release_default,contrast,5017,0.004646043963107638
single_shape,TwoLayerCNN,release_default,contrast,5018,0.0022894606357879987
single_shape,TwoLayerCNN,release_default,contrast,5019,0.0864441308136859
single_shape,TwoLayerCNN,release_default,contrast,5020,0.06049299079659609
single_shape,TwoLayerCNN,release_default,contrast,5021,-0.10330935626410126
single_shape,TwoLayerCNN,release_default,contrast,5022,-0.01917851011077737
single_shape,TwoLayerCNN,release_default,contrast,5023,0.01287625108026541
single_shape,TwoLayerCNN,release_default,contrast,5024,-0.02279238182455373
single_shape,TwoLayerCNN,release_default,contrast,5025,0.03310198606729858
single_shape,TwoLayerCNN,release_default,contrast,5026,-0.0952518392847968
single_shape,TwoLayerCNN,release_default,contrast,5027,-0.05334507224245344
single_shape,TwoLayerCNN,release_default,contrast,5028,-0.0032554954857628715
single_shape,TwoLayerCNN,release_default,contrast,5029,0.006255463643629389
single_shape,TwoLayerCNN,release_default,contrast,5030,0.011945620847775285
single_shape,TwoLayerCNN,release_default,contrast,5031,0.01380083298929008
single_shape,TwoLayerCNN,release_default,contrast,5032,0.02014308551320948
single_shape,TwoLayerCNN,release_default,contrast,5033,0.002523907331154318
single_shape,TwoLayerCNN,release_default,contrast,5034,0.010302899153702416
single_shape,TwoLayerCNN,release_default,contrast,5035,-0.06261154397003615
single_shape,TwoLayerCNN,release_default,contrast,5036,-0.022379650038020393
single_shape,TwoLayerCNN,release_default,contrast,5037,-0.07910464918666343
single_shape,TwoLayerCNN,release_default,contrast,5038,0.0016636941402926597
single_shape,TwoLayerCNN,release_default,contrast,5039,-0.03805671162970453
single_shape,TwoLayerCNN,release_default,contrast,5040,0.04728917557104895
single_shape,TwoLayerCNN,release_default,contrast,5041,0.05287637622559893
single_shape,TwoLayerCNN,release_default,contrast,5042,-0.10125048806429837
single_shape,TwoLayerCNN,release_default,contrast,5043,-0.01413772765213106
single_shape,TwoLayerCNN,release_default,contrast,5044,-0.07078618677817705
single_shape,TwoLayerCNN,release_default,contrast,5045,-0.02264661601948237
single_shape,TwoLayerCNN,release_default,contrast,5046,0.03125649854708168
single_shape,TwoLayerCNN,release_default,contrast,5047,-0.016018154386897854
single_shape,TwoLayerCNN,release_default,contrast,5048,0.0007282941862035708
single_shape,TwoLayerCNN,release_default,contrast,5049,-0.053791292557114345
single_shape,TwoLayerCNN,release_late,contrast,5000,-0.007520696555695983
single_shape,TwoLayerCNN,release_late,contrast,5001,-0.034027026739442356
single_shape,TwoLayerCNN,release_late,contrast,5002,-0.0287099872178459
single_shape,TwoLayerCNN,release_late,contrast,5003,-0.05882952054149981
single_shape,TwoLayerCNN,release_late,contrast,5004,-0.04318016929630597
single_shape,TwoLayerCNN,release_late,contrast,5005,-0.013992515918204829
single_shape,TwoLayerCNN,release_late,contrast,5006,-0.016082120427009627
single_shape,TwoLayerCNN,release_late,contrast,5007,-0.012837257592740292
single_shape,TwoLayerCNN,release_late,contrast,5008,0.05080316099184323
single_shape,TwoLayerCNN,release_late,contrast,5009,-0.005488838836173071
single_shape,TwoLayerCNN,release_late,contrast,5010,0.047930242467782824
single_shape,TwoLayerCNN,release_late,contrast,5011,-0.04448148856235834
single_shape,TwoLayerCNN,release_late,contrast,5012,0.006352144239177293
single_shape,TwoLayerCNN,release_late,contrast,5013,-0.03739635504557204
single_shape,TwoLayerCNN,release_late,contrast,5014,0.038674549707286066
single_shape,TwoLayerCNN,release_late,contrast,5015,-0.056045120755046196
single_shape,TwoLayerCNN,release_late,contrast,5016,-0.021448088139469412
single_shape,TwoLayerCNN,release_late,contrast,5017,0.054374835648121955
single_shape,TwoLayerCNN,release_late,contrast,5018,0.01683775072082183
single_shape,TwoLayerCNN,release_late,contrast,5019,0.0269912009104209
single_shape,TwoLayerCNN,release_late,contrast,5020,0.046537755081551335
single_shape,TwoLayerCNN,release_late,contrast,5021,-0.06288665403741328
single_shape,TwoLayerCNN,release_late,contrast,5022,-0.018168508948115947
single_shape,TwoLayerCNN,release_late,contrast,5023,-0.024861159607756922
single_shape,TwoLayerCNN,release_late,contrast,5024,-0.021105024911564796
single_shape,TwoLayerCNN,release_late,contrast,5025,0.03022318941807639
single_shape,TwoLayerCNN,release_late,contrast,5026,-0.0543148192388469
single_shape,TwoLayerCNN,release_late,contrast,5027,-0.07270781537889398
single_shape,TwoLayerCNN,release_late,contrast,5028,-0.058041567640259806
single_shape,TwoLayerCNN,release_late,contrast,5029,0.04324168292612662
single_shape,TwoLayerCNN,release_late,contrast,5030,-0.026895385210754907
single_shape,TwoLayerCNN,release_late,contrast,5031,0.016329675035607283
single_shape,TwoLayerCNN,release_late,contrast,5032,0.020177492748933046
single_shape,TwoLayerCNN,release_late,contrast,5033,-0.01880609426411628
single_shape,TwoLayerCNN,release_late,contrast,5034,0.00015507550712801077
single_shape,TwoLayerCNN,release_late,contrast,5035,0.0005057765054380381
single_shape,TwoLayerCNN,release_late,contrast,5036,-0.047676456419350366
single_shape,TwoLayerCNN,release_late,contrast,5037,-0.06305156996914923
single_shape,TwoLayerCNN,release_late,contrast,5038,-0.005636846291872888
single_shape,TwoLayerCNN,release_late,contrast,5039,-0.005362945204562597
single_shape,TwoLayerCNN,release_late,contrast,5040,-0.007102028558008566
single_shape,TwoLayerCNN,release_late,contrast,5041,0.003986359162999775
single_shape,TwoLayerCNN,release_late,contrast,5042,-0.005564260815573707
single_shape,TwoLayerCNN,release_late,contrast,5043,-0.010018573145281595
single_shape,TwoLayerCNN,release_late,contrast,5044,-0.07697150038155803
single_shape,TwoLayerCNN,release_late,contrast,5045,-0.00864086306504408
single_shape,TwoLayerCNN,release_late,contrast,5046,0.011942975136557232
single_shape,TwoLayerCNN,release_late,contrast,5047,-0.02967292872415478
single_shape,TwoLayerCNN,release_late,contrast,5048,-0.012434355949820786
single_shape,TwoLayerCNN,release_late,contrast,5049,-0.0234485499549415
single_shape,TwoLayerCNN,template_init,auroc,5000,0.13628082043231315
single_shape,TwoLayerCNN,template_init,auroc,5001,0.062329979768938004
single_shape,TwoLayerCNN,template_init,auroc,5002,-0.07087427857131723
single_shape,TwoLayerCNN,template_init,auroc,5003,0.02121035071036409
single_shape,TwoLayerCNN,template_init,auroc,5004,-0.034299732044881515
single_shape,TwoLayerCNN,template_init,auroc,5005,0.05940138244200749
single_shape,TwoLayerCNN,template_init,auroc,5006,0.05297372763369157
single_shape,TwoLayerCNN,template_init,auroc,5007,0.08210418639968264
single_shape,TwoLayerCNN,template_init,auroc,5008,0.011060945748246731
single_shape,TwoLayerCNN,template_init,auroc,5009,-0.05458416431517438
single_shape,TwoLayerCNN,template_init,auroc,5010,-0.055491449400965065
single_shape,TwoLayerCNN,template_init,auroc,5011,0.012988355994353606
single_shape,TwoLayerCNN,template_init,auroc,5012,-0.0036509828855683657
single_shape,TwoLayerCNN,template_init,auroc,5013,0.13062529949242568
single_shape,TwoLayerCNN,template_init,auroc,5014,-0.008542247683036686
single_shape,TwoLayerCNN,template_init,auroc,5015,0.05491673719879259
single_shape,TwoLayerCNN,template_init,auroc,5016,0.0018502571194028428
single_shape,TwoLayerCNN,template_init,auroc,5017,-0.08741672934864936
single_shape,TwoLayerCNN,template_init,auroc,5018,0.06965825892443883
single_shape,TwoLayerCNN,template_init,auroc,5019,0.005987079957448238
single_shape,TwoLayerCNN,template_init,auroc,5020,0.09935374628932575
single_shape,TwoLayerCNN,template_init,auroc,5021,-0.0986433421894089
single_shape,TwoLayerCNN,template_init,auroc,5022,-0.03593740504012233
single_shape,TwoLayerCNN,template_init,auroc,5023,0.06894664795380118
single_shape,TwoLayerCNN,template_init,auroc,5024,0.01835058502489978
single_shape,TwoLayerCNN,template_init,auroc,5025,0.11680717957453196
single_shape,TwoLayerCNN,template_init,auroc,5026,-0.012839381971665953
single_shape,TwoLayerCNN,template_init,auroc,5027,-0.05272222323265574
single_shape,TwoLayerCNN,template_init,auroc,5028,-0.12061489468024061
single_shape,TwoLayerCNN,template_init,auroc,5029,-0.00526116504646873
single_shape,TwoLayerCNN,template_init,auroc,5030,0.02745595336838913
single_shape,TwoLayerCNN,template_init,auroc,5031,0.0025754006273575047
single_shape,TwoLayerCNN,template_init,auroc,5032,-0.06160885954413431
single_shape,TwoLayerCNN,template_init,auroc,5033,-0.010357408512062072
single_shape,TwoLayerCNN,template_init,auroc,5034,0.01428875754139003
single_shape,TwoLayerCNN,template_init,auroc,5035,0.007819245260238028
single_shape,TwoLayerCNN,template_init,auroc,5036,0.05588089719666689
single_shape,TwoLayerCNN,template_init,auroc,5037,-0.04248941985399568
single_shape,TwoLayerCNN,template_init,auroc,5038,0.01021152574953077
single_shape,TwoLayerCNN,template_init,auroc,5039,-0.04282460822579698
single_shape,TwoLayerCNN,template_init,auroc,5040,0.06281462133987914
single_shape,TwoLayerCNN,template_init,auroc,5041,0.007842007918512472
single_shape,TwoLayerCNN,template_init,auroc,5042,-0.07691549572699208
single_shape,TwoLayerCNN,template_init,auroc,5043,0.0065874133551329095
single_shape,TwoLayerCNN,template_init,auroc,5044,-0.06896067502331332
single_shape,TwoLayerCNN,template_init,auroc,5045,-0.02254873579466904
single_shape,TwoLayerCNN,template_init,auroc,5046,0.09096675463754877
single_shape,TwoLayerCNN,template_init,auroc,5047,0.0474549555015501
single_shape,TwoLayerCNN,template_init,auroc,5048,0.02766271691881511
single_shape,TwoLayerCNN,template_init,auroc,5049,-0.06186322686447193
single_shape,TwoLayerCNN,retention_0p1,auroc,5000,0.05848738520584118
single_shape,TwoLayerCNN,retention_0p1,auroc,5001,-0.027613110530762763
single_shape,TwoLayerCNN,retention_0p1,auroc,5002,-0.06400727702012043
single_shape,TwoLayerCNN,retention_0p1,auroc,5003,-0.0045961914062283005
single_shape,TwoLayerCNN,retention_0p1,auroc,5004,-0.022575027912735135
single_shape,TwoLayerCNN,retention_0p1,auroc,5005,0.018620903290708812
single_shape,TwoLayerCNN,retention_0p1,auroc,5006,-0.03806386895958053
single_shape,TwoLayerCNN,retention_0p1,auroc,5007,0.03713092187712819
single_shape,TwoLayerCNN,retention_0p1,auroc,5008,0.031796840032491946
single_shape,TwoLayerCNN,retention_0p1,auroc,5009,-0.0603892952125748
single_shape,TwoLayerCNN,retention_0p1,auroc,5010,0.017064669561944634
single_shape,TwoLayerCNN,retention_0p1,auroc,5011,-0.02836518229864221
single_shape,TwoLayerCNN,retention_0p1,auroc,5012,0.020420285201242006
single_shape,TwoLayerCNN,retention_0p1,auroc,5013,0.004692153305033253
single_shape,TwoLayerCNN,retention_0p1,auroc,5014,0.007571515362195469
single_shape,TwoLayerCNN,retention_0p1,auroc,5015,-0.0001723149091048537
single_shape,TwoLayerCNN,retention_0p1,auroc,5016,0.0035721926075544808
single_shape,TwoLayerCNN,retention_0p1,auroc,5017,-0.05689690381709017
single_shape,TwoLayerCNN,retention_0p1,auroc,5018,-0.020272745021559124
single_shape,TwoLayerCNN,retention_0p1,auroc,5019,-0.04873775788596618
single_shape,TwoLayerCNN,retention_0p1,auroc,5020,-0.021038964523660164
single_shape,TwoLayerCNN,retention_0p1,auroc,5021,-0.053128535482292016
single_shape,TwoLayerCNN,retention_0p1,auroc,5022,0.05066065438325695
single_shape,TwoLayerCNN,retention_0p1,auroc,5023,0.027742859149014365
single_shape,TwoLayerCNN,retention_0p1,auroc,5024,0.0018149338517415847
single_shape,TwoLayerCNN,retention_0p1,auroc,5025,0.0515855509086493
single_shape,TwoLayerCNN,retention_0p1,auroc,5026,0.003516062007487608
single_shape,TwoLayerCNN,retention_0p1,auroc,5027,-0.08771476402243478
