task,architecture,profile,method,block,B
two_concepts,TinyCNN,template_init,contrast,5016,0.25153992921203505
two_concepts,TinyCNN,template_init,contrast,5017,0.3526597988355902
two_concepts,TinyCNN,template_init,contrast,5018,0.42029299958772187
two_concepts,TinyCNN,template_init,contrast,5019,0.44676125328130534
two_concepts,TinyCNN,template_init,contrast,5020,0.3173338184319396
two_concepts,TinyCNN,template_init,contrast,5021,0.43946540495596315
two_concepts,TinyCNN,template_init,contrast,5022,0.3291915380041164
two_concepts,TinyCNN,template_init,contrast,5023,0.48986009019561016
two_concepts,TinyCNN,template_init,contrast,5024,0.2808884239979928
two_concepts,TinyCNN,template_init,contrast,5025,0.2880813536252635
two_concepts,TinyCNN,template_init,contrast,5026,0.33146404589437733
two_concepts,TinyCNN,template_init,contrast,5027,0.38501745556362765
two_concepts,TinyCNN,template_init,contrast,5028,0.322614531096382
two_concepts,TinyCNN,template_init,contrast,5029,0.22103401488368796
two_concepts,TinyCNN,template_init,contrast,5030,0.2910737853519357
two_concepts,TinyCNN,template_init,contrast,5031,0.2835386866255096
two_concepts,TinyCNN,template_init,contrast,5032,0.5596133639484705
two_concepts,TinyCNN,template_init,contrast,5033,0.542954304463432
two_concepts,TinyCNN,template_init,contrast,5034,0.3399610066371228
two_concepts,TinyCNN,template_init,contrast,5035,0.25119526202578063
two_concepts,TinyCNN,template_init,contrast,5036,0.49962338304093995
two_concepts,TinyCNN,template_init,contrast,5037,0.285690026299017
two_concepts,TinyCNN,template_init,contrast,5038,0.313052609698481
two_concepts,TinyCNN,template_init,contrast,5039,0.3191113736539815
two_concepts,TinyCNN,template_init,contrast,5040,0.33431721708518825
two_concepts,TinyCNN,template_init,contrast,5041,0.2600488019968407
two_concepts,TinyCNN,template_init,contrast,5042,0.14490426767462133
two_concepts,TinyCNN,template_init,contrast,5043,0.40146362557206255
two_concepts,TinyCNN,template_init,contrast,5044,0.48326426016165575
two_concepts,TinyCNN,template_init,contrast,5045,0.43456447744589743
two_concepts,TinyCNN,template_init,contrast,5046,0.5019530960116001
two_concepts,TinyCNN,template_init,contrast,5047,0.4305035608040285
two_concepts,TinyCNN,template_init,contrast,5048,0.3068037593787691
two_concepts,TinyCNN,template_init,contrast,5049,0.39745775399455174
two_concepts,TinyCNN,retention_0p1,contrast,5000,0.10995473621768476
two_concepts,TinyCNN,retention_0p1,contrast,5001,0.30947880141803413
two_concepts,TinyCNN,retention_0p1,contrast,5002,0.015435791548378208
two_concepts,TinyCNN,retention_0p1,contrast,5003,0.08074234103808076
two_concepts,TinyCNN,retention_0p1,contrast,5004,0.0823993997097131
two_concepts,TinyCNN,retention_0p1,contrast,5005,0.033801690382412486
two_concepts,TinyCNN,retention_0p1,contrast,5006,0.0916233700054978
two_concepts,TinyCNN,retention_0p1,contrast,5007,0.20565234182744857
two_concepts,TinyCNN,retention_0p1,contrast,5008,0.22606614611893205
two_concepts,TinyCNN,retention_0p1,contrast,5009,0.09762606239520305
two_concepts,TinyCNN,retention_0p1,contrast,5010,0.2057182480402001
two_concepts,TinyCNN,retention_0p1,contrast,5011,0.32212157020727744
two_concepts,TinyCNN,retention_0p1,contrast,5012,0.2102538327056137
two_concepts,TinyCNN,retention_0p1,contrast,5013,0.24781969088679334
two_concepts,TinyCNN,retention_0p1,contrast,5014,0.16246926169918124
two_concepts,TinyCNN,retention_0p1,contrast,5015,0.3532312886826587
two_concepts,TinyCNN,retention_0p1,contrast,5016,0.156594334553863
two_concepts,TinyCNN,retention_0p1,contrast,5017,0.17267160893417693
two_concepts,TinyCNN,retention_0p1,contrast,5018,0.1315205972257621
two_concepts,TinyCNN,retention_0p1,contrast,5019,0.1685923636174399
two_concepts,TinyCNN,retention_0p1,contrast,5020,0.03169622963508839
two_concepts,TinyCNN,retention_0p1,contrast,5021,0.2262125270084176
two_concepts,TinyCNN,retention_0p1,contrast,5022,0.22358899392903303
two_concepts,TinyCNN,retention_0p1,contrast,5023,0.41749958746296456
two_concepts,TinyCNN,retention_0p1,contrast,5024,0.03205845989929956
two_concepts,TinyCNN,retention_0p1,contrast,5025,0.21952111524505014
two_concepts,TinyCNN,retention_0p1,contrast,5026,0.19782901616773085
two_concepts,TinyCNN,retention_0p1,contrast,5027,0.27985435396138575
two_concepts,TinyCNN,retention_0p1,contrast,5028,0.09602067303226852
two_concepts,TinyCNN,retention_0p1,contrast,5029,0.06493864474148509
two_concepts,TinyCNN,retention_0p1,contrast,5030,0.18189103992804578
two_concepts,TinyCNN,retention_0p1,contrast,5031,0.1282936890545729
two_concepts,TinyCNN,retention_0p1,contrast,5032,0.22137146398085544
two_concepts,TinyCNN,retention_0p1,contrast,5033,0.23451325732296913
two_concepts,TinyCNN,retention_0p1,contrast,5034,0.19556024842856934
two_concepts,TinyCNN,retention_0p1,contrast,5035,0.16696099539057851
two_concepts,TinyCNN,retention_0p1,contrast,5036,0.3105718158589851
two_concepts,TinyCNN,retention_0p1,contrast,5037,0.09726045978145459
two_concepts,TinyCNN,retention_0p1,contrast,5038,0.0918600599349032
two_concepts,TinyCNN,retention_0p1,contrast,5039,0.13463015196507366
two_concepts,TinyCNN,retention_0p1,contrast,5040,0.11768473491786435
two_concepts,TinyCNN,retention_0p1,contrast,5041,0.09074681517539113
two_concepts,TinyCNN,retention_0p1,contrast,5042,-0.011214556087254635
two_concepts,TinyCNN,retention_0p1,contrast,5043,0.08818949420857136
two_concepts,TinyCNN,retention_0p1,contrast,5044,0.15993710966098706
two_concepts,TinyCNN,retention_0p1,contrast,5045,0.21405727374811123
two_concepts,TinyCNN,retention_0p1,contrast,5046,0.07369700568663184
two_concepts,TinyCNN,retention_0p1,contrast,5047,0.2873294019930052
two_concepts,TinyCNN,retention_0p1,contrast,5048,0.1517738085015578
two_concepts,TinyCNN,retention_0p1,contrast,5049,0.20503689247629148
two_concepts,TinyCNN,release_early,contrast,5000,0.1772635770855826
two_concepts,TinyCNN,release_early,contrast,5001,0.445977889043286
two_concepts,TinyCNN,release_early,contrast,5002,0.15833041847913493
two_concepts,TinyCNN,release_early,contrast,5003,0.19517392670194922
two_concepts,TinyCNN,release_early,contrast,5004,0.17668132575054785
two_concepts,TinyCNN,release_early,contrast,5005,0.19604151223760985
two_concepts,TinyCNN,release_early,contrast,5006,0.17620890882279178
two_concepts,TinyCNN,release_early,contrast,5007,0.4471682515527536
two_concepts,TinyCNN,release_early,contrast,5008,0.2645083033356816
two_concepts,TinyCNN,release_early,contrast,5009,0.18446557991583157
two_concepts,TinyCNN,release_early,contrast,5010,0.35406320112227846
two_concepts,TinyCNN,release_early,contrast,5011,0.4074424302791007
two_concepts,TinyCNN,release_early,contrast,5012,0.28341096012273803
two_concepts,TinyCNN,release_early,contrast,5013,0.4736243649994283
two_concepts,TinyCNN,release_early,contrast,5014,0.3310457269595225
two_concepts,TinyCNN,release_early,contrast,5015,0.40925785774042683
two_concepts,TinyCNN,release_early,contrast,5016,0.30824399668694596
two_concepts,TinyCNN,release_early,contrast,5017,0.5101104358500106
two_concepts,TinyCNN,release_early,contrast,5018,0.33260214726167076
two_concepts,TinyCNN,release_early,contrast,5019,0.4358888363364238
two_concepts,TinyCNN,release_early,contrast,5020,0.3648728872581753
two_concepts,TinyCNN,release_early,contrast,5021,0.2550631865455011
two_concepts,TinyCNN,release_early,contrast,5022,0.23290845984349018
two_concepts,TinyCNN,release_early,contrast,5023,0.5623806691600709
two_concepts,TinyCNN,release_early,contrast,5024,0.09974062532683103
two_concepts,TinyCNN,release_early,contrast,5025,0.2752392644149328
two_concepts,TinyCNN,release_early,contrast,5026,0.28899076088138387
two_concepts,TinyCNN,release_early,contrast,5027,0.3968442539745749
two_concepts,TinyCNN,release_early,contrast,5028,0.18466523422758246
two_concepts,TinyCNN,release_early,contrast,5029,0.28496549340979704
two_concepts,TinyCNN,release_early,contrast,5030,0.322665847225977
two_concepts,TinyCNN,release_early,contrast,5031,0.30050986479418773
two_concepts,TinyCNN,release_early,contrast,5032,0.5465802846098295
two_concepts,TinyCNN,release_early,contrast,5033,0.6005247864424756
two_concepts,TinyCNN,release_early,contrast,5034,0.33226122461320856
two_concepts,TinyCNN,release_early,contrast,5035,0.19941595283950708
two_concepts,TinyCNN,release_early,contrast,5036,0.5252162058396048
two_concepts,TinyCNN,release_early,contrast,5037,0.20468996383689503
two_concepts,TinyCNN,release_early,contrast,5038,0.18735691234639296
two_concepts,TinyCNN,release_early,contrast,5039,0.22498005331817594
two_concepts,TinyCNN,release_early,contrast,5040,0.276310042668149
two_concepts,TinyCNN,release_early,contrast,5041,0.17343017047204712
two_concepts,TinyCNN,release_early,contrast,5042,0.1426125165683353
two_concepts,TinyCNN,release_early,contrast,5043,0.36789841832237485
two_concepts,TinyCNN,release_early,contrast,5044,0.739509725215749
two_concepts,TinyCNN,release_early,contrast,5045,0.34705587421609707
two_concepts,TinyCNN,release_early,contrast,5046,0.43965963458082374
two_concepts,TinyCNN,release_early,contrast,5047,0.3144116565257347
two_concepts,TinyCNN,release_early,contrast,5048,0.3553988769668099
two_concepts,TinyCNN,release_early,contrast,5049,0.308699367846937
two_concepts,TinyCNN,release_default,contrast,5000,0.1886572422817171
two_concepts,TinyCNN,release_default,contrast,5001,0.44566090668251124
two_concepts,TinyCNN,release_default,contrast,5002,0.04914015361175128
two_concepts,TinyCNN,release_default,contrast,5003,0.28297884806058315
two_concepts,TinyCNN,release_default,contrast,5004,0.1131262075661088
two_concepts,TinyCNN,release_default,contrast,5005,0.19967105272759023
two_concepts,TinyCNN,release_default,contrast,5006,0.14789400722504503
two_concepts,TinyCNN,release_default,contrast,5007,0.2699290834526444
two_concepts,TinyCNN,release_default,contrast,5008,0.27544106184820155
two_concepts,TinyCNN,release_default,contrast,5009,0.17210352026553372
two_concepts,TinyCNN,release_default,contrast,5010,0.38270539501746403
two_concepts,TinyCNN,release_default,contrast,5011,0.42058461276459624
two_concepts,TinyCNN,release_default,contrast,5012,0.24441120459866322
two_concepts,TinyCNN,release_default,contrast,5013,0.5121565309794134
two_concepts,TinyCNN,release_default,contrast,5014,0.2691277574421487
two_concepts,TinyCNN,release_default,contrast,5015,0.4970874349022262
two_concepts,TinyCNN,release_default,contrast,5016,0.27637784921201475
two_concepts,TinyCNN,release_default,contrast,5017,0.376772872967901
two_concepts,TinyCNN,release_default,contrast,5018,0.3083581116785289
two_concepts,TinyCNN,release_default,contrast,5019,0.2539003833842006
two_concepts,TinyCNN,release_default,contrast,5020,0.2993366522590356
two_concepts,TinyCNN,release_default,contrast,5021,0.19714866062644648
two_concepts,TinyCNN,release_default,contrast,5022,0.37915380028177775
two_concepts,TinyCNN,release_default,contrast,5023,0.5503538859268723
two_concepts,TinyCNN,release_default,contrast,5024,0.07716087917348591
two_concepts,TinyCNN,release_default,contrast,5025,0.2688655925853778
two_concepts,TinyCNN,release_default,contrast,5026,0.30445931191060716
two_concepts,TinyCNN,release_default,contrast,5027,0.34704644186415357
two_concepts,TinyCNN,release_default,contrast,5028,0.18682770344511873
two_concepts,TinyCNN,release_default,contrast,5029,0.26904519491866513
two_concepts,TinyCNN,release_default,contrast,5030,0.30893979421127676
two_concepts,TinyCNN,release_default,contrast,5031,0.27661198272498955
two_concepts,TinyCNN,release_default,contrast,5032,0.2726878230391862
two_concepts,TinyCNN,release_default,contrast,5033,0.45685074277935306
two_concepts,TinyCNN,release_default,contrast,5034,0.35981587377822605
two_concepts,TinyCNN,release_default,contrast,5035,0.2403556409510591
two_concepts,TinyCNN,release_default,contrast,5036,0.5150716801775499
two_concepts,TinyCNN,release_default,contrast,5037,0.1733299569386581
two_concepts,TinyCNN,release_default,contrast,5038,0.265894640639915
two_concepts,TinyCNN,release_default,contrast,5039,0.21325912535305935
two_concepts,TinyCNN,release_default,contrast,5040,0.20342137184090298
two_concepts,TinyCNN,release_default,contrast,5041,0.16568284676436856
two_concepts,TinyCNN,release_default,contrast,5042,0.11201027843126843
two_concepts,TinyCNN,release_default,contrast,5043,0.2693618097521345
two_concepts,TinyCNN,release_default,contrast,5044,0.39303370420176825
two_concepts,TinyCNN,release_default,contrast,5045,0.25606480186347114
two_concepts,TinyCNN,release_default,contrast,5046,0.25610291707559135
two_concepts,TinyCNN,release_default,contrast,5047,0.28553236303240936
two_concepts,TinyCNN,release_default,contrast,5048,0.4231589963468566
two_concepts,TinyCNN,release_default,contrast,5049,0.297021917153944
two_concepts,TinyCNN,release_late,contrast,5000,0.10756553855063611
two_concepts,TinyCNN,release_late,contrast,5001,0.24644653425719903
two_concepts,TinyCNN,release_late,contrast,5002,0.07364488556433924
two_concepts,TinyCNN,release_late,contrast,5003,0.10236872902657868
two_concepts,TinyCNN,release_late,contrast,5004,0.0749376864258181
two_concepts,TinyCNN,release_late,contrast,5005,0.11744630734261902
two_concepts,TinyCNN,release_late,contrast,5006,0.24017313381055921
two_concepts,TinyCNN,release_late,contrast,5007,0.19959241992913096
two_concepts,TinyCNN,release_late,contrast,5008,0.1329252268512242
two_concepts,TinyCNN,release_late,contrast,5009,0.10200405498082082
two_concepts,TinyCNN,release_late,contrast,5010,0.2236361572660594
two_concepts,TinyCNN,release_late,contrast,5011,0.37709263017007355
two_concepts,TinyCNN,release_late,contrast,5012,0.11867168702565895
two_concepts,TinyCNN,release_late,contrast,5013,0.5846727209733462
two_concepts,TinyCNN,release_late,contrast,5014,0.2773241561079229
two_concepts,TinyCNN,release_late,contrast,5015,0.2814880610437668
two_concepts,TinyCNN,release_late,contrast,5016,0.14929252143464578
two_concepts,TinyCNN,release_late,contrast,5017,0.25027421901709723
two_concepts,TinyCNN,release_late,contrast,5018,0.236685954817767
two_concepts,TinyCNN,release_late,contrast,5019,0.200905981901367
two_concepts,TinyCNN,release_late,contrast,5020,0.10690855397676124
two_concepts,TinyCNN,release_late,contrast,5021,0.19120354989628657
two_concepts,TinyCNN,release_late,contrast,5022,0.34973400710910213
two_concepts,TinyCNN,release_late,contrast,5023,0.35726169094878135
two_concepts,TinyCNN,release_late,contrast,5024,0.05905117211781802
two_concepts,TinyCNN,release_late,contrast,5025,0.14844558320447743
two_concepts,TinyCNN,release_late,contrast,5026,0.19033883549783015
two_concepts,TinyCNN,release_late,contrast,5027,0.2571339252185525
two_concepts,TinyCNN,release_late,contrast,5028,0.1990598062671204
two_concepts,TinyCNN,release_late,contrast,5029,0.13002552281919777
two_concepts,TinyCNN,release_late,contrast,5030,0.2591193114715276
two_concepts,TinyCNN,release_late,contrast,5031,0.1711990721597429
two_concepts,TinyCNN,release_late,contrast,5032,0.1501893803875723
two_concepts,TinyCNN,release_late,contrast,5033,0.21665755506378248
two_concepts,TinyCNN,release_late,contrast,5034,0.33640532909448123
two_concepts,TinyCNN,release_late,contrast,5035,0.1468411264295189
two_concepts,TinyCNN,release_late,contrast,5036,0.3469031314574204
two_concepts,TinyCNN,release_late,contrast,5037,0.0446572334581225
two_concepts,TinyCNN,release_late,contrast,5038,0.1945180090683678
two_concepts,TinyCNN,release_late,contrast,5039,0.1378893941877728
two_concepts,TinyCNN,release_late,contrast,5040,0.09744119069841262
two_concepts,TinyCNN,release_late,contrast,5041,0.11376251383123742
two_concepts,TinyCNN,release_late,contrast,5042,0.08819655899890205
two_concepts,TinyCNN,release_late,contrast,5043,0.2050925251875489
two_concepts,TinyCNN,release_late,contrast,5044,0.18961353877874998
two_concepts,TinyCNN,release_late,contrast,5045,0.11467030954195773
two_concepts,TinyCNN,release_late,contrast,5046,0.05690703396441282
two_concepts,TinyCNN,release_late,contrast,5047,0.30987248368729126
two_concepts,TinyCNN,release_late,contrast,5048,0.1799004036405375
two_concepts,TinyCNN,release_late,contrast,5049,0.22509007626210392
two_concepts,TinyCNN,template_init,auroc,5000,0.25580312779748726
two_concepts,TinyCNN,template_init,auroc,5001,0.41662581843688956
two_concepts,TinyCNN,template_init,auroc,5002,0.2561276505037565
two_concepts,TinyCNN,template_init,auroc,5003,0.16392079382300323
two_concepts,TinyCNN,template_init,auroc,5004,0.21679369391965053
two_concepts,TinyCNN,template_init,auroc,5005,0.18180957261009117
two_concepts,TinyCNN,template_init,auroc,5006,0.23436079271495536
two_concepts,TinyCNN,template_init,auroc,5007,0.4005788597551108
two_concepts,TinyCNN,template_init,auroc,5008,0.3524394926363578
two_concepts,TinyCNN,template_init,auroc,5009,0.20840761201855512
two_concepts,TinyCNN,template_init,auroc,5010,0.4369371828322734
two_concepts,TinyCNN,template_init,auroc,5011,0.38477539889773327
two_concepts,TinyCNN,template_init,auroc,5012,0.3694964702539489
two_concepts,TinyCNN,template_init,auroc,5013,0.3874879022581115
two_concepts,TinyCNN,template_init,auroc,5014,0.3350669710125377
two_concepts,TinyCNN,template_init,auroc,5015,0.4580974839582863
two_concepts,TinyCNN,template_init,auroc,5016,0.251904475333959
two_concepts,TinyCNN,template_init,auroc,5017,0.4203020301572917
two_concepts,TinyCNN,template_init,auroc,5018,0.42427011069474013
two_concepts,TinyCNN,template_init,auroc,5019,0.26287146763121505
two_concepts,TinyCNN,template_init,auroc,5020,0.16799839990100818
two_concepts,TinyCNN,template_init,auroc,5021,0.48824409222486087
two_concepts,TinyCNN,template_init,auroc,5022,0.33033575412047333
two_concepts,TinyCNN,template_init,auroc,5023,0.47841581756184004
two_concepts,TinyCNN,template_init,auroc,5024,0.23160285753994053
two_concepts,TinyCNN,template_init,auroc,5025,0.2880813536252635
two_concepts,TinyCNN,template_init,auroc,5026,0.3924706621473703
two_concepts,TinyCNN,template_init,auroc,5027,0.3106966505749199
two_concepts,TinyCNN,template_init,auroc,5028,0.25909732367001476
two_concepts,TinyCNN,template_init,auroc,5029,0.24295246277251314
two_concepts,TinyCNN,template_init,auroc,5030,0.189172702310419
two_concepts,TinyCNN,template_init,auroc,5031,0.2246494482942995
two_concepts,TinyCNN,template_init,auroc,5032,0.4303194926506447
two_concepts,TinyCNN,template_init,auroc,5033,0.5425808872907794
two_concepts,TinyCNN,template_init,auroc,5034,0.3539763184080705
two_concepts,TinyCNN,template_init,auroc,5035,0.25119526202578063
two_concepts,TinyCNN,template_init,auroc,5036,0.4901603023514081
two_concepts,TinyCNN,template_init,auroc,5037,0.3491894004068631
two_concepts,TinyCNN,template_init,auroc,5038,0.3056232791488458
two_concepts,TinyCNN,template_init,auroc,5039,0.3664469172486825
two_concepts,TinyCNN,template_init,auroc,5040,0.3313889807999331
two_concepts,TinyCNN,template_init,auroc,5041,0.2586710752828304
two_concepts,TinyCNN,template_init,auroc,5042,0.13487732994671792
two_concepts,TinyCNN,template_init,auroc,5043,0.2600541861013354
two_concepts,TinyCNN,template_init,auroc,5044,0.47060555489217454
two_concepts,TinyCNN,template_init,auroc,5045,0.4331815734655152
two_concepts,TinyCNN,template_init,auroc,5046,0.5666733660539217
two_concepts,TinyCNN,template_init,auroc,5047,0.42405980651988084
two_concepts,TinyCNN,template_init,auroc,5048,0.32478023255719096
two_concepts,TinyCNN,template_init,auroc,5049,0.38746821193083786
two_concepts,TinyCNN,retention_0p1,auroc,5000,0.24310209479213796
two_concepts,TinyCNN,retention_0p1,auroc,5001,0.3094588896232308
two_concepts,TinyCNN,retention_0p1,auroc,5002,0.07274156670266207
two_concepts,TinyCNN,retention_0p1,auroc,5003,0.03583392822018394
two_concepts,TinyCNN,retention_0p1,auroc,5004,0.26030242873850057
two_concepts,TinyCNN,retention_0p1,auroc,5005,0.07712159052667417
two_concepts,TinyCNN,retention_0p1,auroc,5006,0.08845414396057744
two_concepts,TinyCNN,retention_0p1,auroc,5007,0.20565234182744857
two_concepts,TinyCNN,retention_0p1,auroc,5008,0.28399862203300047
two_concepts,TinyCNN,retention_0p1,auroc,5009,0.1126469800296418
two_concepts,TinyCNN,retention_0p1,auroc,5010,0.2057182480402001
two_concepts,TinyCNN,retention_0p1,auroc,5011,0.2439654379283363
two_concepts,TinyCNN,retention_0p1,auroc,5012,0.2090216658830209
two_concepts,TinyCNN,retention_0p1,auroc,5013,0.13874200512333668
two_concepts,TinyCNN,retention_0p1,auroc,5014,0.1680537071583248
two_concepts,TinyCNN,retention_0p1,auroc,5015,0.3532312886826587
two_concepts,TinyCNN,retention_0p1,auroc,5016,0.161419662969903
two_concepts,TinyCNN,retention_0p1,auroc,5017,0.17892090401429256
two_concepts,TinyCNN,retention_0p1,auroc,5018,0.1315205972257621
two_concepts,TinyCNN,retention_0p1,auroc,5019,0.04194529637932143
two_concepts,TinyCNN,retention_0p1,auroc,5020,0.04166484671191811
two_concepts,TinyCNN,retention_0p1,auroc,5021,0.22851138266890741
two_concepts,TinyCNN,retention_0p1,auroc,5022,0.22473321004539
two_concepts,TinyCNN,retention_0p1,auroc,5023,0.33715144435058086
two_concepts,TinyCNN,retention_0p1,auroc,5024,0.04709662036408774
two_concepts,TinyCNN,retention_0p1,auroc,5025,0.18556091101942312
two_concepts,TinyCNN,retention_0p1,auroc,5026,0.1965957691040645
two_concepts,TinyCNN,retention_0p1,auroc,5027,0.1376629874503073
two_concepts,TinyCNN,retention_0p1,auroc,5028,0.053732646973089604
two_concepts,TinyCNN,retention_0p1,auroc,5029,0.11080299203730859
two_concepts,TinyCNN,retention_0p1,auroc,5030,0.06239295653197763
two_concepts,TinyCNN,retention_0p1,auroc,5031,0.059980066219797235
two_concepts,TinyCNN,retention_0p1,auroc,5032,0.20191369035553114
two_concepts,TinyCNN,retention_0p1,auroc,5033,0.3224986544497041
two_concepts,TinyCNN,retention_0p1,auroc,5034,0.209575560199517
two_concepts,TinyCNN,retention_0p1,auroc,5035,0.20154733015044501
two_concepts,TinyCNN,retention_0p1,auroc,5036,0.27185796741808244
two_concepts,TinyCNN,retention_0p1,auroc,5037,0.09726045978145459
two_concepts,TinyCNN,retention_0p1,auroc,5038,0.10176601435537908
two_concepts,TinyCNN,retention_0p1,auroc,5039,0.17596798253851714
two_concepts,TinyCNN,retention_0p1,auroc,5040,0.11487929975308575
two_concepts,TinyCNN,retention_0p1,auroc,5041,0.08936908846138081
two_concepts,TinyCNN,retention_0p1,auroc,5042,-0.010352747715005328
two_concepts,TinyCNN,retention_0p1,auroc,5043,-0.03006217135126904
two_concepts,TinyCNN,retention_0p1,auroc,5044,0.15993710966098706
two_concepts,TinyCNN,retention_0p1,auroc,5045,0.21747622850392867
two_concepts,TinyCNN,retention_0p1,auroc,5046,0.21828573895677134
two_concepts,TinyCNN,retention_0p1,auroc,5047,0.20158446351722464
two_concepts,TinyCNN,retention_0p1,auroc,5048,0.14878782586577805
two_concepts,TinyCNN,retention_0p1,auroc,5049,0.20503689247629148
two_concepts,TinyCNN,release_early,auroc,5000,0.2604827288091309
two_concepts,TinyCNN,release_early,auroc,5001,0.3503861120339695
two_concepts,TinyCNN,release_early,auroc,5002,0.13199359026656104
two_concepts,TinyCNN,release_early,auroc,5003,0.08196034047550566
two_concepts,TinyCNN,release_early,auroc,5004,0.27038398710361816
two_concepts,TinyCNN,release_early,auroc,5005,0.18471920825916727
two_concepts,TinyCNN,release_early,auroc,5006,0.27690431915685354
two_concepts,TinyCNN,release_early,auroc,5007,0.45708495219825845
two_concepts,TinyCNN,release_early,auroc,5008,0.30289442033887876
two_concepts,TinyCNN,release_early,auroc,5009,0.21689872514890574
two_concepts,TinyCNN,release_early,auroc,5010,0.44846203751407726
two_concepts,TinyCNN,release_early,auroc,5011,0.412688787860372
two_concepts,TinyCNN,release_early,auroc,5012,0.32069159341702175
two_concepts,TinyCNN,release_early,auroc,5013,0.312006921841344
two_concepts,TinyCNN,release_early,auroc,5014,0.35512348219258977
two_concepts,TinyCNN,release_early,auroc,5015,0.3945563350435992
two_concepts,TinyCNN,release_early,auroc,5016,0.23482374585377647
two_concepts,TinyCNN,release_early,auroc,5017,0.4896728936779226
two_concepts,TinyCNN,release_early,auroc,5018,0.3632693232133815
two_concepts,TinyCNN,release_early,auroc,5019,0.2703719339076196
two_concepts,TinyCNN,release_early,auroc,5020,0.2356222703453374
two_concepts,TinyCNN,release_early,auroc,5021,0.3133744052013984
two_concepts,TinyCNN,release_early,auroc,5022,0.24375261878900473
two_concepts,TinyCNN,release_early,auroc,5023,0.5623806691600709
two_concepts,TinyCNN,release_early,auroc,5024,0.09783383030366011
two_concepts,TinyCNN,release_early,auroc,5025,0.2760363955960649
two_concepts,TinyCNN,release_early,auroc,5026,0.27295651939759047
two_concepts,TinyCNN,release_early,auroc,5027,0.2445552336117316
two_concepts,TinyCNN,release_early,auroc,5028,0.13688703966239735
two_concepts,TinyCNN,release_early,auroc,5029,0.3038673705421362
two_concepts,TinyCNN,release_early,auroc,5030,0.21956293675322286
two_concepts,TinyCNN,release_early,auroc,5031,0.22550318071036796
two_concepts,TinyCNN,release_early,auroc,5032,0.40042484654764215
two_concepts,TinyCNN,release_early,auroc,5033,0.580871729165793
two_concepts,TinyCNN,release_early,auroc,5034,0.32721143451320805
two_concepts,TinyCNN,release_early,auroc,5035,0.24464024327044276
two_concepts,TinyCNN,release_early,auroc,5036,0.5252162058396048
two_concepts,TinyCNN,release_early,auroc,5037,0.20468996383689503
two_concepts,TinyCNN,release_early,auroc,5038,0.26799093479470393
two_concepts,TinyCNN,release_early,auroc,5039,0.25422416840681294
two_concepts,TinyCNN,release_early,auroc,5040,0.28361653835366407
two_concepts,TinyCNN,release_early,auroc,5041,0.2071601813050487
two_concepts,TinyCNN,release_early,auroc,5042,0.15753608553940357
two_concepts,TinyCNN,release_early,auroc,5043,0.24964675276253445
two_concepts,TinyCNN,release_early,auroc,5044,0.7077981927413486
two_concepts,TinyCNN,release_early,auroc,5045,0.4410372511122049
two_concepts,TinyCNN,release_early,auroc,5046,0.44007799406076414
two_concepts,TinyCNN,release_early,auroc,5047,0.31125928343570747
two_concepts,TinyCNN,release_early,auroc,5048,0.4328437212363113
two_concepts,TinyCNN,release_early,auroc,5049,0.2972506666212099
two_concepts,TinyCNN,release_default,auroc,5000,0.2718763940052654
two_concepts,TinyCNN,release_default,auroc,5001,0.3391801600783317
two_concepts,TinyCNN,release_default,auroc,5002,0.04892882279072053
two_concepts,TinyCNN,release_default,auroc,5003,0.1252170480789272
two_concepts,TinyCNN,release_default,auroc,5004,0.1646037479943257
two_concepts,TinyCNN,release_default,auroc,5005,0.18770746732787286
two_concepts,TinyCNN,release_default,auroc,5006,0.15582818170140972
two_concepts,TinyCNN,release_default,auroc,5007,0.2699290834526444
two_concepts,TinyCNN,release_default,auroc,5008,0.3156379214915016
two_concepts,TinyCNN,release_default,auroc,5009,0.18786321020391777
two_concepts,TinyCNN,release_default,auroc,5010,0.2763110353146984
two_concepts,TinyCNN,release_default,auroc,5011,0.30554329122113816
two_concepts,TinyCNN,release_default,auroc,5012,0.3099772146445444
two_concepts,TinyCNN,release_default,auroc,5013,0.3793654453415253
two_concepts,TinyCNN,release_default,auroc,5014,0.2747122029012922
two_concepts,TinyCNN,release_default,auroc,5015,0.4720126913093306
two_concepts,TinyCNN,release_default,auroc,5016,0.20053510989119572
two_concepts,TinyCNN,release_default,auroc,5017,0.46533801593427665
two_concepts,TinyCNN,release_default,auroc,5018,0.34731891758138095
two_concepts,TinyCNN,release_default,auroc,5019,0.18252551523545202
two_concepts,TinyCNN,release_default,auroc,5020,0.13843654951805717
two_concepts,TinyCNN,release_default,auroc,5021,0.23105657523797918
two_concepts,TinyCNN,release_default,auroc,5022,0.3228694641254727
two_concepts,TinyCNN,release_default,auroc,5023,0.5503538859268723
two_concepts,TinyCNN,release_default,auroc,5024,0.07525408415031498
two_concepts,TinyCNN,release_default,auroc,5025,0.31953808752045015
two_concepts,TinyCNN,release_default,auroc,5026,0.2453381687830557
two_concepts,TinyCNN,release_default,auroc,5027,0.2726025389544094
two_concepts,TinyCNN,release_default,auroc,5028,0.1982900111196758
two_concepts,TinyCNN,release_default,auroc,5029,0.28556175036087267
two_concepts,TinyCNN,release_default,auroc,5030,0.2239839651330453
