task,architecture,block,condition,epoch,train_ce,retention_penalty,train_acc,val_ce,val_acc
single_shape,TinyCNN,block00,random,20,0.2257450968027115,0.0,1.0,0.18498879671096802,1.0
single_shape,TinyCNN,block00,random,21,0.19680950790643692,0.0,1.0,0.16050173342227936,1.0
single_shape,TinyCNN,block00,random,22,0.17242378368973732,0.0,1.0,0.14055301249027252,1.0
single_shape,TinyCNN,block00,random,23,0.1519121378660202,0.0,1.0,0.1233830526471138,1.0
single_shape,TinyCNN,block00,random,24,0.1346848402172327,0.0,1.0,0.10925179719924927,1.0
single_shape,TinyCNN,block00,random,25,0.11988713219761848,0.0,1.0,0.09726911783218384,1.0
single_shape,TinyCNN,block00,random,26,0.10768288560211658,0.0,1.0,0.08728985488414764,1.0
single_shape,TinyCNN,block00,random,27,0.096973717212677,0.0,1.0,0.07867669314146042,1.0
single_shape,TinyCNN,block00,random,28,0.08808477222919464,0.0,1.0,0.07131946831941605,1.0
single_shape,TinyCNN,block00,random,29,0.08011454716324806,0.0,1.0,0.06501659750938416,1.0
single_shape,TinyCNN,block00,random,30,0.07344836369156837,0.0,1.0,0.05952632427215576,1.0
single_shape,TinyCNN,block00,random,31,0.06747598759829998,0.0,1.0,0.054814621806144714,1.0
single_shape,TinyCNN,block00,random,32,0.06244130525738001,0.0,1.0,0.050669532269239426,1.0
single_shape,TinyCNN,block00,random,33,0.05804429482668638,0.0,1.0,0.046938128769397736,1.0
single_shape,TinyCNN,block00,random,34,0.053951337933540344,0.0,1.0,0.043597493320703506,1.0
single_shape,TinyCNN,block00,random,35,0.05033816862851381,0.0,1.0,0.04072004556655884,1.0
single_shape,TinyCNN,block00,random,36,0.04719026666134596,0.0,1.0,0.03814508765935898,1.0
single_shape,TinyCNN,block00,random,37,0.044310515746474266,0.0,1.0,0.035823337733745575,1.0
single_shape,TinyCNN,block00,random,38,0.04171977937221527,0.0,1.0,0.03377135097980499,1.0
single_shape,TinyCNN,block00,random,39,0.03934627305716276,0.0,1.0,0.03182682767510414,1.0
