task,architecture,block,condition,original_U,refit_U,delta_U,original_cf_accuracy,refit_cf_accuracy,original_acc,refit_acc,selected_refit_converged
two_concepts,TinyCNN,1,frozen_spectrum,0.3354557534260677,0.4173750305343025,0.08191927710823482,0.45703125,0.509765625,0.46875,0.8515625,False
two_concepts,TwoLayerCNN,5,frozen_random_unitnorm,0.06877998990936579,0.05487551192646367,-0.01390447798290212,0.078125,0.064453125,1.0,1.0,True
single_shape,TinyCNN,5,template_retention_1,0.23488609300535118,0.38266341884930927,0.14777732584395809,0.41015625,0.46875,1.0,1.0,True
two_concepts,TinyCNN,7,template_retention_1,0.6943944517357177,0.8652988956821908,0.17090444394647308,0.892578125,0.974609375,0.953125,0.9921875,True
two_concepts,TinyCNN,9,frozen_templates,0.5622055689037793,0.544067199196286,-0.018138369707493274,0.388671875,0.677734375,0.41796875,0.828125,False
single_shape,TwoLayerCNN,8,template_retention_1,0.11238868512626227,0.08935734801175277,-0.023031337114509498,0.23828125,0.1770833283662796,1.0,1.0,True
two_concepts,TwoLayerCNN,1,frozen_spectrum,-0.07383416657095715,-0.07812114109275947,-0.0042869745218023225,0.056640625,0.04296875,0.984375,0.98828125,True
two_concepts,TwoLayerCNN,0,frozen_random_unitnorm,0.042787093424769634,0.004141036042118032,-0.0386460573826516,0.03515625,0.0234375,0.9921875,0.9921875,True
single_shape,TwoLayerCNN,0,template_retention_1,0.021630213197468384,0.04865821755988363,0.027028004362415245,0.05078125,0.05078125,1.0,1.0,True
single_shape,TinyCNN,6,frozen_random_unitnorm,0.3093126571356314,0.4294160324695156,0.12010337533388421,0.4817708432674408,0.5833333134651184,0.8984375,0.99609375,True
two_concepts,TwoLayerCNN,9,frozen_templates,0.0058175545330197975,-0.0168400727366263,-0.022657627269646097,0.12890625,0.087890625,0.92578125,0.96875,True
single_shape,TwoLayerCNN,5,frozen_templates,0.010325907847809374,0.04921776056289669,0.03889185271508731,0.02473958395421505,0.0598958320915699,1.0,1.0,True
two_concepts,TinyCNN,9,template_init,0.4768269278186705,0.6564340962221223,0.17960716840345187,0.712890625,0.841796875,0.96875,0.984375,True
two_concepts,TinyCNN,4,template_init,0.6442753984684404,0.5621026593680636,-0.08217273910037681,0.818359375,0.6875,0.96875,0.98828125,True
two_concepts,TwoLayerCNN,4,frozen_spectrum,-0.022791552610806676,-0.032166195628183306,-0.00937464301737663,0.041015625,0.033203125,0.96484375,0.9921875,True
single_shape,TinyCNN,9,frozen_random_unitnorm,0.3374396172938542,0.41097463032264875,0.07353501302879456,0.39453125,0.65625,0.51171875,0.921875,True
single_shape,TinyCNN,4,frozen_templates,0.2425761243739344,0.4338409123854277,0.19126478801149333,0.609375,0.6145833134651184,0.859375,1.0,True
single_shape,TwoLayerCNN,7,template_retention_1,0.14064915769428465,0.08874202541939324,-0.05190713227489141,0.1119791641831398,0.0833333358168602,0.99609375,1.0,True
two_concepts,TinyCNN,7,template_init,0.6683542957127615,0.7223230612682858,0.05396876555552432,0.837890625,0.7578125,0.9921875,0.99609375,True
single_shape,TwoLayerCNN,4,frozen_spectrum,0.07104469391010909,0.028716821659985126,-0.042327872250123966,0.03515625,0.0377604179084301,1.0,1.0,True
two_concepts,TinyCNN,8,template_retention_1,0.5872199428780064,0.6701863422298566,0.08296639935185024,0.673828125,0.861328125,0.9296875,0.9921875,True
two_concepts,TwoLayerCNN,3,frozen_templates,0.1150141952978071,0.052488678466300454,-0.06252551683150664,0.134765625,0.1015625,0.984375,0.9921875,True
single_shape,TinyCNN,2,template_retention_1,0.3173008835619456,0.45662109958980995,0.13932021602786437,0.5416666865348816,0.5924479365348816,0.99609375,1.0,True
single_shape,TwoLayerCNN,1,frozen_spectrum,0.02458844513526401,-0.05633111249058345,-0.08091955762584746,0.0065104165114462376,0.0026041667442768812,1.0,1.0,True
two_concepts,TinyCNN,1,frozen_random_unitnorm,0.22021411398627422,0.3417759325695944,0.12156181858332016,0.318359375,0.498046875,0.46484375,0.73046875,True
two_concepts,TinyCNN,3,frozen_templates,0.5673906008518776,0.5079119804505423,-0.059478620401335336,0.49609375,0.626953125,0.54296875,0.828125,True
two_concepts,TinyCNN,0,template_retention_1,0.6155245067912163,0.6805083666780836,0.06498385988686728,0.783203125,0.841796875,0.93359375,0.9921875,True
single_shape,TwoLayerCNN,2,frozen_random_unitnorm,0.040822113528877574,0.06441315450958601,0.02359104098070844,0.02994791604578495,0.0598958320915699,1.0,1.0,True
two_concepts,TwoLayerCNN,8,template_init,0.12571356329216732,0.04897652799159753,-0.07673703530056979,0.064453125,0.064453125,0.99609375,0.99609375,True
single_shape,TinyCNN,5,frozen_spectrum,0.2196780468152506,0.4711446066697439,0.2514665598544933,0.6536458134651184,0.6328125,0.90234375,1.0,True
two_concepts,TwoLayerCNN,5,template_init,0.18220084390435792,0.04343011315198021,-0.13877073075237772,0.09765625,0.06640625,1.0,1.0,True
two_concepts,TwoLayerCNN,4,template_retention_1,0.2116728322203753,0.1843842963831242,-0.027288535837251104,0.19921875,0.142578125,0.9765625,0.98828125,True
single_shape,TwoLayerCNN,7,frozen_templates,0.1215460209102655,0.09883088612657309,-0.022715134783692414,0.0911458358168602,0.0716145858168602,1.0,1.0,True
single_shape,TwoLayerCNN,7,frozen_random_unitnorm,-0.0238402181111525,-0.018218049153351387,0.005622168957801113,0.02083333395421505,0.0013020833721384406,1.0,1.0,True
two_concepts,TinyCNN,4,frozen_random_unitnorm,0.22053607147822984,0.3092770419097328,0.08874097043150297,0.24609375,0.53125,0.390625,0.6796875,True
single_shape,TinyCNN,2,template_init,0.28389764317724614,0.2652319455657923,-0.018665697611453813,0.4205729067325592,0.33984375,1.0,1.0,True
single_shape,TinyCNN,0,frozen_spectrum,0.27542015653440033,0.34361890369742076,0.06819874716302043,0.5768229365348816,0.5299479365348816,0.859375,0.9921875,True
single_shape,TwoLayerCNN,1,template_init,0.08207284850758906,0.03143545991117479,-0.05063738859641427,0.1236979141831398,0.0494791679084301,1.0,1.0,True
two_concepts,TinyCNN,4,frozen_templates,0.8673070684219583,0.5378691634539261,-0.32943790496803216,0.59765625,0.669921875,0.61328125,0.81640625,True
single_shape,TwoLayerCNN,8,frozen_spectrum,0.016335103868891254,-0.03064192971363322,-0.046977033582524474,0.0234375,0.01953125,1.0,1.0,True
single_shape,TinyCNN,3,frozen_spectrum,0.316026164278213,0.4487274425957105,0.1327012783174975,0.5729166865348816,0.6848958134651184,0.8203125,1.0,True
two_concepts,TwoLayerCNN,9,frozen_random_unitnorm,0.18131264143017806,0.1734188546214765,-0.007893786808701564,0.2578125,0.21875,0.97265625,0.98046875,True
single_shape,TinyCNN,6,frozen_spectrum,0.2574991575676712,0.45343108626840845,0.19593192870073722,0.3880208432674408,0.6653645634651184,0.91796875,0.98828125,True
two_concepts,TwoLayerCNN,5,template_retention_1,0.07636620291630097,0.055147326725360324,-0.02121887619094065,0.0625,0.046875,0.99609375,1.0,True
single_shape,TwoLayerCNN,4,frozen_random_unitnorm,0.013544211956568797,-0.007437552367684883,-0.02098176432425368,0.0052083334885537624,0.0065104165114462376,1.0,1.0,True
two_concepts,TwoLayerCNN,4,frozen_templates,0.17919936572535033,0.15919677565939072,-0.020002590065959613,0.158203125,0.154296875,0.97265625,0.9921875,True
two_concepts,TinyCNN,7,frozen_random_unitnorm,0.20603282106869159,0.2847111548021073,0.0786783337334157,0.3359375,0.427734375,0.46875,0.6328125,True
single_shape,TwoLayerCNN,8,frozen_templates,0.12680938298850797,0.16107341404156642,0.03426403105305845,0.23828125,0.2018229216337204,1.0,1.0,True
two_concepts,TinyCNN,6,template_init,0.6501606066880964,0.6285435342697142,-0.021617072418382177,0.8203125,0.751953125,0.9375,0.98046875,True
single_shape,TinyCNN,3,frozen_templates,0.3620615422314499,0.46513889169716993,0.10307734946572006,0.5963541865348816,0.6067708134651184,0.8203125,1.0,True
single_shape,TwoLayerCNN,0,template_init,0.06450468248931884,0.003368945000631063,-0.06113573748868778,0.02213541604578495,0.01171875,1.0,1.0,True
single_shape,TinyCNN,3,template_init,0.1580326993809993,0.2552472239927138,0.09721452461171454,0.23828125,0.30078125,1.0,1.0,True
single_shape,TinyCNN,9,frozen_spectrum,0.31986863063921,0.37864296595467456,0.058774335315464554,0.51171875,0.5703125,0.84375,0.9765625,True
two_concepts,TinyCNN,1,template_retention_1,0.4973959195629411,0.4392009968451483,-0.05819492271779281,0.662109375,0.634765625,0.8984375,0.9609375,True
single_shape,TwoLayerCNN,2,frozen_spectrum,0.13226022571911805,0.08596613329219042,-0.04629409242692763,0.1692708283662796,0.0950520858168602,0.99609375,1.0,True
single_shape,TinyCNN,3,template_retention_1,0.2016672267051941,0.43699971410530947,0.23533248740011536,0.41796875,0.48828125,0.99609375,1.0,True
two_concepts,TwoLayerCNN,9,template_init,0.030423013057430698,-0.0192326183499775,-0.049655631407408196,0.1171875,0.041015625,0.953125,0.9765625,True
single_shape,TwoLayerCNN,0,frozen_templates,0.021241459287054287,0.006240023171117992,-0.015001436115936295,0.03125,0.02083333395421505,1.0,1.0,True
two_concepts,TwoLayerCNN,4,template_init,0.23355161497383492,0.16863737528724201,-0.0649142396865929,0.17578125,0.107421875,0.98046875,0.9921875,True
two_concepts,TinyCNN,9,template_retention_1,0.480555529410127,0.6941996585073553,0.2136441290972283,0.806640625,0.919921875,0.9375,0.9765625,True
