task,architecture,treatment,reference,metric,n,mean,sd,lo,hi,p
single_shape,TwoLayerCNN,template_init,random_unitnorm,fidelity_selected,10,0.04300254820918492,0.07275028205301999,-0.009039868470042511,0.09504496488841235,0.09441653224582844
single_shape,TwoLayerCNN,template_init,random_unitnorm,fidelity_random,10,0.013412807036639465,0.02843418492072405,-0.006927783512550002,0.03375339758582893,0.1699753699421577
single_shape,TwoLayerCNN,template_init,random_unitnorm,causal_usefulness,10,0.029589741172545453,0.06341338273000606,-0.015773460095446112,0.07495294244053702,0.17416483571062322
single_shape,TwoLayerCNN,template_init,random_unitnorm,cf_accuracy,10,0.025911457557231187,0.06381079153701012,-0.01973603284535132,0.0715589479598137,0.23117755595289985
single_shape,TwoLayerCNN,template_init,random_unitnorm,cf_accuracy_random,10,-0.00030924474413041025,0.012370612453004224,-0.00915864779369234,0.00854015830543152,0.9387212824810776
single_shape,TwoLayerCNN,template_init,random_unitnorm,refit_test_acc,10,0.0,0.0,0.0,0.0,1.0
single_shape,TwoLayerCNN,template_init,random_unitnorm,nuisance_acc,10,0.0,0.0018414239093399675,-0.0013172753103983924,0.0013172753103983924,1.0
single_shape,TwoLayerCNN,template_init,random_unitnorm,nuisance_prediction_stability,10,0.000390625,0.0012352647110032732,-0.0004930301417398823,0.0012742801417398824,0.34343639613791355
single_shape,TwoLayerCNN,template_init,random_unitnorm,nuisance_probability_l2,10,4.15145495935576e-07,0.0003781145309129654,-0.00027007169544719585,0.000270901986439067,0.9973055086922131
single_shape,TwoLayerCNN,template_init,random_unitnorm,drift_l2,10,0.06439800262451172,0.033506360934888256,0.040428995935201474,0.08836700931382196,0.0001841482139268105
single_shape,TwoLayerCNN,template_init,random_unitnorm,selected_kernel_alignment,10,0.5740362936214533,0.03278201638785896,0.5505854518061755,0.597487135436731,1.0278514335859879e-12
single_shape,TwoLayerCNN,template_init,random_unitnorm,best_semantic_kernel_alignment,10,0.5862009251480054,0.07815786299426564,0.5302901580977669,0.6421116921982438,2.0091084115242594e-09
single_shape,TwoLayerCNN,template_init,random_unitnorm,input_effect_mean_square,10,-0.0032846291859944367,0.006207188856928216,-0.007724984601571905,0.0011557262295830316,0.1285822748729108
single_shape,TwoLayerCNN,template_init,random_unitnorm,counterfactual_agreement,10,0.02604166613891721,0.06395395891448215,-0.01970824003585215,0.07179157231368657,0.22998751833720163
single_shape,TwoLayerCNN,template_init,spectrum_init,id_acc,10,-0.000390625,0.0012352647110032732,-0.0012742801417398824,0.0004930301417398823,0.34343639613791355
single_shape,TwoLayerCNN,template_init,spectrum_init,alignment,10,0.45284185376166,0.08709057820962948,0.39054100719288387,0.5151427003304361,5.068740460868957e-08
single_shape,TwoLayerCNN,template_init,spectrum_init,semantic_auc,10,-0.008374023437500022,0.03160680100521018,-0.030984166812776333,0.014236119937776287,0.4238191476229317
single_shape,TwoLayerCNN,template_init,spectrum_init,localization_iou,10,0.20966566025921018,0.09920708689085761,0.1386971855288499,0.28063413498957046,9.024839883702919e-05
single_shape,TwoLayerCNN,template_init,spectrum_init,fidelity_selected,10,0.007271006624472965,0.08401530293524279,-0.05282992053895541,0.06737193378790134,0.79051095446632
single_shape,TwoLayerCNN,template_init,spectrum_init,fidelity_random,10,0.009980523979695913,0.021943896170043664,-0.0057171936898359026,0.025678241649227728,0.18420788446080752
single_shape,TwoLayerCNN,template_init,spectrum_init,causal_usefulness,10,-0.0027095173552229485,0.08376483292475756,-0.06263126906690773,0.05721223435646184,0.9207698542554636
single_shape,TwoLayerCNN,template_init,spectrum_init,cf_accuracy,10,0.0018229155335575341,0.09181139267331846,-0.0638549982637081,0.06750082933082317,0.9513084223559071
single_shape,TwoLayerCNN,template_init,spectrum_init,cf_accuracy_random,10,-0.0013509114010958,0.00918729331517239,-0.00792310512144488,0.005221282319253279,0.6529867865644658
single_shape,TwoLayerCNN,template_init,spectrum_init,refit_test_acc,10,0.0,0.0,0.0,0.0,1.0
single_shape,TwoLayerCNN,template_init,spectrum_init,nuisance_acc,10,-0.000390625,0.0012352647110032732,-0.0012742801417398824,0.0004930301417398823,0.34343639613791355
single_shape,TwoLayerCNN,template_init,spectrum_init,nuisance_prediction_stability,10,0.0,0.0,0.0,0.0,1.0
single_shape,TwoLayerCNN,template_init,spectrum_init,nuisance_probability_l2,10,4.007868792541558e-05,0.0002171512516037001,-0.00011526195955330283,0.000195419335404134,0.5737908276283048
single_shape,TwoLayerCNN,template_init,spectrum_init,drift_l2,10,0.03584299087524414,0.04292328221038723,0.005137524518357181,0.0665484572321311,0.0268849880831316
single_shape,TwoLayerCNN,template_init,spectrum_init,selected_kernel_alignment,10,0.45533856869285705,0.07503779005674237,0.4016597673656632,0.5090173700200509,1.3075892307947916e-08
single_shape,TwoLayerCNN,template_init,spectrum_init,best_semantic_kernel_alignment,10,0.4616046712499807,0.10248808321245934,0.3882891131424403,0.5349202293575211,1.767467084658157e-07
single_shape,TwoLayerCNN,template_init,spectrum_init,input_effect_mean_square,10,-0.0034065882364908706,0.003843672031325495,-0.006156185568453794,-0.0006569909045279474,0.020622193757393593
single_shape,TwoLayerCNN,template_init,spectrum_init,counterfactual_agreement,10,0.0019531241152435542,0.09194681552699113,-0.06382166535562547,0.06772791358611258,0.9479127741638582
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,id_acc,10,-0.000390625,0.0022173680163966665,-0.001976834523647022,0.0011955845236470215,0.5910512317836047
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,alignment,10,0.5807038485213847,0.09422929726231842,0.513296269978357,0.6481114270644124,1.1411263346969107e-08
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,semantic_auc,10,0.031536865234375044,0.020164252551828726,0.01711222791733136,0.04596150255141873,0.0007958775374339253
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,localization_iou,10,0.2945215007570569,0.12181169722270407,0.20738266191863486,0.38166033959547896,3.172154640209185e-05
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,fidelity_selected,10,-0.001523154335860366,0.09433260214740495,-0.069004632741857,0.06595832407013627,0.9603928794782947
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,fidelity_random,10,0.00844521924088075,0.026124781283645492,-0.01024332346780998,0.02713376194957148,0.33335212662014213
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,causal_usefulness,10,-0.009968373576741116,0.09015100310828134,-0.07445851623202646,0.054521769078544224,0.7346318865868747
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,cf_accuracy,10,0.03372395844198763,0.1014389870392002,-0.03884112147296593,0.1062890383569412,0.32052092763249224
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,cf_accuracy_random,10,-0.0018229168403195218,0.01712327589980205,-0.014072170508386621,0.010426336827747578,0.7440968950611558
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,refit_test_acc,10,0.000390625,0.0012352647110032732,-0.0004930301417398823,0.0012742801417398824,0.34343639613791355
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,nuisance_acc,10,-0.00078125,0.001647019614671031,-0.001959456855653177,0.0003969568556531765,0.16785065605707492
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,nuisance_prediction_stability,10,0.000390625,0.0012352647110032732,-0.0004930301417398823,0.0012742801417398824,0.34343639613791355
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,nuisance_probability_l2,10,4.163217672612518e-05,0.00028487734025857365,-0.0001621567959874356,0.00024542114943968595,0.6549509692548705
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,drift_l2,10,0.006672637909650803,0.013269553553436599,-0.0028198288641821823,0.01616510468348379,0.14626171122256754
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,selected_kernel_alignment,10,0.5765819690235032,0.103704965734112,0.5023959056003221,0.6507680324466844,2.8204473054224072e-08
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,best_semantic_kernel_alignment,10,0.5921820707162396,0.1254048324623769,0.5024728577699675,0.6818912836625117,1.1729627519833391e-07
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,input_effect_mean_square,10,-0.01727345784505203,0.016401367660831015,-0.02900628946888132,-0.005540626221222741,0.008793180057123918
single_shape,TwoLayerCNN,template_retention_1,spectrum_retention_1,counterfactual_agreement,10,0.03385416702367365,0.10176447327889449,-0.0389437517206494,0.1066520857679967,0.3202237446792005
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,id_acc,10,0.000390625,0.0022173680163966665,-0.0011955845236470215,0.001976834523647022,0.5910512317836047
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,alignment,10,0.8494618828086324,0.02763324091682038,0.8296942530839454,0.8692295125333195,6.5429090928511246e-15
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,semantic_auc,10,0.02708943684895838,0.024273429654273256,0.009725271313751845,0.04445360238416492,0.0064226131602497126
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,localization_iou,10,0.31504875310234437,0.06618720673445648,0.267701277676773,0.36239622852791575,1.0944879688858218e-07
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,fidelity_selected,10,0.04545807561030578,0.06479774252005197,-0.000895436993867689,0.09181158821447924,0.05369903150108744
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,fidelity_random,10,0.003624819524524897,0.029939059470511474,-0.017792293426501096,0.02504193247555089,0.710703940631813
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,causal_usefulness,10,0.04183325608578088,0.06623929785951216,-0.005551483085839803,0.08921799525740157,0.07690805159503901
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,cf_accuracy,10,0.08229166616220027,0.0735335792095289,0.02968891245262316,0.13489441987177736,0.0063248568994227795
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,cf_accuracy_random,10,0.011588541603123304,0.015018670317865117,0.0008448320724763966,0.02233225113377021,0.03736206282741733
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,refit_test_acc,10,0.0,0.0,0.0,0.0,1.0
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,nuisance_acc,10,-0.00078125,0.001647019614671031,-0.001959456855653177,0.0003969568556531765,0.16785065605707492
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,nuisance_prediction_stability,10,0.000390625,0.002217368016396667,-0.0011955845236470224,0.0019768345236470222,0.5910512317836047
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,nuisance_probability_l2,10,6.230450962902978e-05,0.00034147583396117013,-0.00018197258642322094,0.0003065816056812805,0.5780985594231898
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,drift_l2,10,0.0,0.0,0.0,0.0,1.0
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,selected_kernel_alignment,10,0.8488258809378173,0.02735942597146953,0.8292541266252498,0.8683976352503848,6.02290074379521e-15
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,best_semantic_kernel_alignment,10,0.84093985990412,0.047531381544647984,0.8069379578649893,0.8749417619432507,9.369345175375472e-13
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,input_effect_mean_square,10,0.007283560434977221,0.01335230825263864,-0.0022681054844329324,0.016835226354387375,0.11861321238371124
single_shape,TwoLayerCNN,frozen_templates,frozen_random_unitnorm,counterfactual_agreement,10,0.08216145730111749,0.07379863415183406,0.02936909470809604,0.13495381989413893,0.006509046035395614
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,id_acc,10,0.0,0.0018414239093399675,-0.0013172753103983924,0.0013172753103983924,1.0
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,alignment,10,0.583854291151132,0.09222029273201202,0.5178838678730209,0.649824714429243,8.997289431390296e-09
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,semantic_auc,10,0.03824259440104173,0.02067563419671587,0.02345213669273235,0.053033052109351116,0.00024403459768297648
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,localization_iou,10,0.3122548721316857,0.11919471143144082,0.22698811215191717,0.3975216321114542,1.672927746266249e-05
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,fidelity_selected,10,0.004631863767522582,0.07865696399491791,-0.05163593863031814,0.0608996661653633,0.8564044855572369
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,fidelity_random,10,0.017487223802259984,0.027130748899058466,-0.0019209447873170388,0.036895392391837006,0.07196753675550113
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,causal_usefulness,10,-0.012855360034737404,0.07402308142264794,-0.06580828253296578,0.04009756246349098,0.59624042749693
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,cf_accuracy,10,0.041276041977107526,0.09964137609120388,-0.030003104531916618,0.11255518848613166,0.2226563188559394
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,cf_accuracy_random,10,0.00226236969610909,0.017616504413812194,-0.010339718395685534,0.014864457787903712,0.6941479313307501
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,refit_test_acc,10,0.0,0.0,0.0,0.0,1.0
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,nuisance_acc,10,0.000390625,0.002882284325674304,-0.0016712369973930588,0.0024524869973930586,0.6783097418055797
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,nuisance_prediction_stability,10,0.001171875,0.0032159086029240804,-0.001128647428129055,0.003472397428129055,0.2788729992489171
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,nuisance_probability_l2,10,3.564047801773995e-06,0.0007882701893026211,-0.000560330475900592,0.00056745857150414,0.9889043494514567
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,drift_l2,10,0.0,0.0,0.0,0.0,1.0
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,selected_kernel_alignment,10,0.5903452325943032,0.10993575881748177,0.5117019283091491,0.6689885368794573,3.8242975013322335e-08
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,best_semantic_kernel_alignment,10,0.616944055227065,0.11577835237891153,0.534121211288859,0.6997668991652709,4.091229098063464e-08
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,input_effect_mean_square,10,-0.025861469904581734,0.024054707737753884,-0.043069171206315135,-0.008653768602848336,0.007875847770173479
single_shape,TwoLayerCNN,frozen_templates,frozen_spectrum,counterfactual_agreement,10,0.041276040486991405,0.09999805898269869,-0.03025826159171144,0.11281034256569425,0.2241759690822783
two_concepts,TinyCNN,template_retention_1,template_init,id_acc,10,-0.061328125,0.06212042944077455,-0.10576640320341946,-0.016889846796580538,0.012280068737831416
two_concepts,TinyCNN,template_retention_1,template_init,alignment,10,0.28927498269187313,0.03155529318811595,0.26670168578926756,0.3118482795944787,3.3712869169566004e-10
two_concepts,TinyCNN,template_retention_1,template_init,semantic_auc,10,-0.06822357177734376,0.04169154631993655,-0.09804790735864313,-0.038399236196044385,0.0005834653408272817
two_concepts,TinyCNN,template_retention_1,template_init,localization_iou,10,0.07798203994900707,0.032668417538143125,0.054612461855385784,0.10135161804262835,3.5095924235500465e-05
two_concepts,TinyCNN,template_retention_1,template_init,fidelity_selected,10,0.044998420863644195,0.03823499439072135,0.01764675357581624,0.07235008815147215,0.004758426400392306
two_concepts,TinyCNN,template_retention_1,template_init,fidelity_random,10,0.019755374066493935,0.05499217495951966,-0.01958365806611751,0.05909440619910538,0.28529429296250014
two_concepts,TinyCNN,template_retention_1,template_init,causal_usefulness,10,0.025243046797150254,0.07805895311697801,-0.03059696438930002,0.08108305798360052,0.3331825449643966
two_concepts,TinyCNN,template_retention_1,template_init,cf_accuracy,10,0.002734375,0.10118703969895648,-0.06965047264516483,0.07511922264516482,0.9337711609500852
two_concepts,TinyCNN,template_retention_1,template_init,cf_accuracy_random,10,0.037158203125,0.02184654686297481,0.021530124954573064,0.05278628129542693,0.0004452922501283493
two_concepts,TinyCNN,template_retention_1,template_init,refit_test_acc,10,-0.012890625,0.016982082124440745,-0.025038874725779824,-0.0007423752742201743,0.03987193860194756
two_concepts,TinyCNN,template_retention_1,template_init,nuisance_acc,10,-0.05859375,0.06564876388518506,-0.10555604661486506,-0.011631453385134945,0.019967302122420136
two_concepts,TinyCNN,template_retention_1,template_init,nuisance_prediction_stability,10,-0.034375,0.0204886856903864,-0.04903172280324239,-0.019718277196757613,0.0004902623595359478
two_concepts,TinyCNN,template_retention_1,template_init,nuisance_probability_l2,10,-0.004490229859948158,0.001981907376580041,-0.005908000988813923,-0.0030724587310823922,5.2825774203832936e-05
two_concepts,TinyCNN,template_retention_1,template_init,drift_l2,10,-1.353696358203888,0.1558137008670238,-1.4651587651667148,-1.242233951241061,5.439631310526417e-10
two_concepts,TinyCNN,template_retention_1,template_init,selected_kernel_alignment,10,0.3030832929301807,0.036327235778506814,0.27709635394055915,0.3290702319198023,7.799698587218181e-10
two_concepts,TinyCNN,template_retention_1,template_init,best_semantic_kernel_alignment,10,0.2514001764109731,0.08368432443634079,0.19153601700246795,0.31126433581947827,5.474900169019889e-06
two_concepts,TinyCNN,template_retention_1,template_init,input_effect_mean_square,10,-0.7845155894756317,0.15292760427125665,-0.893913407307327,-0.6751177716439364,5.702584024433164e-08
two_concepts,TinyCNN,template_retention_1,template_init,counterfactual_agreement,10,0.029296875,0.10263357499447164,-0.044122761658567475,0.10271651165856747,0.39021727740109047
two_concepts,TinyCNN,template_retention_0.1,template_init,id_acc,10,-0.004296875,0.011855395458427122,-0.012777714014408643,0.004183964014408643,0.2812972016723818
two_concepts,TinyCNN,template_retention_0.1,template_init,alignment,10,0.11497979361184338,0.01684964865866634,0.10292628108038925,0.1270333061432975,4.6406520532519124e-09
two_concepts,TinyCNN,template_retention_0.1,template_init,semantic_auc,10,-0.015313720703125,0.007489643452155025,-0.020671488870014448,-0.009955952536235553,0.00011598657752410494
two_concepts,TinyCNN,template_retention_0.1,template_init,localization_iou,10,0.025077949751213746,0.03096020973320448,0.0029303499077185068,0.04722554959470898,0.03061354701710403
two_concepts,TinyCNN,template_retention_0.1,template_init,fidelity_selected,10,0.01609592504396088,0.03078770690209884,-0.005928273708000399,0.03812012379592216,0.1326696430020604
two_concepts,TinyCNN,template_retention_0.1,template_init,fidelity_random,10,0.013602906422698699,0.01339726522133908,0.004019080225256384,0.023186732620141013,0.010644967430675991
two_concepts,TinyCNN,template_retention_0.1,template_init,causal_usefulness,10,0.0024930186212621776,0.031197145184657715,-0.019824074633703604,0.024810111876227958,0.8061746371947907
two_concepts,TinyCNN,template_retention_0.1,template_init,cf_accuracy,10,0.026953125,0.06497252315549222,-0.01952541813876868,0.07343166813876868,0.22204906029586186
two_concepts,TinyCNN,template_retention_0.1,template_init,cf_accuracy_random,10,0.007666015625,0.00884105234747457,0.001341507772029642,0.013990523477970357,0.022773331761936473
two_concepts,TinyCNN,template_retention_0.1,template_init,refit_test_acc,10,-0.0015625,0.005881036349289695,-0.005769539966832838,0.0026445399668328378,0.42257162813419624
two_concepts,TinyCNN,template_retention_0.1,template_init,nuisance_acc,10,-0.0109375,0.012994765572786093,-0.020233395294192054,-0.001641604705807943,0.025975808059874133
two_concepts,TinyCNN,template_retention_0.1,template_init,nuisance_prediction_stability,10,-0.0125,0.010705627495361702,-0.020158344561745648,-0.004841655438254353,0.004979544878001714
two_concepts,TinyCNN,template_retention_0.1,template_init,nuisance_probability_l2,10,-0.00021357310470193624,0.0008893070182587376,-0.0008497450217572229,0.00042259881235335044,0.46701274544805993
two_concepts,TinyCNN,template_retention_0.1,template_init,drift_l2,10,-0.6452699840068817,0.08819696291943932,-0.7083622905185002,-0.5821776774952633,2.5041063359659078e-09
two_concepts,TinyCNN,template_retention_0.1,template_init,selected_kernel_alignment,10,0.0921077145167886,0.015279601440918446,0.08117734610527821,0.103038082928299,1.3859290234854365e-08
two_concepts,TinyCNN,template_retention_0.1,template_init,best_semantic_kernel_alignment,10,0.031700896121063506,0.08096393701172612,-0.02621721535627973,0.08961900759840674,0.24697705390424565
two_concepts,TinyCNN,template_retention_0.1,template_init,input_effect_mean_square,10,-0.2410416781902313,0.051384046839350765,-0.2777996109543892,-0.20428374542607342,1.2423927837179151e-07
two_concepts,TinyCNN,template_retention_0.1,template_init,counterfactual_agreement,10,0.0283203125,0.06284660025254311,-0.016637437008545267,0.07327806200854527,0.18789783706208743
two_concepts,TinyCNN,template_init,random_unitnorm,id_acc,10,-0.005859375,0.0237429460010553,-0.022844055390363147,0.011125305390363147,0.45519024115915063
two_concepts,TinyCNN,template_init,random_unitnorm,alignment,10,0.4239401295426262,0.05003760067850935,0.3881453863381677,0.45973487274708474,6.802354623390042e-10
two_concepts,TinyCNN,template_init,random_unitnorm,semantic_auc,10,-0.0014068603515625,0.01356805216121118,-0.011112860165894939,0.008299139462769937,0.7504910324344414
two_concepts,TinyCNN,template_init,random_unitnorm,localization_iou,10,0.09716441790322883,0.03755150821384703,0.07030168717217548,0.12402714863428217,1.8478517649189845e-05
two_concepts,TinyCNN,template_init,random_unitnorm,fidelity_selected,10,0.004336745678871734,0.05527682423753972,-0.03520591228055595,0.04387940363829942,0.8096276507785513
two_concepts,TinyCNN,template_init,random_unitnorm,fidelity_random,10,0.019546518003774115,0.0436342892813781,-0.011667572171552704,0.050760608179100934,0.19027442226137806
two_concepts,TinyCNN,template_init,random_unitnorm,causal_usefulness,10,-0.015209772324902376,0.08013858458706469,-0.07253746224538983,0.042117917595585086,0.5631916789189266
two_concepts,TinyCNN,template_init,random_unitnorm,cf_accuracy,10,-0.0017578125,0.11103057061557244,-0.08118429796567579,0.0776686729656758,0.9611644694106214
two_concepts,TinyCNN,template_init,random_unitnorm,cf_accuracy_random,10,0.010205078125,0.035656383291640434,-0.015301961905242242,0.03571211815524224,0.3890172664305023
two_concepts,TinyCNN,template_init,random_unitnorm,refit_test_acc,10,-0.00234375,0.009950506861741041,-0.009461913801630816,0.004774413801630817,0.4753647439173334
two_concepts,TinyCNN,template_init,random_unitnorm,nuisance_acc,10,-0.006640625,0.020343359304577473,-0.021193387569531645,0.007912137569531647,0.32889375214230865
two_concepts,TinyCNN,template_init,random_unitnorm,nuisance_prediction_stability,10,-0.00234375,0.01861569375068908,-0.015660615084319412,0.010973115084319413,0.6998088233018644
two_concepts,TinyCNN,template_init,random_unitnorm,nuisance_probability_l2,10,-0.0015633472241461277,0.0021663673216257926,-0.0031130730485786013,-1.3621399713654005e-05,0.04840069732051536
two_concepts,TinyCNN,template_init,random_unitnorm,drift_l2,10,-0.019480037689208984,0.09584604364929596,-0.08804416692539271,0.04908409154697474,0.5364395493603873
two_concepts,TinyCNN,template_init,random_unitnorm,selected_kernel_alignment,10,0.36976590150448174,0.041615311155393124,0.33999610127461766,0.3995357017343458,4.4531459013480636e-10
two_concepts,TinyCNN,template_init,random_unitnorm,best_semantic_kernel_alignment,10,0.3828912924156338,0.08600006610608957,0.32137055121118885,0.44441203362007875,1.9532912747052998e-07
two_concepts,TinyCNN,template_init,random_unitnorm,input_effect_mean_square,10,-0.30889108777046204,0.09742561767676688,-0.3785851761957169,-0.23919699934520716,3.5014122579527134e-06
two_concepts,TinyCNN,template_init,random_unitnorm,counterfactual_agreement,10,0.0021484375,0.09863420911414957,-0.06841022515650494,0.07270710015650494,0.9465909848625341
two_concepts,TinyCNN,template_init,spectrum_init,id_acc,10,0.001953125,0.019509536541369398,-0.01200315669750047,0.015909406697500468,0.7587822131951925
two_concepts,TinyCNN,template_init,spectrum_init,alignment,10,0.3263316328831392,0.07214644942375097,0.2747211720453205,0.37794209372095794,1.7035886380868266e-07
two_concepts,TinyCNN,template_init,spectrum_init,semantic_auc,10,-0.00234527587890625,0.013226558880862743,-0.01180698611679282,0.007116434358980322,0.5886724648888886
two_concepts,TinyCNN,template_init,spectrum_init,localization_iou,10,0.08975585654048579,0.05333520585981415,0.051602148696357965,0.12790956438461362,0.00047991925274974484
two_concepts,TinyCNN,template_init,spectrum_init,fidelity_selected,10,-0.03186400883716321,0.04952901321270985,-0.06729493048566293,0.0035669128113365103,0.07241528878704766
two_concepts,TinyCNN,template_init,spectrum_init,fidelity_random,10,0.0012882923048881973,0.032353627831418444,-0.021856098798093544,0.02443268340786994,0.9025640546391964
two_concepts,TinyCNN,template_init,spectrum_init,causal_usefulness,10,-0.033152301142051414,0.0538563077382672,-0.07167878281365413,0.005374180529551298,0.08342068267229748
two_concepts,TinyCNN,template_init,spectrum_init,cf_accuracy,10,-0.0552734375,0.09805928118444775,-0.12542082149154718,0.01487394649154717,0.10834881015486549
two_concepts,TinyCNN,template_init,spectrum_init,cf_accuracy_random,10,-0.0099365234375,0.04149816934666416,-0.039622525465509845,0.01974947859050984,0.46829459087340286
two_concepts,TinyCNN,template_init,spectrum_init,refit_test_acc,10,0.001953125,0.006444983682689886,-0.0026573385863943736,0.006563588586394374,0.3629382386791291
two_concepts,TinyCNN,template_init,spectrum_init,nuisance_acc,10,0.0046875,0.015273831561057478,-0.006238740888105133,0.015613740888105132,0.3571572530055249
two_concepts,TinyCNN,template_init,spectrum_init,nuisance_prediction_stability,10,-0.00234375,0.02076812712226759,-0.017200373161357866,0.012512873161357867,0.7294109683040957
two_concepts,TinyCNN,template_init,spectrum_init,nuisance_probability_l2,10,-0.000392524478957057,0.0022145950632864913,-0.001976750351446733,0.0011917013935326191,0.5888198344524291
two_concepts,TinyCNN,template_init,spectrum_init,drift_l2,10,0.012294149398803711,0.07119004570442562,-0.03863214143348271,0.06322044023109014,0.5982655112621903
two_concepts,TinyCNN,template_init,spectrum_init,selected_kernel_alignment,10,0.2895473786848207,0.08381900474817872,0.22958687478514161,0.34950788258449983,1.7069729442104225e-06
two_concepts,TinyCNN,template_init,spectrum_init,best_semantic_kernel_alignment,10,0.2469100628790338,0.1346136547278185,0.1506132553291589,0.34320687042890874,0.00025938050701727796
two_concepts,TinyCNN,template_init,spectrum_init,input_effect_mean_square,10,-0.0452525794506073,0.09371073447542791,-0.11228920052284426,0.021784041621629655,0.16109413714897672
two_concepts,TinyCNN,template_init,spectrum_init,counterfactual_agreement,10,-0.0568359375,0.08839050554062106,-0.1200666960622839,0.006394821062283895,0.0725377966009792
two_concepts,TinyCNN,template_retention_1,spectrum_retention_1,id_acc,10,0.0375,0.06843559738603393,-0.011455877205536952,0.08645587720553695,0.11716834045631393
two_concepts,TinyCNN,template_retention_1,spectrum_retention_1,alignment,10,0.5374464619303019,0.09363871678542737,0.47046135920996013,0.6044315646506436,2.1333229256052855e-08
two_concepts,TinyCNN,template_retention_1,spectrum_retention_1,semantic_auc,10,-0.025799560546875,0.0493426157818516,-0.06109714150595179,0.009498020412201786,0.1326292127014166
two_concepts,TinyCNN,template_retention_1,spectrum_retention_1,localization_iou,10,0.17641210135818192,0.03971438993340886,0.1480021382522041,0.20482206446415974,1.9924069426328556e-07
two_concepts,TinyCNN,template_retention_1,spectrum_retention_1,fidelity_selected,10,-0.01656873704183154,0.035707297082310255,-0.04211219860383948,0.008974724520176402,0.17633735016765245
two_concepts,TinyCNN,template_retention_1,spectrum_retention_1,fidelity_random,10,0.003229419832493796,0.059736280146309745,-0.039503340708223034,0.04596218037321062,0.8680394958272464
two_concepts,TinyCNN,template_retention_1,spectrum_retention_1,causal_usefulness,10,-0.019798156874325335,0.06233762820438669,-0.06439180971326687,0.024795495964616197,0.3414584750062129
two_concepts,TinyCNN,template_retention_1,spectrum_retention_1,cf_accuracy,10,-0.0267578125,0.10481184475058962,-0.10173568947171202,0.04822006447171202,0.4403014185066154
two_concepts,TinyCNN,template_retention_1,spectrum_retention_1,cf_accuracy_random,10,-0.026123046875,0.053657767440577375,-0.06450750137353331,0.012261407623533317,0.15805710212013727
