task,architecture,condition,metric,n,mean,sd,lo,hi
single_shape,TwoLayerCNN,frozen_templates,localization_iou,10,0.5612529740618772,0.04382252130767546,0.5299042308066104,0.5926017173171441
single_shape,TwoLayerCNN,frozen_templates,fidelity_selected,10,0.27807658496049203,0.05529833397573485,0.23851853986130045,0.3176346300596836
single_shape,TwoLayerCNN,frozen_templates,fidelity_random,10,0.22951642924121646,0.02847582986155936,0.20914604769600098,0.24988681078643193
single_shape,TwoLayerCNN,frozen_templates,causal_usefulness,10,0.048560155719275626,0.05005138495288942,0.012755551838945299,0.08436475959960596
single_shape,TwoLayerCNN,frozen_templates,cf_accuracy,10,0.09453124944120646,0.06874704008683845,0.04535257954882933,0.14370991933358357
single_shape,TwoLayerCNN,frozen_templates,cf_accuracy_random,10,0.021923828120634425,0.012467454948262846,0.013005148123296098,0.030842508117972754
single_shape,TwoLayerCNN,frozen_templates,refit_test_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,frozen_templates,nuisance_acc,10,0.99921875,0.0016470196146710309,0.9980405431443469,1.0003969568556532
single_shape,TwoLayerCNN,frozen_templates,nuisance_prediction_stability,10,0.999609375,0.0012352647110032732,0.9987257198582601,1.0004930301417398
single_shape,TwoLayerCNN,frozen_templates,nuisance_probability_l2,10,0.0009307098007411696,0.000523392299582933,0.0005562975046934003,0.001305122096788939
single_shape,TwoLayerCNN,frozen_templates,drift_l2,10,0.0,0.0,0.0,0.0
single_shape,TwoLayerCNN,frozen_templates,selected_kernel_alignment,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,frozen_templates,best_semantic_kernel_alignment,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,frozen_templates,input_effect_mean_square,10,1.8430473963419594,0.036818328171601675,1.8167091510174591,1.8693856416664596
single_shape,TwoLayerCNN,frozen_templates,counterfactual_agreement,10,0.09466145727783441,0.06886982758648807,0.04539495049961389,0.14392796405605493
single_shape,TwoLayerCNN,random,id_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,random,alignment,10,0.28161207008623984,0.033984154618421074,0.25730127038577677,0.3059228697867029
single_shape,TwoLayerCNN,random,semantic_auc,10,0.8513468424479166,0.02083669123255987,0.8364411714767582,0.8662525134190749
single_shape,TwoLayerCNN,random,localization_iou,10,0.30472619264447837,0.04753308162652125,0.2707230744400389,0.33872931084891783
single_shape,TwoLayerCNN,random,fidelity_selected,10,0.15466506672562402,0.038907077488674675,0.12683262015227711,0.18249751329897093
single_shape,TwoLayerCNN,random,fidelity_random,10,0.11588867498892241,0.017847605557447962,0.10312126709804614,0.12865608287979868
single_shape,TwoLayerCNN,random,causal_usefulness,10,0.03877639173670157,0.02933696665798,0.017789990037165908,0.05976279343623723
single_shape,TwoLayerCNN,random,cf_accuracy,10,0.0351562503608875,0.025648066873032383,0.01680872859801302,0.05350377212376198
single_shape,TwoLayerCNN,random,cf_accuracy_random,10,0.012776692739862483,0.008364981120894956,0.006792745726568192,0.018760639753156776
single_shape,TwoLayerCNN,random,refit_test_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,random,nuisance_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,random,nuisance_prediction_stability,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,random,nuisance_probability_l2,10,9.563084904584684e-05,7.542096563644528e-05,4.167794042150644e-05,0.00014958375767018723
single_shape,TwoLayerCNN,random,drift_l2,10,1.1054356813430786,0.03099199210980251,1.0832653457569952,1.127606016929162
single_shape,TwoLayerCNN,random,selected_kernel_alignment,10,0.2941038125024456,0.03717275493268357,0.2675120255467383,0.3206955994581529
single_shape,TwoLayerCNN,random,best_semantic_kernel_alignment,10,0.32596930198421326,0.06598352487880477,0.27876753178070685,0.37317107218771967
single_shape,TwoLayerCNN,random,input_effect_mean_square,10,1.9809039115905762,0.011122057272978582,1.9729476711115532,1.9888601520695992
single_shape,TwoLayerCNN,random,counterfactual_agreement,10,0.0351562503608875,0.025648066873032383,0.01680872859801302,0.05350377212376198
single_shape,TwoLayerCNN,random_unitnorm,id_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,random_unitnorm,alignment,10,0.245393173093965,0.029755604239565282,0.22410729610933605,0.26667905007859394
single_shape,TwoLayerCNN,random_unitnorm,semantic_auc,10,0.8508443196614583,0.01898852890165387,0.8372607443771011,0.8644278949458156
single_shape,TwoLayerCNN,random_unitnorm,localization_iou,10,0.293801165760481,0.053107045294892005,0.2558106741521444,0.33179165736881755
single_shape,TwoLayerCNN,random_unitnorm,fidelity_selected,10,0.14338299097377818,0.05103925100951714,0.10687171028764775,0.17989427165990862
single_shape,TwoLayerCNN,random_unitnorm,fidelity_random,10,0.11458128447437863,0.01603175142534225,0.10311286037717163,0.12604970857158562
single_shape,TwoLayerCNN,random_unitnorm,causal_usefulness,10,0.028801706499399515,0.04446428898133422,-0.003006129693259165,0.06060954269205819
single_shape,TwoLayerCNN,random_unitnorm,cf_accuracy,10,0.02864583316259086,0.029360302346686,0.0076427381169833705,0.04964892820819835
single_shape,TwoLayerCNN,random_unitnorm,cf_accuracy_random,10,0.01196289057697868,0.006703433011715749,0.007167543478217604,0.016758237675739758
single_shape,TwoLayerCNN,random_unitnorm,refit_test_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,random_unitnorm,nuisance_acc,10,0.999609375,0.0012352647110032732,0.9987257198582601,1.0004930301417398
single_shape,TwoLayerCNN,random_unitnorm,nuisance_prediction_stability,10,0.999609375,0.0012352647110032732,0.9987257198582601,1.0004930301417398
single_shape,TwoLayerCNN,random_unitnorm,nuisance_probability_l2,10,0.00016797189837234328,0.0003372859060504376,-7.33079038133716e-05,0.0004092517005580582
single_shape,TwoLayerCNN,random_unitnorm,drift_l2,10,1.0684354543685912,0.03659550108096462,1.0422566099422195,1.094614298794963
single_shape,TwoLayerCNN,random_unitnorm,selected_kernel_alignment,10,0.24814880215378005,0.03937402103668391,0.21998232428865805,0.27631528001890204
single_shape,TwoLayerCNN,random_unitnorm,best_semantic_kernel_alignment,10,0.23430067493921575,0.07352338233304002,0.18170521563565445,0.28689613424277705
single_shape,TwoLayerCNN,random_unitnorm,input_effect_mean_square,10,1.9802130222320553,0.013007035091491728,1.970908349852924,1.9895176946111865
single_shape,TwoLayerCNN,random_unitnorm,counterfactual_agreement,10,0.02864583316259086,0.029360302346686,0.0076427381169833705,0.04964892820819835
single_shape,TwoLayerCNN,spectrum_init,id_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,spectrum_init,alignment,10,0.37147288959486263,0.08136875302459805,0.3132651901870568,0.4296805890026685
single_shape,TwoLayerCNN,spectrum_init,semantic_auc,10,0.8514668782552082,0.015504365611443801,0.8403757232420938,0.8625580332683226
single_shape,TwoLayerCNN,spectrum_init,localization_iou,10,0.26988037150282906,0.10453576998471245,0.1950999865214564,0.3446607564842017
single_shape,TwoLayerCNN,spectrum_init,fidelity_selected,10,0.1791145325584901,0.06644319962559707,0.13158393085035736,0.22664513426662286
single_shape,TwoLayerCNN,spectrum_init,fidelity_random,10,0.1180135675313222,0.01634294533672029,0.1063225287205094,0.129704606342135
single_shape,TwoLayerCNN,spectrum_init,causal_usefulness,10,0.06110096502716791,0.05855372750765328,0.019214151683208704,0.1029877783711271
single_shape,TwoLayerCNN,spectrum_init,cf_accuracy,10,0.05273437518626452,0.05942615522730713,0.010223464648075282,0.09524528572445376
single_shape,TwoLayerCNN,spectrum_init,cf_accuracy_random,10,0.013004557233944069,0.006137815960185753,0.008613828199139736,0.0173952862687484
single_shape,TwoLayerCNN,spectrum_init,refit_test_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,spectrum_init,nuisance_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,spectrum_init,nuisance_prediction_stability,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,spectrum_init,nuisance_probability_l2,10,0.00012830835594286328,0.00017822089984617057,8.168044464489078e-07,0.00025579990743927766
single_shape,TwoLayerCNN,spectrum_init,drift_l2,10,1.0969904661178589,0.03765370077168207,1.0700546312348176,1.1239263010009002
single_shape,TwoLayerCNN,spectrum_init,selected_kernel_alignment,10,0.36684652708237614,0.07016550602301712,0.3166531477866444,0.4170399063781079
single_shape,TwoLayerCNN,spectrum_init,best_semantic_kernel_alignment,10,0.3588969288372403,0.0961448678268675,0.29011903366195446,0.4276748240125261
single_shape,TwoLayerCNN,spectrum_init,input_effect_mean_square,10,1.980334981282552,0.00943246452828277,1.9735874026417548,1.987082559923349
single_shape,TwoLayerCNN,spectrum_init,counterfactual_agreement,10,0.05273437518626452,0.05942615522730713,0.010223464648075282,0.09524528572445376
single_shape,TwoLayerCNN,spectrum_retention_1,id_acc,10,0.999609375,0.0012352647110032732,0.9987257198582601,1.0004930301417398
single_shape,TwoLayerCNN,spectrum_retention_1,alignment,10,0.41533709091907073,0.0936545427928362,0.34834066695503485,0.4823335148831066
single_shape,TwoLayerCNN,spectrum_retention_1,semantic_auc,10,0.845245361328125,0.022006783584736296,0.829502656712193,0.860988065944057
single_shape,TwoLayerCNN,spectrum_retention_1,localization_iou,10,0.2545602216093944,0.13536027419638733,0.15772931466653345,0.35139112855225535
single_shape,TwoLayerCNN,spectrum_retention_1,fidelity_selected,10,0.27797739549799466,0.06865234336845191,0.22886646755708978,0.32708832343889954
single_shape,TwoLayerCNN,spectrum_retention_1,fidelity_random,10,0.2187942850176295,0.01521006454688306,0.2079136603034883,0.22967490973177068
single_shape,TwoLayerCNN,spectrum_retention_1,causal_usefulness,10,0.05918311048036516,0.06061045353797487,0.015825003966889427,0.10254121699384089
single_shape,TwoLayerCNN,spectrum_retention_1,cf_accuracy,10,0.062369791558012366,0.052492067113913625,0.024819228838470826,0.09992035427755391
single_shape,TwoLayerCNN,spectrum_retention_1,cf_accuracy_random,10,0.021077474017511123,0.011592546470851898,0.01278466584159646,0.029370282193425787
single_shape,TwoLayerCNN,spectrum_retention_1,refit_test_acc,10,0.999609375,0.0012352647110032732,0.9987257198582601,1.0004930301417398
single_shape,TwoLayerCNN,spectrum_retention_1,nuisance_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,spectrum_retention_1,nuisance_prediction_stability,10,0.999609375,0.0012352647110032732,0.9987257198582601,1.0004930301417398
single_shape,TwoLayerCNN,spectrum_retention_1,nuisance_probability_l2,10,0.0006494766217656434,0.00036795214757132224,0.0003862595119272573,0.0009126937316040295
single_shape,TwoLayerCNN,spectrum_retention_1,drift_l2,10,0.10658050626516342,0.005545150144807913,0.10261374481433284,0.110547267715994
single_shape,TwoLayerCNN,spectrum_retention_1,selected_kernel_alignment,10,0.41905426746927465,0.10322962505192981,0.3452082422857897,0.4929002926527596
single_shape,TwoLayerCNN,spectrum_retention_1,best_semantic_kernel_alignment,10,0.40353371682178746,0.12524053891082157,0.31394203240222984,0.4931254012413451
single_shape,TwoLayerCNN,spectrum_retention_1,input_effect_mean_square,10,1.8793564637502036,0.03160427005739942,1.8567481309059224,1.9019647965944848
single_shape,TwoLayerCNN,spectrum_retention_1,counterfactual_agreement,10,0.06249999939464033,0.0527946215506674,0.02473300226932957,0.10026699651995108
single_shape,TwoLayerCNN,template_init,id_acc,10,0.999609375,0.0012352647110032732,0.9987257198582601,1.0004930301417398
single_shape,TwoLayerCNN,template_init,alignment,10,0.8243147433565227,0.01141980022721578,0.8161455103989766,0.8324839763140687
single_shape,TwoLayerCNN,template_init,semantic_auc,10,0.8430928548177082,0.025667060634490632,0.824731745736404,0.8614539638990125
single_shape,TwoLayerCNN,template_init,localization_iou,10,0.47954603176203936,0.03825216136082403,0.45218208396359355,0.5069099795604851
single_shape,TwoLayerCNN,template_init,fidelity_selected,10,0.18638553918296308,0.04908903537848347,0.15126935871665897,0.22150171964926718
single_shape,TwoLayerCNN,template_init,fidelity_random,10,0.12799409151101812,0.02390817419848035,0.11089121398856296,0.14509696903347327
single_shape,TwoLayerCNN,template_init,causal_usefulness,10,0.058391447671944964,0.040463322168648626,0.02944573071937108,0.08733716462451885
single_shape,TwoLayerCNN,template_init,cf_accuracy,10,0.05455729071982205,0.050710530638349696,0.018281162421345296,0.0908334190182988
single_shape,TwoLayerCNN,template_init,cf_accuracy_random,10,0.01165364583284827,0.008501780487511839,0.005571838447909761,0.01773545321778678
single_shape,TwoLayerCNN,template_init,refit_test_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,template_init,nuisance_acc,10,0.999609375,0.0012352647110032732,0.9987257198582601,1.0004930301417398
single_shape,TwoLayerCNN,template_init,nuisance_prediction_stability,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,template_init,nuisance_probability_l2,10,0.00016838704386827884,0.0001563078334666424,5.657115573784086e-05,0.0002802029319987168
single_shape,TwoLayerCNN,template_init,drift_l2,10,1.1328334569931031,0.025580793951810468,1.1145340593790107,1.1511328546071955
single_shape,TwoLayerCNN,template_init,selected_kernel_alignment,10,0.8221850957752335,0.01350840590111585,0.8125217643249766,0.8318484272254903
single_shape,TwoLayerCNN,template_init,best_semantic_kernel_alignment,10,0.820501600087221,0.02174594942858517,0.8049454849862093,0.8360577151882326
single_shape,TwoLayerCNN,template_init,input_effect_mean_square,10,1.9769283930460613,0.009849623252766724,1.9698823970308112,1.9839743890613113
single_shape,TwoLayerCNN,template_init,counterfactual_agreement,10,0.05468749930150807,0.05082389167517592,0.018330277402467676,0.09104472120054846
single_shape,TwoLayerCNN,template_retention_0.1,id_acc,10,0.999609375,0.0012352647110032732,0.9987257198582601,1.0004930301417398
single_shape,TwoLayerCNN,template_retention_0.1,alignment,10,0.9495959754891746,0.007149250562891337,0.9444817097263692,0.95471024125198
single_shape,TwoLayerCNN,template_retention_0.1,semantic_auc,10,0.8383056640625,0.0240801818668608,0.8210797396665859,0.855531588458414
single_shape,TwoLayerCNN,template_retention_0.1,localization_iou,10,0.5224092091173735,0.038873739636527314,0.4946006110067911,0.550217807227956
single_shape,TwoLayerCNN,template_retention_0.1,fidelity_selected,10,0.2513835516695614,0.0687933402096199,0.20217176066460446,0.3005953426745183
single_shape,TwoLayerCNN,template_retention_0.1,fidelity_random,10,0.18897850416746237,0.023241517917777607,0.17235252381932842,0.20560448451559632
single_shape,TwoLayerCNN,template_retention_0.1,causal_usefulness,10,0.062405047502099076,0.06179643614092187,0.018198540143223182,0.10661155486097497
single_shape,TwoLayerCNN,template_retention_0.1,cf_accuracy,10,0.0644531246740371,0.0740020531183435,0.01151524491851412,0.11739100442956009
single_shape,TwoLayerCNN,template_retention_0.1,cf_accuracy_random,10,0.0163411458619521,0.010997862735243674,0.008473748803183726,0.02420854292072048
single_shape,TwoLayerCNN,template_retention_0.1,refit_test_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,template_retention_0.1,nuisance_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,template_retention_0.1,nuisance_prediction_stability,10,0.999609375,0.0012352647110032732,0.9987257198582601,1.0004930301417398
single_shape,TwoLayerCNN,template_retention_0.1,nuisance_probability_l2,10,0.0003966306656366214,0.00016007105857154504,0.0002821227284386026,0.0005111386028346402
single_shape,TwoLayerCNN,template_retention_0.1,drift_l2,10,0.4743928641080856,0.028577453341409324,0.4539497855047489,0.49483594271142234
single_shape,TwoLayerCNN,template_retention_0.1,selected_kernel_alignment,10,0.9483646743888503,0.009134792236019125,0.9418300376780454,0.9548993110996552
single_shape,TwoLayerCNN,template_retention_0.1,best_semantic_kernel_alignment,10,0.9474558294327029,0.010780401008148246,0.9397439951222004,0.9551676637432054
single_shape,TwoLayerCNN,template_retention_0.1,input_effect_mean_square,10,1.9269040902455647,0.021321279587769852,1.9116517656479453,1.9421564148431842
single_shape,TwoLayerCNN,template_retention_0.1,counterfactual_agreement,10,0.06458333325572312,0.07406045186045934,0.011603677556726533,0.1175629889547197
single_shape,TwoLayerCNN,template_retention_1,id_acc,10,0.99921875,0.0016470196146710309,0.9980405431443469,1.0003969568556532
single_shape,TwoLayerCNN,template_retention_1,alignment,10,0.9960409394404554,0.0010117611680710607,0.9953171691016649,0.9967647097792458
single_shape,TwoLayerCNN,template_retention_1,semantic_auc,10,0.8767822265625,0.01572524749157384,0.8655330621710269,0.8880313909539732
single_shape,TwoLayerCNN,template_retention_1,localization_iou,10,0.5490817223664514,0.04276422874264265,0.5184900360061369,0.5796734087267659
single_shape,TwoLayerCNN,template_retention_1,fidelity_selected,10,0.2764542411621343,0.05773102604410846,0.2351559529916886,0.31775252933257997
single_shape,TwoLayerCNN,template_retention_1,fidelity_random,10,0.22723950425851025,0.024849787629615358,0.2094630370653213,0.2450159714516992
single_shape,TwoLayerCNN,template_retention_1,causal_usefulness,10,0.04921473690362405,0.058259044616586216,0.007538727000866295,0.09089074680638182
single_shape,TwoLayerCNN,template_retention_1,cf_accuracy,10,0.09609375,0.0715995878281442,0.04487449038121837,0.14731300961878163
single_shape,TwoLayerCNN,template_retention_1,cf_accuracy_random,10,0.0192545571771916,0.013851762335354985,0.009345603330486237,0.029163511023896964
single_shape,TwoLayerCNN,template_retention_1,refit_test_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,template_retention_1,nuisance_acc,10,0.99921875,0.0016470196146710309,0.9980405431443469,1.0003969568556532
single_shape,TwoLayerCNN,template_retention_1,nuisance_prediction_stability,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,template_retention_1,nuisance_probability_l2,10,0.0006911087984917685,0.0002853412570229358,0.00048698795971701753,0.0008952296372665195
single_shape,TwoLayerCNN,template_retention_1,drift_l2,10,0.11325314417481422,0.013057079687518661,0.10391267204830767,0.12259361630132076
single_shape,TwoLayerCNN,template_retention_1,selected_kernel_alignment,10,0.9956362364927781,0.0010203263717313178,0.9949063389763981,0.9963661340091581
single_shape,TwoLayerCNN,template_retention_1,best_semantic_kernel_alignment,10,0.9957157875380271,0.0014739459940416348,0.9946613900921356,0.9967701849839187
single_shape,TwoLayerCNN,template_retention_1,input_effect_mean_square,10,1.8620830059051516,0.032214981497124935,1.8390377964148967,1.8851282153954065
single_shape,TwoLayerCNN,template_retention_1,counterfactual_agreement,10,0.09635416641831399,0.07173154323170472,0.04504051159031286,0.1476678212463151
two_concepts,TinyCNN,frozen_random_unitnorm,id_acc,10,0.45,0.0663628330290298,0.40252688909173245,0.49747311090826757
two_concepts,TinyCNN,frozen_random_unitnorm,alignment,10,0.15268772449580087,0.014613669292654546,0.1422337352454707,0.16314171374613104
two_concepts,TinyCNN,frozen_random_unitnorm,semantic_auc,10,0.7412826538085937,0.04197990440521246,0.7112520392795947,0.7713132683375927
two_concepts,TinyCNN,frozen_random_unitnorm,localization_iou,10,0.19107568887824936,0.028904400353773407,0.17039872647172574,0.21175265128477297
two_concepts,TinyCNN,frozen_random_unitnorm,fidelity_selected,10,0.5773406889579773,0.138812284184414,0.4780403628306407,0.6766410150853138
two_concepts,TinyCNN,frozen_random_unitnorm,fidelity_random,10,0.30022712004057833,0.06279506429695143,0.25530623713377226,0.3451480029473844
two_concepts,TinyCNN,frozen_random_unitnorm,causal_usefulness,10,0.277113568917399,0.11106386989917065,0.19766326257923678,0.35656387525556127
two_concepts,TinyCNN,frozen_random_unitnorm,cf_accuracy,10,0.3744140625,0.09651700942414981,0.30536995326309274,0.4434581717369072
two_concepts,TinyCNN,frozen_random_unitnorm,cf_accuracy_random,10,0.2730712890625,0.021386820939515182,0.2577720790062818,0.2883704991187182
two_concepts,TinyCNN,frozen_random_unitnorm,refit_test_acc,10,0.71328125,0.039759408281248354,0.684839082707999,0.741723417292001
two_concepts,TinyCNN,frozen_random_unitnorm,nuisance_acc,10,0.469140625,0.08618277025788226,0.4074891851188174,0.5307920648811826
two_concepts,TinyCNN,frozen_random_unitnorm,nuisance_prediction_stability,10,0.634765625,0.06917604926635153,0.5852800604283258,0.6842511895716742
two_concepts,TinyCNN,frozen_random_unitnorm,nuisance_probability_l2,10,0.0007034787849988788,0.0002276074690205985,0.0005406582101804666,0.000866299359817291
two_concepts,TinyCNN,frozen_random_unitnorm,drift_l2,10,0.0,0.0,0.0,0.0
two_concepts,TinyCNN,frozen_random_unitnorm,selected_kernel_alignment,10,0.15456058445258095,0.022982948623541444,0.13811957343475537,0.17100159547040653
two_concepts,TinyCNN,frozen_random_unitnorm,best_semantic_kernel_alignment,10,0.15172868924713878,0.027352914461185134,0.13216159298842167,0.1712957855058559
two_concepts,TinyCNN,frozen_random_unitnorm,input_effect_mean_square,10,0.002252781891729683,0.0019031243403365473,0.0008913687519154301,0.0036141950315439356
two_concepts,TinyCNN,frozen_random_unitnorm,counterfactual_agreement,10,0.644140625,0.06186471838678641,0.5998852714649885,0.6883959785350116
two_concepts,TinyCNN,frozen_spectrum,id_acc,10,0.471875,0.10569837400528502,0.39626293820358094,0.547487061796419
two_concepts,TinyCNN,frozen_spectrum,alignment,10,0.416145708848868,0.09222029273201203,0.35017528557075683,0.4821161321269791
two_concepts,TinyCNN,frozen_spectrum,semantic_auc,10,0.7253143310546875,0.045355064832033797,0.6928692722055432,0.7577593899038317
two_concepts,TinyCNN,frozen_spectrum,localization_iou,10,0.17371462945555852,0.06171523433560444,0.12956621036889515,0.21786304854222188
two_concepts,TinyCNN,frozen_spectrum,fidelity_selected,10,0.5627103349821181,0.2925250187493413,0.3534505426454082,0.771970127318828
two_concepts,TinyCNN,frozen_spectrum,fidelity_random,10,0.18944008335397894,0.13711128632318248,0.09135657779374573,0.28752358891421215
two_concepts,TinyCNN,frozen_spectrum,causal_usefulness,10,0.37327025162813915,0.17470054483941125,0.24829701039734067,0.49824349285893765
two_concepts,TinyCNN,frozen_spectrum,cf_accuracy,10,0.4298828125,0.07498830068255856,0.3762394137384016,0.4835262112615984
two_concepts,TinyCNN,frozen_spectrum,cf_accuracy_random,10,0.263427734375,0.017109596100050653,0.2511882666461576,0.2756672021038424
two_concepts,TinyCNN,frozen_spectrum,refit_test_acc,10,0.807421875,0.04716526161500438,0.7736818793809598,0.8411618706190401
two_concepts,TinyCNN,frozen_spectrum,nuisance_acc,10,0.467578125,0.10121216955514306,0.3951753005386656,0.5399809494613343
two_concepts,TinyCNN,frozen_spectrum,nuisance_prediction_stability,10,0.741015625,0.06290693262518073,0.6960147163120337,0.7860165336879662
two_concepts,TinyCNN,frozen_spectrum,nuisance_probability_l2,10,0.000589581805979833,0.00032762187159368346,0.0003552152375824665,0.0008239483743771996
two_concepts,TinyCNN,frozen_spectrum,drift_l2,10,0.0,0.0,0.0,0.0
two_concepts,TinyCNN,frozen_spectrum,selected_kernel_alignment,10,0.42977698542932885,0.1015101355817732,0.35716100891309466,0.502392961945563
two_concepts,TinyCNN,frozen_spectrum,best_semantic_kernel_alignment,10,0.45224006268873235,0.10676841841633292,0.37586253723315594,0.5286175881443087
two_concepts,TinyCNN,frozen_spectrum,input_effect_mean_square,10,0.0047254369885195045,0.004753302681368646,0.0013251290891495501,0.008125744887889459
two_concepts,TinyCNN,frozen_spectrum,counterfactual_agreement,10,0.69765625,0.056275011318270986,0.6573995320189029,0.7379129679810971
two_concepts,TinyCNN,frozen_templates,id_acc,10,0.523046875,0.07571029574885091,0.46888699208163986,0.5772067579183602
two_concepts,TinyCNN,frozen_templates,alignment,10,1.0,0.0,1.0,1.0
two_concepts,TinyCNN,frozen_templates,semantic_auc,10,0.76893310546875,0.009366266832134191,0.7622328818070533,0.7756333291304468
two_concepts,TinyCNN,frozen_templates,localization_iou,10,0.398656999524628,0.00959659156354755,0.3917920114756948,0.4055219875735612
two_concepts,TinyCNN,frozen_templates,fidelity_selected,10,0.8889334745460438,0.0421802322770701,0.8587595540904494,0.9191073950016382
two_concepts,TinyCNN,frozen_templates,fidelity_random,10,0.20999978090765228,0.12481146306012042,0.12071503886108657,0.299284522954218
two_concepts,TinyCNN,frozen_templates,causal_usefulness,10,0.6789336936383915,0.12142647291977,0.5920704276654278,0.7657969596113552
two_concepts,TinyCNN,frozen_templates,cf_accuracy,10,0.5314453125,0.064505384432373,0.4853009402728693,0.5775896847271308
two_concepts,TinyCNN,frozen_templates,cf_accuracy_random,10,0.274609375,0.028954616097646463,0.25389649041430745,0.2953222595856925
two_concepts,TinyCNN,frozen_templates,refit_test_acc,10,0.81796875,0.023810686355546794,0.8009356110792373,0.8350018889207628
two_concepts,TinyCNN,frozen_templates,nuisance_acc,10,0.53125,0.08351623807721133,0.4715060823293005,0.5909939176706995
two_concepts,TinyCNN,frozen_templates,nuisance_prediction_stability,10,0.828125,0.0342029310848013,0.8036576970434441,0.8525923029565559
two_concepts,TinyCNN,frozen_templates,nuisance_probability_l2,10,0.0007774191210046411,0.00019085432532588912,0.000640890161345021,0.0009139480806642612
two_concepts,TinyCNN,frozen_templates,drift_l2,10,0.0,0.0,0.0,0.0
two_concepts,TinyCNN,frozen_templates,selected_kernel_alignment,10,1.0,0.0,1.0,1.0
two_concepts,TinyCNN,frozen_templates,best_semantic_kernel_alignment,10,1.0,2.0934566115783667e-16,0.9999999999999999,1.0000000000000002
two_concepts,TinyCNN,frozen_templates,input_effect_mean_square,10,0.018578259088099004,0.0053513532116030195,0.014750131611795902,0.022406386564402105
two_concepts,TinyCNN,frozen_templates,counterfactual_agreement,10,0.733203125,0.06832030133290361,0.684329725622303,0.7820765243776969
two_concepts,TinyCNN,random,id_acc,10,0.98203125,0.012916246632955463,0.9727915237716667,0.9912709762283334
two_concepts,TinyCNN,random,alignment,10,0.24659605524936556,0.02951544953127243,0.22548197459381952,0.2677101359049116
two_concepts,TinyCNN,random,semantic_auc,10,0.9844879150390625,0.01143653269593398,0.9763067123944646,0.9926691176836604
two_concepts,TinyCNN,random,localization_iou,10,0.17386776757893863,0.028116365828338392,0.1537545311123422,0.19398100404553506
two_concepts,TinyCNN,random,fidelity_selected,10,0.8679769256051145,0.04467684503841345,0.8360170359691146,0.8999368152411145
two_concepts,TinyCNN,random,fidelity_random,10,0.2899960709291339,0.04492348575566722,0.2578597451527485,0.32213239670551924
two_concepts,TinyCNN,random,causal_usefulness,10,0.5779808546759806,0.053760615038469066,0.5395228274380311,0.61643888191393
two_concepts,TinyCNN,random,cf_accuracy,10,0.783203125,0.07182143422146672,0.7318251660316865,0.8345810839683135
two_concepts,TinyCNN,random,cf_accuracy_random,10,0.1255126953125,0.04119839590431284,0.09604113828670809,0.15498425233829194
two_concepts,TinyCNN,random,refit_test_acc,10,0.99296875,0.0065880784586841235,0.9882559225773873,0.9976815774226127
two_concepts,TinyCNN,random,nuisance_acc,10,0.980859375,0.014551909969738031,0.9704495657078273,0.9912691842921727
two_concepts,TinyCNN,random,nuisance_prediction_stability,10,0.98125,0.013380450602776175,0.9716782022560682,0.9908217977439318
two_concepts,TinyCNN,random,nuisance_probability_l2,10,0.008245360851287842,0.003100517533824148,0.006027384221328802,0.010463337481246882
two_concepts,TinyCNN,random,drift_l2,10,1.767889714241028,0.07127954566697738,1.7168993989924444,1.8188800294896115
two_concepts,TinyCNN,random,selected_kernel_alignment,10,0.25836931608803637,0.037540618502314854,0.2315143753873318,0.28522425678874097
two_concepts,TinyCNN,random,best_semantic_kernel_alignment,10,0.2622921352650457,0.07193126891497341,0.21083560529021506,0.3137486652398763
two_concepts,TinyCNN,random,input_effect_mean_square,10,1.4008022546768188,0.04203680767146025,1.3707309340033362,1.4308735753503015
two_concepts,TinyCNN,random,counterfactual_agreement,10,0.7955078125,0.06879542227801637,0.746294532073037,0.8447210929269631
two_concepts,TinyCNN,random_unitnorm,id_acc,10,0.97578125,0.019295451617544482,0.9619781154312257,0.9895843845687744
two_concepts,TinyCNN,random_unitnorm,alignment,10,0.23270628022522843,0.026967089589737488,0.21341518645280347,0.25199737399765343
