task,architecture,condition,metric,n,mean,sd,lo,hi
single_shape,TinyCNN,frozen_templates,semantic_auc,10,0.8877726236979168,0.012122217233103014,0.8791009118843257,0.8964443355115078
single_shape,TinyCNN,frozen_templates,localization_iou,10,0.5612529740618772,0.04382252130767546,0.5299042308066104,0.5926017173171441
single_shape,TinyCNN,frozen_templates,fidelity_selected,10,0.5487371358990213,0.05513222513238214,0.5092979179080678,0.5881763538899748
single_shape,TinyCNN,frozen_templates,fidelity_random,10,0.2968838760880622,0.04947653824620568,0.26149049276924274,0.3322772594068817
single_shape,TinyCNN,frozen_templates,causal_usefulness,10,0.25185325981095896,0.07744015784770868,0.19645590809377342,0.3072506115281445
single_shape,TinyCNN,frozen_templates,cf_accuracy,10,0.579036471247673,0.05671018007889903,0.5384684522883902,0.6196044902069557
single_shape,TinyCNN,frozen_templates,cf_accuracy_random,10,0.19703776012174784,0.038355570502021895,0.16959983788000382,0.22447568236349186
single_shape,TinyCNN,frozen_templates,refit_test_acc,10,0.99765625,0.006162583107395434,0.9932478036153977,1.0020646963846025
single_shape,TinyCNN,frozen_templates,nuisance_acc,10,0.8328125,0.07535902205350804,0.7789039031454954,0.8867210968545045
single_shape,TinyCNN,frozen_templates,nuisance_prediction_stability,10,0.952734375,0.025008814635280208,0.9348441467400701,0.9706246032599299
single_shape,TinyCNN,frozen_templates,nuisance_probability_l2,10,0.000483796393382363,0.00010498365883334939,0.00040869560802000277,0.0005588971787447233
single_shape,TinyCNN,frozen_templates,drift_l2,10,0.0,0.0,0.0,0.0
single_shape,TinyCNN,frozen_templates,selected_kernel_alignment,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,frozen_templates,best_semantic_kernel_alignment,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,frozen_templates,input_effect_mean_square,10,0.031051024297873174,0.008345716594656251,0.025080858296464333,0.03702119029928201
single_shape,TinyCNN,frozen_templates,counterfactual_agreement,10,0.6036458313465118,0.041793970789157406,0.5737482257138131,0.6335434369792106
single_shape,TinyCNN,random,id_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,random,alignment,10,0.30770386521752413,0.03190512036826813,0.2848803170256943,0.330527413409354
single_shape,TinyCNN,random,semantic_auc,10,0.97578125,0.015824496078436136,0.9644610874465054,0.9871014125534947
single_shape,TinyCNN,random,localization_iou,10,0.2764749478987665,0.07177511180408483,0.22513012599162918,0.32781976980590377
single_shape,TinyCNN,random,fidelity_selected,10,0.5068726816315369,0.0672691355996797,0.4587512409204399,0.5549941223426338
single_shape,TinyCNN,random,fidelity_random,10,0.23909630008007038,0.021931164765268345,0.22340768990886753,0.25478491025127326
single_shape,TinyCNN,random,causal_usefulness,10,0.26777638155146655,0.06838743466585792,0.2188549578804187,0.3166978052225144
single_shape,TinyCNN,random,cf_accuracy,10,0.31549479216337206,0.06171456875903678,0.27134684920150287,0.35964273512524125
single_shape,TinyCNN,random,cf_accuracy_random,10,0.059342447861854455,0.017392482070037702,0.04690061570077461,0.0717842800229343
single_shape,TinyCNN,random,refit_test_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,random,nuisance_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,random,nuisance_prediction_stability,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,random,nuisance_probability_l2,10,0.0007698169705690816,0.0003677266671351645,0.0005067611597178662,0.001032872781420297
single_shape,TinyCNN,random,drift_l2,10,1.643314576148987,0.04491300507186355,1.61118574780214,1.6754434044958337
single_shape,TinyCNN,random,selected_kernel_alignment,10,0.30323323685868264,0.04446259584729913,0.27142661186114875,0.33503986185621654
single_shape,TinyCNN,random,best_semantic_kernel_alignment,10,0.3005692801922695,0.060664690208840744,0.257172375101732,0.3439661852828069
single_shape,TinyCNN,random,input_effect_mean_square,10,1.8038082122802734,0.03979430674385319,1.7753410801320397,1.8322753444285071
single_shape,TinyCNN,random,counterfactual_agreement,10,0.31549479216337206,0.06171456875903678,0.27134684920150287,0.35964273512524125
single_shape,TinyCNN,random_unitnorm,id_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,random_unitnorm,alignment,10,0.2930161852927805,0.035467871273153484,0.2676439986368247,0.3183883719487363
single_shape,TinyCNN,random_unitnorm,semantic_auc,10,0.974456787109375,0.01687482567881586,0.9623852640226846,0.9865283101960654
single_shape,TinyCNN,random_unitnorm,localization_iou,10,0.2774313463638186,0.061466475568118496,0.23346087857940148,0.32140181414823576
single_shape,TinyCNN,random_unitnorm,fidelity_selected,10,0.5292347742219735,0.057891484421828475,0.4878217010429021,0.5706478474010449
single_shape,TinyCNN,random_unitnorm,fidelity_random,10,0.24289310343177214,0.020980853657871862,0.2278843048740828,0.2579019019894615
single_shape,TinyCNN,random_unitnorm,causal_usefulness,10,0.28634167079020134,0.06119758587050086,0.2425635551079241,0.3301197864724786
single_shape,TinyCNN,random_unitnorm,cf_accuracy,10,0.33450520783662796,0.05865464538651893,0.2925462021910845,0.3764642134821714
single_shape,TinyCNN,random_unitnorm,cf_accuracy_random,10,0.06375325484987115,0.02073860549987968,0.048917750184964456,0.07858875951477785
single_shape,TinyCNN,random_unitnorm,refit_test_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,random_unitnorm,nuisance_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,random_unitnorm,nuisance_prediction_stability,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,random_unitnorm,nuisance_probability_l2,10,0.0008369518953259103,0.0003988712792232251,0.0005516165711331728,0.0011222872195186476
single_shape,TinyCNN,random_unitnorm,drift_l2,10,1.668596577644348,0.042697095056549624,1.6380529158300048,1.6991402394586914
single_shape,TinyCNN,random_unitnorm,selected_kernel_alignment,10,0.29404999948212013,0.045162933161625535,0.2617423833502615,0.32635761561397875
single_shape,TinyCNN,random_unitnorm,best_semantic_kernel_alignment,10,0.30052143998946856,0.059918453935242554,0.25765836017074856,0.34338451980818857
single_shape,TinyCNN,random_unitnorm,input_effect_mean_square,10,1.7816451867421468,0.04345121942407594,1.7505620568535194,1.8127283166307742
single_shape,TinyCNN,random_unitnorm,counterfactual_agreement,10,0.33450520783662796,0.05865464538651893,0.2925462021910845,0.3764642134821714
single_shape,TinyCNN,spectrum_init,id_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,spectrum_init,alignment,10,0.35327067879044954,0.07512096863133254,0.29953237509549235,0.40700898248540673
single_shape,TinyCNN,spectrum_init,semantic_auc,10,0.969873046875,0.011470214868000228,0.9616677494560059,0.9780783442939941
single_shape,TinyCNN,spectrum_init,localization_iou,10,0.28692538902050563,0.07907450181831868,0.23035889805718382,0.34349187998382746
single_shape,TinyCNN,spectrum_init,fidelity_selected,10,0.5543153723423622,0.03199214499440795,0.5314295704832321,0.5772011742014922
single_shape,TinyCNN,spectrum_init,fidelity_random,10,0.2670439306731512,0.02465389287343655,0.24940759814664162,0.2846802631996607
single_shape,TinyCNN,spectrum_init,causal_usefulness,10,0.28727144166921104,0.04891718289754168,0.25227819706195986,0.3222646862764622
single_shape,TinyCNN,spectrum_init,cf_accuracy,10,0.3670572951436043,0.06448037201518007,0.32093081572184795,0.41318377456536065
single_shape,TinyCNN,spectrum_init,cf_accuracy_random,10,0.06961263019620674,0.021904976015592607,0.053942754327943626,0.08528250606446985
single_shape,TinyCNN,spectrum_init,refit_test_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,spectrum_init,nuisance_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,spectrum_init,nuisance_prediction_stability,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,spectrum_init,nuisance_probability_l2,10,0.0008033078134758398,0.0003507281062042135,0.0005524120405784438,0.0010542035863732359
single_shape,TinyCNN,spectrum_init,drift_l2,10,1.7129980802536011,0.06056420111795283,1.6696730607282069,1.7563230997789954
single_shape,TinyCNN,spectrum_init,selected_kernel_alignment,10,0.33682781473681345,0.0894511049197447,0.2728383490841865,0.40081728038944037
single_shape,TinyCNN,spectrum_init,best_semantic_kernel_alignment,10,0.33272758154475446,0.10976343759507103,0.2542075484361002,0.4112476146534087
single_shape,TinyCNN,spectrum_init,input_effect_mean_square,10,1.6939476490020753,0.0689535515542034,1.644621249705353,1.7432740482987976
single_shape,TinyCNN,spectrum_init,counterfactual_agreement,10,0.3670572951436043,0.06448037201518007,0.32093081572184795,0.41318377456536065
single_shape,TinyCNN,spectrum_retention_1,id_acc,10,0.998046875,0.0027621358640099515,0.9960709620344024,1.0000227879655976
single_shape,TinyCNN,spectrum_retention_1,alignment,10,0.41349674962008864,0.08875022523131587,0.35000866309284623,0.47698483614733106
single_shape,TinyCNN,spectrum_retention_1,semantic_auc,10,0.9462117513020832,0.013711739337162677,0.9364029638741319,0.9560205387300346
single_shape,TinyCNN,spectrum_retention_1,localization_iou,10,0.2731008112668158,0.12442076898415656,0.18409555492561955,0.362106067608012
single_shape,TinyCNN,spectrum_retention_1,fidelity_selected,10,0.6487080955928615,0.04537741839242999,0.6162470459699143,0.6811691452158086
single_shape,TinyCNN,spectrum_retention_1,fidelity_random,10,0.3537256457407299,0.013977093861448334,0.3437270351212956,0.3637242563601642
single_shape,TinyCNN,spectrum_retention_1,causal_usefulness,10,0.2949824498521316,0.052958334521840844,0.25709833952229205,0.3328665601819712
single_shape,TinyCNN,spectrum_retention_1,cf_accuracy,10,0.4670572906732559,0.07038493664759393,0.41670694016484777,0.517407641181664
single_shape,TinyCNN,spectrum_retention_1,cf_accuracy_random,10,0.0994954423062154,0.02488502742623557,0.08169376608114855,0.11729711853128226
single_shape,TinyCNN,spectrum_retention_1,refit_test_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,spectrum_retention_1,nuisance_acc,10,0.997265625,0.0037057941330098194,0.9946146595747803,0.9999165904252197
single_shape,TinyCNN,spectrum_retention_1,nuisance_prediction_stability,10,0.9984375,0.0037737960276534996,0.9957378889498267,1.0011371110501732
single_shape,TinyCNN,spectrum_retention_1,nuisance_probability_l2,10,0.0019487091107293964,0.00036309282923043673,0.0016889681478245585,0.0022084500736342344
single_shape,TinyCNN,spectrum_retention_1,drift_l2,10,0.43887275755405425,0.01395940439535675,0.4288868012163518,0.4488587138917567
single_shape,TinyCNN,spectrum_retention_1,selected_kernel_alignment,10,0.4084524642832575,0.09025587233317804,0.34388730270371665,0.47301762586279833
single_shape,TinyCNN,spectrum_retention_1,best_semantic_kernel_alignment,10,0.3576293701360951,0.10153469410188472,0.28499582551289826,0.4302629147592919
single_shape,TinyCNN,spectrum_retention_1,input_effect_mean_square,10,0.7548813740412395,0.0973482518272362,0.685242629810734,0.8245201182717449
single_shape,TinyCNN,spectrum_retention_1,counterfactual_agreement,10,0.4671875,0.07044579951247078,0.416793610820884,0.517581389179116
single_shape,TinyCNN,template_init,id_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,template_init,alignment,10,0.652849044956844,0.02692567404206224,0.6335875780824638,0.6721105118312243
single_shape,TinyCNN,template_init,semantic_auc,10,0.9707763671875,0.012655135554659618,0.9617234285722557,0.9798293058027444
single_shape,TinyCNN,template_init,localization_iou,10,0.4271310725099884,0.04828799223689047,0.39258792378701746,0.4616742212329593
single_shape,TinyCNN,template_init,fidelity_selected,10,0.5138721839278712,0.05488418661580492,0.47461040200270227,0.55313396585304
single_shape,TinyCNN,template_init,fidelity_random,10,0.2600135071830568,0.021622668440047264,0.2445455819885729,0.27548143237754075
single_shape,TinyCNN,template_init,causal_usefulness,10,0.25385867674481427,0.06054003840423914,0.21055094218354248,0.29716641130608606
single_shape,TinyCNN,template_init,cf_accuracy,10,0.341015625,0.05603986077505769,0.30092712358393736,0.3811041264160626
single_shape,TinyCNN,template_init,cf_accuracy_random,10,0.06554361989692552,0.012238710677727603,0.05678857369321984,0.0742986661006312
single_shape,TinyCNN,template_init,refit_test_acc,10,0.999609375,0.0012352647110032732,0.9987257198582601,1.0004930301417398
single_shape,TinyCNN,template_init,nuisance_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,template_init,nuisance_prediction_stability,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,template_init,nuisance_probability_l2,10,0.000901399037684314,0.00039500765586620917,0.0006188275831421556,0.0011839704922264724
single_shape,TinyCNN,template_init,drift_l2,10,1.7192326545715333,0.03610290192136234,1.6934061943558671,1.7450591147871994
single_shape,TinyCNN,template_init,selected_kernel_alignment,10,0.6451091984698094,0.03937708370442896,0.6169405297041652,0.6732778672354536
single_shape,TinyCNN,template_init,best_semantic_kernel_alignment,10,0.6427112361479942,0.04309668614752221,0.6118817240871521,0.6735407482088362
single_shape,TinyCNN,template_init,input_effect_mean_square,10,1.7254308859507241,0.06872756713372907,1.6762661461698338,1.7745956257316144
single_shape,TinyCNN,template_init,counterfactual_agreement,10,0.341015625,0.05603986077505769,0.30092712358393736,0.3811041264160626
single_shape,TinyCNN,template_retention_0.1,id_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,template_retention_0.1,alignment,10,0.7607866382814541,0.012027971587558143,0.7521823457412629,0.7693909308216453
single_shape,TinyCNN,template_retention_0.1,semantic_auc,10,0.9650309244791666,0.013062160041130816,0.9556868180866187,0.9743750308717145
single_shape,TinyCNN,template_retention_0.1,localization_iou,10,0.49948399686223377,0.046867440897082044,0.46595704935050575,0.5330109443739618
single_shape,TinyCNN,template_retention_0.1,fidelity_selected,10,0.5604529493989534,0.04686453195429246,0.5269280828195391,0.5939778159783677
single_shape,TinyCNN,template_retention_0.1,fidelity_random,10,0.29480118351863455,0.02014763475172798,0.2803884338596553,0.3092139331776138
single_shape,TinyCNN,template_retention_0.1,causal_usefulness,10,0.26565176588031875,0.053094528440408593,0.22767022829027814,0.30363330347035933
single_shape,TinyCNN,template_retention_0.1,cf_accuracy,10,0.3861979156732559,0.058967748726857595,0.34401492939091316,0.42838090195559864
single_shape,TinyCNN,template_retention_0.1,cf_accuracy_random,10,0.0770345052864286,0.017092520969994498,0.06480725236979253,0.08926175820306469
single_shape,TinyCNN,template_retention_0.1,refit_test_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,template_retention_0.1,nuisance_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,template_retention_0.1,nuisance_prediction_stability,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,template_retention_0.1,nuisance_probability_l2,10,0.0011746957432478666,0.0004697861787992588,0.0008386309559059437,0.0015107605305897894
single_shape,TinyCNN,template_retention_0.1,drift_l2,10,1.0454422593116761,0.02842208616570793,1.0251103236904413,1.065774194932911
single_shape,TinyCNN,template_retention_0.1,selected_kernel_alignment,10,0.7389238811541512,0.0232921672678388,0.7222616684436671,0.7555860938646353
single_shape,TinyCNN,template_retention_0.1,best_semantic_kernel_alignment,10,0.7374154356937432,0.026791967412025372,0.7182496167805363,0.7565812546069501
single_shape,TinyCNN,template_retention_0.1,input_effect_mean_square,10,1.5432379722595215,0.07955973415720873,1.4863243669915658,1.6001515775274773
single_shape,TinyCNN,template_retention_0.1,counterfactual_agreement,10,0.3861979156732559,0.058967748726857595,0.34401492939091316,0.42838090195559864
single_shape,TinyCNN,template_retention_1,id_acc,10,0.99765625,0.00273127304210977,0.995702414967187,0.999610085032813
single_shape,TinyCNN,template_retention_1,alignment,10,0.9206219839025829,0.006624156103421811,0.9158833480876553,0.9253606197175105
single_shape,TinyCNN,template_retention_1,semantic_auc,10,0.9457275390625,0.010935764410515471,0.9379045644691762,0.9535505136558237
single_shape,TinyCNN,template_retention_1,localization_iou,10,0.5499798561279333,0.034489007682062436,0.5253079063018851,0.5746518059539816
single_shape,TinyCNN,template_retention_1,fidelity_selected,10,0.637409397280577,0.05252168931868478,0.5998376441122818,0.6749811504488722
single_shape,TinyCNN,template_retention_1,fidelity_random,10,0.3490473942077811,0.01753311439459417,0.3365049597421246,0.3615898286734376
single_shape,TinyCNN,template_retention_1,causal_usefulness,10,0.2883620030727959,0.05962043998511915,0.24571210959137757,0.33101189655421426
single_shape,TinyCNN,template_retention_1,cf_accuracy,10,0.46601562201976776,0.053455766847821884,0.42777567004027583,0.5042555739992597
single_shape,TinyCNN,template_retention_1,cf_accuracy_random,10,0.10104166647506645,0.02467701749348154,0.08338879159190936,0.11869454135822353
single_shape,TinyCNN,template_retention_1,refit_test_acc,10,1.0,0.0,1.0,1.0
single_shape,TinyCNN,template_retention_1,nuisance_acc,10,0.998046875,0.0037961926398732424,0.9953312423786046,1.0007625076213955
single_shape,TinyCNN,template_retention_1,nuisance_prediction_stability,10,0.998046875,0.0027621358640099515,0.9960709620344024,1.0000227879655976
single_shape,TinyCNN,template_retention_1,nuisance_probability_l2,10,0.0017353789764456451,0.00035122309278434754,0.0014841291114797786,0.0019866288414115115
single_shape,TinyCNN,template_retention_1,drift_l2,10,0.43825278878211976,0.0104947644508238,0.43074528655550204,0.4457602910087375
single_shape,TinyCNN,template_retention_1,selected_kernel_alignment,10,0.9043132102798397,0.015172933423647228,0.8934591475711323,0.915167272988547
single_shape,TinyCNN,template_retention_1,best_semantic_kernel_alignment,10,0.9042825193335219,0.018289359793880734,0.8911990994988638,0.91736593916818
single_shape,TinyCNN,template_retention_1,input_effect_mean_square,10,0.8315212329228718,0.09944636533961113,0.7603815887017416,0.9026608771440021
single_shape,TinyCNN,template_retention_1,counterfactual_agreement,10,0.46627603769302367,0.05334993967887577,0.4281117899096785,0.5044402854763688
single_shape,TwoLayerCNN,frozen_random_unitnorm,id_acc,10,0.99921875,0.0016470196146710309,0.9980405431443469,1.0003969568556532
single_shape,TwoLayerCNN,frozen_random_unitnorm,alignment,10,0.15053811719136762,0.02763324091682037,0.1307704874666806,0.17030574691605463
single_shape,TwoLayerCNN,frozen_random_unitnorm,semantic_auc,10,0.8606831868489582,0.028936407178223874,0.8399833281395251,0.8813830455583912
single_shape,TwoLayerCNN,frozen_random_unitnorm,localization_iou,10,0.24620422095953276,0.0434475585079811,0.21512370993251603,0.2772847319865495
single_shape,TwoLayerCNN,frozen_random_unitnorm,fidelity_selected,10,0.2326185093501863,0.029859368389399607,0.21125840396437937,0.25397861473599326
single_shape,TwoLayerCNN,frozen_random_unitnorm,fidelity_random,10,0.2258916097166915,0.01028488733259738,0.21853424453600598,0.23324897489737703
single_shape,TwoLayerCNN,frozen_random_unitnorm,causal_usefulness,10,0.00672689963349474,0.027227392746817226,-0.012750403799997798,0.02620420306698728
single_shape,TwoLayerCNN,frozen_random_unitnorm,cf_accuracy,10,0.012239583279006183,0.010365906351519249,0.004824260583618492,0.01965490597439387
single_shape,TwoLayerCNN,frozen_random_unitnorm,cf_accuracy_random,10,0.010335286517511122,0.006272438273541981,0.005848254481147286,0.014822318553874957
single_shape,TwoLayerCNN,frozen_random_unitnorm,refit_test_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,frozen_random_unitnorm,nuisance_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,frozen_random_unitnorm,nuisance_prediction_stability,10,0.99921875,0.0016470196146710309,0.9980405431443469,1.0003969568556532
single_shape,TwoLayerCNN,frozen_random_unitnorm,nuisance_probability_l2,10,0.0008684052911121399,0.00036636826161883575,0.0006063212250281629,0.0011304893571961168
single_shape,TwoLayerCNN,frozen_random_unitnorm,drift_l2,10,0.0,0.0,0.0,0.0
single_shape,TwoLayerCNN,frozen_random_unitnorm,selected_kernel_alignment,10,0.15117411906218267,0.027359425971469543,0.13160236474961517,0.17074587337475017
single_shape,TwoLayerCNN,frozen_random_unitnorm,best_semantic_kernel_alignment,10,0.15906014009588015,0.04753138154464798,0.12505823805674948,0.19306204213501083
single_shape,TwoLayerCNN,frozen_random_unitnorm,input_effect_mean_square,10,1.835763835906982,0.03266270238773454,1.8123983461856743,1.85912932562829
single_shape,TwoLayerCNN,frozen_random_unitnorm,counterfactual_agreement,10,0.012499999976716936,0.010528193529520877,0.004968584027792422,0.02003141592564145
single_shape,TwoLayerCNN,frozen_spectrum,id_acc,10,0.999609375,0.0012352647110032732,0.9987257198582601,1.0004930301417398
single_shape,TwoLayerCNN,frozen_spectrum,alignment,10,0.416145708848868,0.09222029273201203,0.35017528557075683,0.4821161321269791
single_shape,TwoLayerCNN,frozen_spectrum,semantic_auc,10,0.849530029296875,0.022750255445652668,0.8332554769508286,0.8658045816429215
single_shape,TwoLayerCNN,frozen_spectrum,localization_iou,10,0.2489981019301914,0.13871567719043149,0.14976688428316698,0.3482293195772158
single_shape,TwoLayerCNN,frozen_spectrum,fidelity_selected,10,0.2734447211929695,0.061781567524852296,0.22924885020128144,0.3176405921846575
single_shape,TwoLayerCNN,frozen_spectrum,fidelity_random,10,0.21202920543895645,0.020595727336708083,0.1972959096547895,0.2267625012231234
single_shape,TwoLayerCNN,frozen_spectrum,causal_usefulness,10,0.06141551575401303,0.05453337124800253,0.022404692024928445,0.10042633948309762
single_shape,TwoLayerCNN,frozen_spectrum,cf_accuracy,10,0.05325520746409893,0.058696378324096854,0.011266347873451946,0.09524406705474592
single_shape,TwoLayerCNN,frozen_spectrum,cf_accuracy_random,10,0.019661458424525335,0.010710850190677891,0.01199937777161738,0.02732353907743329
single_shape,TwoLayerCNN,frozen_spectrum,refit_test_acc,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,frozen_spectrum,nuisance_acc,10,0.998828125,0.0018868980138267498,0.9974783194749133,1.0001779305250866
single_shape,TwoLayerCNN,frozen_spectrum,nuisance_prediction_stability,10,0.9984375,0.00273127304210977,0.996483664967187,1.000391335032813
single_shape,TwoLayerCNN,frozen_spectrum,nuisance_probability_l2,10,0.0009271457529393956,0.0006178348826650086,0.0004851733028644861,0.0013691182030143051
single_shape,TwoLayerCNN,frozen_spectrum,drift_l2,10,0.0,0.0,0.0,0.0
single_shape,TwoLayerCNN,frozen_spectrum,selected_kernel_alignment,10,0.4096547674056968,0.10993575881748179,0.33101146312054264,0.48829807169085093
single_shape,TwoLayerCNN,frozen_spectrum,best_semantic_kernel_alignment,10,0.38305594477293503,0.11577835237891153,0.30023310083472915,0.4658787887111409
single_shape,TwoLayerCNN,frozen_spectrum,input_effect_mean_square,10,1.8689088662465416,0.035442421678763596,1.8435548851336871,1.894262847359396
single_shape,TwoLayerCNN,frozen_spectrum,counterfactual_agreement,10,0.05338541679084301,0.05898308201441075,0.011191461735357636,0.09557937184632838
single_shape,TwoLayerCNN,frozen_templates,id_acc,10,0.999609375,0.0012352647110032732,0.9987257198582601,1.0004930301417398
single_shape,TwoLayerCNN,frozen_templates,alignment,10,1.0,0.0,1.0,1.0
single_shape,TwoLayerCNN,frozen_templates,semantic_auc,10,0.8877726236979168,0.012122217233103014,0.8791009118843257,0.8964443355115078
