task,architecture,block,condition,alpha,success,iterations,gradient_max,train_acc,val_ce,val_acc,test_acc,gain_test
two_concepts,TinyCNN,1,template_retention_1,0.001,True,73,9.782881928480612e-08,0.98828125,0.07548190328410197,0.9765625,0.9609375,0.0625
two_concepts,TinyCNN,2,frozen_random_unitnorm,0.001,True,72,1.9509335266059726e-07,0.845703125,0.47626907215804465,0.81640625,0.76171875,0.14453125
two_concepts,TinyCNN,2,frozen_spectrum,0.001,True,191,1.6162100057543968e-07,0.79296875,0.657799535039431,0.76171875,0.7734375,0.2734375
two_concepts,TinyCNN,2,frozen_templates,0.001,True,179,6.348131710755137e-07,0.857421875,0.40659783553030515,0.83203125,0.80859375,0.34765625
two_concepts,TinyCNN,2,random,0.0,True,23,8.89339166106439e-08,1.0,0.001013128239174578,1.0,0.9921875,0.0
two_concepts,TinyCNN,2,random_unitnorm,0.0,True,24,7.68236184391254e-08,1.0,9.230569861300164e-05,1.0,1.0,0.0
two_concepts,TinyCNN,2,spectrum_init,0.0,True,28,6.678790849553368e-08,1.0,7.186788928248422e-06,1.0,0.98046875,-0.01171875
two_concepts,TinyCNN,2,spectrum_retention_1,0.0,True,32,8.396286085505973e-08,1.0,5.192838536977051e-05,1.0,0.9921875,0.1484375
two_concepts,TinyCNN,2,template_init,0.0,True,25,5.5532742612096463e-08,1.0,0.003164051233735282,1.0,0.9921875,0.0
two_concepts,TinyCNN,2,template_retention_0.1,0.001,True,59,9.371459715418282e-08,1.0,0.024921413714836624,0.9921875,0.98828125,0.00390625
two_concepts,TinyCNN,2,template_retention_1,0.001,True,92,7.792798636278932e-08,0.994140625,0.04383730622592796,0.98828125,0.9765625,0.0390625
two_concepts,TinyCNN,3,frozen_random_unitnorm,0.001,True,64,7.218358546372088e-08,0.76953125,0.8034409849258691,0.6875,0.76171875,0.3359375
two_concepts,TinyCNN,3,frozen_spectrum,0.001,True,159,3.053830553362887e-07,0.875,0.579591434869845,0.76953125,0.81640625,0.55859375
two_concepts,TinyCNN,3,frozen_templates,0.001,True,179,4.315050985254879e-07,0.849609375,0.36824080248403895,0.828125,0.828125,0.28515625
two_concepts,TinyCNN,3,random,0.0,True,24,9.436877543190257e-08,1.0,3.733015335282558e-05,1.0,1.0,0.00390625
two_concepts,TinyCNN,3,random_unitnorm,0.001,True,53,9.308810490526228e-08,1.0,0.025041500876419542,0.99609375,0.9921875,0.01171875
two_concepts,TinyCNN,3,spectrum_init,0.0,True,28,2.9919911700178253e-08,1.0,5.916607816930375e-06,1.0,0.9921875,0.03125
two_concepts,TinyCNN,3,spectrum_retention_1,0.001,True,85,8.821877404800726e-08,0.990234375,0.058840076009491295,0.98046875,0.97265625,0.15234375
two_concepts,TinyCNN,3,template_init,0.001,True,58,8.328204506634438e-08,0.998046875,0.037860437862312385,0.984375,0.984375,0.0703125
two_concepts,TinyCNN,3,template_retention_0.1,0.001,True,73,7.871275651530254e-08,0.994140625,0.05281725463679178,0.9765625,0.9921875,0.11328125
two_concepts,TinyCNN,3,template_retention_1,0.001,True,116,3.6173905764986906e-07,0.96484375,0.18505420369412695,0.9296875,0.93359375,0.25
two_concepts,TinyCNN,4,frozen_random_unitnorm,0.001,True,65,1.3848228031486387e-07,0.728515625,0.7617914435595596,0.71875,0.6796875,0.2890625
two_concepts,TinyCNN,4,frozen_spectrum,0.0,True,270,1.5298167039156505e-07,0.87890625,0.3865684849799392,0.87109375,0.84375,0.28125
two_concepts,TinyCNN,4,frozen_templates,0.001,True,169,1.6890902413418008e-07,0.826171875,0.3994302204140206,0.80859375,0.81640625,0.203125
two_concepts,TinyCNN,4,random,0.0,True,24,8.890929448572231e-08,1.0,0.0018793338246855945,1.0,1.0,0.03125
two_concepts,TinyCNN,4,random_unitnorm,0.001,True,42,9.053841528187598e-08,1.0,0.029290947339435547,0.9921875,0.98828125,0.0234375
two_concepts,TinyCNN,4,spectrum_init,0.001,True,51,7.933195541936708e-08,1.0,0.050587880571316975,0.984375,0.98046875,0.01953125
two_concepts,TinyCNN,4,spectrum_retention_1,0.001,True,73,5.658348841254893e-08,0.99609375,0.06078775317861208,0.984375,0.9765625,0.0546875
two_concepts,TinyCNN,4,template_init,0.0,True,25,4.6334799751706486e-08,1.0,0.019930551972123667,0.99609375,0.98828125,0.01953125
two_concepts,TinyCNN,4,template_retention_0.1,0.001,True,51,8.15755118583044e-08,1.0,0.026557583116091854,0.99609375,0.98828125,0.02734375
two_concepts,TinyCNN,4,template_retention_1,0.001,True,73,1.230942434414864e-07,0.99609375,0.0470672995761964,0.9921875,0.96875,0.01953125
two_concepts,TinyCNN,5,frozen_random_unitnorm,0.001,True,81,1.5647056559437399e-07,0.73828125,0.6433175531436665,0.7578125,0.73046875,0.29296875
two_concepts,TinyCNN,5,frozen_spectrum,0.001,True,149,1.738290511499557e-07,0.8671875,0.4198829006296388,0.875,0.80859375,0.2578125
two_concepts,TinyCNN,5,frozen_templates,0.001,True,182,2.128036898054318e-07,0.85546875,0.38600952183313075,0.85546875,0.85546875,0.36328125
two_concepts,TinyCNN,5,random,0.001,True,43,7.940774865831293e-08,1.0,0.02050733856833021,0.99609375,1.0,0.0078125
two_concepts,TinyCNN,5,random_unitnorm,0.001,True,54,4.932215822982017e-08,1.0,0.023930871290457525,0.9921875,1.0,0.0078125
two_concepts,TinyCNN,5,spectrum_init,0.001,True,58,7.508513358127095e-08,1.0,0.03662181995098224,0.9921875,0.99609375,0.00390625
two_concepts,TinyCNN,5,spectrum_retention_1,0.001,True,74,9.96818235472069e-08,0.984375,0.06609183157735016,0.984375,0.9921875,0.125
two_concepts,TinyCNN,5,template_init,0.001,True,49,9.3012977436236e-08,1.0,0.03298105308392647,0.98828125,0.9921875,0.01171875
two_concepts,TinyCNN,5,template_retention_0.1,0.001,True,61,5.758944306545957e-08,0.998046875,0.036489872811704425,0.98828125,0.99609375,0.015625
two_concepts,TinyCNN,5,template_retention_1,0.001,True,92,1.2163219361102672e-07,0.990234375,0.048680310015956546,0.98828125,0.99609375,0.03515625
two_concepts,TinyCNN,6,frozen_random_unitnorm,0.001,True,58,4.2722442978682194e-07,0.7421875,0.6973051770116339,0.66796875,0.7109375,0.31640625
two_concepts,TinyCNN,6,frozen_spectrum,0.001,True,191,1.5334074410589486e-07,0.837890625,0.47969049105482486,0.8203125,0.8203125,0.45703125
two_concepts,TinyCNN,6,frozen_templates,0.001,True,190,1.9828168415850222e-07,0.837890625,0.41271831294007655,0.81640625,0.81640625,0.37890625
two_concepts,TinyCNN,6,random,0.001,True,44,7.500110266049945e-08,1.0,0.03852027128816626,0.99609375,0.9921875,0.02734375
two_concepts,TinyCNN,6,random_unitnorm,0.001,True,49,9.517601463040742e-08,1.0,0.04606323095383466,0.99609375,0.99609375,0.05078125
two_concepts,TinyCNN,6,spectrum_init,0.0,True,27,6.665330196964445e-08,1.0,0.016809327976335543,0.9921875,0.984375,0.0546875
two_concepts,TinyCNN,6,spectrum_retention_1,0.001,True,97,7.968280732613929e-08,0.978515625,0.07880566205516475,0.9765625,0.9609375,0.12890625
two_concepts,TinyCNN,6,template_init,0.001,True,61,7.582273053581383e-08,1.0,0.042760677200429156,0.984375,0.98046875,0.04296875
two_concepts,TinyCNN,6,template_retention_0.1,0.001,True,63,9.975102439061315e-08,0.998046875,0.048770302563386395,0.984375,0.96875,0.03125
two_concepts,TinyCNN,6,template_retention_1,0.001,True,80,9.261900112524438e-08,0.98828125,0.07298754100904602,0.96484375,0.96875,0.06640625
two_concepts,TinyCNN,7,frozen_random_unitnorm,0.001,True,60,1.5692970240887942e-07,0.6484375,0.9252679332465115,0.6171875,0.6328125,0.1640625
two_concepts,TinyCNN,7,frozen_spectrum,0.001,True,169,1.610834616926765e-07,0.763671875,0.8181709885696851,0.7734375,0.70703125,0.19921875
two_concepts,TinyCNN,7,frozen_templates,0.001,True,166,1.9989411776961258e-07,0.8515625,0.5159105442117162,0.80859375,0.84765625,0.29296875
two_concepts,TinyCNN,7,random,0.001,True,38,8.674134761339639e-08,1.0,0.04149054366336391,0.9921875,0.99609375,0.0
two_concepts,TinyCNN,7,random_unitnorm,0.001,True,41,7.004293973978098e-08,1.0,0.05178969465885658,0.98828125,0.99609375,0.0
two_concepts,TinyCNN,7,spectrum_init,0.001,True,38,6.532982289887137e-08,1.0,0.03953940403086693,0.98828125,0.9921875,0.00390625
two_concepts,TinyCNN,7,spectrum_retention_1,0.001,True,71,8.99843362017115e-08,0.99609375,0.09612278872890362,0.96875,0.9921875,0.05078125
two_concepts,TinyCNN,7,template_init,0.001,True,42,7.834027538136668e-08,1.0,0.039504276696596834,0.9921875,0.99609375,0.00390625
two_concepts,TinyCNN,7,template_retention_0.1,0.001,True,51,6.832778751798092e-08,1.0,0.0421605849822838,0.9921875,0.99609375,0.0078125
two_concepts,TinyCNN,7,template_retention_1,0.001,True,59,9.765903496349498e-08,0.994140625,0.06846330546940078,0.984375,0.9921875,0.0390625
two_concepts,TinyCNN,8,frozen_random_unitnorm,0.001,True,58,2.1204816552292506e-07,0.693359375,0.8660063582710664,0.68359375,0.7265625,0.32421875
two_concepts,TinyCNN,8,frozen_spectrum,0.001,True,178,1.7683315532267957e-07,0.83203125,0.48795704046921734,0.8125,0.79296875,0.16796875
two_concepts,TinyCNN,8,frozen_templates,0.001,True,161,5.360209797079709e-07,0.853515625,0.3845313879090208,0.83984375,0.77734375,0.296875
two_concepts,TinyCNN,8,random,0.0,True,23,4.8708483677342946e-08,1.0,0.0014604468657205515,1.0,0.9921875,0.0078125
two_concepts,TinyCNN,8,random_unitnorm,0.0,True,24,6.056571509053799e-08,1.0,0.02606686732689405,0.99609375,0.98828125,0.01171875
two_concepts,TinyCNN,8,spectrum_init,0.0,True,25,8.526996495175533e-08,1.0,0.02678789114631734,0.9921875,0.9921875,0.015625
two_concepts,TinyCNN,8,spectrum_retention_1,0.001,True,75,3.292210325018071e-07,0.998046875,0.08241623964766549,0.97265625,0.97265625,0.06640625
two_concepts,TinyCNN,8,template_init,0.0,True,25,5.8832122129498956e-08,1.0,0.004429953359367397,0.99609375,0.99609375,0.0078125
two_concepts,TinyCNN,8,template_retention_0.1,0.0,True,25,4.4597305092244396e-08,1.0,0.024699259710398075,0.9921875,0.9921875,0.00390625
two_concepts,TinyCNN,8,template_retention_1,0.001,True,77,9.590535918863833e-08,0.994140625,0.05758464958109875,0.9921875,0.9921875,0.0625
two_concepts,TinyCNN,9,frozen_random_unitnorm,0.001,True,70,1.1627720427394989e-07,0.78515625,0.6073489503762971,0.76171875,0.71875,0.2421875
two_concepts,TinyCNN,9,frozen_spectrum,0.001,True,141,2.403568886401796e-07,0.892578125,0.41268477546418936,0.87109375,0.875,0.45703125
two_concepts,TinyCNN,9,frozen_templates,0.0,False,500,0.00041146280945739437,0.85546875,0.33696594056985785,0.859375,0.828125,0.41015625
two_concepts,TinyCNN,9,random,0.0,True,23,6.457658091092511e-08,1.0,0.0002109914829013515,1.0,0.984375,0.01953125
two_concepts,TinyCNN,9,random_unitnorm,0.0,True,26,6.464702097108786e-08,1.0,0.029299844883201517,0.98828125,0.96484375,0.01953125
two_concepts,TinyCNN,9,spectrum_init,0.001,True,54,8.836924069813312e-08,0.998046875,0.04297937994951741,0.984375,0.9765625,0.03125
two_concepts,TinyCNN,9,spectrum_retention_1,0.001,True,61,8.30980964336512e-08,0.994140625,0.06585619182443724,0.984375,0.97265625,0.10546875
two_concepts,TinyCNN,9,template_init,0.001,True,48,4.9279213193670675e-08,1.0,0.0263309115263392,0.9921875,0.984375,0.015625
two_concepts,TinyCNN,9,template_retention_0.1,0.001,True,47,7.406501916266094e-08,1.0,0.03967065376301907,0.98828125,0.9765625,0.00390625
two_concepts,TinyCNN,9,template_retention_1,0.001,True,57,9.645500276074981e-08,0.994140625,0.0663173759501503,0.984375,0.9765625,0.0390625
two_concepts,TwoLayerCNN,0,frozen_random_unitnorm,0.001,True,37,9.306882886692298e-08,1.0,0.0203761774515649,0.99609375,0.9921875,0.0
two_concepts,TwoLayerCNN,0,frozen_spectrum,0.001,True,59,7.159930074719136e-08,0.998046875,0.0466344008989535,0.98828125,0.984375,0.01171875
two_concepts,TwoLayerCNN,0,frozen_templates,0.001,True,49,6.725034881207258e-08,1.0,0.0693872531194117,0.96484375,0.99609375,0.0078125
two_concepts,TwoLayerCNN,0,random,0.001,True,37,8.600890275030772e-08,1.0,0.02552375838061304,0.9921875,1.0,0.0
two_concepts,TwoLayerCNN,0,random_unitnorm,0.001,True,37,7.384646884126597e-08,1.0,0.023448684106590123,0.99609375,1.0,0.0
two_concepts,TwoLayerCNN,0,spectrum_init,0.001,True,38,7.912337867115472e-08,1.0,0.050015093712188735,0.984375,1.0,0.0
two_concepts,TwoLayerCNN,0,spectrum_retention_1,0.001,True,45,7.172450556614321e-08,1.0,0.08172295811715297,0.96484375,0.99609375,0.01171875
two_concepts,TwoLayerCNN,0,template_init,0.0,True,23,6.34001307571382e-08,1.0,0.013269486099590512,0.9921875,0.99609375,0.0
two_concepts,TwoLayerCNN,0,template_retention_0.1,0.0,True,23,7.372982117979255e-08,1.0,0.01753004994159714,0.9921875,0.99609375,0.0
two_concepts,TwoLayerCNN,0,template_retention_1,0.001,True,39,8.48811838632035e-08,1.0,0.0465678436111993,0.984375,0.99609375,-0.00390625
two_concepts,TwoLayerCNN,1,frozen_random_unitnorm,0.0,True,24,5.880201777077942e-08,1.0,0.00816239560467449,0.99609375,0.99609375,0.0078125
two_concepts,TwoLayerCNN,1,frozen_spectrum,0.001,True,49,7.385630317979612e-08,0.998046875,0.020961668675278503,0.99609375,0.98828125,0.00390625
two_concepts,TwoLayerCNN,1,frozen_templates,0.001,True,49,3.0361358840783927e-08,1.0,0.031447007376796954,0.9921875,0.984375,-0.00390625
two_concepts,TwoLayerCNN,1,random,0.0,True,23,4.1974568255430744e-08,1.0,0.000569833592718387,1.0,0.9921875,0.0078125
two_concepts,TwoLayerCNN,1,random_unitnorm,0.0,True,24,7.223667940880833e-08,1.0,1.0124557830930997e-05,1.0,1.0,0.0078125
two_concepts,TwoLayerCNN,1,spectrum_init,0.0,True,25,6.788792359302601e-08,1.0,0.002594940961553001,1.0,0.9921875,-0.00390625
two_concepts,TwoLayerCNN,1,spectrum_retention_1,0.001,True,45,7.110221548627159e-08,1.0,0.024109454683911728,0.9921875,0.98828125,0.0
two_concepts,TwoLayerCNN,1,template_init,0.001,True,41,9.697236019384496e-08,1.0,0.015349706524258527,1.0,0.9921875,0.00390625
two_concepts,TwoLayerCNN,1,template_retention_0.1,0.0,True,24,6.080544715672738e-08,1.0,0.006830918965189538,0.99609375,0.984375,0.0
two_concepts,TwoLayerCNN,1,template_retention_1,0.0,True,25,5.488112904577222e-08,1.0,0.01007011516182809,0.9921875,0.9921875,0.0
two_concepts,TwoLayerCNN,2,frozen_random_unitnorm,0.0,True,23,4.628118238205053e-08,1.0,7.185139294118431e-05,1.0,1.0,0.00390625
two_concepts,TwoLayerCNN,2,frozen_spectrum,0.0,True,24,6.615391662392531e-08,1.0,9.837058988805547e-05,1.0,1.0,0.0234375
two_concepts,TwoLayerCNN,2,frozen_templates,0.001,True,103,8.528257600766073e-08,0.9765625,0.10754177625947475,0.95703125,0.95703125,0.05859375
two_concepts,TwoLayerCNN,2,random,0.0,True,24,7.463725305763768e-08,1.0,8.073848878144968e-05,1.0,0.9921875,-0.00390625
two_concepts,TwoLayerCNN,2,random_unitnorm,0.0,True,24,8.867885958609978e-08,1.0,2.6260615909878826e-06,1.0,1.0,0.0078125
two_concepts,TwoLayerCNN,2,spectrum_init,0.0,True,25,3.38404426521576e-08,1.0,7.119737595664977e-07,1.0,0.99609375,0.00390625
two_concepts,TwoLayerCNN,2,spectrum_retention_1,0.0,True,24,8.709393725820671e-08,1.0,0.008657218818636042,0.99609375,0.9921875,0.01171875
two_concepts,TwoLayerCNN,2,template_init,0.0,True,24,7.947053765499518e-08,1.0,0.004207949648228744,0.99609375,0.99609375,0.00390625
two_concepts,TwoLayerCNN,2,template_retention_0.1,0.0,True,25,4.450672047876496e-08,1.0,0.0003587659299413293,1.0,0.99609375,0.00390625
two_concepts,TwoLayerCNN,2,template_retention_1,0.001,True,71,9.588943255932465e-08,0.994140625,0.04138347806757269,0.9921875,0.99609375,0.0078125
two_concepts,TwoLayerCNN,3,frozen_random_unitnorm,0.0,True,22,9.290151441431754e-08,1.0,0.0008906298140144465,1.0,0.99609375,0.00390625
two_concepts,TwoLayerCNN,3,frozen_spectrum,0.001,True,56,8.564175996714565e-08,1.0,0.0334075676883239,0.9921875,0.9921875,0.00390625
two_concepts,TwoLayerCNN,3,frozen_templates,0.001,True,65,6.84927942525419e-08,1.0,0.0326395091279723,0.98828125,0.9921875,0.0078125
two_concepts,TwoLayerCNN,3,random,0.0,True,24,9.278260886206913e-08,1.0,0.0003487133237253179,1.0,0.9921875,-0.00390625
two_concepts,TwoLayerCNN,3,random_unitnorm,0.0,True,24,5.3424267870554614e-08,1.0,1.2094016244038053e-05,1.0,0.9921875,0.0
two_concepts,TwoLayerCNN,3,spectrum_init,0.0,True,24,4.58029021586353e-08,1.0,1.6191817653339602e-05,1.0,1.0,0.00390625
two_concepts,TwoLayerCNN,3,spectrum_retention_1,0.0,True,25,6.68036025741737e-08,1.0,0.00021149086087249996,1.0,0.9921875,0.0
two_concepts,TwoLayerCNN,3,template_init,0.0,True,23,8.812964243685879e-08,1.0,8.970142716151902e-05,1.0,1.0,0.0078125
two_concepts,TwoLayerCNN,3,template_retention_0.1,0.0,True,23,6.481508011938019e-08,1.0,0.00010132842939982942,1.0,0.9921875,0.00390625
two_concepts,TwoLayerCNN,3,template_retention_1,0.0,True,26,6.024584377794798e-08,1.0,0.0011076193921770797,1.0,0.99609375,0.01171875
two_concepts,TwoLayerCNN,4,frozen_random_unitnorm,0.001,True,39,8.974933394810638e-08,1.0,0.01765064746597466,0.99609375,0.9921875,0.00390625
two_concepts,TwoLayerCNN,4,frozen_spectrum,0.0,True,25,9.683297327201185e-08,1.0,0.012535390317208836,0.9921875,0.9921875,0.02734375
two_concepts,TwoLayerCNN,4,frozen_templates,0.001,True,50,8.652553095187107e-08,1.0,0.029157825501399837,0.9921875,0.9921875,0.01953125
two_concepts,TwoLayerCNN,4,random,0.0,True,24,6.422925126489773e-08,1.0,0.014604877591844125,0.99609375,0.99609375,0.01171875
two_concepts,TwoLayerCNN,4,random_unitnorm,0.0,True,23,6.36374850179586e-08,1.0,0.006016326827371632,0.99609375,0.99609375,0.01171875
two_concepts,TwoLayerCNN,4,spectrum_init,0.001,True,41,7.878873489221283e-08,1.0,0.021566310118948225,0.99609375,0.99609375,0.0078125
two_concepts,TwoLayerCNN,4,spectrum_retention_1,0.001,True,52,6.489972513513877e-08,1.0,0.043489638524535426,0.98046875,0.9765625,0.00390625
two_concepts,TwoLayerCNN,4,template_init,0.001,True,40,9.788323785211474e-08,1.0,0.028073901128744982,0.98828125,0.9921875,0.01171875
two_concepts,TwoLayerCNN,4,template_retention_0.1,0.001,True,39,6.912468308915929e-08,1.0,0.0366489425458431,0.98828125,0.984375,0.00390625
two_concepts,TwoLayerCNN,4,template_retention_1,0.001,True,47,9.064250662646923e-08,1.0,0.03005297011991073,0.98828125,0.98828125,0.01171875
two_concepts,TwoLayerCNN,5,frozen_random_unitnorm,0.001,True,37,6.330005242725662e-08,1.0,0.022644720082469948,0.9921875,1.0,0.0
two_concepts,TwoLayerCNN,5,frozen_spectrum,0.001,True,60,8.329437700411568e-08,1.0,0.043708194847089626,0.9921875,0.99609375,0.01953125
two_concepts,TwoLayerCNN,5,frozen_templates,0.0,True,27,7.412120661601573e-08,1.0,0.017343284173955212,0.99609375,1.0,0.01171875
two_concepts,TwoLayerCNN,5,random,0.0,True,23,6.063594090337322e-08,1.0,0.013037825207880858,0.99609375,1.0,0.00390625
two_concepts,TwoLayerCNN,5,random_unitnorm,0.0,True,23,7.266639293465378e-08,1.0,3.736714222429133e-05,1.0,1.0,0.0
two_concepts,TwoLayerCNN,5,spectrum_init,0.0,True,24,9.192778210161145e-08,1.0,0.013212943725800362,0.9921875,1.0,0.0
two_concepts,TwoLayerCNN,5,spectrum_retention_1,0.001,True,53,6.874194526020755e-08,1.0,0.04219314935159561,0.98828125,1.0,0.0078125
two_concepts,TwoLayerCNN,5,template_init,0.0,True,23,7.154075281245769e-08,1.0,0.0002286448375958608,1.0,1.0,0.0
two_concepts,TwoLayerCNN,5,template_retention_0.1,0.0,True,24,4.4309405773484266e-08,1.0,2.860272293492283e-05,1.0,1.0,0.0
two_concepts,TwoLayerCNN,5,template_retention_1,0.001,True,53,9.130343054032265e-08,1.0,0.01552797015187156,0.99609375,1.0,0.00390625
two_concepts,TwoLayerCNN,6,frozen_random_unitnorm,0.0,True,25,5.6033999163830916e-08,1.0,0.00013499444173413477,1.0,0.99609375,0.01171875
two_concepts,TwoLayerCNN,6,frozen_spectrum,0.001,True,67,8.802083192903983e-08,1.0,0.04801777946141402,0.984375,0.98046875,0.04296875
two_concepts,TwoLayerCNN,6,frozen_templates,0.001,True,58,6.669223679269063e-08,0.998046875,0.028755406913168587,0.98828125,0.98046875,0.015625
two_concepts,TwoLayerCNN,6,random,0.0,True,25,6.901041366143521e-08,1.0,0.00011989949083246465,1.0,0.984375,0.0078125
two_concepts,TwoLayerCNN,6,random_unitnorm,0.0,True,25,5.4923425889596195e-08,1.0,0.006815411476625864,0.9921875,0.99609375,0.0
two_concepts,TwoLayerCNN,6,spectrum_init,0.0,True,26,8.100549746297273e-08,1.0,0.00033940638083165137,1.0,0.9921875,0.0078125
two_concepts,TwoLayerCNN,6,spectrum_retention_1,0.001,True,59,9.801888814563002e-08,1.0,0.04379724615422178,0.9921875,0.98828125,0.03125
two_concepts,TwoLayerCNN,6,template_init,0.001,True,50,6.993594446666593e-08,1.0,0.029619687114539422,0.98828125,0.98828125,0.00390625
two_concepts,TwoLayerCNN,6,template_retention_0.1,0.001,True,51,9.189859363364862e-08,1.0,0.034278333466645036,0.98828125,0.984375,0.0
two_concepts,TwoLayerCNN,6,template_retention_1,0.001,True,52,9.581485209473987e-08,1.0,0.029657459055467152,0.9921875,0.984375,0.0078125
two_concepts,TwoLayerCNN,7,frozen_random_unitnorm,0.001,True,35,9.836517392649603e-08,1.0,0.08435996405958038,0.98828125,1.0,0.0
two_concepts,TwoLayerCNN,7,frozen_spectrum,0.001,True,50,8.110948470851855e-08,1.0,0.13305928090746397,0.9609375,0.9765625,0.0078125
two_concepts,TwoLayerCNN,7,frozen_templates,0.001,True,51,9.232467572015905e-08,1.0,0.09177626679749402,0.96484375,0.98046875,0.0
two_concepts,TwoLayerCNN,7,random,0.001,True,37,5.4090696676714276e-08,1.0,0.06753340404231727,0.9921875,0.99609375,0.00390625
two_concepts,TwoLayerCNN,7,random_unitnorm,0.001,True,38,6.689811314912648e-08,1.0,0.05361428904841237,0.9921875,1.0,0.0
two_concepts,TwoLayerCNN,7,spectrum_init,0.001,True,37,5.2734566810297727e-08,1.0,0.07002381797282212,0.984375,0.98828125,-0.01171875
two_concepts,TwoLayerCNN,7,spectrum_retention_1,0.001,True,38,6.223562018384601e-08,1.0,0.10469447884295907,0.9765625,0.98828125,0.0078125
two_concepts,TwoLayerCNN,7,template_init,0.0,True,23,5.325031908610202e-08,1.0,0.020702306059255698,0.99609375,1.0,0.00390625
two_concepts,TwoLayerCNN,7,template_retention_0.1,0.001,True,39,9.976986334005655e-08,1.0,0.04150811183117726,0.98046875,0.99609375,0.0
two_concepts,TwoLayerCNN,7,template_retention_1,0.001,True,40,8.829194661041755e-08,1.0,0.04784013391813123,0.984375,0.98828125,-0.00390625
two_concepts,TwoLayerCNN,8,frozen_random_unitnorm,0.0,True,22,7.110283604965519e-08,1.0,0.00032094898490084983,1.0,0.99609375,0.0078125
two_concepts,TwoLayerCNN,8,frozen_spectrum,0.001,True,57,8.168477594458143e-08,1.0,0.06507707910712277,0.98046875,0.98046875,0.015625
two_concepts,TwoLayerCNN,8,frozen_templates,0.001,True,49,5.785792128435308e-08,1.0,0.020186744572612964,1.0,0.9921875,0.00390625
two_concepts,TwoLayerCNN,8,random,0.0,True,24,5.6122609670017994e-08,1.0,0.002181768300927398,1.0,0.9921875,0.0
two_concepts,TwoLayerCNN,8,random_unitnorm,0.0,True,23,5.93835375914276e-08,1.0,0.006328552495129723,0.99609375,0.9921875,0.0
two_concepts,TwoLayerCNN,8,spectrum_init,0.001,True,41,8.264347111297185e-08,1.0,0.030173574675527066,0.98828125,0.98046875,0.0
two_concepts,TwoLayerCNN,8,spectrum_retention_1,0.001,True,52,5.4722036794594385e-08,1.0,0.047502580560733906,0.984375,0.96875,0.0
two_concepts,TwoLayerCNN,8,template_init,0.0,True,22,8.644601591150282e-08,1.0,0.00010955339951387519,1.0,0.99609375,0.0
two_concepts,TwoLayerCNN,8,template_retention_0.1,0.0,True,23,6.958256744059054e-08,1.0,0.0001691253017382724,1.0,0.99609375,0.0
two_concepts,TwoLayerCNN,8,template_retention_1,0.0,True,24,5.8443503606428237e-08,1.0,0.0007904360383625547,1.0,0.99609375,0.0
two_concepts,TwoLayerCNN,9,frozen_random_unitnorm,0.0,True,23,8.38427714103102e-08,1.0,0.0003521725080661703,1.0,0.98046875,0.0078125
two_concepts,TwoLayerCNN,9,frozen_spectrum,0.001,True,52,6.33534937105777e-08,0.994140625,0.042533990842922156,0.9921875,0.984375,0.05078125
two_concepts,TwoLayerCNN,9,frozen_templates,0.001,True,61,9.49673834460432e-08,0.994140625,0.06159916038149127,0.984375,0.96875,0.04296875
two_concepts,TwoLayerCNN,9,random,0.001,True,42,5.5460567263687643e-08,1.0,0.034418399078538525,0.984375,0.9765625,0.01171875
two_concepts,TwoLayerCNN,9,random_unitnorm,0.0,True,22,6.914268851108305e-08,1.0,0.0033943939443740433,1.0,0.98828125,0.01953125
two_concepts,TwoLayerCNN,9,spectrum_init,0.0,True,24,3.442087245607185e-08,1.0,4.516829941336731e-05,1.0,0.99609375,0.015625
two_concepts,TwoLayerCNN,9,spectrum_retention_1,0.0,True,27,7.919706999477122e-08,1.0,0.0009313978410081525,1.0,0.984375,0.0390625
two_concepts,TwoLayerCNN,9,template_init,0.001,True,41,5.051166875729675e-08,1.0,0.0506888379524538,0.9921875,0.9765625,0.0234375
two_concepts,TwoLayerCNN,9,template_retention_0.1,0.001,True,40,6.877065281477024e-08,1.0,0.05138424657304752,0.984375,0.9765625,0.0234375
two_concepts,TwoLayerCNN,9,template_retention_1,0.001,True,44,7.799056562303626e-08,1.0,0.069480628472008,0.98046875,0.96484375,0.02734375
