task,architecture,block,condition,concept_z_mean_square,nuisance_z_mean_square,concept_to_nuisance_response_ratio
single_shape,TwoLayerCNN,0,template_retention_1,0.1933182328939438,0.004357823636382818,44.36118783696494
single_shape,TinyCNN,6,frozen_random_unitnorm,0.059992969036102295,0.004135793540626764,14.505793978054955
single_shape,TwoLayerCNN,2,random_unitnorm,0.6958527565002441,0.013330589979887009,52.19969690389819
two_concepts,TwoLayerCNN,9,frozen_templates,0.061560094356536865,0.006813914515078068,9.034468251739076
single_shape,TwoLayerCNN,5,frozen_templates,0.1701342612504959,0.003223018255084753,52.78724716562986
two_concepts,TinyCNN,1,spectrum_init,0.9379405379295349,0.0537978857755661,17.43452413432069
two_concepts,TinyCNN,9,template_init,1.1859047412872314,0.059574466198682785,19.906258787652423
two_concepts,TwoLayerCNN,4,template_retention_0.1,0.18898913264274597,0.015001874417066574,12.59770128643034
single_shape,TinyCNN,2,template_retention_0.1,1.7881520986557007,0.02154516614973545,82.99551213614832
two_concepts,TinyCNN,4,template_init,1.105484127998352,0.047713007777929306,23.169449579527825
two_concepts,TwoLayerCNN,4,frozen_spectrum,0.02625940553843975,0.005664927884936333,4.635435096758496
single_shape,TinyCNN,9,frozen_random_unitnorm,0.05908752605319023,0.004099675919860601,14.412730959280154
two_concepts,TwoLayerCNN,2,random_unitnorm,0.2727956473827362,0.03613242879509926,7.549884037126677
two_concepts,TwoLayerCNN,1,random,0.26336929202079773,0.03717391937971115,7.084786764898939
single_shape,TinyCNN,4,frozen_templates,0.16484643518924713,0.0031608659774065018,52.152301415988546
single_shape,TwoLayerCNN,7,template_retention_1,0.2017144411802292,0.003539810888469219,56.98452474885177
two_concepts,TinyCNN,7,template_init,1.2059414386749268,0.051609985530376434,23.36643628712389
single_shape,TwoLayerCNN,4,frozen_spectrum,0.17635023593902588,0.00279348436743021,63.12912933937571
two_concepts,TinyCNN,8,template_retention_1,0.19065546989440918,0.011096692644059658,17.18128779537495
two_concepts,TwoLayerCNN,3,frozen_templates,0.06478562951087952,0.005149536300450563,12.58086665108294
two_concepts,TinyCNN,2,spectrum_init,1.2341108322143555,0.07508295774459839,16.4366304856063
single_shape,TinyCNN,3,random,2.200113534927368,0.02447335422039032,89.8983243210002
two_concepts,TinyCNN,5,template_retention_0.1,0.6580049991607666,0.04022495448589325,16.35812911588319
single_shape,TwoLayerCNN,6,template_retention_0.1,0.3138560354709625,0.007625792175531387,41.157171379259644
two_concepts,TwoLayerCNN,7,random_unitnorm,0.11137277632951736,0.028926659375429153,3.850177612424872
two_concepts,TinyCNN,8,random_unitnorm,1.1630977392196655,0.08294545114040375,14.022441535110373
two_concepts,TwoLayerCNN,4,spectrum_retention_1,0.03752338886260986,0.007534193340688944,4.980412257270085
single_shape,TinyCNN,2,template_retention_1,0.619431734085083,0.008726822212338448,70.98021696939091
single_shape,TwoLayerCNN,1,frozen_spectrum,0.12238851934671402,0.002979464130476117,41.07735954758965
two_concepts,TinyCNN,1,frozen_random_unitnorm,0.013508593663573265,0.006786461919546127,1.9905208080025163
two_concepts,TinyCNN,3,frozen_templates,0.06478562951087952,0.005149536300450563,12.58086665108294
two_concepts,TinyCNN,0,template_retention_1,0.24136804044246674,0.011773119680583477,20.501621234729903
single_shape,TwoLayerCNN,2,frozen_random_unitnorm,0.05948087200522423,0.0036317501217126846,16.37801886468275
single_shape,TinyCNN,2,spectrum_retention_1,0.6103547811508179,0.008361694402992725,72.99415067505534
two_concepts,TwoLayerCNN,0,spectrum_init,0.2249736189842224,0.04923234134912491,4.569630710610542
two_concepts,TwoLayerCNN,8,template_init,0.2107999473810196,0.024520087987184525,8.597030626121514
two_concepts,TinyCNN,0,spectrum_retention_1,0.22157448530197144,0.0150198545306921,14.752105944115392
two_concepts,TinyCNN,7,random_unitnorm,1.3421331644058228,0.0777086541056633,17.271347443244547
single_shape,TinyCNN,5,frozen_spectrum,0.18056099116802216,0.0037049734964966774,48.734759192948545
two_concepts,TwoLayerCNN,8,random,0.23491360247135162,0.02878519706428051,8.1609169444546
two_concepts,TwoLayerCNN,5,template_init,0.325694739818573,0.02773144654929638,11.744599735884918
two_concepts,TwoLayerCNN,4,template_retention_1,0.09100746363401413,0.007690778933465481,11.833322010857225
single_shape,TinyCNN,8,template_retention_0.1,1.600844383239746,0.015602024272084236,102.60491557522063
single_shape,TwoLayerCNN,3,random,0.5138146281242371,0.010839760303497314,47.400921582967214
single_shape,TwoLayerCNN,7,frozen_templates,0.1721653789281845,0.003095804713666439,55.61248038939922
two_concepts,TinyCNN,3,random,0.8687359690666199,0.0487992949783802,17.80222377088645
two_concepts,TwoLayerCNN,8,random_unitnorm,0.19601106643676758,0.042952366173267365,4.563452119170112
single_shape,TinyCNN,7,spectrum_init,2.5220730304718018,0.026500992476940155,95.16900292192393
single_shape,TwoLayerCNN,7,frozen_random_unitnorm,0.08578898757696152,0.004369525704532862,19.633478180015207
single_shape,TwoLayerCNN,4,spectrum_init,0.9641540050506592,0.011183480732142925,86.21233658314826
two_concepts,TinyCNN,4,frozen_random_unitnorm,0.012987210415303707,0.007261127233505249,1.7885942495782765
two_concepts,TinyCNN,8,spectrum_retention_1,0.16529902815818787,0.014304924756288528,11.555393053397324
single_shape,TinyCNN,2,template_init,2.4743165969848633,0.03185885399580002,77.6649592389938
single_shape,TinyCNN,0,frozen_spectrum,0.1676017791032791,0.003557794028893113,47.10834234420893
single_shape,TwoLayerCNN,7,spectrum_retention_1,0.2587018311023712,0.003990338183939457,64.8320566270822
two_concepts,TinyCNN,2,random_unitnorm,1.3991286754608154,0.08099105209112167,17.275101870348333
single_shape,TwoLayerCNN,9,spectrum_init,0.7203331589698792,0.013322669081389904,54.06823171612768
single_shape,TwoLayerCNN,1,template_init,0.6204146146774292,0.0126291923224926,49.12543881151215
single_shape,TwoLayerCNN,3,template_retention_0.1,0.37035712599754333,0.008595363236963749,43.08801336106993
two_concepts,TinyCNN,0,template_retention_0.1,0.7218998074531555,0.03372659534215927,21.40446730923826
two_concepts,TinyCNN,4,frozen_templates,0.060831159353256226,0.005904775112867355,10.302028136634089
single_shape,TwoLayerCNN,8,frozen_spectrum,0.18148423731327057,0.00339425727725029,53.46802628358571
single_shape,TwoLayerCNN,6,spectrum_retention_1,0.2558939754962921,0.00460901390761137,55.52033051445263
single_shape,TinyCNN,3,frozen_spectrum,0.1712983399629593,0.004222223535180092,40.570646848912716
two_concepts,TinyCNN,9,spectrum_retention_1,0.1283598244190216,0.014120373874902725,9.090398424022315
two_concepts,TinyCNN,1,random_unitnorm,1.1153024435043335,0.07180491089820862,15.532397847904829
single_shape,TwoLayerCNN,4,random,0.4496931731700897,0.008724522776901722,51.54358406406569
