task,architecture,block,condition,id_acc,test_ce,alignment,initial_alignment,semantic_auc,localization_iou,fidelity_selected,fidelity_random,cf_accuracy,cf_accuracy_random,nuisance_acc,nuisance_prediction_stability,nuisance_probability_l2,refit_test_acc,refit_val_acc,refit_converged,drift_l2,seconds,causal_usefulness,selected_kernel_alignment,best_semantic_kernel_alignment,input_effect_mean_square,counterfactual_agreement
single_shape,TinyCNN,1,frozen_random_unitnorm,0.7421875,1.2284866571426392,0.14688562966276403,0.14688562966276403,0.8577677408854167,0.2879370656595761,0.4333116317465644,0.210904826992154,0.484375,0.20133463479578495,0.7890625,0.86328125,0.0007568997098132968,0.9609375,0.94140625,True,0.0,2.1606340408325195,0.2224068047544104,0.1218835311197536,0.13148999852756507,0.010213758796453476,0.4791666567325592
single_shape,TinyCNN,1,frozen_spectrum,0.84765625,1.1684013605117798,0.6616983235049809,0.6616983235049809,0.8439737955729167,0.5646161112989067,0.6004460979166348,0.34604925040096896,0.59765625,0.22412109375,0.859375,0.921875,0.00047551063471473753,0.99609375,0.9921875,True,0.0,2.1326563358306885,0.2543968475156659,0.6967482557449987,0.6763676596136219,0.02523204932610194,0.5690104365348816
single_shape,TinyCNN,1,frozen_templates,0.921875,1.0828819274902344,1.0,1.0,0.90411376953125,0.5964087233934925,0.571297685887804,0.22721859675534511,0.6471354365348816,0.15152994729578495,0.91015625,0.98046875,0.0005928194732405245,1.0,0.99609375,True,0.0,2.2968361377716064,0.34407908913245894,1.0,1.0,0.038506644467512764,0.6510416865348816
single_shape,TinyCNN,1,random,1.0,0.035176243633031845,0.3305427548564318,0.146885630442388,0.9926961263020834,0.27048738957435337,0.5550809620774904,0.23999864275988986,0.3854166567325592,0.05631510401144624,1.0,1.0,0.0005060066469013691,1.0,1.0,True,1.6524690389633179,5.47810697555542,0.3150823193176005,0.3371292923044721,0.30774263231778676,1.8289577166239421,0.3854166567325592
single_shape,TinyCNN,1,random_unitnorm,1.0,0.039317261427640915,0.32119994626640735,0.14688562966276403,0.9958292643229166,0.2770388186272808,0.5966672034181646,0.24246381251545285,0.4140625,0.056477864272892475,1.0,1.0,0.0005316153401508927,1.0,1.0,True,1.6829020977020264,4.966458082199097,0.35420339090271175,0.32771274746585755,0.30022818053159483,1.8103129069010417,0.4140625
single_shape,TinyCNN,1,spectrum_init,1.0,0.04663196578621864,0.5427365083173301,0.6616983235049809,0.9898274739583334,0.4204304535367317,0.5417586941548731,0.2388513663683955,0.31640625,0.05859375011641532,1.0,1.0,0.00039594864938408136,1.0,1.0,True,1.7601171731948853,5.131201982498169,0.3029073277864776,0.5484922632436687,0.5298853769849375,1.7771703402201335,0.31640625
single_shape,TinyCNN,1,spectrum_retention_1,1.0,0.32629677653312683,0.6439810459037332,0.6616983235049809,0.9695841471354167,0.5294104726031631,0.7423947140394364,0.3369648134285831,0.58203125,0.08544921921566129,1.0,1.0,0.001733071869239211,1.0,0.99609375,True,0.4222344756126404,5.126251935958862,0.40542990061085327,0.6496169347105434,0.5696263332244395,0.8423283894856771,0.58203125
single_shape,TinyCNN,1,template_init,1.0,0.04525488615036011,0.6644507753892606,1.0,0.9803466796875,0.41360349829656334,0.4763494427473085,0.23185067229025014,0.3203125,0.05159505225310568,1.0,1.0,0.0010791418608278036,0.99609375,1.0,True,1.6839313507080078,5.274672985076904,0.24449877045705837,0.6759750980640135,0.6612026254657963,1.7848612467447917,0.3203125
single_shape,TinyCNN,1,template_retention_0.1,1.0,0.08343340456485748,0.775566310538762,1.0,0.9740397135416667,0.4643241683535265,0.5011548651836214,0.2679757727086358,0.3072916567325592,0.05354817787883803,1.0,1.0,0.0012654616730287671,1.0,1.0,True,1.0314264297485352,5.317440986633301,0.23317909247498558,0.7669048596865968,0.7888012535443969,1.619646390279134,0.3072916567325592
single_shape,TinyCNN,1,template_retention_1,1.0,0.30394139885902405,0.9247922313667116,1.0,0.9515380859375,0.548113166087006,0.7003321821414983,0.3312943790521199,0.5169270634651184,0.06542968878056854,1.0,1.0,0.0020643151365220547,1.0,1.0,True,0.4312281608581543,5.417957782745361,0.3690378030893784,0.9057279388479784,0.9244814497143797,0.9035798708597819,0.5169270634651184
single_shape,TinyCNN,2,frozen_random_unitnorm,0.87109375,1.1676654815673828,0.1523165547602109,0.1523165547602109,0.8777058919270834,0.24862561360120933,0.6009874447137247,0.23176676248284134,0.4791666567325592,0.1708984375,0.88671875,0.8828125,0.0007682901341468096,0.9453125,0.9765625,True,0.0,2.467283248901367,0.36922068223088333,0.16168650208066104,0.17879467500222462,0.019814749558766682,0.46484375
single_shape,TinyCNN,2,frozen_spectrum,0.828125,1.0633100271224976,0.39520919398472154,0.39520919398472154,0.8228556315104166,0.1979391630503043,0.5910604806462658,0.35358147225177244,0.5208333134651184,0.17138671875,0.8203125,0.9375,0.0006509358063340187,0.99609375,0.9921875,True,0.0,2.4179799556732178,0.23747900839449337,0.40189870672651795,0.3372801992589091,0.06703471640745799,0.4986979067325592
single_shape,TinyCNN,2,frozen_templates,0.82421875,1.099176049232483,1.0,1.0,0.8723347981770833,0.5529589409502944,0.5431596757468191,0.33937449335038167,0.5299479365348816,0.21663411427289248,0.828125,0.95703125,0.0005605236510746181,1.0,1.0,True,0.0,48.7229380607605,0.20378518239643745,1.0,1.0,0.038580723106861115,0.5885416865348816
single_shape,TinyCNN,2,random,1.0,0.05542783439159393,0.30642026616597723,0.15231655628955224,0.9364827473958334,0.3374316036375433,0.46999684467503433,0.26580607521064614,0.3216145932674408,0.07779947912786156,1.0,1.0,0.0011997511610388756,1.0,1.0,True,1.6265008449554443,6.043738126754761,0.2041907694643882,0.2656532741197246,0.20908395688157566,1.7469635009765625,0.3216145932674408
single_shape,TinyCNN,2,random_unitnorm,1.0,0.057599037885665894,0.2818347836067609,0.1523165547602109,0.9358723958333334,0.32955513482151216,0.46914638603234404,0.269913202696606,0.3046875,0.0766601542418357,1.0,1.0,0.0010181341785937548,1.0,1.0,True,1.632833480834961,5.922455787658691,0.19923318333573803,0.2553046024454062,0.2652152330213315,1.7361742655436199,0.3046875
single_shape,TinyCNN,2,spectrum_init,1.0,0.0855550616979599,0.33421995657726,0.39520919398472154,0.9551595052083334,0.258892426055136,0.5499430120221187,0.2699620037636199,0.34375,0.06868489700718783,1.0,1.0,0.001296542352065444,1.0,0.99609375,True,1.648218035697937,6.850768804550171,0.2799810082584988,0.3135052905845642,0.3071628678219315,1.6201937993367512,0.34375
single_shape,TinyCNN,2,spectrum_retention_1,1.0,0.38318490982055664,0.4032836785084236,0.39520919398472154,0.9301961263020833,0.20316173711964497,0.5857357556876377,0.3429165518922582,0.4192708432674408,0.08837890447466634,1.0,1.0,0.002323517110198736,1.0,0.99609375,True,0.44014015793800354,5.497523307800293,0.24281920379537947,0.42407105299889325,0.3746893724877845,0.7374343872070312,0.4192708432674408
single_shape,TinyCNN,2,template_init,1.0,0.08140324056148529,0.644728601036681,1.0,0.96435546875,0.4575715827815132,0.559567918894247,0.2756702757170008,0.4205729067325592,0.07470703130820766,1.0,1.0,0.0017550198826938868,1.0,1.0,True,1.7319142818450928,5.96119499206543,0.28389764317724614,0.6495749024707479,0.6218729402515178,1.6417555809020996,0.4205729067325592
