task,architecture,block,condition,epoch,optimizer_steps,lambda_retention,train_ce,train_acc,retention_penalty,val_ce,val_acc,alignment,kernel_norm,conv_gradient_norm,val_pooled_feature_norm,train_seconds
single_shape,TinyCNN,block2000,random,27,108,0.0,0.10179753601551056,1.0,0.0,0.08352386206388474,1.0,0.3085225674612886,6.543733596801758,0.0704016825184226,8.538357734680176,0.12832434399999215
single_shape,TinyCNN,block2000,random,28,112,0.0,0.09170532040297985,1.0,0.0,0.07507898658514023,1.0,0.3087894716188529,6.649885654449463,0.07246347889304161,8.686631202697754,0.12168890600000282
single_shape,TinyCNN,block2000,random,29,116,0.0,0.08318027295172215,1.0,0.0,0.06798865646123886,1.0,0.30889189461509614,6.748557090759277,0.06608299352228642,8.823969841003418,0.12311381600000004
single_shape,TinyCNN,block2000,random,30,120,0.0,0.07586831226944923,1.0,0.0,0.06177150458097458,1.0,0.309098367913564,6.842024803161621,0.05901582632213831,8.952880859375,0.11101621400001704
single_shape,TinyCNN,block2000,random,31,124,0.0,0.0693949107080698,1.0,0.0,0.056472472846508026,1.0,0.30933754756485154,6.928328990936279,0.04962403513491154,9.07119083404541,0.1132332719999738
single_shape,TinyCNN,block2000,random,32,128,0.0,0.06382874958217144,1.0,0.0,0.051888883113861084,1.0,0.3094327506770186,7.010283470153809,0.044768717139959335,9.18305492401123,0.11266302100000303
single_shape,TinyCNN,block2000,random,33,132,0.0,0.05904825497418642,1.0,0.0,0.04781242087483406,1.0,0.3095832692743218,7.087913513183594,0.04666139744222164,9.28821849822998,0.12207604699997887
single_shape,TinyCNN,block2000,random,34,136,0.0,0.05474253185093403,1.0,0.0,0.04427643120288849,1.0,0.30965660286566393,7.160956859588623,0.03993560094386339,9.387428283691406,0.12646656999999095
single_shape,TinyCNN,block2000,random,35,140,0.0,0.050985525362193584,1.0,0.0,0.04109052196145058,1.0,0.30962451771760535,7.23043155670166,0.03928112052381039,9.481668472290039,0.11190117699999291
single_shape,TinyCNN,block2000,random,36,144,0.0,0.04755162633955479,1.0,0.0,0.03829266130924225,1.0,0.3095123089765366,7.296003341674805,0.035535755567252636,9.570869445800781,0.1110878409999998
single_shape,TinyCNN,block2000,random,37,148,0.0,0.04453732166439295,1.0,0.0,0.03575979545712471,1.0,0.309451913257101,7.358771800994873,0.03409194201231003,9.655861854553223,0.11610989300001506
single_shape,TinyCNN,block2000,random,38,152,0.0,0.04185812268406153,1.0,0.0,0.03349041938781738,1.0,0.3095775272497395,7.418571472167969,0.03240139223635197,9.737399101257324,0.1084677180000142
single_shape,TinyCNN,block2000,random,39,156,0.0,0.03938714507967234,1.0,0.0,0.03142670542001724,1.0,0.3097507192547295,7.475610733032227,0.03241476463153958,9.814927101135254,0.12084471299999677
single_shape,TinyCNN,block2000,random,40,160,0.0,0.03712439350783825,1.0,0.0,0.029597068205475807,1.0,0.30981920943648406,7.530204772949219,0.029649520758539438,9.88853645324707,0.11104557999999543
single_shape,TinyCNN,block2000,random,41,164,0.0,0.03509897878393531,1.0,0.0,0.02796553634107113,1.0,0.3099547014083753,7.582459926605225,0.027997937984764576,9.959156036376953,0.1339703390000011
single_shape,TinyCNN,block2000,random,42,168,0.0,0.03322920762002468,1.0,0.0,0.026440730318427086,1.0,0.3100029341266529,7.633006572723389,0.028758279979228973,10.027318954467773,0.10684431000001382
single_shape,TinyCNN,block2000,random,43,172,0.0,0.03152618044987321,1.0,0.0,0.025051459670066833,1.0,0.3100353705808755,7.681723594665527,0.026265407912433147,10.092550277709961,0.11470661500001711
single_shape,TinyCNN,block2000,random,44,176,0.0,0.029944018460810184,1.0,0.0,0.023790329694747925,1.0,0.31008694455549335,7.728498458862305,0.024087301921099424,10.155462265014648,0.11242099899999403
single_shape,TinyCNN,block2000,random,45,180,0.0,0.028507306706160307,1.0,0.0,0.02259066514670849,1.0,0.3101005402177514,7.773969650268555,0.02269945340231061,10.217098236083984,0.12983058599999708
single_shape,TinyCNN,block2000,random,46,184,0.0,0.0271913125179708,1.0,0.0,0.021467462182044983,1.0,0.3101261094829976,7.818290710449219,0.023211875930428505,10.276525497436523,0.12265827100000593
single_shape,TinyCNN,block2000,random,47,188,0.0,0.025964932516217232,1.0,0.0,0.02045159786939621,1.0,0.31016656938925713,7.860756874084473,0.02403754787519574,10.333770751953125,0.12854916500000968
single_shape,TinyCNN,block2000,random,48,192,0.0,0.02479554619640112,1.0,0.0,0.019515331834554672,1.0,0.3102003765604848,7.901853084564209,0.023064705543220043,10.389473915100098,0.12604869799997687
single_shape,TinyCNN,block2000,random,49,196,0.0,0.023698746226727962,1.0,0.0,0.018661510199308395,1.0,0.3102128863789856,7.941745758056641,0.021332396660000086,10.442960739135742,0.11942891200001782
single_shape,TinyCNN,block2000,random,50,200,0.0,0.02273303922265768,1.0,0.0,0.017880581319332123,1.0,0.31016492220780023,7.980497360229492,0.020199870690703392,10.495145797729492,0.12813740999999368
single_shape,TinyCNN,block2000,random,51,204,0.0,0.021784141194075346,1.0,0.0,0.01711154542863369,1.0,0.31016137839312313,8.018279075622559,0.01751790102571249,10.546219825744629,0.11025750199999607
single_shape,TinyCNN,block2000,random,52,208,0.0,0.020911131985485554,1.0,0.0,0.016395069658756256,1.0,0.31015099614364927,8.055153846740723,0.018637454137206078,10.595768928527832,0.10774752900002227
single_shape,TinyCNN,block2000,random,53,212,0.0,0.020087020937353373,1.0,0.0,0.015721537172794342,1.0,0.31012699004371375,8.091079711914062,0.018201973289251328,10.64450740814209,0.11203908799998885
single_shape,TinyCNN,block2000,random,54,216,0.0,0.019336665514856577,1.0,0.0,0.015075834468007088,1.0,0.31009165235762337,8.126062393188477,0.017390546621754766,10.692054748535156,0.1035463160000063
single_shape,TinyCNN,block2000,random,55,220,0.0,0.01861078990623355,1.0,0.0,0.014497507363557816,1.0,0.3100393659835122,8.159785270690918,0.017189456149935722,10.73830795288086,0.10643581599998697
single_shape,TinyCNN,block2000,random,56,224,0.0,0.017920767422765493,1.0,0.0,0.0139577342197299,1.0,0.3100212842010278,8.192547798156738,0.017783240880817175,10.783023834228516,0.11769434100000353
single_shape,TinyCNN,block2000,random,57,228,0.0,0.017265701200813055,1.0,0.0,0.013446280732750893,1.0,0.3100137433166773,8.224465370178223,0.014795030234381557,10.826677322387695,0.11039428300000509
single_shape,TinyCNN,block2000,random,58,232,0.0,0.016667894553393126,1.0,0.0,0.012964977882802486,1.0,0.3099949641059066,8.255702018737793,0.014648363692685962,10.869416236877441,0.09930320899999856
single_shape,TinyCNN,block2000,random,59,236,0.0,0.016100185923278332,1.0,0.0,0.012516895309090614,1.0,0.3100012789724876,8.286531448364258,0.01533427694812417,10.910989761352539,0.12198882199999161
single_shape,TinyCNN,block2000,random,60,240,0.0,0.015563743421807885,1.0,0.0,0.012081996537744999,1.0,0.3100124319015368,8.3167724609375,0.015443314099684358,10.951645851135254,0.11504997500000513
single_shape,TinyCNN,block2000,random,61,244,0.0,0.015031772898510098,1.0,0.0,0.011668163351714611,1.0,0.30999798809008716,8.345934867858887,0.014069486875087023,10.991231918334961,0.11482548999998698
single_shape,TinyCNN,block2000,random,62,248,0.0,0.014564707409590483,1.0,0.0,0.01126323826611042,1.0,0.3100014362730875,8.374701499938965,0.013775679748505354,11.030630111694336,0.12346439099999884
single_shape,TinyCNN,block2000,random,63,252,0.0,0.014095928519964218,1.0,0.0,0.010909481905400753,1.0,0.3100371094353416,8.402714729309082,0.01375731360167265,11.068872451782227,0.11834656499999596
single_shape,TinyCNN,block2000,random,64,256,0.0,0.013653902104124427,1.0,0.0,0.010567108169198036,1.0,0.3100482573499845,8.430054664611816,0.013433967716991901,11.106097221374512,0.1287197559999811
single_shape,TinyCNN,block2000,random,65,260,0.0,0.013242247514426708,1.0,0.0,0.010244619101285934,1.0,0.31007305930070594,8.456817626953125,0.01401660405099392,11.142733573913574,0.11371552399998563
single_shape,TinyCNN,block2000,random,66,264,0.0,0.012841431889683008,1.0,0.0,0.009928297251462936,1.0,0.31010067581303724,8.483139038085938,0.011461838381364942,11.179054260253906,0.11484492400001045
single_shape,TinyCNN,block2000,random,67,268,0.0,0.012455094838514924,1.0,0.0,0.009625128470361233,1.0,0.31013414667422434,8.50866413116455,0.011786190094426274,11.21430778503418,0.11698642400000381
single_shape,TinyCNN,block2000,random,68,272,0.0,0.012105374597012997,1.0,0.0,0.009331910870969296,1.0,0.31017257035227874,8.533953666687012,0.011885409010574222,11.249398231506348,0.11710555700000214
single_shape,TinyCNN,block2000,random,69,276,0.0,0.01175526692532003,1.0,0.0,0.009057830087840557,1.0,0.3101977771812343,8.558842658996582,0.012389562791213393,11.283432006835938,0.10938176400000543
single_shape,TinyCNN,block2000,random,70,280,0.0,0.01141845528036356,1.0,0.0,0.008799565024673939,1.0,0.31025062663223807,8.583067893981934,0.011587548302486539,11.316713333129883,0.11599743899998316
single_shape,TinyCNN,block2000,random,71,284,0.0,0.011096420232206583,1.0,0.0,0.008546150289475918,1.0,0.31030923045994085,8.606666564941406,0.010710734874010086,11.34925651550293,0.11012188300000503
single_shape,TinyCNN,block2000,random,72,288,0.0,0.010804168181493878,1.0,0.0,0.008310177363455296,1.0,0.31037134910318087,8.629913330078125,0.011930776527151465,11.381402969360352,0.10739060399998834
single_shape,TinyCNN,block2000,random,73,292,0.0,0.01050872984342277,1.0,0.0,0.008088931441307068,1.0,0.31039936024422615,8.652729034423828,0.009781489381566644,11.412668228149414,0.10897382300001368
single_shape,TinyCNN,block2000,random,74,296,0.0,0.010234982473775744,1.0,0.0,0.007874652743339539,1.0,0.3104229632602539,8.675256729125977,0.010108317015692592,11.443626403808594,0.1130795830000011
single_shape,TinyCNN,block2000,random,75,300,0.0,0.009975476423278451,1.0,0.0,0.0076803830452263355,1.0,0.31044925911082005,8.697315216064453,0.009674332803115249,11.474053382873535,0.10825633600001083
single_shape,TinyCNN,block2000,random,76,304,0.0,0.009712951024994254,1.0,0.0,0.007485060952603817,1.0,0.3104641567518837,8.719071388244629,0.009268076391890645,11.504032135009766,0.11583395200000268
single_shape,TinyCNN,block2000,random,77,308,0.0,0.009474487975239754,1.0,0.0,0.007289961911737919,1.0,0.310479818177408,8.740755081176758,0.009513158351182938,11.53389835357666,0.10939055299999723
single_shape,TinyCNN,block2000,random,78,312,0.0,0.009234815835952759,1.0,0.0,0.007108673918992281,1.0,0.3104931081941018,8.76183795928955,0.00847004703246057,11.562878608703613,0.1180582270000059
single_shape,TinyCNN,block2000,random,79,316,0.0,0.00901450333185494,1.0,0.0,0.006918259430676699,1.0,0.31049480644649663,8.7827787399292,0.010584493400529027,11.59168815612793,0.12333128899999224
single_shape,TinyCNN,block2000,random,80,320,0.0,0.008794875582680106,1.0,0.0,0.006747005973011255,1.0,0.3105298570875267,8.803468704223633,0.00931537407450378,11.619958877563477,0.12284067699999923
single_shape,TinyCNN,block2000,random,81,324,0.0,0.008581611211411655,1.0,0.0,0.006590039003640413,1.0,0.3105580824094383,8.823770523071289,0.008264978532679379,11.64749813079834,0.11746587099997896
single_shape,TinyCNN,block2000,random,82,328,0.0,0.008375509409233928,1.0,0.0,0.006436718162149191,1.0,0.31057143255563624,8.843667984008789,0.008381884545087814,11.674657821655273,0.10113121000000547
single_shape,TinyCNN,block2000,random,83,332,0.0,0.008180498727597296,1.0,0.0,0.006286390125751495,1.0,0.3105907557424112,8.863277435302734,0.007685402641072869,11.701492309570312,0.08755963300001213
single_shape,TinyCNN,block2000,random,84,336,0.0,0.007986527401953936,1.0,0.0,0.00614227494224906,1.0,0.31060183810415143,8.882429122924805,0.007539242506027222,11.727572441101074,0.10246532100001104
single_shape,TinyCNN,block2000,random,85,340,0.0,0.007810456678271294,1.0,0.0,0.005995869170874357,1.0,0.3106147996046911,8.901564598083496,0.007391795981675386,11.753751754760742,0.12050470400001245
single_shape,TinyCNN,block2000,random,86,344,0.0,0.007634332170709968,1.0,0.0,0.005857423879206181,1.0,0.31063141877088196,8.920450210571289,0.007444468326866627,11.77967357635498,0.12162409500001559
single_shape,TinyCNN,block2000,random,87,348,0.0,0.007467530551366508,1.0,0.0,0.0057268161326646805,1.0,0.31062795458482867,8.939105033874512,0.007899389951489866,11.805039405822754,0.12146195700000817
single_shape,TinyCNN,block2000,random,88,352,0.0,0.0073043376905843616,1.0,0.0,0.00559893436729908,1.0,0.310630234809357,8.957602500915527,0.007790878647938371,11.830227851867676,0.1266523310000025
single_shape,TinyCNN,block2000,random,89,356,0.0,0.007143821683712304,1.0,0.0,0.005473307799547911,1.0,0.31064560623586346,8.975810050964355,0.0070813874481245875,11.855042457580566,0.12366239400000723
single_shape,TinyCNN,block2000,random,90,360,0.0,0.006991150323301554,1.0,0.0,0.005352236330509186,1.0,0.3106833575408454,8.993677139282227,0.006871613091789186,11.879612922668457,0.12092186600000332
single_shape,TinyCNN,block2000,random,91,364,0.0,0.006845017662271857,1.0,0.0,0.005238119978457689,1.0,0.3106972991076078,9.011366844177246,0.00709152570925653,11.903791427612305,0.12161008800001127
single_shape,TinyCNN,block2000,random,92,368,0.0,0.006702133105136454,1.0,0.0,0.005132631864398718,1.0,0.3107101406347399,9.028630256652832,0.0068388443905860186,11.927555084228516,0.12739077200001248
single_shape,TinyCNN,block2000,random,93,372,0.0,0.00655971304513514,1.0,0.0,0.005024231504648924,1.0,0.31070765487850155,9.045853614807129,0.006575628067366779,11.950929641723633,0.11842005500000141
single_shape,TinyCNN,block2000,random,94,376,0.0,0.0064277807250618935,1.0,0.0,0.004921665880829096,1.0,0.310704888656293,9.062750816345215,0.006567697157151997,11.974098205566406,0.11889781799999355
single_shape,TinyCNN,block2000,random,95,380,0.0,0.006297713494859636,1.0,0.0,0.004816818982362747,1.0,0.3107237442070284,9.079483032226562,0.007016158779151738,11.99692153930664,0.11256011800000465
single_shape,TinyCNN,block2000,random,96,384,0.0,0.006170755717903376,1.0,0.0,0.004720619414001703,1.0,0.3107339326202746,9.095983505249023,0.006243459647521377,12.019384384155273,0.11814413199999763
single_shape,TinyCNN,block2000,random,97,388,0.0,0.006051812670193613,1.0,0.0,0.004629136528819799,1.0,0.31077487472842,9.11234188079834,0.0074213334592059255,12.041624069213867,0.11109753700000624
single_shape,TinyCNN,block2000,random,98,392,0.0,0.005929775885306299,1.0,0.0,0.004538487643003464,1.0,0.3107757917111742,9.12861156463623,0.005496811703778803,12.063627243041992,0.11295088599999303
single_shape,TinyCNN,block2000,random,99,396,0.0,0.005823013372719288,1.0,0.0,0.0044469344429671764,1.0,0.3107947921755093,9.144845008850098,0.006811369559727609,12.085792541503906,0.10840378199998213
single_shape,TinyCNN,block2000,random,100,400,0.0,0.00570419302675873,1.0,0.0,0.004362709820270538,1.0,0.31081812850858775,9.16039752960205,0.006571043166331947,12.10714054107666,0.11001180299999191
single_shape,TinyCNN,block2000,random,101,404,0.0,0.005595793365500867,1.0,0.0,0.004278801381587982,1.0,0.3108323992846689,9.175881385803223,0.005867223138920963,12.128494262695312,0.10882216900000685
single_shape,TinyCNN,block2000,random,102,408,0.0,0.0054932491621002555,1.0,0.0,0.00420001707971096,1.0,0.31084272188337403,9.191187858581543,0.005852999864146113,12.14965534210205,0.11468494300001453
single_shape,TinyCNN,block2000,random,103,412,0.0,0.0053887388203293085,1.0,0.0,0.004126035608351231,1.0,0.3108658058243696,9.206216812133789,0.005645438097417355,12.17042350769043,0.11508975999998938
single_shape,TinyCNN,block2000,random,104,416,0.0,0.00529293529689312,1.0,0.0,0.00405446533113718,1.0,0.31088054439888946,9.221128463745117,0.005695603787899017,12.190896987915039,0.11713648099998863
single_shape,TinyCNN,block2000,random,105,420,0.0,0.005194119643419981,1.0,0.0,0.0039772461168468,1.0,0.310885013584837,9.236078262329102,0.005342451389878988,12.211195945739746,0.11047187500000177
single_shape,TinyCNN,block2000,random,106,424,0.0,0.005100975511595607,1.0,0.0,0.0039047300815582275,1.0,0.31091330830040675,9.250784873962402,0.0050784568302333355,12.231355667114258,0.11529624300001728
single_shape,TinyCNN,block2000,random,107,428,0.0,0.005012136301957071,1.0,0.0,0.0038363924250006676,1.0,0.31093645639727546,9.2653226852417,0.005682896124199033,12.251269340515137,0.11773671199998148
single_shape,TinyCNN,block2000,random,108,432,0.0,0.00492190953809768,1.0,0.0,0.0037648084107786417,1.0,0.3109478934927845,9.27964973449707,0.005778456223197281,12.27111530303955,0.11716866000000437
single_shape,TinyCNN,block2000,random,109,436,0.0,0.0048381705419160426,1.0,0.0,0.003698519663885236,1.0,0.3109508816594062,9.293844223022461,0.0056154641206376255,12.29083251953125,0.11789758399999073
single_shape,TinyCNN,block2000,random,110,440,0.0,0.004751532862428576,1.0,0.0,0.0036306255497038364,1.0,0.31097129175780164,9.307852745056152,0.005119276233017445,12.310314178466797,0.1199168180000072
single_shape,TinyCNN,block2000,random,111,444,0.0,0.004669605637900531,1.0,0.0,0.003564812708646059,1.0,0.310988135184015,9.321817398071289,0.004714936832897365,12.329402923583984,0.11214009299999361
single_shape,TinyCNN,block2000,random,112,448,0.0,0.004588299780152738,1.0,0.0,0.0035043891984969378,1.0,0.3109981401410035,9.335526466369629,0.005061301169916987,12.348139762878418,0.10986228100000517
single_shape,TinyCNN,block2000,random,113,452,0.0,0.004511824459768832,1.0,0.0,0.0034465407952666283,1.0,0.3109898203719731,9.349034309387207,0.00447622244246304,12.366820335388184,0.11025405600000227
single_shape,TinyCNN,block2000,random,114,456,0.0,0.004435907816514373,1.0,0.0,0.003388575976714492,1.0,0.31098956716240395,9.362397193908691,0.004663211293518543,12.385287284851074,0.10952330899999652
single_shape,TinyCNN,block2000,random,115,460,0.0,0.004364972293842584,1.0,0.0,0.003331366227939725,1.0,0.31097289758919167,9.375879287719727,0.004685838590376079,12.403715133666992,0.11063752900000168
single_shape,TinyCNN,block2000,random,116,464,0.0,0.004293459409382194,1.0,0.0,0.0032791730482131243,1.0,0.3109627266651651,9.389071464538574,0.004570786491967738,12.42176342010498,0.11446766800000319
single_shape,TinyCNN,block2000,random,117,468,0.0,0.0042215536814183,1.0,0.0,0.0032267202623188496,1.0,0.3109599426787675,9.402066230773926,0.004664916195906699,12.439632415771484,0.11094714399999361
single_shape,TinyCNN,block2000,random,118,472,0.0,0.004156044218689203,1.0,0.0,0.0031768260523676872,1.0,0.3109571793010616,9.414997100830078,0.004435346752870828,12.457368850708008,0.112031796000025
single_shape,TinyCNN,block2000,random,119,476,0.0,0.004090506175998598,1.0,0.0,0.003122425638139248,1.0,0.31096406380494795,9.427993774414062,0.004419975157361478,12.475290298461914,0.11918219800000429
single_shape,TinyCNN,block2000,random,120,480,0.0,0.0040247884462587535,1.0,0.0,0.003073603380471468,1.0,0.31098074405265413,9.440652847290039,0.004483922733925283,12.492865562438965,0.11028106899999557
single_shape,TinyCNN,block2000,random,121,484,0.0,0.003959188761655241,1.0,0.0,0.003025932004675269,1.0,0.31099899908174367,9.452937126159668,0.004392248229123652,12.509856224060059,0.14463691900002118
single_shape,TinyCNN,block2000,random,122,488,0.0,0.0039006778970360756,1.0,0.0,0.002977045252919197,1.0,0.3110040116052817,9.46523380279541,0.005147802177816629,12.52692699432373,0.12722950200000582
single_shape,TinyCNN,block2000,random,123,492,0.0,0.003840582852717489,1.0,0.0,0.002932935254648328,1.0,0.31101125315194855,9.477599143981934,0.004501648596487939,12.54391098022461,0.129770241000017
single_shape,TinyCNN,block2000,random,124,496,0.0,0.0037823854363523424,1.0,0.0,0.002886246656998992,1.0,0.31102406851425013,9.490002632141113,0.00459257373586297,12.560821533203125,0.12151561900000729
single_shape,TinyCNN,block2000,random,125,500,0.0,0.003724350710399449,1.0,0.0,0.0028408055659383535,1.0,0.3110350898267402,9.502213478088379,0.004289119562599808,12.577557563781738,0.1344003090000001
single_shape,TinyCNN,block2000,random,126,504,0.0,0.003668308141641319,1.0,0.0,0.0027971379458904266,1.0,0.3110522401080694,9.514298439025879,0.004193005501292646,12.59415340423584,0.12072737599999073
single_shape,TinyCNN,block2000,random,127,508,0.0,0.003615352849010378,1.0,0.0,0.002754641231149435,1.0,0.31107298458170685,9.526320457458496,0.0040175694157369435,12.610864639282227,0.15109264800000233
single_shape,TinyCNN,block2000,random,128,512,0.0,0.003560221055522561,1.0,0.0,0.0027126269415020943,1.0,0.311089558377839,9.538074493408203,0.0042895887745544314,12.627092361450195,0.16139508800000613
single_shape,TinyCNN,block2000,random,129,516,0.0,0.0035076146596111357,1.0,0.0,0.0026765328366309404,1.0,0.3110926450113076,9.549674987792969,0.003967651515267789,12.64301872253418,0.14450571599999762
single_shape,TinyCNN,block2000,random,130,520,0.0,0.003458706254605204,1.0,0.0,0.0026368452236056328,1.0,0.311087249443874,9.561420440673828,0.004219111579004675,12.659150123596191,0.11517695999998523
single_shape,TinyCNN,block2000,random,131,524,0.0,0.003406439325772226,1.0,0.0,0.0026007606647908688,1.0,0.3110792777849468,9.572803497314453,0.003745257796254009,12.674837112426758,0.1248632349999923
single_shape,TinyCNN,block2000,random,132,528,0.0,0.0033595985150896013,1.0,0.0,0.0025657974183559418,1.0,0.3110997916834096,9.584158897399902,0.003955309570301324,12.690558433532715,0.11834450500001026
single_shape,TinyCNN,block2000,random,133,532,0.0,0.003309445397462696,1.0,0.0,0.002529330551624298,1.0,0.31109892670742684,9.595364570617676,0.0038170740590430796,12.706049919128418,0.1228910629999973
single_shape,TinyCNN,block2000,random,134,536,0.0,0.0032638712436892092,1.0,0.0,0.002492319792509079,1.0,0.311095653030799,9.606575012207031,0.0037668381701223552,12.721575736999512,0.15457779700000174
single_shape,TinyCNN,block2000,random,135,540,0.0,0.003219072998035699,1.0,0.0,0.0024566149804741144,1.0,0.3110939039668136,9.617856979370117,0.0033556835260242224,12.737039566040039,0.12549902599999996
single_shape,TinyCNN,block2000,random,136,544,0.0,0.00317266775527969,1.0,0.0,0.0024230272974818945,1.0,0.31109637836308335,9.628839492797852,0.0036401250981725752,12.752140045166016,0.11414985700000102
single_shape,TinyCNN,block2000,random,137,548,0.0,0.0031303922878578305,1.0,0.0,0.00239079212769866,1.0,0.3110917472919356,9.63979434967041,0.0036928847548551857,12.767125129699707,0.1299338329999955
single_shape,TinyCNN,block2000,random,138,552,0.0,0.003087493183556944,1.0,0.0,0.002357645658776164,1.0,0.3110975290377934,9.650606155395508,0.0034193466999568045,12.782051086425781,0.11445018399999185
