task,architecture,block,condition,complete,epochs_observed,early_mean_val_acc,attained_95,first_epoch_95,last_val_acc,last_val_ce,late_val_ce_slope
single_shape,TwoLayerCNN,block2007,random,True,200,0.774609375,True,6,1.0,0.0002686533844098449,-1.8704312116509958e-06
single_shape,TwoLayerCNN,block2007,random_unitnorm,True,200,0.763671875,True,5,1.0,0.0007267715991474688,-3.001042177788654e-06
single_shape,TwoLayerCNN,block2007,template_init,True,200,0.815625,True,5,1.0,0.00022895833535585552,-1.4546516030165617e-06
single_shape,TwoLayerCNN,block2007,template_release,True,200,0.815234375,True,5,1.0,0.0003043372998945415,-2.183534355512029e-06
single_shape,TwoLayerCNN,block2007,template_retention_1,True,200,0.815234375,True,5,1.0,0.002454330213367939,-1.8395602710096992e-05
single_shape,TwoLayerCNN,block2008,random,True,200,0.85,True,5,1.0,0.00018462938896846026,-1.857963229154938e-06
single_shape,TwoLayerCNN,block2008,random_unitnorm,True,200,0.883984375,True,5,1.0,0.00029533624183386564,-2.438982286056358e-06
single_shape,TwoLayerCNN,block2008,template_init,True,200,0.9171875,True,4,1.0,0.0003460466687101871,-3.411340145604289e-06
single_shape,TwoLayerCNN,block2008,template_release,True,200,0.91796875,True,4,1.0,0.0004170170286670327,-4.419961728022581e-06
single_shape,TwoLayerCNN,block2008,template_retention_1,True,200,0.91796875,True,4,1.0,0.003953266888856888,-3.213074646498043e-05
single_shape,TwoLayerCNN,block2009,random,True,200,0.776953125,True,6,1.0,0.0006385952583514154,-5.436086715584207e-06
single_shape,TwoLayerCNN,block2009,random_unitnorm,True,200,0.835546875,True,6,1.0,0.0006437439005821943,-5.2325919014927155e-06
single_shape,TwoLayerCNN,block2009,template_init,True,200,0.8359375,True,4,1.0,0.0006284228293225169,-5.523616026148671e-06
single_shape,TwoLayerCNN,block2009,template_release,True,200,0.83125,True,4,1.0,0.0005488960305228829,-5.277593163213251e-06
single_shape,TwoLayerCNN,block2009,template_retention_1,True,200,0.83125,True,4,1.0,0.003896373091265559,-3.2818362403913224e-05
two_concepts,TinyCNN,block2000,random,True,200,0.6296875,True,26,0.98828125,0.03208646923303604,-4.8082369498741084e-05
two_concepts,TinyCNN,block2000,random_unitnorm,True,200,0.55859375,True,31,0.98828125,0.030282888561487198,-7.25017314342635e-05
two_concepts,TinyCNN,block2000,template_init,True,200,0.463671875,True,28,0.98828125,0.03586921840906143,-9.708306507060517e-05
two_concepts,TinyCNN,block2000,template_release,True,200,0.473828125,True,61,0.98828125,0.04373529925942421,-0.00016366175018755233
two_concepts,TinyCNN,block2000,template_retention_1,True,200,0.473828125,True,83,0.96875,0.24870871007442474,-0.0009043453107202933
two_concepts,TinyCNN,block2001,random,True,200,0.63828125,True,17,1.0,0.014047326520085335,-8.391852497606382e-05
two_concepts,TinyCNN,block2001,random_unitnorm,True,200,0.558984375,True,28,0.98828125,0.03229505941271782,-0.00010430834403163626
two_concepts,TinyCNN,block2001,template_init,True,200,0.5,True,27,0.9921875,0.03628016635775566,-0.00015245672119291336
two_concepts,TinyCNN,block2001,template_release,True,200,0.519921875,True,32,0.99609375,0.026364609599113464,-0.00020857667340371945
two_concepts,TinyCNN,block2001,template_retention_1,True,200,0.519921875,True,34,0.97265625,0.26458391547203064,-0.0009437276008433924
two_concepts,TinyCNN,block2002,random,True,200,0.721875,True,25,0.99609375,0.025058245286345482,-0.00011071979831484094
two_concepts,TinyCNN,block2002,random_unitnorm,True,200,0.732421875,True,25,0.9921875,0.03156581148505211,-7.628683925123221e-05
two_concepts,TinyCNN,block2002,template_init,True,200,0.668359375,True,14,0.9921875,0.024117866531014442,-7.128778396916653e-05
two_concepts,TinyCNN,block2002,template_release,True,200,0.6515625,True,20,1.0,0.02231861837208271,-0.000173680127171198
two_concepts,TinyCNN,block2002,template_retention_1,True,200,0.6515625,True,20,1.0,0.22084839642047882,-0.000860117241404116
two_concepts,TinyCNN,block2003,random,True,200,0.637890625,True,22,1.0,0.014865946024656296,-9.879513216534115e-05
two_concepts,TinyCNN,block2003,random_unitnorm,True,200,0.6328125,True,23,1.0,0.014075950719416142,-0.00011028589652781233
two_concepts,TinyCNN,block2003,template_init,True,200,0.540234375,True,21,1.0,0.014676070772111416,-0.00012627450987360582
two_concepts,TinyCNN,block2003,template_release,True,200,0.52109375,True,36,1.0,0.01583573967218399,-0.0001648899405858578
two_concepts,TinyCNN,block2003,template_retention_1,True,200,0.52109375,True,48,0.98828125,0.24419951438903809,-0.000943083377709074
two_concepts,TinyCNN,block2004,random,True,200,0.63671875,True,29,0.984375,0.05406305566430092,-9.680229862381736e-05
two_concepts,TinyCNN,block2004,random_unitnorm,True,200,0.6328125,True,33,0.98046875,0.06089526414871216,-8.874994079421465e-05
two_concepts,TinyCNN,block2004,template_init,True,200,0.4984375,True,30,1.0,0.023670554161071777,-0.0001693605816453928
two_concepts,TinyCNN,block2004,template_release,True,200,0.4953125,True,60,0.9921875,0.03578006103634834,-0.0002442859841468656
two_concepts,TinyCNN,block2004,template_retention_1,True,200,0.4953125,True,100,0.96484375,0.27018094062805176,-0.0009919074469042957
two_concepts,TinyCNN,block2005,random,True,200,0.66796875,True,28,0.9921875,0.016957122832536697,-7.286001192896036e-05
two_concepts,TinyCNN,block2005,random_unitnorm,True,200,0.5921875,True,28,0.9921875,0.022168496623635292,-7.563769481235925e-05
two_concepts,TinyCNN,block2005,template_init,True,200,0.534375,True,22,0.98828125,0.02198764495551586,-0.0001122683076594116
two_concepts,TinyCNN,block2005,template_release,True,200,0.505859375,True,51,0.99609375,0.025160616263747215,-0.0001828563462634737
two_concepts,TinyCNN,block2005,template_retention_1,True,200,0.505859375,True,58,0.97265625,0.2780872881412506,-0.0009308926144937
two_concepts,TinyCNN,block2006,random,True,200,0.6515625,True,20,0.98828125,0.021410970017313957,-8.848268622742604e-05
two_concepts,TinyCNN,block2006,random_unitnorm,True,200,0.66171875,True,20,0.9921875,0.02888135053217411,-7.565904660780694e-05
two_concepts,TinyCNN,block2006,template_init,True,200,0.552734375,True,18,1.0,0.0189458429813385,-0.00012377124083669637
two_concepts,TinyCNN,block2006,template_release,True,200,0.533203125,True,50,0.99609375,0.02397325448691845,-0.00018234723772769684
two_concepts,TinyCNN,block2006,template_retention_1,True,200,0.533203125,True,65,0.98046875,0.22690729796886444,-0.0008553029563193976
two_concepts,TinyCNN,block2007,random,True,200,0.55546875,True,25,0.99609375,0.023442422971129417,-6.817414852461454e-05
two_concepts,TinyCNN,block2007,random_unitnorm,True,200,0.532421875,True,28,0.9921875,0.022962527349591255,-8.283367842659993e-05
two_concepts,TinyCNN,block2007,template_init,True,200,0.557421875,True,32,0.984375,0.05703775957226753,-2.6228270472441648e-05
two_concepts,TinyCNN,block2007,template_release,True,200,0.4984375,True,75,0.98046875,0.06339472532272339,-8.984284853576922e-05
two_concepts,TinyCNN,block2007,template_retention_1,True,200,0.4984375,True,160,0.95703125,0.28569141030311584,-0.0009605597956736356
two_concepts,TinyCNN,block2008,random,True,200,0.517578125,True,18,1.0,0.009149713441729546,-7.316930205526237e-05
two_concepts,TinyCNN,block2008,random_unitnorm,True,200,0.52109375,True,21,1.0,0.010849998332560062,-9.180006704160183e-05
two_concepts,TinyCNN,block2008,template_init,True,200,0.5140625,True,25,0.99609375,0.02282990701496601,-0.00012323800614453861
two_concepts,TinyCNN,block2008,template_release,True,200,0.4546875,True,47,1.0,0.019800696521997452,-0.0002067347372272861
two_concepts,TinyCNN,block2008,template_retention_1,True,200,0.4546875,True,58,0.99609375,0.2672836184501648,-0.001151702256130999
two_concepts,TinyCNN,block2009,random,True,200,0.752734375,True,22,0.98828125,0.02448340691626072,-9.543432020827406e-05
two_concepts,TinyCNN,block2009,random_unitnorm,True,200,0.6984375,True,18,0.9921875,0.030308986082673073,-5.013865411729817e-05
two_concepts,TinyCNN,block2009,template_init,True,200,0.6078125,True,17,0.9921875,0.026264609768986702,-8.803609954683481e-05
two_concepts,TinyCNN,block2009,template_release,True,200,0.583203125,True,33,0.9921875,0.0289897657930851,-0.00013117271482496372
two_concepts,TinyCNN,block2009,template_retention_1,True,200,0.583203125,True,42,0.984375,0.22843985259532928,-0.000897874240588432
two_concepts,TwoLayerCNN,block2000,random,True,200,0.723828125,True,15,0.9921875,0.030728979036211967,1.7722578425148553e-06
two_concepts,TwoLayerCNN,block2000,random_unitnorm,True,200,0.675390625,True,14,0.9921875,0.034288305789232254,2.076367574526107e-06
two_concepts,TwoLayerCNN,block2000,template_init,True,200,0.75703125,True,16,0.9921875,0.031734488904476166,1.1204443591877314e-05
two_concepts,TwoLayerCNN,block2000,template_release,True,200,0.7453125,True,18,0.9921875,0.026118744164705276,-8.336999418592756e-06
two_concepts,TwoLayerCNN,block2000,template_retention_1,True,200,0.7453125,True,18,0.9921875,0.03246905282139778,-9.150387985365831e-05
two_concepts,TwoLayerCNN,block2001,random,True,200,0.70546875,True,15,1.0,0.005530926398932934,-3.0424784084684155e-05
two_concepts,TwoLayerCNN,block2001,random_unitnorm,True,200,0.721875,True,16,1.0,0.01051776297390461,-4.318939886034908e-05
two_concepts,TwoLayerCNN,block2001,template_init,True,200,0.747265625,True,14,1.0,0.005108462180942297,-2.427037973377059e-05
two_concepts,TwoLayerCNN,block2001,template_release,True,200,0.7359375,True,15,0.99609375,0.005746331997215748,-2.1961828189573025e-05
two_concepts,TwoLayerCNN,block2001,template_retention_1,True,200,0.7359375,True,15,0.99609375,0.023357676342129707,-5.550849482529188e-05
two_concepts,TwoLayerCNN,block2002,random,True,200,0.703125,True,13,0.99609375,0.008309860713779926,-2.2434023790117736e-05
two_concepts,TwoLayerCNN,block2002,random_unitnorm,True,200,0.74140625,True,12,0.99609375,0.006110353395342827,-9.732563888892381e-06
two_concepts,TwoLayerCNN,block2002,template_init,True,200,0.755859375,True,12,0.9921875,0.015372855588793755,-3.001025940914842e-05
two_concepts,TwoLayerCNN,block2002,template_release,True,200,0.753125,True,13,0.99609375,0.011982935480773449,-9.992402186967561e-06
two_concepts,TwoLayerCNN,block2002,template_retention_1,True,200,0.753125,True,13,0.9921875,0.015863964334130287,-5.8503570805367e-05
two_concepts,TwoLayerCNN,block2003,random,True,200,0.753515625,True,15,1.0,0.007102149073034525,-2.8180807856913e-05
two_concepts,TwoLayerCNN,block2003,random_unitnorm,True,200,0.746484375,True,16,1.0,0.004683913663029671,-3.047621199735141e-05
two_concepts,TwoLayerCNN,block2003,template_init,True,200,0.716796875,True,13,1.0,0.003746947506442666,-2.3509698037646414e-05
two_concepts,TwoLayerCNN,block2003,template_release,True,200,0.7015625,True,18,1.0,0.004060761071741581,-3.246655022459384e-05
two_concepts,TwoLayerCNN,block2003,template_retention_1,True,200,0.7015625,True,18,0.99609375,0.02322113886475563,-0.00011537170835903807
two_concepts,TwoLayerCNN,block2004,random,True,200,0.7140625,True,19,0.98828125,0.02582351677119732,-5.666942412692068e-06
two_concepts,TwoLayerCNN,block2004,random_unitnorm,True,200,0.741015625,True,17,0.99609375,0.01439655665308237,-3.3964292335331366e-05
two_concepts,TwoLayerCNN,block2004,template_init,True,200,0.631640625,True,15,0.99609375,0.017619673162698746,-2.7425809854403745e-05
two_concepts,TwoLayerCNN,block2004,template_release,True,200,0.60390625,True,19,0.9921875,0.035569943487644196,-2.9866100477999985e-06
two_concepts,TwoLayerCNN,block2004,template_retention_1,True,200,0.60390625,True,19,0.98828125,0.04740222916007042,-9.943537302035239e-05
two_concepts,TwoLayerCNN,block2005,random,True,200,0.768359375,True,15,0.9921875,0.028397848829627037,-7.784250367405255e-06
two_concepts,TwoLayerCNN,block2005,random_unitnorm,True,200,0.80625,True,13,0.98828125,0.02853771485388279,-1.7064126362485404e-06
two_concepts,TwoLayerCNN,block2005,template_init,True,200,0.821875,True,17,0.99609375,0.013153070583939552,-2.53709901432348e-05
two_concepts,TwoLayerCNN,block2005,template_release,True,200,0.8296875,True,11,0.99609375,0.01674388162791729,-1.8713063091264033e-05
two_concepts,TwoLayerCNN,block2005,template_retention_1,True,200,0.8296875,True,11,0.98828125,0.04500840604305267,8.30938605437529e-06
two_concepts,TwoLayerCNN,block2006,random,True,200,0.693359375,True,14,0.9921875,0.017371155321598053,-2.736928627679247e-05
two_concepts,TwoLayerCNN,block2006,random_unitnorm,True,200,0.787890625,True,12,0.99609375,0.013369934633374214,-3.5724183894638184e-05
two_concepts,TwoLayerCNN,block2006,template_init,True,200,0.787109375,True,7,0.99609375,0.009409677237272263,-1.8506671505091026e-05
two_concepts,TwoLayerCNN,block2006,template_release,True,200,0.78671875,True,7,0.9921875,0.01406465470790863,-1.6351790636554148e-05
two_concepts,TwoLayerCNN,block2006,template_retention_1,True,200,0.78671875,True,7,0.9921875,0.021230462938547134,-3.6579738826232395e-05
two_concepts,TwoLayerCNN,block2007,random,True,200,0.605859375,True,14,0.984375,0.050876881927251816,5.13970347723561e-05
two_concepts,TwoLayerCNN,block2007,random_unitnorm,True,200,0.65703125,True,14,0.984375,0.06004735827445984,7.51523679136324e-05
two_concepts,TwoLayerCNN,block2007,template_init,True,200,0.628515625,True,19,0.98828125,0.05872217193245888,-1.6737020665542542e-05
two_concepts,TwoLayerCNN,block2007,template_release,True,200,0.623828125,True,26,0.984375,0.05783763900399208,8.560950426678806e-05
two_concepts,TwoLayerCNN,block2007,template_retention_1,True,200,0.623828125,True,26,0.984375,0.0681808814406395,-3.900203601758343e-05
two_concepts,TwoLayerCNN,block2008,random,True,200,0.73125,True,10,1.0,0.0017892285250127316,-1.3524449265849166e-05
two_concepts,TwoLayerCNN,block2008,random_unitnorm,True,200,0.82421875,True,10,1.0,0.001610864419490099,-1.1385126648596858e-05
two_concepts,TwoLayerCNN,block2008,template_init,True,200,0.78359375,True,8,1.0,0.0015385692240670323,-9.88918171033156e-06
two_concepts,TwoLayerCNN,block2008,template_release,True,200,0.7625,True,10,1.0,0.0014321039197966456,-9.752400709610271e-06
two_concepts,TwoLayerCNN,block2008,template_retention_1,True,200,0.7625,True,10,1.0,0.006867434363812208,-6.485511863926317e-05
two_concepts,TwoLayerCNN,block2009,random,True,200,0.7140625,True,13,0.9921875,0.03397354483604431,1.9670689576549548e-05
two_concepts,TwoLayerCNN,block2009,random_unitnorm,True,200,0.73984375,True,15,0.99609375,0.010515708476305008,-1.36009914646474e-05
two_concepts,TwoLayerCNN,block2009,template_init,True,200,0.642578125,True,15,0.99609375,0.006132305599749088,-1.6512863225954913e-05
two_concepts,TwoLayerCNN,block2009,template_release,True,200,0.647265625,True,16,1.0,0.0034470853861421347,-2.2438629985528013e-05
two_concepts,TwoLayerCNN,block2009,template_retention_1,True,200,0.647265625,True,16,0.99609375,0.017176656052470207,-8.272459604462337e-05
