task,architecture,block,condition,id_acc,test_ce,alignment,initial_alignment,semantic_auc,localization_iou,fidelity_selected,fidelity_random,cf_accuracy,cf_accuracy_random,nuisance_acc,nuisance_prediction_stability,nuisance_probability_l2,refit_test_acc,refit_val_acc,refit_converged,drift_l2,seconds,causal_usefulness,epoch
single_shape,TinyCNN,2001,random,1.0,0.03957945108413696,0.31287421642269514,0.17255583202058805,0.9686686197916666,0.3591031022133143,0.4602775737154585,0.227036822595637,0.2786458432674408,0.06477864540647715,1.0,1.0,0.0006730135064572096,1.0,1.0,True,1.5220556259155273,0.4977147579193115,0.2332407511198215,40
single_shape,TinyCNN,2001,random,1.0,0.010787146165966988,0.31675309363628146,0.17255583202058805,0.96990966796875,0.3487605487799507,0.43927134704263626,0.17871920768005145,0.2903645932674408,0.06722005193296354,1.0,1.0,0.00011622734746197239,1.0,1.0,True,1.8287245035171509,0.48635029792785645,0.2605521393625848,80
single_shape,TinyCNN,2001,random,1.0,0.005313824862241745,0.3184075390174144,0.17255583202058805,0.9697469075520834,0.3515430359386038,0.4271880923512281,0.1590538545731348,0.2994791567325592,0.06901041764649563,1.0,1.0,4.066105611855164e-05,1.0,1.0,True,1.9850151538848877,0.484804630279541,0.2681342377780933,120
single_shape,TinyCNN,2001,random,1.0,0.0032770053949207067,0.3192315951187267,0.17255583202058805,0.9693400065104167,0.3531899241069602,0.419191500577314,0.1482454185214411,0.296875,0.06998698045208585,1.0,1.0,1.953648097696714e-05,1.0,1.0,True,2.0896081924438477,0.49952197074890137,0.2709460820558729,160
single_shape,TinyCNN,2001,random,1.0,0.0022691888734698296,0.3199572261923319,0.17255583202058805,0.96905517578125,0.3543186551612329,0.41307048209425634,0.14125154722388739,0.296875,0.06966145760088693,1.0,1.0,1.124444133893121e-05,1.0,1.0,True,2.168242931365967,0.4987473487854004,0.27181893487036896,200
single_shape,TinyCNN,2001,random_unitnorm,0.4921875,1.275774359703064,0.174999435261031,0.17255583274231553,0.92034912109375,0.3051742154467464,0.5329889517304166,0.3025507361804445,0.4348958432674408,0.21940104104578495,0.5,0.890625,0.00036133130197413266,0.9921875,0.98828125,True,0.08934769779443741,0.5561938285827637,0.23043821554997213,1
single_shape,TinyCNN,2001,random_unitnorm,0.91015625,0.9961803555488586,0.2048856915720183,0.17255583274231553,0.9517008463541666,0.3481065529335861,0.5739992219166588,0.39095135472789766,0.4388020932674408,0.19384765718132257,0.92578125,0.984375,0.0006267254939302802,0.99609375,0.99609375,True,0.3532700836658478,0.5130319595336914,0.1830478671887611,5
single_shape,TinyCNN,2001,random_unitnorm,0.97265625,0.6436847448348999,0.23392650785242391,0.17255583274231553,0.9565226236979167,0.35918177115278416,0.5262742595672714,0.38767198166332784,0.30859375,0.10074869822710752,0.98046875,0.98046875,0.0012498345458880067,1.0,1.0,True,0.6431764364242554,0.48572707176208496,0.13860227790394353,10
single_shape,TinyCNN,2001,random_unitnorm,1.0,0.19981661438941956,0.26881266586226554,0.17255583274231553,0.9615681966145833,0.3537527879894634,0.47859137824012465,0.3169671531066233,0.2513020932674408,0.07584635494276881,1.0,1.0,0.00229748897254467,1.0,1.0,True,1.123631238937378,0.514521598815918,0.16162422513350133,20
single_shape,TinyCNN,2001,random_unitnorm,1.0,0.04531678557395935,0.28935720162745804,0.17255583274231553,0.964599609375,0.35453497437993964,0.4663654557777941,0.23655022511694135,0.2799479067325592,0.06738281232537702,1.0,1.0,0.001311178202740848,1.0,1.0,True,1.5540719032287598,0.4947645664215088,0.22981523066085274,40
