architecture,method,k,metric,block,delta
TwoLayerCNN,validation_patch,2,fidelity,4006,-0.0969145274782659
TwoLayerCNN,validation_patch,2,fidelity,4007,-0.06573332545515298
TwoLayerCNN,validation_patch,2,fidelity,4008,-0.1603360370669904
TwoLayerCNN,validation_patch,2,fidelity,4009,0.08734787403342736
TwoLayerCNN,validation_patch,2,fidelity,4010,-0.21542616311608287
TwoLayerCNN,validation_patch,2,fidelity,4011,-0.07912771725143597
TwoLayerCNN,validation_patch,2,fidelity,4012,-0.04277669860700761
TwoLayerCNN,validation_patch,2,fidelity,4013,-0.08913649089992193
TwoLayerCNN,validation_patch,2,fidelity,4014,-0.060389179069727406
TwoLayerCNN,validation_patch,2,fidelity,4015,-0.07321524284614755
TwoLayerCNN,validation_patch,2,fidelity,4016,-0.067237581832165
TwoLayerCNN,validation_patch,2,fidelity,4017,-0.06028356950485758
TwoLayerCNN,validation_patch,2,fidelity,4018,-0.07676341516871732
TwoLayerCNN,validation_patch,2,fidelity,4019,-0.06961840975005662
TwoLayerCNN,validation_patch,4,fidelity,4000,-0.01987366197054863
TwoLayerCNN,validation_patch,4,fidelity,4001,-0.10513652116994265
TwoLayerCNN,validation_patch,4,fidelity,4002,-0.10345178260887988
TwoLayerCNN,validation_patch,4,fidelity,4003,0.030617136248040966
TwoLayerCNN,validation_patch,4,fidelity,4004,-0.2580229463858543
TwoLayerCNN,validation_patch,4,fidelity,4005,-0.18085851359233607
TwoLayerCNN,validation_patch,4,fidelity,4006,0.020034413731309764
TwoLayerCNN,validation_patch,4,fidelity,4007,-0.04677019003146432
TwoLayerCNN,validation_patch,4,fidelity,4008,-0.15190962431410926
TwoLayerCNN,validation_patch,4,fidelity,4009,0.22876396665516707
TwoLayerCNN,validation_patch,4,fidelity,4010,-0.1491919443862365
TwoLayerCNN,validation_patch,4,fidelity,4011,-0.12408050255195291
TwoLayerCNN,validation_patch,4,fidelity,4012,-0.06028243189364635
TwoLayerCNN,validation_patch,4,fidelity,4013,-0.1128894794878158
TwoLayerCNN,validation_patch,4,fidelity,4014,-0.09566969429026773
TwoLayerCNN,validation_patch,4,fidelity,4015,-0.22098014101239105
TwoLayerCNN,validation_patch,4,fidelity,4016,-0.20640673985214608
TwoLayerCNN,validation_patch,4,fidelity,4017,0.019687574612839764
TwoLayerCNN,validation_patch,4,fidelity,4018,-0.05715888058259999
TwoLayerCNN,validation_patch,4,fidelity,4019,-0.1727297772403773
TwoLayerCNN,validation_patch,8,fidelity,4000,-0.009693691064166177
TwoLayerCNN,validation_patch,8,fidelity,4001,-0.0033306275290714282
TwoLayerCNN,validation_patch,8,fidelity,4002,0.04089380897522121
TwoLayerCNN,validation_patch,8,fidelity,4003,0.023906720329361142
TwoLayerCNN,validation_patch,8,fidelity,4004,-0.019464288035674016
TwoLayerCNN,validation_patch,8,fidelity,4005,0.025873716931866575
TwoLayerCNN,validation_patch,8,fidelity,4006,-0.013708167929282755
TwoLayerCNN,validation_patch,8,fidelity,4007,0.033013053635107426
TwoLayerCNN,validation_patch,8,fidelity,4008,0.006095778288638276
TwoLayerCNN,validation_patch,8,fidelity,4009,0.03161664889848326
TwoLayerCNN,validation_patch,8,fidelity,4010,0.019831811028659496
TwoLayerCNN,validation_patch,8,fidelity,4011,0.018699120179940243
TwoLayerCNN,validation_patch,8,fidelity,4012,0.030459366004086386
TwoLayerCNN,validation_patch,8,fidelity,4013,-0.016282086020573794
TwoLayerCNN,validation_patch,8,fidelity,4014,-0.04179668183057572
TwoLayerCNN,validation_patch,8,fidelity,4015,0.044401118358806335
TwoLayerCNN,validation_patch,8,fidelity,4016,-0.002695660206357142
TwoLayerCNN,validation_patch,8,fidelity,4017,-0.003348811722462486
TwoLayerCNN,validation_patch,8,fidelity,4018,-0.00864263096707718
TwoLayerCNN,validation_patch,8,fidelity,4019,0.043378424053464926
TinyCNN,contrast,1,cf_accuracy,4000,-0.412109375
TinyCNN,contrast,1,cf_accuracy,4001,-0.119140625
TinyCNN,contrast,1,cf_accuracy,4002,-0.130859375
TinyCNN,contrast,1,cf_accuracy,4003,-0.23828125
TinyCNN,contrast,1,cf_accuracy,4004,-0.234375
TinyCNN,contrast,1,cf_accuracy,4005,-0.11328125
TinyCNN,contrast,1,cf_accuracy,4006,-0.154296875
TinyCNN,contrast,1,cf_accuracy,4007,-0.189453125
TinyCNN,contrast,1,cf_accuracy,4008,-0.095703125
TinyCNN,contrast,1,cf_accuracy,4009,-0.349609375
TinyCNN,contrast,1,cf_accuracy,4010,-0.029296875
TinyCNN,contrast,1,cf_accuracy,4011,-0.080078125
TinyCNN,contrast,1,cf_accuracy,4012,-0.341796875
TinyCNN,contrast,1,cf_accuracy,4013,-0.322265625
TinyCNN,contrast,1,cf_accuracy,4014,-0.291015625
TinyCNN,contrast,1,cf_accuracy,4015,-0.1953125
TinyCNN,contrast,1,cf_accuracy,4016,-0.13671875
TinyCNN,contrast,1,cf_accuracy,4017,-0.1875
TinyCNN,contrast,1,cf_accuracy,4018,-0.375
TinyCNN,contrast,1,cf_accuracy,4019,-0.021484375
TinyCNN,contrast,2,cf_accuracy,4000,-0.162109375
TinyCNN,contrast,2,cf_accuracy,4001,-0.515625
TinyCNN,contrast,2,cf_accuracy,4002,-0.361328125
TinyCNN,contrast,2,cf_accuracy,4003,-0.59375
TinyCNN,contrast,2,cf_accuracy,4004,-0.109375
TinyCNN,contrast,2,cf_accuracy,4005,-0.41796875
TinyCNN,contrast,2,cf_accuracy,4006,-0.42578125
TinyCNN,contrast,2,cf_accuracy,4007,-0.271484375
TinyCNN,contrast,2,cf_accuracy,4008,-0.287109375
TinyCNN,contrast,2,cf_accuracy,4009,-0.4921875
TinyCNN,contrast,2,cf_accuracy,4010,-0.146484375
TinyCNN,contrast,2,cf_accuracy,4011,-0.4609375
TinyCNN,contrast,2,cf_accuracy,4012,-0.53515625
TinyCNN,contrast,2,cf_accuracy,4013,-0.287109375
TinyCNN,contrast,2,cf_accuracy,4014,-0.16796875
TinyCNN,contrast,2,cf_accuracy,4015,-0.494140625
TinyCNN,contrast,2,cf_accuracy,4016,-0.328125
TinyCNN,contrast,2,cf_accuracy,4017,-0.220703125
TinyCNN,contrast,2,cf_accuracy,4018,-0.712890625
TinyCNN,contrast,2,cf_accuracy,4019,-0.26171875
TinyCNN,contrast,4,cf_accuracy,4000,0.044921875
TinyCNN,contrast,4,cf_accuracy,4001,0.0703125
TinyCNN,contrast,4,cf_accuracy,4002,-0.130859375
TinyCNN,contrast,4,cf_accuracy,4003,-0.1328125
TinyCNN,contrast,4,cf_accuracy,4004,0.015625
TinyCNN,contrast,4,cf_accuracy,4005,-0.109375
TinyCNN,contrast,4,cf_accuracy,4006,0.03515625
TinyCNN,contrast,4,cf_accuracy,4007,0.0234375
TinyCNN,contrast,4,cf_accuracy,4008,-0.0390625
TinyCNN,contrast,4,cf_accuracy,4009,0.005859375
TinyCNN,contrast,4,cf_accuracy,4010,-0.01171875
TinyCNN,contrast,4,cf_accuracy,4011,0.0
TinyCNN,contrast,4,cf_accuracy,4012,-0.017578125
TinyCNN,contrast,4,cf_accuracy,4013,0.009765625
TinyCNN,contrast,4,cf_accuracy,4014,-0.033203125
TinyCNN,contrast,4,cf_accuracy,4015,-0.083984375
TinyCNN,contrast,4,cf_accuracy,4016,0.01171875
TinyCNN,contrast,4,cf_accuracy,4017,0.02734375
TinyCNN,contrast,4,cf_accuracy,4018,-0.072265625
TinyCNN,contrast,4,cf_accuracy,4019,-0.095703125
TinyCNN,contrast,8,cf_accuracy,4000,0.03125
TinyCNN,contrast,8,cf_accuracy,4001,0.0
TinyCNN,contrast,8,cf_accuracy,4002,0.01171875
TinyCNN,contrast,8,cf_accuracy,4003,0.01171875
TinyCNN,contrast,8,cf_accuracy,4004,0.025390625
TinyCNN,contrast,8,cf_accuracy,4005,0.021484375
TinyCNN,contrast,8,cf_accuracy,4006,0.021484375
TinyCNN,contrast,8,cf_accuracy,4007,0.0078125
TinyCNN,contrast,8,cf_accuracy,4008,0.017578125
TinyCNN,contrast,8,cf_accuracy,4009,0.01171875
TinyCNN,contrast,8,cf_accuracy,4010,0.01171875
TinyCNN,contrast,8,cf_accuracy,4011,0.029296875
TinyCNN,contrast,8,cf_accuracy,4012,0.0234375
TinyCNN,contrast,8,cf_accuracy,4013,0.021484375
TinyCNN,contrast,8,cf_accuracy,4014,-0.001953125
TinyCNN,contrast,8,cf_accuracy,4015,0.01171875
TinyCNN,contrast,8,cf_accuracy,4016,-0.005859375
TinyCNN,contrast,8,cf_accuracy,4017,0.001953125
TinyCNN,contrast,8,cf_accuracy,4018,0.029296875
TinyCNN,contrast,8,cf_accuracy,4019,-0.001953125
TinyCNN,auroc,1,cf_accuracy,4000,-0.02734375
TinyCNN,auroc,1,cf_accuracy,4001,-0.119140625
TinyCNN,auroc,1,cf_accuracy,4002,-0.216796875
TinyCNN,auroc,1,cf_accuracy,4003,-0.095703125
TinyCNN,auroc,1,cf_accuracy,4004,-0.431640625
TinyCNN,auroc,1,cf_accuracy,4005,-0.107421875
TinyCNN,auroc,1,cf_accuracy,4006,-0.23046875
TinyCNN,auroc,1,cf_accuracy,4007,-0.2265625
TinyCNN,auroc,1,cf_accuracy,4008,-0.07421875
TinyCNN,auroc,1,cf_accuracy,4009,-0.322265625
TinyCNN,auroc,1,cf_accuracy,4010,-0.029296875
TinyCNN,auroc,1,cf_accuracy,4011,-0.080078125
TinyCNN,auroc,1,cf_accuracy,4012,-0.341796875
TinyCNN,auroc,1,cf_accuracy,4013,-0.322265625
TinyCNN,auroc,1,cf_accuracy,4014,-0.107421875
TinyCNN,auroc,1,cf_accuracy,4015,-0.041015625
TinyCNN,auroc,1,cf_accuracy,4016,-0.095703125
TinyCNN,auroc,1,cf_accuracy,4017,-0.1875
TinyCNN,auroc,1,cf_accuracy,4018,-0.294921875
TinyCNN,auroc,1,cf_accuracy,4019,-0.041015625
TinyCNN,auroc,2,cf_accuracy,4000,-0.162109375
TinyCNN,auroc,2,cf_accuracy,4001,-0.5078125
TinyCNN,auroc,2,cf_accuracy,4002,-0.361328125
TinyCNN,auroc,2,cf_accuracy,4003,-0.65234375
TinyCNN,auroc,2,cf_accuracy,4004,-0.498046875
TinyCNN,auroc,2,cf_accuracy,4005,-0.41796875
TinyCNN,auroc,2,cf_accuracy,4006,-0.42578125
TinyCNN,auroc,2,cf_accuracy,4007,-0.322265625
TinyCNN,auroc,2,cf_accuracy,4008,-0.44140625
TinyCNN,auroc,2,cf_accuracy,4009,-0.025390625
TinyCNN,auroc,2,cf_accuracy,4010,-0.125
TinyCNN,auroc,2,cf_accuracy,4011,-0.4609375
TinyCNN,auroc,2,cf_accuracy,4012,-0.53515625
TinyCNN,auroc,2,cf_accuracy,4013,-0.228515625
TinyCNN,auroc,2,cf_accuracy,4014,-0.064453125
TinyCNN,auroc,2,cf_accuracy,4015,-0.19140625
TinyCNN,auroc,2,cf_accuracy,4016,-0.328125
TinyCNN,auroc,2,cf_accuracy,4017,-0.23828125
TinyCNN,auroc,2,cf_accuracy,4018,-0.48046875
TinyCNN,auroc,2,cf_accuracy,4019,-0.458984375
TinyCNN,auroc,4,cf_accuracy,4000,0.044921875
TinyCNN,auroc,4,cf_accuracy,4001,0.068359375
TinyCNN,auroc,4,cf_accuracy,4002,-0.109375
TinyCNN,auroc,4,cf_accuracy,4003,-0.212890625
TinyCNN,auroc,4,cf_accuracy,4004,0.015625
TinyCNN,auroc,4,cf_accuracy,4005,-0.328125
TinyCNN,auroc,4,cf_accuracy,4006,0.03515625
TinyCNN,auroc,4,cf_accuracy,4007,0.0234375
TinyCNN,auroc,4,cf_accuracy,4008,-0.0390625
TinyCNN,auroc,4,cf_accuracy,4009,0.005859375
TinyCNN,auroc,4,cf_accuracy,4010,-0.015625
TinyCNN,auroc,4,cf_accuracy,4011,0.0
TinyCNN,auroc,4,cf_accuracy,4012,-0.017578125
TinyCNN,auroc,4,cf_accuracy,4013,0.009765625
TinyCNN,auroc,4,cf_accuracy,4014,-0.033203125
TinyCNN,auroc,4,cf_accuracy,4015,-0.015625
TinyCNN,auroc,4,cf_accuracy,4016,-0.052734375
TinyCNN,auroc,4,cf_accuracy,4017,0.02734375
TinyCNN,auroc,4,cf_accuracy,4018,-0.072265625
TinyCNN,auroc,4,cf_accuracy,4019,-0.072265625
TinyCNN,auroc,8,cf_accuracy,4000,0.03125
TinyCNN,auroc,8,cf_accuracy,4001,-0.001953125
TinyCNN,auroc,8,cf_accuracy,4002,0.001953125
TinyCNN,auroc,8,cf_accuracy,4003,0.01171875
TinyCNN,auroc,8,cf_accuracy,4004,0.025390625
TinyCNN,auroc,8,cf_accuracy,4005,0.0078125
TinyCNN,auroc,8,cf_accuracy,4006,0.021484375
TinyCNN,auroc,8,cf_accuracy,4007,0.0078125
TinyCNN,auroc,8,cf_accuracy,4008,0.01171875
TinyCNN,auroc,8,cf_accuracy,4009,0.01171875
TinyCNN,auroc,8,cf_accuracy,4010,0.01171875
TinyCNN,auroc,8,cf_accuracy,4011,0.029296875
TinyCNN,auroc,8,cf_accuracy,4012,0.029296875
TinyCNN,auroc,8,cf_accuracy,4013,0.021484375
TinyCNN,auroc,8,cf_accuracy,4014,0.001953125
TinyCNN,auroc,8,cf_accuracy,4015,0.013671875
TinyCNN,auroc,8,cf_accuracy,4016,0.017578125
TinyCNN,auroc,8,cf_accuracy,4017,0.001953125
TinyCNN,auroc,8,cf_accuracy,4018,0.029296875
TinyCNN,auroc,8,cf_accuracy,4019,-0.001953125
TinyCNN,validation_patch,1,cf_accuracy,4000,-0.025390625
TinyCNN,validation_patch,1,cf_accuracy,4001,-0.1015625
TinyCNN,validation_patch,1,cf_accuracy,4002,-0.138671875
TinyCNN,validation_patch,1,cf_accuracy,4003,-0.220703125
TinyCNN,validation_patch,1,cf_accuracy,4004,-0.234375
TinyCNN,validation_patch,1,cf_accuracy,4005,-0.185546875
TinyCNN,validation_patch,1,cf_accuracy,4006,-0.23046875
TinyCNN,validation_patch,1,cf_accuracy,4007,-0.177734375
TinyCNN,validation_patch,1,cf_accuracy,4008,-0.076171875
TinyCNN,validation_patch,1,cf_accuracy,4009,-0.298828125
TinyCNN,validation_patch,1,cf_accuracy,4010,-0.119140625
TinyCNN,validation_patch,1,cf_accuracy,4011,-0.19140625
TinyCNN,validation_patch,1,cf_accuracy,4012,-0.16796875
TinyCNN,validation_patch,1,cf_accuracy,4013,-0.322265625
TinyCNN,validation_patch,1,cf_accuracy,4014,-0.291015625
TinyCNN,validation_patch,1,cf_accuracy,4015,-0.173828125
TinyCNN,validation_patch,1,cf_accuracy,4016,-0.095703125
TinyCNN,validation_patch,1,cf_accuracy,4017,-0.177734375
TinyCNN,validation_patch,1,cf_accuracy,4018,-0.294921875
TinyCNN,validation_patch,1,cf_accuracy,4019,-0.064453125
TinyCNN,validation_patch,2,cf_accuracy,4000,-0.08984375
TinyCNN,validation_patch,2,cf_accuracy,4001,-0.3203125
TinyCNN,validation_patch,2,cf_accuracy,4002,-0.248046875
TinyCNN,validation_patch,2,cf_accuracy,4003,-0.302734375
TinyCNN,validation_patch,2,cf_accuracy,4004,-0.1015625
TinyCNN,validation_patch,2,cf_accuracy,4005,-0.068359375
TinyCNN,validation_patch,2,cf_accuracy,4006,-0.33984375
TinyCNN,validation_patch,2,cf_accuracy,4007,-0.294921875
TinyCNN,validation_patch,2,cf_accuracy,4008,-0.224609375
TinyCNN,validation_patch,2,cf_accuracy,4009,-0.134765625
TinyCNN,validation_patch,2,cf_accuracy,4010,-0.05078125
TinyCNN,validation_patch,2,cf_accuracy,4011,-0.234375
TinyCNN,validation_patch,2,cf_accuracy,4012,-0.240234375
TinyCNN,validation_patch,2,cf_accuracy,4013,-0.234375
TinyCNN,validation_patch,2,cf_accuracy,4014,-0.064453125
TinyCNN,validation_patch,2,cf_accuracy,4015,-0.26171875
TinyCNN,validation_patch,2,cf_accuracy,4016,-0.158203125
TinyCNN,validation_patch,2,cf_accuracy,4017,-0.15234375
TinyCNN,validation_patch,2,cf_accuracy,4018,-0.32421875
TinyCNN,validation_patch,2,cf_accuracy,4019,-0.134765625
TinyCNN,validation_patch,4,cf_accuracy,4000,0.08203125
TinyCNN,validation_patch,4,cf_accuracy,4001,0.01171875
TinyCNN,validation_patch,4,cf_accuracy,4002,-0.162109375
TinyCNN,validation_patch,4,cf_accuracy,4003,0.017578125
TinyCNN,validation_patch,4,cf_accuracy,4004,0.013671875
TinyCNN,validation_patch,4,cf_accuracy,4005,-0.09375
TinyCNN,validation_patch,4,cf_accuracy,4006,0.009765625
TinyCNN,validation_patch,4,cf_accuracy,4007,0.0234375
TinyCNN,validation_patch,4,cf_accuracy,4008,0.03125
TinyCNN,validation_patch,4,cf_accuracy,4009,0.005859375
TinyCNN,validation_patch,4,cf_accuracy,4010,0.05859375
TinyCNN,validation_patch,4,cf_accuracy,4011,-0.037109375
TinyCNN,validation_patch,4,cf_accuracy,4012,0.001953125
TinyCNN,validation_patch,4,cf_accuracy,4013,-0.021484375
TinyCNN,validation_patch,4,cf_accuracy,4014,0.00390625
TinyCNN,validation_patch,4,cf_accuracy,4015,0.017578125
TinyCNN,validation_patch,4,cf_accuracy,4016,-0.029296875
TinyCNN,validation_patch,4,cf_accuracy,4017,0.001953125
TinyCNN,validation_patch,4,cf_accuracy,4018,-0.05078125
TinyCNN,validation_patch,4,cf_accuracy,4019,0.021484375
TinyCNN,validation_patch,8,cf_accuracy,4000,0.03125
TinyCNN,validation_patch,8,cf_accuracy,4001,0.0
TinyCNN,validation_patch,8,cf_accuracy,4002,0.013671875
TinyCNN,validation_patch,8,cf_accuracy,4003,0.013671875
TinyCNN,validation_patch,8,cf_accuracy,4004,0.017578125
TinyCNN,validation_patch,8,cf_accuracy,4005,0.013671875
TinyCNN,validation_patch,8,cf_accuracy,4006,0.029296875
TinyCNN,validation_patch,8,cf_accuracy,4007,0.009765625
TinyCNN,validation_patch,8,cf_accuracy,4008,0.015625
TinyCNN,validation_patch,8,cf_accuracy,4009,0.01171875
TinyCNN,validation_patch,8,cf_accuracy,4010,0.013671875
TinyCNN,validation_patch,8,cf_accuracy,4011,0.02734375
TinyCNN,validation_patch,8,cf_accuracy,4012,0.013671875
TinyCNN,validation_patch,8,cf_accuracy,4013,0.01953125
TinyCNN,validation_patch,8,cf_accuracy,4014,0.005859375
TinyCNN,validation_patch,8,cf_accuracy,4015,0.00390625
TinyCNN,validation_patch,8,cf_accuracy,4016,0.015625
TinyCNN,validation_patch,8,cf_accuracy,4017,0.0
TinyCNN,validation_patch,8,cf_accuracy,4018,0.025390625
TinyCNN,validation_patch,8,cf_accuracy,4019,0.013671875
TwoLayerCNN,contrast,1,cf_accuracy,4000,-0.001953125
TwoLayerCNN,contrast,1,cf_accuracy,4001,-0.005859375
TwoLayerCNN,contrast,1,cf_accuracy,4002,0.0
TwoLayerCNN,contrast,1,cf_accuracy,4003,-0.001953125
TwoLayerCNN,contrast,1,cf_accuracy,4004,-0.00390625
TwoLayerCNN,contrast,1,cf_accuracy,4005,0.001953125
TwoLayerCNN,contrast,1,cf_accuracy,4006,-0.00390625
TwoLayerCNN,contrast,1,cf_accuracy,4007,-0.009765625
TwoLayerCNN,contrast,1,cf_accuracy,4008,0.0
TwoLayerCNN,contrast,1,cf_accuracy,4009,0.00390625
TwoLayerCNN,contrast,1,cf_accuracy,4010,-0.025390625
TwoLayerCNN,contrast,1,cf_accuracy,4011,-0.001953125
TwoLayerCNN,contrast,1,cf_accuracy,4012,-0.001953125
TwoLayerCNN,contrast,1,cf_accuracy,4013,-0.01171875
TwoLayerCNN,contrast,1,cf_accuracy,4014,0.0
TwoLayerCNN,contrast,1,cf_accuracy,4015,0.00390625
TwoLayerCNN,contrast,1,cf_accuracy,4016,-0.001953125
TwoLayerCNN,contrast,1,cf_accuracy,4017,0.001953125
TwoLayerCNN,contrast,1,cf_accuracy,4018,-0.001953125
TwoLayerCNN,contrast,1,cf_accuracy,4019,-0.00390625
TwoLayerCNN,contrast,2,cf_accuracy,4000,-0.005859375
TwoLayerCNN,contrast,2,cf_accuracy,4001,-0.01171875
TwoLayerCNN,contrast,2,cf_accuracy,4002,-0.0078125
TwoLayerCNN,contrast,2,cf_accuracy,4003,-0.009765625
TwoLayerCNN,contrast,2,cf_accuracy,4004,-0.015625
TwoLayerCNN,contrast,2,cf_accuracy,4005,0.0
TwoLayerCNN,contrast,2,cf_accuracy,4006,-0.01171875
TwoLayerCNN,contrast,2,cf_accuracy,4007,0.00390625
TwoLayerCNN,contrast,2,cf_accuracy,4008,-0.001953125
TwoLayerCNN,contrast,2,cf_accuracy,4009,0.001953125
TwoLayerCNN,contrast,2,cf_accuracy,4010,-0.05078125
TwoLayerCNN,contrast,2,cf_accuracy,4011,-0.0078125
TwoLayerCNN,contrast,2,cf_accuracy,4012,-0.0234375
TwoLayerCNN,contrast,2,cf_accuracy,4013,-0.009765625
TwoLayerCNN,contrast,2,cf_accuracy,4014,0.001953125
TwoLayerCNN,contrast,2,cf_accuracy,4015,-0.01171875
TwoLayerCNN,contrast,2,cf_accuracy,4016,-0.00390625
TwoLayerCNN,contrast,2,cf_accuracy,4017,-0.009765625
TwoLayerCNN,contrast,2,cf_accuracy,4018,0.00390625
TwoLayerCNN,contrast,2,cf_accuracy,4019,-0.005859375
TwoLayerCNN,contrast,4,cf_accuracy,4000,-0.080078125
TwoLayerCNN,contrast,4,cf_accuracy,4001,-0.021484375
TwoLayerCNN,contrast,4,cf_accuracy,4002,-0.154296875
TwoLayerCNN,contrast,4,cf_accuracy,4003,-0.103515625
TwoLayerCNN,contrast,4,cf_accuracy,4004,-0.07421875
TwoLayerCNN,contrast,4,cf_accuracy,4005,0.0078125
TwoLayerCNN,contrast,4,cf_accuracy,4006,0.00390625
TwoLayerCNN,contrast,4,cf_accuracy,4007,-0.0390625
TwoLayerCNN,contrast,4,cf_accuracy,4008,-0.19140625
TwoLayerCNN,contrast,4,cf_accuracy,4009,-0.029296875
TwoLayerCNN,contrast,4,cf_accuracy,4010,-0.083984375
TwoLayerCNN,contrast,4,cf_accuracy,4011,-0.09375
TwoLayerCNN,contrast,4,cf_accuracy,4012,-0.0078125
TwoLayerCNN,contrast,4,cf_accuracy,4013,-0.013671875
TwoLayerCNN,contrast,4,cf_accuracy,4014,-0.005859375
TwoLayerCNN,contrast,4,cf_accuracy,4015,-0.068359375
TwoLayerCNN,contrast,4,cf_accuracy,4016,-0.021484375
TwoLayerCNN,contrast,4,cf_accuracy,4017,-0.1484375
TwoLayerCNN,contrast,4,cf_accuracy,4018,-0.19921875
TwoLayerCNN,contrast,4,cf_accuracy,4019,-0.017578125
TwoLayerCNN,contrast,8,cf_accuracy,4000,-0.033203125
TwoLayerCNN,contrast,8,cf_accuracy,4001,-0.009765625
TwoLayerCNN,contrast,8,cf_accuracy,4002,0.1328125
TwoLayerCNN,contrast,8,cf_accuracy,4003,0.076171875
TwoLayerCNN,contrast,8,cf_accuracy,4004,-0.1015625
TwoLayerCNN,contrast,8,cf_accuracy,4005,0.06640625
TwoLayerCNN,contrast,8,cf_accuracy,4006,-0.052734375
TwoLayerCNN,contrast,8,cf_accuracy,4007,0.125
TwoLayerCNN,contrast,8,cf_accuracy,4008,-0.111328125
TwoLayerCNN,contrast,8,cf_accuracy,4009,0.06640625
TwoLayerCNN,contrast,8,cf_accuracy,4010,-0.123046875
TwoLayerCNN,contrast,8,cf_accuracy,4011,-0.06640625
TwoLayerCNN,contrast,8,cf_accuracy,4012,0.1796875
TwoLayerCNN,contrast,8,cf_accuracy,4013,0.1640625
TwoLayerCNN,contrast,8,cf_accuracy,4014,0.09375
TwoLayerCNN,contrast,8,cf_accuracy,4015,-0.080078125
TwoLayerCNN,contrast,8,cf_accuracy,4016,-0.248046875
TwoLayerCNN,contrast,8,cf_accuracy,4017,0.130859375
TwoLayerCNN,contrast,8,cf_accuracy,4018,0.1796875
TwoLayerCNN,contrast,8,cf_accuracy,4019,0.1015625
TwoLayerCNN,auroc,1,cf_accuracy,4000,-0.001953125
TwoLayerCNN,auroc,1,cf_accuracy,4001,-0.005859375
TwoLayerCNN,auroc,1,cf_accuracy,4002,0.0
TwoLayerCNN,auroc,1,cf_accuracy,4003,-0.001953125
TwoLayerCNN,auroc,1,cf_accuracy,4004,-0.00390625
TwoLayerCNN,auroc,1,cf_accuracy,4005,0.0
TwoLayerCNN,auroc,1,cf_accuracy,4006,-0.00390625
TwoLayerCNN,auroc,1,cf_accuracy,4007,-0.001953125
TwoLayerCNN,auroc,1,cf_accuracy,4008,0.0
TwoLayerCNN,auroc,1,cf_accuracy,4009,0.00390625
TwoLayerCNN,auroc,1,cf_accuracy,4010,-0.025390625
TwoLayerCNN,auroc,1,cf_accuracy,4011,-0.005859375
TwoLayerCNN,auroc,1,cf_accuracy,4012,-0.001953125
TwoLayerCNN,auroc,1,cf_accuracy,4013,-0.001953125
TwoLayerCNN,auroc,1,cf_accuracy,4014,0.0
TwoLayerCNN,auroc,1,cf_accuracy,4015,0.0
TwoLayerCNN,auroc,1,cf_accuracy,4016,-0.005859375
TwoLayerCNN,auroc,1,cf_accuracy,4017,0.001953125
TwoLayerCNN,auroc,1,cf_accuracy,4018,-0.00390625
TwoLayerCNN,auroc,1,cf_accuracy,4019,-0.00390625
TwoLayerCNN,auroc,2,cf_accuracy,4000,-0.005859375
TwoLayerCNN,auroc,2,cf_accuracy,4001,-0.015625
TwoLayerCNN,auroc,2,cf_accuracy,4002,-0.0078125
TwoLayerCNN,auroc,2,cf_accuracy,4003,-0.009765625
TwoLayerCNN,auroc,2,cf_accuracy,4004,-0.015625
TwoLayerCNN,auroc,2,cf_accuracy,4005,-0.001953125
TwoLayerCNN,auroc,2,cf_accuracy,4006,0.0
TwoLayerCNN,auroc,2,cf_accuracy,4007,0.00390625
TwoLayerCNN,auroc,2,cf_accuracy,4008,-0.001953125
TwoLayerCNN,auroc,2,cf_accuracy,4009,0.001953125
TwoLayerCNN,auroc,2,cf_accuracy,4010,-0.05078125
TwoLayerCNN,auroc,2,cf_accuracy,4011,-0.029296875
TwoLayerCNN,auroc,2,cf_accuracy,4012,-0.0234375
TwoLayerCNN,auroc,2,cf_accuracy,4013,-0.009765625
TwoLayerCNN,auroc,2,cf_accuracy,4014,0.0
TwoLayerCNN,auroc,2,cf_accuracy,4015,-0.013671875
TwoLayerCNN,auroc,2,cf_accuracy,4016,-0.00390625
TwoLayerCNN,auroc,2,cf_accuracy,4017,-0.009765625
TwoLayerCNN,auroc,2,cf_accuracy,4018,-0.00390625
TwoLayerCNN,auroc,2,cf_accuracy,4019,-0.005859375
TwoLayerCNN,auroc,4,cf_accuracy,4000,-0.02734375
TwoLayerCNN,auroc,4,cf_accuracy,4001,-0.103515625
TwoLayerCNN,auroc,4,cf_accuracy,4002,-0.064453125
TwoLayerCNN,auroc,4,cf_accuracy,4003,-0.1171875
TwoLayerCNN,auroc,4,cf_accuracy,4004,-0.07421875
TwoLayerCNN,auroc,4,cf_accuracy,4005,0.01171875
TwoLayerCNN,auroc,4,cf_accuracy,4006,-0.001953125
TwoLayerCNN,auroc,4,cf_accuracy,4007,-0.03125
TwoLayerCNN,auroc,4,cf_accuracy,4008,-0.19140625
TwoLayerCNN,auroc,4,cf_accuracy,4009,-0.03515625
TwoLayerCNN,auroc,4,cf_accuracy,4010,-0.115234375
TwoLayerCNN,auroc,4,cf_accuracy,4011,-0.09375
TwoLayerCNN,auroc,4,cf_accuracy,4012,-0.009765625
TwoLayerCNN,auroc,4,cf_accuracy,4013,-0.01953125
TwoLayerCNN,auroc,4,cf_accuracy,4014,-0.005859375
TwoLayerCNN,auroc,4,cf_accuracy,4015,-0.068359375
