task,architecture,block,condition,epoch,concept,control,k,selected_channels,control_channels,selected_energy,control_energy,relative_energy_error,energy_ratio,method
two_concepts,TinyCNN,4002,template_release,200,0,0,4,"[8, 9, 10, 13]","[6, 8, 11, 13]",63702.912109375,63849.3720703125,0.0022991093513281607,1.0022991093513283,validation_patch
two_concepts,TinyCNN,4002,template_release,200,0,1,4,"[8, 9, 10, 13]","[3, 8, 13, 14]",63702.912109375,63997.572265625,0.004625536674745448,1.0046255366747454,validation_patch
two_concepts,TinyCNN,4002,template_release,200,0,2,4,"[8, 9, 10, 13]","[4, 8, 13, 15]",63702.912109375,63370.15869140625,0.005223519725400113,0.9947764802745999,validation_patch
two_concepts,TinyCNN,4002,template_release,200,0,3,4,"[8, 9, 10, 13]","[0, 8, 9, 13]",63702.912109375,63293.5458984375,0.0064261773501757165,0.9935738226498243,validation_patch
two_concepts,TinyCNN,4002,template_release,200,0,4,4,"[8, 9, 10, 13]","[7, 8, 9, 13]",63702.912109375,64374.4521484375,0.010541747886022797,1.0105417478860228,validation_patch
two_concepts,TinyCNN,4002,template_release,200,0,5,4,"[8, 9, 10, 13]","[6, 7, 13, 15]",63702.912109375,63003.5234375,0.010978912089202162,0.9890210879107978,validation_patch
two_concepts,TinyCNN,4002,template_release,200,0,6,4,"[8, 9, 10, 13]","[0, 8, 13, 14]",63702.912109375,64549.51171875,0.013289810172593477,1.0132898101725936,validation_patch
two_concepts,TinyCNN,4002,template_release,200,0,7,4,"[8, 9, 10, 13]","[5, 6, 8, 13]",63702.912109375,64576.318115234375,0.013710613485923166,1.013710613485923,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,0,4,"[0, 2, 12, 15]","[0, 1, 5, 13]",81211.9814453125,81212.68603515625,8.675934649180615e-06,1.0000086759346491,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,1,4,"[0, 2, 12, 15]","[2, 3, 9, 13]",81211.9814453125,81248.7763671875,0.00045307257894917154,1.000453072578949,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,2,4,"[0, 2, 12, 15]","[0, 1, 10, 13]",81211.9814453125,81164.85302734375,0.0005803136080417629,0.9994196863919582,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,3,4,"[0, 2, 12, 15]","[6, 7, 11, 12]",81211.9814453125,81164.685546875,0.0005823758710942015,0.9994176241289058,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,4,4,"[0, 2, 12, 15]","[1, 7, 12, 15]",81211.9814453125,81144.7392578125,0.0008279835844823014,0.9991720164155177,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,5,4,"[0, 2, 12, 15]","[4, 8, 11, 13]",81211.9814453125,81301.7216796875,0.00110501225038365,1.0011050122503837,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,6,4,"[0, 2, 12, 15]","[0, 3, 5, 7]",81211.9814453125,81118.12744140625,0.0011556669623859694,0.998844333037614,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,7,4,"[0, 2, 12, 15]","[1, 3, 8, 14]",81211.9814453125,81101.111328125,0.0013651940909994796,0.9986348059090006,validation_patch
two_concepts,TinyCNN,4002,template_release,200,0,0,8,"[0, 1, 3, 6, 8, 9, 10, 13]","[3, 4, 6, 7, 8, 9, 13, 14]",100845.44750976562,100849.56396484375,4.081944381005769e-05,1.00004081944381,contrast
two_concepts,TinyCNN,4002,template_release,200,0,1,8,"[0, 1, 3, 6, 8, 9, 10, 13]","[0, 3, 6, 8, 9, 10, 12, 13]",100845.44750976562,100829.75659179688,0.00015559371648611635,0.9998444062835139,contrast
two_concepts,TinyCNN,4002,template_release,200,0,2,8,"[0, 1, 3, 6, 8, 9, 10, 13]","[0, 1, 4, 6, 7, 8, 10, 13]",100845.44750976562,100808.77514648438,0.0003636491699607832,0.9996363508300392,contrast
two_concepts,TinyCNN,4002,template_release,200,0,3,8,"[0, 1, 3, 6, 8, 9, 10, 13]","[1, 2, 3, 6, 7, 8, 13, 15]",100845.44750976562,100807.52368164062,0.0003760589006392931,0.9996239410993607,contrast
two_concepts,TinyCNN,4002,template_release,200,0,4,8,"[0, 1, 3, 6, 8, 9, 10, 13]","[6, 7, 8, 9, 10, 12, 13, 14]",100845.44750976562,100890.47534179688,0.00044650336870079944,1.000446503368701,contrast
two_concepts,TinyCNN,4002,template_release,200,0,5,8,"[0, 1, 3, 6, 8, 9, 10, 13]","[0, 4, 6, 7, 8, 10, 12, 13]",100845.44750976562,100793.08422851562,0.0005192428864468996,0.9994807571135531,contrast
two_concepts,TinyCNN,4002,template_release,200,0,6,8,"[0, 1, 3, 6, 8, 9, 10, 13]","[2, 3, 6, 7, 8, 12, 13, 15]",100845.44750976562,100791.83276367188,0.0005316526171254094,0.9994683473828746,contrast
two_concepts,TinyCNN,4002,template_release,200,0,7,8,"[0, 1, 3, 6, 8, 9, 10, 13]","[1, 6, 7, 8, 9, 10, 13, 14]",100845.44750976562,100906.16625976562,0.0006020970851869158,1.000602097085187,contrast
two_concepts,TinyCNN,4002,template_release,200,1,0,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[3, 4, 5, 8, 10, 12, 13, 14]",140869.50634765625,140870.5029296875,7.074505030141187e-06,1.0000070745050302,contrast
two_concepts,TinyCNN,4002,template_release,200,1,1,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[2, 3, 4, 5, 8, 10, 14, 15]",140869.50634765625,140868.421875,7.698420221432424e-06,0.9999923015797786,contrast
two_concepts,TinyCNN,4002,template_release,200,1,2,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[0, 5, 6, 10, 11, 12, 14, 15]",140869.50634765625,140872.703125,2.269318198546514e-05,1.0000226931819856,contrast
two_concepts,TinyCNN,4002,template_release,200,1,3,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[0, 1, 2, 3, 9, 11, 14, 15]",140869.50634765625,140876.056640625,4.649901272873299e-05,1.0000464990127287,contrast
two_concepts,TinyCNN,4002,template_release,200,1,4,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[0, 1, 3, 9, 11, 12, 13, 14]",140869.50634765625,140878.1376953125,6.12719379803066e-05,1.0000612719379802,contrast
two_concepts,TinyCNN,4002,template_release,200,1,5,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[0, 2, 3, 8, 10, 11, 12, 15]",140869.50634765625,140879.18310546875,6.869306256116514e-05,1.000068693062561,contrast
two_concepts,TinyCNN,4002,template_release,200,1,6,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[1, 3, 5, 7, 8, 11, 12, 15]",140869.50634765625,140859.77392578125,6.908820884898292e-05,0.999930911791151,contrast
two_concepts,TinyCNN,4002,template_release,200,1,7,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[0, 1, 3, 5, 8, 10, 11, 13]",140869.50634765625,140879.8876953125,7.369478267801654e-05,1.000073694782678,contrast
two_concepts,TinyCNN,4002,template_release,200,0,0,8,"[1, 3, 4, 6, 8, 9, 10, 13]","[1, 3, 7, 8, 9, 13, 14, 15]",96347.83666992188,96347.40551757812,4.4749561448596415e-06,0.9999955250438551,auroc
two_concepts,TinyCNN,4002,template_release,200,0,1,8,"[1, 3, 4, 6, 8, 9, 10, 13]","[0, 2, 8, 9, 10, 13, 14, 15]",96347.83666992188,96346.431640625,1.4582883699698323e-05,0.9999854171163003,auroc
two_concepts,TinyCNN,4002,template_release,200,0,2,8,"[1, 3, 4, 6, 8, 9, 10, 13]","[0, 3, 5, 7, 8, 10, 13, 14]",96347.83666992188,96352.14135742188,4.467861084154315e-05,1.0000446786108415,auroc
two_concepts,TinyCNN,4002,template_release,200,0,3,8,"[1, 3, 4, 6, 8, 9, 10, 13]","[0, 6, 8, 11, 12, 13, 14, 15]",96347.83666992188,96358.57397460938,0.00011144313207866763,1.0001114431320786,auroc
two_concepts,TinyCNN,4002,template_release,200,0,4,8,"[1, 3, 4, 6, 8, 9, 10, 13]","[3, 4, 6, 8, 9, 10, 12, 13]",96347.83666992188,96332.14575195312,0.00016285698268976736,0.9998371430173102,auroc
two_concepts,TinyCNN,4002,template_release,200,0,5,8,"[1, 3, 4, 6, 8, 9, 10, 13]","[3, 7, 8, 9, 12, 13, 14, 15]",96347.83666992188,96331.71459960938,0.000167331938834627,0.9998326680611653,auroc
two_concepts,TinyCNN,4002,template_release,200,0,6,8,"[1, 3, 4, 6, 8, 9, 10, 13]","[0, 2, 3, 4, 7, 8, 13, 15]",96347.83666992188,96368.64111328125,0.00021593057071586316,1.000215930570716,auroc
two_concepts,TinyCNN,4002,template_release,200,0,7,8,"[1, 3, 4, 6, 8, 9, 10, 13]","[2, 5, 6, 8, 9, 10, 13, 15]",96347.83666992188,96373.23803710938,0.0002636423200089335,1.0002636423200089,auroc
two_concepts,TinyCNN,4002,template_release,200,1,0,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[3, 4, 5, 8, 10, 12, 13, 14]",140869.50634765625,140870.5029296875,7.074505030141187e-06,1.0000070745050302,auroc
two_concepts,TinyCNN,4002,template_release,200,1,1,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[2, 3, 4, 5, 8, 10, 14, 15]",140869.50634765625,140868.421875,7.698420221432424e-06,0.9999923015797786,auroc
two_concepts,TinyCNN,4002,template_release,200,1,2,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[0, 5, 6, 10, 11, 12, 14, 15]",140869.50634765625,140872.703125,2.269318198546514e-05,1.0000226931819856,auroc
two_concepts,TinyCNN,4002,template_release,200,1,3,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[0, 1, 2, 3, 9, 11, 14, 15]",140869.50634765625,140876.056640625,4.649901272873299e-05,1.0000464990127287,auroc
two_concepts,TinyCNN,4002,template_release,200,1,4,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[0, 1, 3, 9, 11, 12, 13, 14]",140869.50634765625,140878.1376953125,6.12719379803066e-05,1.0000612719379802,auroc
two_concepts,TinyCNN,4002,template_release,200,1,5,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[0, 2, 3, 8, 10, 11, 12, 15]",140869.50634765625,140879.18310546875,6.869306256116514e-05,1.000068693062561,auroc
two_concepts,TinyCNN,4002,template_release,200,1,6,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[1, 3, 5, 7, 8, 11, 12, 15]",140869.50634765625,140859.77392578125,6.908820884898292e-05,0.999930911791151,auroc
two_concepts,TinyCNN,4002,template_release,200,1,7,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[0, 1, 3, 5, 8, 10, 11, 13]",140869.50634765625,140879.8876953125,7.369478267801654e-05,1.000073694782678,auroc
two_concepts,TinyCNN,4002,template_release,200,0,0,8,"[0, 3, 6, 8, 9, 10, 12, 13]","[0, 1, 3, 6, 8, 9, 10, 13]",100829.75659179688,100845.44750976562,0.00015561792965814372,1.0001556179296582,validation_patch
two_concepts,TinyCNN,4002,template_release,200,0,1,8,"[0, 3, 6, 8, 9, 10, 12, 13]","[3, 4, 6, 7, 8, 9, 13, 14]",100829.75659179688,100849.56396484375,0.00019644372570553693,1.0001964437257056,validation_patch
two_concepts,TinyCNN,4002,template_release,200,0,2,8,"[0, 3, 6, 8, 9, 10, 12, 13]","[0, 1, 4, 6, 7, 8, 10, 13]",100829.75659179688,100808.77514648438,0.00020808783063359067,0.9997919121693664,validation_patch
two_concepts,TinyCNN,4002,template_release,200,0,3,8,"[0, 3, 6, 8, 9, 10, 12, 13]","[1, 2, 3, 6, 7, 8, 13, 15]",100829.75659179688,100807.52368164062,0.0002204994924886964,0.9997795005075113,validation_patch
two_concepts,TinyCNN,4002,template_release,200,0,4,8,"[0, 3, 6, 8, 9, 10, 12, 13]","[0, 4, 6, 7, 8, 10, 12, 13]",100829.75659179688,100793.08422851562,0.0003637057602917344,0.9996362942397082,validation_patch
two_concepts,TinyCNN,4002,template_release,200,0,5,8,"[0, 3, 6, 8, 9, 10, 12, 13]","[2, 3, 6, 7, 8, 12, 13, 15]",100829.75659179688,100791.83276367188,0.00037611742214684014,0.9996238825778532,validation_patch
two_concepts,TinyCNN,4002,template_release,200,0,6,8,"[0, 3, 6, 8, 9, 10, 12, 13]","[6, 7, 8, 9, 10, 12, 13, 14]",100829.75659179688,100890.47534179688,0.0006021907822887658,1.0006021907822888,validation_patch
two_concepts,TinyCNN,4002,template_release,200,0,7,8,"[0, 3, 6, 8, 9, 10, 12, 13]","[5, 6, 7, 8, 9, 13, 14, 15]",100829.75659179688,100756.33862304688,0.0007281379151516568,0.9992718620848483,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,0,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[3, 4, 5, 8, 10, 12, 13, 14]",140869.50634765625,140870.5029296875,7.074505030141187e-06,1.0000070745050302,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,1,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[2, 3, 4, 5, 8, 10, 14, 15]",140869.50634765625,140868.421875,7.698420221432424e-06,0.9999923015797786,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,2,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[0, 5, 6, 10, 11, 12, 14, 15]",140869.50634765625,140872.703125,2.269318198546514e-05,1.0000226931819856,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,3,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[0, 1, 2, 3, 9, 11, 14, 15]",140869.50634765625,140876.056640625,4.649901272873299e-05,1.0000464990127287,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,4,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[0, 1, 3, 9, 11, 12, 13, 14]",140869.50634765625,140878.1376953125,6.12719379803066e-05,1.0000612719379802,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,5,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[0, 2, 3, 8, 10, 11, 12, 15]",140869.50634765625,140879.18310546875,6.869306256116514e-05,1.000068693062561,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,6,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[1, 3, 5, 7, 8, 11, 12, 15]",140869.50634765625,140859.77392578125,6.908820884898292e-05,0.999930911791151,validation_patch
two_concepts,TinyCNN,4002,template_release,200,1,7,8,"[0, 2, 5, 7, 11, 12, 14, 15]","[0, 1, 3, 5, 8, 10, 11, 13]",140869.50634765625,140879.8876953125,7.369478267801654e-05,1.000073694782678,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,0,0,1,[13],[10],3750.494140625,3287.160888671875,0.12353925498358807,0.8764607450164117,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,1,1,[13],[8],3750.494140625,4271.16455078125,0.1388271493391756,1.1388271493391753,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,2,1,[13],[9],3750.494140625,2838.4677734375,0.24317498787920128,0.7568250121207984,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,3,1,[13],[11],3750.494140625,2344.742431640625,0.3748177323508933,0.6251822676491064,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,4,1,[13],[3],3750.494140625,2169.4892578125,0.42154575464795513,0.5784542453520446,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,5,1,[13],[4],3750.494140625,2075.6376953125,0.44656954057616355,0.5534304594238362,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,6,1,[13],[15],3750.494140625,2044.0107421875,0.45500228355326083,0.5449977164467389,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,7,1,[13],[0],3750.494140625,1969.44873046875,0.47488286699721327,0.5251171330027865,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,0,1,[15],[11],5813.587890625,5777.37451171875,0.0062290928747542875,0.9937709071252455,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,1,1,[15],[10],5813.587890625,5944.134765625,0.022455474563396565,1.0224554745633965,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,2,1,[15],[14],5813.587890625,5039.93701171875,0.13307631938511508,0.8669236806148848,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,3,1,[15],[12],5813.587890625,4830.79931640625,0.1690502651217497,0.8309497348782502,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,4,1,[15],[7],5813.587890625,6937.50048828125,0.19332512362437537,1.1933251236243752,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,5,1,[15],[5],5813.587890625,7507.10302734375,0.291302921462616,1.291302921462616,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,6,1,[15],[13],5813.587890625,7581.3681640625,0.30407732826886896,1.304077328268869,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,7,1,[15],[9],5813.587890625,7606.623046875,0.30842144128266313,1.308421441282663,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,0,1,[13],[10],3750.494140625,3287.160888671875,0.12353925498358807,0.8764607450164117,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,1,1,[13],[8],3750.494140625,4271.16455078125,0.1388271493391756,1.1388271493391753,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,2,1,[13],[9],3750.494140625,2838.4677734375,0.24317498787920128,0.7568250121207984,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,3,1,[13],[11],3750.494140625,2344.742431640625,0.3748177323508933,0.6251822676491064,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,4,1,[13],[3],3750.494140625,2169.4892578125,0.42154575464795513,0.5784542453520446,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,5,1,[13],[4],3750.494140625,2075.6376953125,0.44656954057616355,0.5534304594238362,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,6,1,[13],[15],3750.494140625,2044.0107421875,0.45500228355326083,0.5449977164467389,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,7,1,[13],[0],3750.494140625,1969.44873046875,0.47488286699721327,0.5251171330027865,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,0,1,[15],[11],5813.587890625,5777.37451171875,0.0062290928747542875,0.9937709071252455,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,1,1,[15],[10],5813.587890625,5944.134765625,0.022455474563396565,1.0224554745633965,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,2,1,[15],[14],5813.587890625,5039.93701171875,0.13307631938511508,0.8669236806148848,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,3,1,[15],[12],5813.587890625,4830.79931640625,0.1690502651217497,0.8309497348782502,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,4,1,[15],[7],5813.587890625,6937.50048828125,0.19332512362437537,1.1933251236243752,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,5,1,[15],[5],5813.587890625,7507.10302734375,0.291302921462616,1.291302921462616,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,6,1,[15],[13],5813.587890625,7581.3681640625,0.30407732826886896,1.304077328268869,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,7,1,[15],[9],5813.587890625,7606.623046875,0.30842144128266313,1.308421441282663,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,0,1,[13],[10],3750.494140625,3287.160888671875,0.12353925498358807,0.8764607450164117,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,0,1,1,[13],[8],3750.494140625,4271.16455078125,0.1388271493391756,1.1388271493391753,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,0,2,1,[13],[9],3750.494140625,2838.4677734375,0.24317498787920128,0.7568250121207984,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,0,3,1,[13],[11],3750.494140625,2344.742431640625,0.3748177323508933,0.6251822676491064,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,0,4,1,[13],[3],3750.494140625,2169.4892578125,0.42154575464795513,0.5784542453520446,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,0,5,1,[13],[4],3750.494140625,2075.6376953125,0.44656954057616355,0.5534304594238362,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,0,6,1,[13],[15],3750.494140625,2044.0107421875,0.45500228355326083,0.5449977164467389,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,0,7,1,[13],[0],3750.494140625,1969.44873046875,0.47488286699721327,0.5251171330027865,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,1,0,1,[15],[11],5813.587890625,5777.37451171875,0.0062290928747542875,0.9937709071252455,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,1,1,1,[15],[10],5813.587890625,5944.134765625,0.022455474563396565,1.0224554745633965,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,1,2,1,[15],[14],5813.587890625,5039.93701171875,0.13307631938511508,0.8669236806148848,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,1,3,1,[15],[12],5813.587890625,4830.79931640625,0.1690502651217497,0.8309497348782502,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,1,4,1,[15],[7],5813.587890625,6937.50048828125,0.19332512362437537,1.1933251236243752,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,1,5,1,[15],[5],5813.587890625,7507.10302734375,0.291302921462616,1.291302921462616,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,1,6,1,[15],[13],5813.587890625,7581.3681640625,0.30407732826886896,1.304077328268869,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,1,7,1,[15],[9],5813.587890625,7606.623046875,0.30842144128266313,1.308421441282663,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,0,0,2,"[8, 13]","[8, 10]",8021.65869140625,7558.325439453125,0.057760279984176134,0.9422397200158238,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,1,2,"[8, 13]","[8, 9]",8021.65869140625,7109.63232421875,0.11369548397322993,0.88630451602677,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,2,2,"[8, 13]","[10, 13]",8021.65869140625,7037.655029296875,0.12266835326259344,0.8773316467374065,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,3,2,"[8, 13]","[8, 11]",8021.65869140625,6615.906982421875,0.17524451775670566,0.8247554822432942,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,4,2,"[8, 13]","[9, 13]",8021.65869140625,6588.9619140625,0.17860355725164723,0.8213964427483527,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,5,2,"[8, 13]","[3, 8]",8021.65869140625,6440.65380859375,0.19709201595753,0.8029079840424699,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,6,2,"[8, 13]","[4, 8]",8021.65869140625,6346.80224609375,0.2087917860562684,0.7912082139437314,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,7,2,"[8, 13]","[8, 15]",8021.65869140625,6315.17529296875,0.21273448099526931,0.7872655190047305,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,0,2,"[14, 15]","[11, 14]",10853.52490234375,10817.3115234375,0.0033365546430385896,0.9966634453569613,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,1,2,"[14, 15]","[10, 12]",10853.52490234375,10774.93408203125,0.00724104113821389,0.9927589588617859,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,2,2,"[14, 15]","[10, 14]",10853.52490234375,10984.07177734375,0.012028062419777486,1.0120280624197773,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,3,2,"[14, 15]","[12, 15]",10853.52490234375,10644.38720703125,0.019269103557991378,0.9807308964420085,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,4,2,"[14, 15]","[11, 12]",10853.52490234375,10608.173828125,0.022605658201029968,0.9773943417989699,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,5,2,"[14, 15]","[11, 15]",10853.52490234375,11590.96240234375,0.06794451633319189,1.0679445163331918,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,6,2,"[14, 15]","[10, 11]",10853.52490234375,11721.50927734375,0.07997257875296938,1.0799725787529693,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,1,7,2,"[14, 15]","[10, 15]",10853.52490234375,11757.72265625,0.08330913339600797,1.0833091333960079,contrast
two_concepts,TinyCNN,4002,template_retention_1,200,0,0,2,"[8, 13]","[8, 10]",8021.65869140625,7558.325439453125,0.057760279984176134,0.9422397200158238,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,1,2,"[8, 13]","[8, 9]",8021.65869140625,7109.63232421875,0.11369548397322993,0.88630451602677,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,2,2,"[8, 13]","[10, 13]",8021.65869140625,7037.655029296875,0.12266835326259344,0.8773316467374065,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,3,2,"[8, 13]","[8, 11]",8021.65869140625,6615.906982421875,0.17524451775670566,0.8247554822432942,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,4,2,"[8, 13]","[9, 13]",8021.65869140625,6588.9619140625,0.17860355725164723,0.8213964427483527,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,5,2,"[8, 13]","[3, 8]",8021.65869140625,6440.65380859375,0.19709201595753,0.8029079840424699,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,6,2,"[8, 13]","[4, 8]",8021.65869140625,6346.80224609375,0.2087917860562684,0.7912082139437314,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,7,2,"[8, 13]","[8, 15]",8021.65869140625,6315.17529296875,0.21273448099526931,0.7872655190047305,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,0,2,"[14, 15]","[11, 14]",10853.52490234375,10817.3115234375,0.0033365546430385896,0.9966634453569613,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,1,2,"[14, 15]","[10, 12]",10853.52490234375,10774.93408203125,0.00724104113821389,0.9927589588617859,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,2,2,"[14, 15]","[10, 14]",10853.52490234375,10984.07177734375,0.012028062419777486,1.0120280624197773,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,3,2,"[14, 15]","[12, 15]",10853.52490234375,10644.38720703125,0.019269103557991378,0.9807308964420085,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,4,2,"[14, 15]","[11, 12]",10853.52490234375,10608.173828125,0.022605658201029968,0.9773943417989699,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,5,2,"[14, 15]","[11, 15]",10853.52490234375,11590.96240234375,0.06794451633319189,1.0679445163331918,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,6,2,"[14, 15]","[10, 11]",10853.52490234375,11721.50927734375,0.07997257875296938,1.0799725787529693,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,1,7,2,"[14, 15]","[10, 15]",10853.52490234375,11757.72265625,0.08330913339600797,1.0833091333960079,auroc
two_concepts,TinyCNN,4002,template_retention_1,200,0,0,2,"[8, 13]","[8, 10]",8021.65869140625,7558.325439453125,0.057760279984176134,0.9422397200158238,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,0,1,2,"[8, 13]","[8, 9]",8021.65869140625,7109.63232421875,0.11369548397322993,0.88630451602677,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,0,2,2,"[8, 13]","[10, 13]",8021.65869140625,7037.655029296875,0.12266835326259344,0.8773316467374065,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,0,3,2,"[8, 13]","[8, 11]",8021.65869140625,6615.906982421875,0.17524451775670566,0.8247554822432942,validation_patch
two_concepts,TinyCNN,4002,template_retention_1,200,0,4,2,"[8, 13]","[9, 13]",8021.65869140625,6588.9619140625,0.17860355725164723,0.8213964427483527,validation_patch
