task,architecture,block,condition,epoch,method,k,selection_valid,fidelity,cf_accuracy,agreement,cf_accuracy_both_correct,random_fidelity,random_cf_accuracy,causal_usefulness,test_acc
single_shape,TinyCNN,2000,template_release,200,contrast,1,True,0.02077613364065889,0.0013020833721384406,0.0013020833721384406,0.0013020833721384406,0.011541110177435351,0.0,0.009235023463223538,1.0
single_shape,TinyCNN,2000,template_release,200,auroc,1,True,0.0271681967860663,0.0013020833721384406,0.0013020833721384406,0.0013020833721384406,0.011541110177435351,0.0,0.01562708660863095,1.0
single_shape,TinyCNN,2000,template_release,200,validation_patch,1,True,0.04402257084807171,0.0013020833721384406,0.0013020833721384406,0.0013020833721384406,0.011541110177435351,0.0,0.032481460670636356,1.0
single_shape,TinyCNN,2000,template_release,200,contrast,2,True,0.12799119741424847,0.0221354179084301,0.0221354179084301,0.0221354179084301,0.03317893534287353,0.0008138021075865254,0.09481226207137494,1.0
single_shape,TinyCNN,2000,template_release,200,auroc,2,True,0.10705323735596528,0.01692708395421505,0.01692708395421505,0.01692708395421505,0.03317893534287353,0.0008138021075865254,0.07387430201309175,1.0
single_shape,TinyCNN,2000,template_release,200,validation_patch,2,True,0.2430922858937663,0.08984375,0.08984375,0.08984375,0.03317893534287353,0.0008138021075865254,0.20991335055089277,1.0
single_shape,TinyCNN,2000,template_release,200,contrast,4,True,0.4561903586488024,0.2708333432674408,0.2708333432674408,0.2708333432674408,0.18785337257021328,0.09667968866415322,0.26833698607858913,1.0
single_shape,TinyCNN,2000,template_release,200,auroc,4,True,0.4561903586488024,0.2708333432674408,0.2708333432674408,0.2708333432674408,0.18785337257021328,0.09667968866415322,0.26833698607858913,1.0
single_shape,TinyCNN,2000,template_release,200,validation_patch,4,True,0.5853754879098632,0.4440104365348816,0.4440104365348816,0.4440104365348816,0.18785337257021328,0.09667968866415322,0.3975221153396499,1.0
single_shape,TinyCNN,2000,template_release,200,contrast,8,True,0.8870654490634878,0.8359375,0.8359375,0.8359375,0.5816802546821589,0.4329427182674408,0.30538519438132894,1.0
single_shape,TinyCNN,2000,template_release,200,auroc,8,True,0.8870654490634878,0.8359375,0.8359375,0.8359375,0.5816802546821589,0.4329427182674408,0.30538519438132894,1.0
single_shape,TinyCNN,2000,template_release,200,validation_patch,8,True,0.9011584589978944,0.859375,0.859375,0.859375,0.5816802546821589,0.4329427182674408,0.3194782043157355,1.0
single_shape,TinyCNN,2000,template_retention_1,200,contrast,1,True,0.1033895205476254,0.0013020833721384406,0.0013020833721384406,0.0013020833721384406,0.05530917421195303,0.0008138021075865254,0.048080346335672375,1.0
single_shape,TinyCNN,2000,template_retention_1,200,auroc,1,True,0.1107563504525384,0.0026041667442768812,0.0026041667442768812,0.0026041667442768812,0.05530917421195303,0.0008138021075865254,0.05544717624058537,1.0
single_shape,TinyCNN,2000,template_retention_1,200,validation_patch,1,True,0.19029742181317133,0.0052083334885537624,0.0052083334885537624,0.0052083334885537624,0.05530917421195303,0.0008138021075865254,0.1349882476012183,1.0
single_shape,TinyCNN,2000,template_retention_1,200,contrast,2,True,0.24075113235171852,0.0416666679084301,0.0416666679084301,0.0416666679084301,0.11592180338676895,0.0006510416860692203,0.12482932896494957,1.0
single_shape,TinyCNN,2000,template_retention_1,200,auroc,2,True,0.27030065220796784,0.1002604216337204,0.1002604216337204,0.1002604216337204,0.11592180338676895,0.0006510416860692203,0.1543788488211989,1.0
single_shape,TinyCNN,2000,template_retention_1,200,validation_patch,2,True,0.39301264214804965,0.2200520932674408,0.2200520932674408,0.2200520932674408,0.11592180338676895,0.0006510416860692203,0.2770908387612807,1.0
single_shape,TinyCNN,2000,template_retention_1,200,contrast,4,True,0.6328744225743803,0.4296875,0.4296875,0.4296875,0.29880803572625925,0.08382161753252149,0.33406638684812107,1.0
single_shape,TinyCNN,2000,template_retention_1,200,auroc,4,True,0.6367648033189227,0.4765625,0.4765625,0.4765625,0.29880803572625925,0.08382161753252149,0.33795676759266347,1.0
single_shape,TinyCNN,2000,template_retention_1,200,validation_patch,4,True,0.7153047204988318,0.5611979365348816,0.5611979365348816,0.5611979365348816,0.29880803572625925,0.08382161753252149,0.4164966847725725,1.0
single_shape,TinyCNN,2000,template_retention_1,200,contrast,8,True,0.9351037823929775,0.9088541865348816,0.9088541865348816,0.9088541865348816,0.6354906251499348,0.4274088703095913,0.2996131572430427,1.0
single_shape,TinyCNN,2000,template_retention_1,200,auroc,8,True,0.9129883674993278,0.8736979365348816,0.8736979365348816,0.8736979365348816,0.6354906251499348,0.4274088703095913,0.27749774234939295,1.0
single_shape,TinyCNN,2000,template_retention_1,200,validation_patch,8,True,0.9316381608166422,0.91015625,0.91015625,0.91015625,0.6354906251499348,0.4274088703095913,0.2961475356667074,1.0
single_shape,TinyCNN,2001,template_release,200,contrast,1,True,0.012670775341168894,0.0013020833721384406,0.0013020833721384406,0.0013020833721384406,0.011815095098535594,0.00032552084303461015,0.0008556802426332999,1.0
single_shape,TinyCNN,2001,template_release,200,auroc,1,True,0.010872985755857378,0.0013020833721384406,0.0013020833721384406,0.0013020833721384406,0.011815095098535594,0.00032552084303461015,-0.0009421093426782157,1.0
single_shape,TinyCNN,2001,template_release,200,validation_patch,1,True,0.04234804855912788,0.0013020833721384406,0.0013020833721384406,0.0013020833721384406,0.011815095098535594,0.00032552084303461015,0.030532953460592288,1.0
single_shape,TinyCNN,2001,template_release,200,contrast,2,True,0.09465451388986579,0.00911458395421505,0.00911458395421505,0.00911458395421505,0.03982008278706098,0.008789062791038305,0.05483443110280481,1.0
single_shape,TinyCNN,2001,template_release,200,auroc,2,True,0.10947345728376867,0.01171875,0.01171875,0.01171875,0.03982008278706098,0.008789062791038305,0.06965337449670769,1.0
single_shape,TinyCNN,2001,template_release,200,validation_patch,2,True,0.2557311877749665,0.1640625,0.1640625,0.1640625,0.03982008278706098,0.008789062791038305,0.21591110498790553,1.0
single_shape,TinyCNN,2001,template_release,200,contrast,4,True,0.5105391254749582,0.41796875,0.41796875,0.41796875,0.15916838124906912,0.07486979430541396,0.35137074422588904,1.0
single_shape,TinyCNN,2001,template_release,200,auroc,4,True,0.4808836353642879,0.3580729365348816,0.3580729365348816,0.3580729365348816,0.15916838124906912,0.07486979430541396,0.3217152541152188,1.0
single_shape,TinyCNN,2001,template_release,200,validation_patch,4,True,0.48932828694027164,0.3502604365348816,0.3502604365348816,0.3502604365348816,0.15916838124906912,0.07486979430541396,0.3301599056912025,1.0
single_shape,TinyCNN,2001,template_release,200,contrast,8,True,0.8451404540194374,0.80078125,0.80078125,0.80078125,0.6005932440375978,0.4873047135770321,0.24454720998183954,1.0
single_shape,TinyCNN,2001,template_release,200,auroc,8,True,0.8462693776212573,0.7890625,0.7890625,0.7890625,0.6005932440375978,0.4873047135770321,0.24567613358365947,1.0
single_shape,TinyCNN,2001,template_release,200,validation_patch,8,True,0.9488659792716452,0.94140625,0.94140625,0.94140625,0.6005932440375978,0.4873047135770321,0.34827273523404734,1.0
single_shape,TinyCNN,2001,template_retention_1,200,contrast,1,True,0.10564105019938275,0.00390625,0.0052083334885537624,0.001312335953116417,0.07073719753609256,0.0027669271221384406,0.034903852663290186,0.99609375
single_shape,TinyCNN,2001,template_retention_1,200,auroc,1,True,0.14130560629716515,0.00911458395421505,0.010416666977107525,0.007874015718698502,0.07073719753609256,0.0027669271221384406,0.07056840876107259,0.99609375
single_shape,TinyCNN,2001,template_retention_1,200,validation_patch,1,True,0.2163917292009725,0.0221354179084301,0.0234375,0.019685039296746254,0.07073719753609256,0.0027669271221384406,0.14565453166487993,0.99609375
single_shape,TinyCNN,2001,template_retention_1,200,contrast,2,True,0.3427189604630866,0.07421875,0.0755208358168602,0.07086613774299622,0.1381714384294321,0.01643880231131334,0.20454752203365448,0.99609375
single_shape,TinyCNN,2001,template_retention_1,200,auroc,2,True,0.35627341310183624,0.1263020932674408,0.1276041716337204,0.1233595758676529,0.1381714384294321,0.01643880231131334,0.21810197467240414,0.99609375
single_shape,TinyCNN,2001,template_retention_1,200,validation_patch,2,True,0.40005252381650247,0.1901041716337204,0.19140625,0.18766404688358307,0.1381714384294321,0.01643880231131334,0.26188108538707033,0.99609375
single_shape,TinyCNN,2001,template_retention_1,200,contrast,4,True,0.6920554217618231,0.5481771230697632,0.5494791865348816,0.5485564470291138,0.3043355371795923,0.09586588887032121,0.38771988458223083,0.99609375
single_shape,TinyCNN,2001,template_retention_1,200,auroc,4,True,0.6758958378289182,0.51171875,0.5130208730697632,0.5118110179901123,0.3043355371795923,0.09586588887032121,0.3715603006493259,0.99609375
single_shape,TinyCNN,2001,template_retention_1,200,validation_patch,4,True,0.6319018525848219,0.4583333432674408,0.4583333432674408,0.4566929042339325,0.3043355371795923,0.09586588887032121,0.3275663154052296,0.99609375
single_shape,TinyCNN,2001,template_retention_1,200,contrast,8,True,0.8916354788475763,0.8333333730697632,0.8333333730697632,0.834645688533783,0.6333669564611988,0.4505208432674408,0.25826852238637754,0.99609375
single_shape,TinyCNN,2001,template_retention_1,200,auroc,8,True,0.9045370018843952,0.8606771230697632,0.8606771230697632,0.8622047305107117,0.6333669564611988,0.4505208432674408,0.27117004542319645,0.99609375
single_shape,TinyCNN,2001,template_retention_1,200,validation_patch,8,True,0.9403407047461452,0.9166666865348816,0.9166666865348816,0.9186351895332336,0.6333669564611988,0.4505208432674408,0.3069737482849464,0.99609375
single_shape,TinyCNN,2002,template_release,200,contrast,1,True,0.01910591756674851,0.0,0.0,0.0,0.010150622088996447,0.0008138021221384406,0.008955295477752062,1.0
single_shape,TinyCNN,2002,template_release,200,auroc,1,True,0.01910591756674851,0.0,0.0,0.0,0.010150622088996447,0.0008138021221384406,0.008955295477752062,1.0
single_shape,TinyCNN,2002,template_release,200,validation_patch,1,True,0.187378437372689,0.0716145858168602,0.0716145858168602,0.0716145858168602,0.010150622088996447,0.0008138021221384406,0.17722781528369255,1.0
single_shape,TinyCNN,2002,template_release,200,contrast,2,True,0.11151630762870701,0.0234375,0.0234375,0.0234375,0.033625072956604204,0.0068359376600710675,0.07789123467210281,1.0
single_shape,TinyCNN,2002,template_release,200,auroc,2,True,0.2476715777093489,0.1627604216337204,0.1627604216337204,0.1627604216337204,0.033625072956604204,0.0068359376600710675,0.21404650475274467,1.0
single_shape,TinyCNN,2002,template_release,200,validation_patch,2,True,0.288743111434428,0.1848958432674408,0.1848958432674408,0.1848958432674408,0.033625072956604204,0.0068359376600710675,0.25511803847782377,1.0
single_shape,TinyCNN,2002,template_release,200,contrast,4,True,0.6309842341629589,0.53125,0.53125,0.53125,0.17191291915747292,0.09179687919095159,0.459071315005486,1.0
single_shape,TinyCNN,2002,template_release,200,auroc,4,True,0.5220178524860526,0.4309895932674408,0.4309895932674408,0.4309895932674408,0.17191291915747292,0.09179687919095159,0.35010493332857967,1.0
single_shape,TinyCNN,2002,template_release,200,validation_patch,4,True,0.7131911949740961,0.6341146230697632,0.6341146230697632,0.6341146230697632,0.17191291915747292,0.09179687919095159,0.5412782758166232,1.0
single_shape,TinyCNN,2002,template_release,200,contrast,8,True,0.8517847578882263,0.80078125,0.80078125,0.80078125,0.57664030681632,0.46272788383066654,0.2751444510719063,1.0
single_shape,TinyCNN,2002,template_release,200,auroc,8,True,0.836496528727777,0.7786458730697632,0.7786458730697632,0.7786458730697632,0.57664030681632,0.46272788383066654,0.2598562219114571,1.0
single_shape,TinyCNN,2002,template_release,200,validation_patch,8,True,0.9109734844554863,0.88671875,0.88671875,0.88671875,0.57664030681632,0.46272788383066654,0.33433317763916637,1.0
single_shape,TinyCNN,2002,template_retention_1,200,contrast,1,True,0.1777869512538537,0.0572916679084301,0.0572916679084301,0.0572916679084301,0.046362422030939876,0.0016276042588287964,0.1314245292229138,1.0
single_shape,TinyCNN,2002,template_retention_1,200,auroc,1,True,0.1777869512538537,0.0572916679084301,0.0572916679084301,0.0572916679084301,0.046362422030939876,0.0016276042588287964,0.1314245292229138,1.0
single_shape,TinyCNN,2002,template_retention_1,200,validation_patch,1,True,0.2821935869313519,0.1276041716337204,0.1276041716337204,0.1276041716337204,0.046362422030939876,0.0016276042588287964,0.235831164900412,1.0
single_shape,TinyCNN,2002,template_retention_1,200,contrast,2,True,0.3640617819505494,0.1471354216337204,0.1471354216337204,0.1471354216337204,0.09717927837787861,0.005208333503105678,0.2668825035726708,1.0
single_shape,TinyCNN,2002,template_retention_1,200,auroc,2,True,0.4512737462450981,0.2630208432674408,0.2630208432674408,0.2630208432674408,0.09717927837787861,0.005208333503105678,0.3540944678672195,1.0
single_shape,TinyCNN,2002,template_retention_1,200,validation_patch,2,True,0.48858212609322216,0.3190104365348816,0.3190104365348816,0.3190104365348816,0.09717927837787861,0.005208333503105678,0.39140284771534356,1.0
single_shape,TinyCNN,2002,template_retention_1,200,contrast,4,True,0.6342179091208869,0.5260416865348816,0.5260416865348816,0.5260416865348816,0.2861074825561305,0.08805338805541396,0.34811042656475644,1.0
single_shape,TinyCNN,2002,template_retention_1,200,auroc,4,True,0.6564541517754439,0.5325521230697632,0.5325521230697632,0.5325521230697632,0.2861074825561305,0.08805338805541396,0.37034666921931336,1.0
single_shape,TinyCNN,2002,template_retention_1,200,validation_patch,4,True,0.6905424722223319,0.5325521230697632,0.5325521230697632,0.5325521230697632,0.2861074825561305,0.08805338805541396,0.4044349896662014,1.0
single_shape,TinyCNN,2002,template_retention_1,200,contrast,8,True,0.908417216087656,0.890625,0.890625,0.890625,0.6223900136939055,0.4440104328095913,0.28602720239375057,1.0
single_shape,TinyCNN,2002,template_retention_1,200,auroc,8,True,0.908417216087656,0.890625,0.890625,0.890625,0.6223900136939055,0.4440104328095913,0.28602720239375057,1.0
single_shape,TinyCNN,2002,template_retention_1,200,validation_patch,8,True,0.9156194783966519,0.87109375,0.87109375,0.87109375,0.6223900136939055,0.4440104328095913,0.29322946470274647,1.0
single_shape,TinyCNN,2003,template_release,200,contrast,1,True,0.010488927765313183,0.0,0.0,0.0,0.010007113518623587,0.0,0.0004818142466895964,1.0
single_shape,TinyCNN,2003,template_release,200,auroc,1,True,0.028784984366475364,0.0013020833721384406,0.0013020833721384406,0.0013020833721384406,0.010007113518623587,0.0,0.018777870847851777,1.0
single_shape,TinyCNN,2003,template_release,200,validation_patch,1,True,0.08049844242762294,0.006510416977107525,0.006510416977107525,0.006510416977107525,0.010007113518623587,0.0,0.07049132890899935,1.0
single_shape,TinyCNN,2003,template_release,200,contrast,2,True,0.07211619512411283,0.0078125,0.0078125,0.0078125,0.03666858894635791,0.0060221354506211355,0.035447606177754915,1.0
single_shape,TinyCNN,2003,template_release,200,auroc,2,True,0.16685612501168057,0.1106770858168602,0.1106770858168602,0.1106770858168602,0.03666858894635791,0.0060221354506211355,0.13018753606532266,1.0
single_shape,TinyCNN,2003,template_release,200,validation_patch,2,True,0.31906984943841654,0.2291666716337204,0.2291666716337204,0.2291666716337204,0.03666858894635791,0.0060221354506211355,0.2824012604920586,1.0
single_shape,TinyCNN,2003,template_release,200,contrast,4,True,0.4779951357372707,0.3776041865348816,0.3776041865348816,0.3776041865348816,0.1973106307646314,0.10904948198003694,0.2806845049726393,1.0
single_shape,TinyCNN,2003,template_release,200,auroc,4,True,0.4779951357372707,0.3776041865348816,0.3776041865348816,0.3776041865348816,0.1973106307646314,0.10904948198003694,0.2806845049726393,1.0
single_shape,TinyCNN,2003,template_release,200,validation_patch,4,True,0.5152039519084075,0.4153645932674408,0.4153645932674408,0.4153645932674408,0.1973106307646314,0.10904948198003694,0.3178933211437761,1.0
single_shape,TinyCNN,2003,template_release,200,contrast,8,True,0.9152109281500099,0.8893229365348816,0.8893229365348816,0.8893229365348816,0.5850591277618772,0.4433593824505806,0.33015180038813274,1.0
single_shape,TinyCNN,2003,template_release,200,auroc,8,True,0.8955201350067322,0.8567708730697632,0.8567708730697632,0.8567708730697632,0.5850591277618772,0.4433593824505806,0.31046100724485504,1.0
single_shape,TinyCNN,2003,template_release,200,validation_patch,8,True,0.9387732343365314,0.90234375,0.90234375,0.90234375,0.5850591277618772,0.4433593824505806,0.3537141065746542,1.0
single_shape,TinyCNN,2003,template_retention_1,200,contrast,1,True,0.08194420838060557,0.0013020833721384406,0.0013020833721384406,0.0013020833721384406,0.04971463123025412,0.00032552084303461015,0.03222957715035145,1.0
single_shape,TinyCNN,2003,template_retention_1,200,auroc,1,True,0.16715219110241786,0.014322916977107525,0.014322916977107525,0.014322916977107525,0.04971463123025412,0.00032552084303461015,0.11743755987216374,1.0
single_shape,TinyCNN,2003,template_retention_1,200,validation_patch,1,True,0.19657788894493922,0.015625,0.015625,0.015625,0.04971463123025412,0.00032552084303461015,0.1468632577146851,1.0
single_shape,TinyCNN,2003,template_retention_1,200,contrast,2,True,0.28516759149672344,0.1080729216337204,0.1080729216337204,0.1080729216337204,0.11832374325338194,0.011718750087311491,0.1668438482433415,1.0
single_shape,TinyCNN,2003,template_retention_1,200,auroc,2,True,0.35211672772347125,0.1731770932674408,0.1731770932674408,0.1731770932674408,0.11832374325338194,0.011718750087311491,0.2337929844700893,1.0
single_shape,TinyCNN,2003,template_retention_1,200,validation_patch,2,True,0.37725000709812095,0.2825520932674408,0.2825520932674408,0.2825520932674408,0.11832374325338194,0.011718750087311491,0.25892626384473905,1.0
single_shape,TinyCNN,2003,template_retention_1,200,contrast,4,True,0.6610279469550617,0.5481771230697632,0.5481771230697632,0.5481771230697632,0.3141176605429654,0.12288411676126998,0.3469102864120963,1.0
single_shape,TinyCNN,2003,template_retention_1,200,auroc,4,True,0.6610279469550617,0.5481771230697632,0.5481771230697632,0.5481771230697632,0.3141176605429654,0.12288411676126998,0.3469102864120963,1.0
single_shape,TinyCNN,2003,template_retention_1,200,validation_patch,4,True,0.5923404760524957,0.4140625,0.4140625,0.4140625,0.3141176605429654,0.12288411676126998,0.2782228155095303,1.0
single_shape,TinyCNN,2003,template_retention_1,200,contrast,8,True,0.9082276470934848,0.8671875,0.8671875,0.8671875,0.6444120693288056,0.4692382961511612,0.26381557776467923,1.0
single_shape,TinyCNN,2003,template_retention_1,200,auroc,8,True,0.9082276470934848,0.8671875,0.8671875,0.8671875,0.6444120693288056,0.4692382961511612,0.26381557776467923,1.0
single_shape,TinyCNN,2003,template_retention_1,200,validation_patch,8,True,0.923711717791936,0.8958333730697632,0.8958333730697632,0.8958333730697632,0.6444120693288056,0.4692382961511612,0.2792996484631304,1.0
single_shape,TinyCNN,2004,template_release,200,contrast,1,True,0.016612423108716134,0.0,0.0,0.0,0.014188830970755864,0.0,0.0024235921379602704,1.0
single_shape,TinyCNN,2004,template_release,200,auroc,1,True,0.024909510476167296,0.0,0.0,0.0,0.014188830970755864,0.0,0.010720679505411432,1.0
single_shape,TinyCNN,2004,template_release,200,validation_patch,1,True,0.05940541995911086,0.0,0.0,0.0,0.014188830970755864,0.0,0.045216588988355,1.0
single_shape,TinyCNN,2004,template_release,200,contrast,2,True,0.149043032866922,0.08984375,0.08984375,0.08984375,0.06262858900692349,0.016927083503105678,0.08641444385999851,1.0
single_shape,TinyCNN,2004,template_release,200,auroc,2,True,0.15060022743236412,0.0885416716337204,0.0885416716337204,0.0885416716337204,0.06262858900692349,0.016927083503105678,0.08797163842544063,1.0
single_shape,TinyCNN,2004,template_release,200,validation_patch,2,True,0.32139916364821486,0.2513020932674408,0.2513020932674408,0.2513020932674408,0.06262858900692349,0.016927083503105678,0.2587705746412914,1.0
single_shape,TinyCNN,2004,template_release,200,contrast,4,True,0.5939486311478611,0.4947916865348816,0.4947916865348816,0.4947916865348816,0.16785882705856064,0.06722005270421505,0.4260898040893005,1.0
single_shape,TinyCNN,2004,template_release,200,auroc,4,True,0.5939486311478611,0.4947916865348816,0.4947916865348816,0.4947916865348816,0.16785882705856064,0.06722005270421505,0.4260898040893005,1.0
single_shape,TinyCNN,2004,template_release,200,validation_patch,4,True,0.6063685704095896,0.5494791865348816,0.5494791865348816,0.5494791865348816,0.16785882705856064,0.06722005270421505,0.43850974335102894,1.0
single_shape,TinyCNN,2004,template_release,200,contrast,8,True,0.9232311673180589,0.8958333730697632,0.8958333730697632,0.8958333730697632,0.5963611582082786,0.4819336049258709,0.32687000910978026,1.0
single_shape,TinyCNN,2004,template_release,200,auroc,8,True,0.9232311673180589,0.8958333730697632,0.8958333730697632,0.8958333730697632,0.5963611582082786,0.4819336049258709,0.32687000910978026,1.0
single_shape,TinyCNN,2004,template_release,200,validation_patch,8,True,0.93490957130408,0.9127604365348816,0.9127604365348816,0.9127604365348816,0.5963611582082786,0.4819336049258709,0.3385484130958014,1.0
single_shape,TinyCNN,2004,template_retention_1,200,contrast,1,True,0.14986862590895011,0.010416666977107525,0.010416666977107525,0.010416666977107525,0.08963266916028646,0.009765625101863407,0.06023595674866365,1.0
single_shape,TinyCNN,2004,template_retention_1,200,auroc,1,True,0.14986862590895011,0.010416666977107525,0.010416666977107525,0.010416666977107525,0.08963266916028646,0.009765625101863407,0.06023595674866365,1.0
single_shape,TinyCNN,2004,template_retention_1,200,validation_patch,1,True,0.2465192081701053,0.0416666679084301,0.0416666679084301,0.0416666679084301,0.08963266916028646,0.009765625101863407,0.15688653900981886,1.0
single_shape,TinyCNN,2004,template_retention_1,200,contrast,2,True,0.33360495942877444,0.1419270932674408,0.1419270932674408,0.1419270932674408,0.17251352075888646,0.05045573029201478,0.16109143866988798,1.0
single_shape,TinyCNN,2004,template_retention_1,200,auroc,2,True,0.33360495942877444,0.1419270932674408,0.1419270932674408,0.1419270932674408,0.17251352075888646,0.05045573029201478,0.16109143866988798,1.0
single_shape,TinyCNN,2004,template_retention_1,200,validation_patch,2,True,0.4661086383773716,0.3359375,0.3359375,0.3359375,0.17251352075888646,0.05045573029201478,0.2935951176184851,1.0
single_shape,TinyCNN,2004,template_retention_1,200,contrast,4,True,0.625702884522082,0.4973958432674408,0.4973958432674408,0.4973958432674408,0.32601366026434636,0.1171875037252903,0.29968922425773564,1.0
single_shape,TinyCNN,2004,template_retention_1,200,auroc,4,True,0.6576804479421638,0.51953125,0.51953125,0.51953125,0.32601366026434636,0.1171875037252903,0.3316667876778175,1.0
single_shape,TinyCNN,2004,template_retention_1,200,validation_patch,4,True,0.6315301398063351,0.4609375,0.4609375,0.4609375,0.32601366026434636,0.1171875037252903,0.30551647954198874,1.0
single_shape,TinyCNN,2004,template_retention_1,200,contrast,8,True,0.8951403147270264,0.8463541865348816,0.8463541865348816,0.8463541865348816,0.6768954838783641,0.49316407553851604,0.2182448308486623,1.0
single_shape,TinyCNN,2004,template_retention_1,200,auroc,8,True,0.8967305512023251,0.8502604365348816,0.8502604365348816,0.8502604365348816,0.6768954838783641,0.49316407553851604,0.21983506732396108,1.0
single_shape,TinyCNN,2004,template_retention_1,200,validation_patch,8,True,0.9295007054119702,0.9036458730697632,0.9036458730697632,0.9036458730697632,0.6768954838783641,0.49316407553851604,0.2526052215336061,1.0
single_shape,TinyCNN,2005,template_release,200,contrast,1,True,0.0179601470695806,0.0,0.0,0.0,0.020687902618874973,0.0014648437791038305,-0.0027277555492943723,1.0
single_shape,TinyCNN,2005,template_release,200,auroc,1,True,0.04700816372511174,0.0026041667442768812,0.0026041667442768812,0.0026041667442768812,0.020687902618874973,0.0014648437791038305,0.026320261106236767,1.0
single_shape,TinyCNN,2005,template_release,200,validation_patch,1,True,0.10641892990508217,0.00911458395421505,0.00911458395421505,0.00911458395421505,0.020687902618874973,0.0014648437791038305,0.0857310272862072,1.0
single_shape,TinyCNN,2005,template_release,200,contrast,2,True,0.14899944524921271,0.09765625,0.09765625,0.09765625,0.04018367116872078,0.0016276042588287964,0.10881577408049194,1.0
single_shape,TinyCNN,2005,template_release,200,auroc,2,True,0.15301341928424217,0.0924479216337204,0.0924479216337204,0.0924479216337204,0.04018367116872078,0.0016276042588287964,0.11282974811552139,1.0
single_shape,TinyCNN,2005,template_release,200,validation_patch,2,True,0.293727815287981,0.2291666716337204,0.2291666716337204,0.2291666716337204,0.04018367116872078,0.0016276042588287964,0.2535441441192602,1.0
single_shape,TinyCNN,2005,template_release,200,contrast,4,True,0.4091269793157206,0.2916666865348816,0.2916666865348816,0.2916666865348816,0.1662926909797233,0.06624349245976191,0.24283428833599732,1.0
single_shape,TinyCNN,2005,template_release,200,auroc,4,True,0.4089024373303841,0.3072916865348816,0.3072916865348816,0.3072916865348816,0.1662926909797233,0.06624349245976191,0.24260974635066082,1.0
single_shape,TinyCNN,2005,template_release,200,validation_patch,4,True,0.5087465386288895,0.3815104365348816,0.3815104365348816,0.3815104365348816,0.1662926909797233,0.06624349245976191,0.3424538476491662,1.0
single_shape,TinyCNN,2005,template_release,200,contrast,8,True,0.8916922255639665,0.8463541865348816,0.8463541865348816,0.8463541865348816,0.6759064517661092,0.5734049640595913,0.21578577379785735,1.0
single_shape,TinyCNN,2005,template_release,200,auroc,8,True,0.8718277372342482,0.8190104365348816,0.8190104365348816,0.8190104365348816,0.6759064517661092,0.5734049640595913,0.19592128546813903,1.0
single_shape,TinyCNN,2005,template_release,200,validation_patch,8,True,0.9165922475725338,0.8763021230697632,0.8763021230697632,0.8763021230697632,0.6759064517661092,0.5734049640595913,0.24068579580642457,1.0
single_shape,TinyCNN,2005,template_retention_1,200,contrast,1,True,0.17027493676563543,0.04296875,0.04296875,0.04296875,0.06994066785808907,0.017089843764551915,0.10033426890754636,1.0
single_shape,TinyCNN,2005,template_retention_1,200,auroc,1,True,0.17027493676563543,0.04296875,0.04296875,0.04296875,0.06994066785808907,0.017089843764551915,0.10033426890754636,1.0
single_shape,TinyCNN,2005,template_retention_1,200,validation_patch,1,True,0.2734533256463103,0.1002604216337204,0.1002604216337204,0.1002604216337204,0.06994066785808907,0.017089843764551915,0.20351265778822125,1.0
single_shape,TinyCNN,2005,template_retention_1,200,contrast,2,True,0.33677793996382066,0.1354166716337204,0.1354166716337204,0.1354166716337204,0.12740954806655164,0.014811198037932627,0.20936839189726902,1.0
single_shape,TinyCNN,2005,template_retention_1,200,auroc,2,True,0.355309156256605,0.1471354216337204,0.1471354216337204,0.1471354216337204,0.12740954806655164,0.014811198037932627,0.22789960819005334,1.0
single_shape,TinyCNN,2005,template_retention_1,200,validation_patch,2,True,0.47607453766227836,0.3216145932674408,0.3216145932674408,0.3216145932674408,0.12740954806655164,0.014811198037932627,0.3486649895957267,1.0
single_shape,TinyCNN,2005,template_retention_1,200,contrast,4,True,0.6227257459372727,0.4635416865348816,0.4635416865348816,0.4635416865348816,0.286663490477386,0.0984700542758219,0.3360622554598867,1.0
single_shape,TinyCNN,2005,template_retention_1,200,auroc,4,True,0.6690651733202084,0.5221354365348816,0.5221354365348816,0.5221354365348816,0.286663490477386,0.0984700542758219,0.38240168284282244,1.0
single_shape,TinyCNN,2005,template_retention_1,200,validation_patch,4,True,0.7219140935481598,0.5677083730697632,0.5677083730697632,0.5677083730697632,0.286663490477386,0.0984700542758219,0.43525060307077384,1.0
single_shape,TinyCNN,2005,template_retention_1,200,contrast,8,True,0.8877239126616582,0.8541666865348816,0.8541666865348816,0.8541666865348816,0.679398987009791,0.5190429836511612,0.20832492565186722,1.0
single_shape,TinyCNN,2005,template_retention_1,200,auroc,8,True,0.8860489462262306,0.8541666865348816,0.8541666865348816,0.8541666865348816,0.679398987009791,0.5190429836511612,0.2066499592164397,1.0
single_shape,TinyCNN,2005,template_retention_1,200,validation_patch,8,True,0.9459575094342992,0.9388021230697632,0.9388021230697632,0.9388021230697632,0.679398987009791,0.5190429836511612,0.2665585224245083,1.0
single_shape,TinyCNN,2006,template_release,200,contrast,1,True,0.007748253573203856,0.0,0.0,0.0,0.005948246552070449,0.0,0.0018000070211334068,1.0
single_shape,TinyCNN,2006,template_release,200,auroc,1,True,0.046869912984432105,0.0013020833721384406,0.0013020833721384406,0.0013020833721384406,0.005948246552070449,0.0,0.040921666432361656,1.0
