suite,regime,seed,id_acc,ood_rot_acc,ood_thick_acc,ood_occ_acc,align_mean_best,specificity,patch_single_success,patch_single_shift,patch_topk_success_at_maxk_repo,patch_topk_mean_shift,drift_cosine,drift_l2,init_kernel_norm,initial_alignment,val_final_repo,val_max_repo,t98,t100,auc_10,auc_20,auc_50,val_acc_sample,val_majority_baseline,test_acc_sample,test_majority_baseline,ood_rot_acc_sample,ood_rot_majority_baseline,ood_thick_acc_sample,ood_thick_majority_baseline,ood_occ_acc_sample,ood_occ_majority_baseline,patch_val_rank_k8,patch_random_rank_k8,patch_val_rank_k8_source_prediction,patch_val_rank_k8_source_prediction_both_correct
v3_seed0,frozen_templates,0,0.8016826957464218,0.6274038478732109,0.42315204441547394,0.7982271611690521,1.0,0.5691508054733276,0.5724166631698608,0.07322937250137329,0.6386666893959045,0.23679998517036438,1.0,0.0,1.0,1.0,0.802584134042263,0.8511117771267891,inf,inf,6.299278847873211,,,0.802,0.283,0.802,0.257,0.627,0.251,0.422,0.226,0.798,0.256,0.6386666893959045,0.863466665148735,0.4699999988079071,0.4707985818386078
v3_seed0,random,0,1.0,0.5981069728732109,0.613131009042263,1.0,0.3001297116279602,2.2832326889038086,0.7709167003631592,0.743810772895813,0.8859999775886536,3.5132813453674316,0.4171146750450134,1.583620548248291,0.5875756144523621,0.13005107641220093,1.0,1.0,2.0,4.0,8.923039361834526,,,1.0,0.283,1.0,0.257,0.597,0.251,0.614,0.226,1.0,0.256,0.8859999775886536,0.9946000039577484,0.492000013589859,0.492000013589859
v3_seed0,template_init,0,1.0,0.5910456702113152,0.7875600978732109,1.0,0.6417468190193176,1.7789416313171387,0.7438333630561829,0.6520159244537354,0.8973333239555359,2.9503328800201416,0.6304051876068115,1.740429162979126,1.0,1.0,1.0,1.0,3.0,4.0,8.943584732711315,,,1.0,0.283,1.0,0.257,0.59,0.251,0.788,0.226,1.0,0.256,0.8973333239555359,0.9929333329200745,0.445333331823349,0.445333331823349
v4_lowdata,frozen_templates,0,0.5255681872367859,0.5566761374473572,0.3198863625526428,0.5555397748947144,1.0,0.3566511869430542,0.5743229389190674,0.02356801927089691,0.6258333325386047,0.10623125731945038,1.0,0.0,1.0,1.0,0.51171875,0.51171875,inf,inf,1.951171875,4.119140625,13.71484375,0.515,0.3325,0.525,0.24666666666666667,0.5566666666666666,0.23333333333333334,0.32,0.22,0.56,0.25333333333333335,0.5874999761581421,0.7504166692495347,0.4658333361148834,0.5445205569267273
v4_lowdata,frozen_templates,1,0.6796875,0.5251420438289642,0.315625,0.7267045497894287,1.0,0.3948507308959961,0.5566666126251221,0.02796287275850773,0.6083333492279053,0.09728914499282837,1.0,0.0,1.0,1.0,0.736328125,0.736328125,inf,inf,2.0625,4.4794921875,11.365234375,0.715,0.2575,0.6833333333333333,0.23333333333333334,0.5283333333333333,0.22,0.31166666666666665,0.25333333333333335,0.7266666666666667,0.255,0.6083333492279053,0.7932500094175339,0.43833333253860474,0.4702495336532593
v4_lowdata,frozen_templates,2,0.76875,0.5389204502105713,0.25553977191448213,0.7643465876579285,1.0,0.35211971402168274,0.5668750405311584,0.031895961612463,0.6266666650772095,0.13667625188827515,1.0,0.0,1.0,1.0,0.740234375,0.755859375,inf,inf,2.220703125,4.3857421875,14.4716796875,0.7725,0.2325,0.77,0.22,0.54,0.25333333333333335,0.25666666666666665,0.255,0.7683333333333333,0.27,0.6266666650772095,0.7988749980926514,0.4716666638851166,0.4780564308166504
v4_lowdata,frozen_templates,3,0.5015625,0.4869318187236786,0.40795454382896423,0.49602272510528567,1.0,0.3893885314464569,0.5620312690734863,0.021466221660375595,0.6416666507720947,0.09464643150568008,1.0,0.0,1.0,1.0,0.537109375,0.546875,inf,inf,2.0390625,4.3701171875,17.0087890625,0.5125,0.285,0.5016666666666667,0.24,0.48833333333333334,0.225,0.4116666666666667,0.25666666666666665,0.5033333333333333,0.24833333333333332,0.637499988079071,0.7469583362340927,0.42750000953674316,0.4019138813018799
v4_lowdata,frozen_templates,4,0.41946022510528563,0.29360795617103574,0.3214488625526428,0.4015625,1.0,0.39450904726982117,0.5481250286102295,0.026346474885940552,0.6200000047683716,0.11083608865737915,1.0,0.0,1.0,1.0,0.384765625,0.384765625,inf,inf,1.845703125,3.8984375,11.9541015625,0.4225,0.245,0.4216666666666667,0.225,0.295,0.25666666666666665,0.32166666666666666,0.24833333333333332,0.395,0.23166666666666666,0.6033333539962769,0.7360416650772095,0.3658333420753479,0.48427674174308777
v4_lowdata,random,0,0.9946022748947143,0.5438920497894287,0.5876420497894287,0.996875,0.2789718508720398,0.9452744126319885,0.761145830154419,0.29832807183265686,0.9108333587646484,1.4859591722488403,0.5796319246292114,0.9383098483085632,0.5875756144523621,0.13005107641220093,1.0,1.0,53.0,69.0,1.9765625,8.28125,31.4130859375,1.0,0.3325,0.995,0.24666666666666667,0.54,0.23333333333333334,0.5866666666666667,0.22,0.9966666666666667,0.25333333333333335,0.9108333587646484,0.9937916725873948,0.5249999761581421,0.5231286883354187
v4_lowdata,random,1,0.9921875,0.5170454502105712,0.4542613625526428,0.99375,0.3212433457374573,0.875139594078064,0.7752083539962769,0.3359783887863159,0.903333306312561,1.3535420894622803,0.5734639763832092,1.0059317350387573,0.5784702897071838,0.15717050433158875,0.986328125,0.986328125,96.0,inf,2.056640625,4.66015625,26.6533203125,0.9825,0.2575,0.9916666666666667,0.23333333333333334,0.5166666666666667,0.22,0.455,0.25333333333333335,0.9933333333333333,0.255,0.903333306312561,0.9907916694879532,0.46666666865348816,0.4635593295097351
v4_lowdata,random,2,0.9977272748947144,0.6088068127632141,0.6154829502105713,1.0,0.2919406592845917,0.8584829568862915,0.7968229055404663,0.3752814531326294,0.9441666603088379,1.6629862785339355,0.6077988147735596,0.9854133725166321,0.575966477394104,0.14093270897865295,0.998046875,0.998046875,47.0,inf,3.4541015625,8.1669921875,34.1123046875,0.9975,0.2325,0.9983333333333333,0.22,0.61,0.25333333333333335,0.6133333333333333,0.255,1.0,0.27,0.9441666603088379,0.995083338022232,0.5049999952316284,0.5050167441368103
v4_lowdata,random,3,1.0,0.5203125,0.7582386374473572,1.0,0.29223087430000305,0.9581103920936584,0.7867708206176758,0.34435102343559265,0.9150000214576721,1.4895508289337158,0.5818149447441101,0.9879710674285889,0.5759234428405762,0.16280615329742432,1.0,1.0,38.0,53.0,2.1806640625,7.6025390625,35.77734375,1.0,0.285,1.0,0.24,0.5216666666666666,0.225,0.755,0.25666666666666665,1.0,0.24833333333333332,0.9150000214576721,0.99470833837986,0.4858333468437195,0.4858333468437195
v4_lowdata,random,4,1.0,0.5720170497894287,0.5484375,1.0,0.30470287799835205,0.9006701707839966,0.7618229389190674,0.3066701591014862,0.9125000238418579,1.4983688592910767,0.6122750043869019,0.936026930809021,0.5709041953086853,0.19867397844791412,1.0,1.0,53.0,65.0,1.845703125,4.736328125,26.7177734375,1.0,0.245,1.0,0.225,0.57,0.25666666666666665,0.5433333333333333,0.24833333333333332,1.0,0.23166666666666666,0.9125000238418579,0.9871250063180923,0.5241666436195374,0.5241666436195374
v4_lowdata,template_init,0,0.9984375,0.5556818127632142,0.5650568127632141,0.996875,0.7945293188095093,0.7303237915039062,0.7347916960716248,0.21012380719184875,0.8774999976158142,1.1011390686035156,0.7939674854278564,0.8401497602462769,1.0,1.0,0.998046875,0.998046875,69.0,inf,1.951171875,7.056640625,32.34765625,0.9975,0.3325,0.9983333333333333,0.24666666666666667,0.5533333333333333,0.23333333333333334,0.5633333333333334,0.22,0.9966666666666667,0.25333333333333335,0.8774999976158142,0.9790000081062317,0.4841666519641876,0.4841402471065521
v4_lowdata,template_init,1,1.0,0.5450284123420716,0.7657670497894287,0.9984375,0.7784104347229004,0.9913425445556641,0.7345312237739563,0.3258131742477417,0.9008333086967468,1.4067602157592773,0.7679827213287354,1.0114370584487915,1.0,1.0,0.99609375,0.99609375,48.0,inf,2.1474609375,8.9951171875,36.9462890625,0.995,0.2575,1.0,0.23333333333333334,0.545,0.22,0.7683333333333333,0.25333333333333335,0.9983333333333333,0.255,0.9008333086967468,0.9861250072717667,0.4891666769981384,0.4891666769981384
v4_lowdata,template_init,2,0.9930397748947144,0.5830965876579285,0.6644886374473572,0.990625,0.7513446807861328,0.8461551666259766,0.76583331823349,0.3042103350162506,0.8891666531562805,1.3457672595977783,0.7500019669532776,0.9759325981140137,1.0,1.0,0.998046875,0.998046875,62.0,inf,3.03125,10.517578125,35.8828125,0.9975,0.2325,0.9933333333333333,0.22,0.5833333333333334,0.25333333333333335,0.6633333333333333,0.255,0.99,0.27,0.8891666531562805,0.9866250097751618,0.5400000214576721,0.5400843620300293
v4_lowdata,template_init,3,1.0,0.6011363625526428,0.8116477251052856,1.0,0.8171079158782959,0.7771684527397156,0.7545312643051147,0.21116125583648682,0.9008333086967468,0.9864451885223389,0.8159914016723633,0.8545668125152588,1.0,1.0,1.0,1.0,52.0,88.0,2.0390625,5.58984375,30.505859375,1.0,0.285,1.0,0.24,0.6033333333333334,0.225,0.815,0.25666666666666665,1.0,0.24833333333333332,0.9008333086967468,0.9864583402872086,0.5241666436195374,0.5241666436195374
v4_lowdata,template_init,4,1.0,0.6288352251052857,0.5234375,0.9961647748947143,0.8037534952163696,0.8451562523841858,0.752916693687439,0.27622151374816895,0.878333330154419,1.1503193378448486,0.8018629550933838,0.9030466079711914,1.0,1.0,1.0,1.0,46.0,54.0,2.083984375,7.15625,33.5751953125,1.0,0.245,1.0,0.225,0.6283333333333333,0.25666666666666665,0.5166666666666667,0.24833333333333332,0.9966666666666667,0.23166666666666666,0.878333330154419,0.9907500088214874,0.4883333444595337,0.4883333444595337
