task,architecture,condition,epoch,nearest_cosine_mean,nearest_cosine_std,nearest_cosine_count,assignment_cosine_mean,assignment_cosine_std,assignment_cosine_count,matching_gap_mean,matching_gap_std,matching_gap_count,nearest_template_count_mean,nearest_template_count_std,nearest_template_count_count,nearest_distance_mean,nearest_distance_std,nearest_distance_count,assignment_distance_mean,assignment_distance_std,assignment_distance_count,redundancy_cosine_mean,redundancy_cosine_std,redundancy_cosine_count,mean_raw_norm_mean,mean_raw_norm_std,mean_raw_norm_count,initial_index_cosine_mean,initial_index_cosine_std,initial_index_cosine_count,raw_initial_drift_mean,raw_initial_drift_std,raw_initial_drift_count
single_shape,TinyCNN,random_unitnorm,0,0.1598142637706088,0.014446645023557927,10,0.14310185347186646,0.01422663717561119,10,0.016712410298742368,0.00508471910639863,10,10.0,1.1547005383792515,10,1.295092508729445,0.011003263254543066,10,1.3077201596140533,0.010730794035643986,10,0.1892291000533552,0.01675746305375982,10,1.0,0.0,10,1.0,0.0,10,0.0,0.0,10
single_shape,TinyCNN,random_unitnorm,1,0.16265745181765395,0.013850114692240895,10,0.14598456229673085,0.013766185404640087,10,0.0166728895209231,0.004948145297142968,10,9.4,0.966091783079296,10,1.292849102882769,0.010583219781551391,10,1.3054587432962685,0.01033314587702414,10,0.18852072670095232,0.01677635863020028,10,1.0043868,0.0018987226,10,0.9968415699915324,0.0003347618810027054,10,0.09036489,0.0015256783,10
single_shape,TinyCNN,random_unitnorm,5,0.1900846481815942,0.018451194583287048,10,0.17184369055917387,0.019479109930762305,10,0.018240957622420357,0.007898633490225517,10,10.0,0.816496580927726,10,1.271013364351973,0.014505145967755451,10,1.2849388247843458,0.015099932040763112,10,0.19208830129656593,0.012173510743478833,10,1.0650821,0.01056076,10,0.9507138596711954,0.0029797239688405847,10,0.35094196,0.0071357014,10
single_shape,TinyCNN,random_unitnorm,10,0.22332081646107707,0.027044181131715802,10,0.20228743563432916,0.028521192402957328,10,0.0210333808267479,0.01138019038872047,10,9.9,1.2866839377079184,10,1.2438088716259224,0.021590656592876026,10,1.2599947036256876,0.022616477508329527,10,0.2150269751653091,0.018316877013445556,10,1.2119875,0.02458097,10,0.8672141734087756,0.00819650193198808,10,0.63156956,0.028204832,10
single_shape,TinyCNN,random_unitnorm,20,0.26170520844555073,0.02758492108005996,10,0.23523966988271586,0.03347978871438458,10,0.02646553856283488,0.014593148574518376,10,9.9,1.1972189997378646,10,1.2116321584287122,0.022168101694526512,10,1.2324443338975866,0.026570165162498098,10,0.2703910664814957,0.018791150527354427,10,1.6107051,0.0364861,10,0.7220354550241028,0.007794306800255338,10,1.155268,0.041562278,10
single_shape,TinyCNN,random_unitnorm,40,0.2784124497779488,0.024265007541483696,10,0.2474589462437485,0.03378396256380288,10,0.0309535035342003,0.017054816932324555,10,9.4,1.429840705968481,10,1.1974027243481884,0.01940068877604137,10,1.2221737012249885,0.026710555335914533,10,0.29611224324111807,0.021980814743534523,10,2.0489047,0.05921347,10,0.6246843587955578,0.009847557695766375,10,1.651334,0.066167854,10
single_shape,TinyCNN,random_unitnorm,80,0.2847798093176892,0.022920651374738105,10,0.2528321192126231,0.03427002489106649,10,0.031947690105066075,0.017831226110730562,10,9.8,1.6865480854231356,10,1.1920329347284697,0.018403445737124196,10,1.2175448238030726,0.027168754118664797,10,0.3062486349243997,0.025440668991768525,10,2.3596303,0.07310611,10,0.575935261885629,0.010349003388944164,10,1.9874337,0.07990057,10
single_shape,TinyCNN,random_unitnorm,120,0.2868527731255682,0.022534865945100905,10,0.25482338488795847,0.03427233537132798,10,0.03202938823760967,0.01793166908756207,10,9.6,1.577621275493231,10,1.1902956804453022,0.018157234835951965,10,1.2158545357403963,0.027247674103982992,10,0.30931129701820387,0.026564278751148283,10,2.5193803,0.07935947,10,0.555482761034616,0.010685375074392874,10,2.1571918,0.086024776,10
single_shape,TinyCNN,random_unitnorm,160,0.2876674938753994,0.02237813319973955,10,0.25562955971472484,0.03429753756903307,10,0.032037934160674506,0.017875521637418762,10,9.7,1.70293863659264,10,1.1896317279230166,0.018074628371243726,10,1.2151917594087172,0.027327071202278494,10,0.3110473581970494,0.02733849186098139,10,2.6284442,0.0837877,10,0.5430590073500424,0.011094060277792214,10,2.2720814,0.09060819,10
single_shape,TinyCNN,random_unitnorm,200,0.28813984867242626,0.022311316558731954,10,0.25612488232776276,0.03434692190588368,10,0.03201496634466346,0.017824997843962773,10,9.7,1.70293863659264,10,1.1892582908845497,0.01803599590768924,10,1.2148986271190616,0.02727159662364662,10,0.3123418279993554,0.027773724588811968,10,2.711943,0.08724088,10,0.5342972018544597,0.011400825221257705,10,2.359553,0.09416688,10
single_shape,TinyCNN,template_init,0,1.0,0.0,10,1.0,0.0,10,0.0,0.0,10,16.0,0.0,10,1.3170890159654386e-09,0.0,10,1.3170890159654386e-09,0.0,10,0.8481368160118523,0.0,10,1.0,0.0,10,1.0,0.0,10,0.0,0.0,10
single_shape,TinyCNN,template_init,1,0.9972873434655822,0.00029378169681709926,10,0.9972873434655822,0.00029378169681709926,10,0.0,0.0,10,16.0,0.0,10,0.07247723729582872,0.00468535121620931,10,0.07247723729582872,0.00468535121620931,10,0.8485007647770996,0.0015221511990267532,10,1.0039536,0.005063159,10,0.9972873434655822,0.00029378169681709926,10,0.091158256,0.0027211441,10
single_shape,TinyCNN,template_init,5,0.9517324617845546,0.005342719670000186,10,0.9517324617845546,0.005342719670000186,10,0.0,0.0,10,16.0,0.0,10,0.30659033103720257,0.0181671361604646,10,0.30659033103720257,0.0181671361604646,10,0.7973507159991389,0.008895387484869333,10,1.0662476,0.01592603,10,0.9517324617845546,0.005342719670000186,10,0.34814453,0.013883463,10
single_shape,TinyCNN,template_init,10,0.8687445930627555,0.013867585054465023,10,0.8679098386851173,0.013777503439767653,10,0.0008347543776383471,0.0008554117425424486,10,15.3,0.48304589153964794,10,0.5067351346940135,0.027203054357829434,10,0.5083557829538082,0.026955561135783422,10,0.7074274846814369,0.016290837231269027,10,1.2181679,0.026809854,10,0.8679098386851173,0.013777503439767653,10,0.6283574,0.028831098,10
single_shape,TinyCNN,template_init,20,0.7437887604519828,0.014846308103467184,10,0.7418176547784917,0.014922375033561803,10,0.0019711056734910692,0.001395789102035214,10,14.4,0.6992058987801013,10,0.7103130603369818,0.021728509744505145,10,0.7131028319061653,0.021780959120546065,10,0.6055892728884682,0.034000381244971185,10,1.6448244,0.034110773,10,0.7412659029721262,0.015260613039703594,10,1.1495657,0.040632837,10
single_shape,TinyCNN,template_init,40,0.6710510412043471,0.018291754759360335,10,0.6680199849545533,0.018400805100959722,10,0.0030310562497938174,0.0017458701155645608,10,13.9,0.7378647873726218,10,0.8051565815523547,0.023148733315578984,10,0.8090047379967705,0.02321277668354587,10,0.5637062872789199,0.035672283786208014,10,2.1660311,0.064127885,10,0.6672811522192934,0.018761989123178315,10,1.695952,0.07387484,10
single_shape,TinyCNN,template_init,80,0.6377298403256509,0.019330065432777814,10,0.6334400500687457,0.019454651706250877,10,0.004289790256905235,0.002210603477799395,10,13.5,1.0801234497346432,10,0.84529381129461,0.022880889777408025,10,0.8503609399280357,0.022628206399015912,10,0.5477149010747373,0.03125458808511077,10,2.5574622,0.09436057,10,0.6325855246402573,0.019862127831811998,10,2.0956216,0.10276572,10
single_shape,TinyCNN,template_init,120,0.6238787330115074,0.020697654600071082,10,0.6189493400727941,0.020544845136906503,10,0.004929392938713273,0.0022048035488898346,10,13.4,1.1737877907772671,10,0.8613028493230896,0.023829452479365847,10,0.8669986337470768,0.023256803673470768,10,0.5403671106039092,0.029818920820675145,10,2.7593093,0.10818789,10,0.6179968113745249,0.02109446841452976,10,2.3011556,0.11662568,10
single_shape,TinyCNN,template_init,160,0.6156986289987767,0.020937582027180233,10,0.6104193623760807,0.020764905925226024,10,0.005279266622695944,0.0022543051772432395,10,13.3,1.3374935098492586,10,0.8706616506897994,0.02383740661403937,10,0.8766889400160791,0.023234120248719927,10,0.5355363872607232,0.02918466190754645,10,2.895289,0.11780964,10,0.6094582334875612,0.02139404761305208,10,2.4390764,0.12614246,10
single_shape,TinyCNN,template_init,200,0.6100607016189841,0.02110950950202182,10,0.6045983826090052,0.021009102332509896,10,0.005462319009978922,0.002272428164258303,10,13.3,1.3374935098492586,10,0.8770548397273386,0.023859697814450957,10,0.8831985464490572,0.023419580796719037,10,0.5318630716817108,0.028887492443504536,10,2.9990373,0.12526739,10,0.6036051108392734,0.021630782920014854,10,2.5440195,0.13344686,10
single_shape,TinyCNN,template_release,0,1.0,0.0,10,1.0,0.0,10,0.0,0.0,10,16.0,0.0,10,1.3170890159654386e-09,0.0,10,1.3170890159654386e-09,0.0,10,0.8481368160118523,0.0,10,1.0,0.0,10,1.0,0.0,10,0.0,0.0,10
single_shape,TinyCNN,template_release,1,0.9976819815134872,0.0002627803790230485,10,0.9976819815134872,0.0002627803790230485,10,0.0,0.0,10,16.0,0.0,10,0.0670233128029823,0.004375620703980284,10,0.0670233128029823,0.004375620703980284,10,0.8487221711534637,0.0015816187385447778,10,1.0018091,0.0028520636,10,0.9976819815134872,0.0002627803790230485,10,0.08047625,0.001899255,10
single_shape,TinyCNN,template_release,5,0.9694772328872585,0.003222162209492858,10,0.9694772328872585,0.003222162209492858,10,0.0,0.0,10,16.0,0.0,10,0.24233059373853916,0.013350772065902336,10,0.24233059373853916,0.013350772065902336,10,0.8167926511417866,0.004304067209697982,10,1.030521,0.010821828,10,0.9694772328872585,0.003222162209492858,10,0.25695482,0.012582161,10
single_shape,TinyCNN,template_release,10,0.944071174596939,0.005716039490433757,10,0.944071174596939,0.005716039490433757,10,0.0,0.0,10,16.0,0.0,10,0.3244256149982053,0.018953748376173404,10,0.3244256149982053,0.018953748376173404,10,0.7884451365765843,0.009598152173040926,10,1.0747616,0.014756293,10,0.944071174596939,0.005716039490433757,10,0.35009196,0.0224646,10
single_shape,TinyCNN,template_release,20,0.912172091691667,0.006995997624867493,10,0.9120058797778785,0.007036884552519266,10,0.0001662119137884388,0.00026132669736863933,10,15.6,0.5163977794943224,10,0.40287752172700203,0.01793019376875676,10,0.4031768164133941,0.01799263783298993,10,0.756004954171632,0.019151076332471845,10,1.1498175,0.007315063,10,0.9120058797778785,0.007036884552519266,10,0.4659254,0.017579705,10
single_shape,TinyCNN,template_release,40,0.8950271294750731,0.006691247107755262,10,0.8946725212341882,0.006761079942913046,10,0.0003546082408849571,0.0004466093160206605,10,15.3,0.6749485577105528,10,0.4380033507024234,0.01441369536513741,10,0.4386224331583559,0.014539266061576253,10,0.7412314215573163,0.026731515107355074,10,1.1948643,0.010018923,10,0.8946725212341882,0.006761079942913046,10,0.5286908,0.010882291,10
single_shape,TinyCNN,template_release,80,0.8222192594962596,0.011156353334240773,10,0.8204898317994573,0.011299867954594077,10,0.001729427696802277,0.0011104290943204458,10,14.7,0.8232726023485643,10,0.5801644167394604,0.018791754040693165,10,0.582614608443169,0.018939843801690268,10,0.6766713692476615,0.03700150659611535,10,1.3983096,0.024268411,10,0.8203996642719524,0.011292539278495784,10,0.8101877,0.026253672,10
single_shape,TinyCNN,template_release,120,0.728487724712968,0.01647612736897733,10,0.7256387537548059,0.016974441284711487,10,0.0028489709581619007,0.0012529218727181531,10,14.4,0.843274042711568,10,0.728301677851366,0.02293846480680905,10,0.7321167951514039,0.023288053244312247,10,0.6080019357370965,0.047217237918895996,10,1.827946,0.05095768,10,0.7251085648357206,0.01687470271652038,10,1.3068411,0.056756917,10
single_shape,TinyCNN,template_release,160,0.7037751643381248,0.016581768349980833,10,0.7005677878078648,0.017226427349866846,10,0.0032073765302600534,0.001482017773547011,10,14.3,0.8232726023485645,10,0.762317922111242,0.02168972413235233,10,0.7663768126217444,0.022236232120095362,10,0.5905011502371191,0.049226192399754114,10,2.016194,0.06316869,10,0.6998731687998653,0.017092564653311302,10,1.5061349,0.068299204,10
single_shape,TinyCNN,template_release,200,0.689672403182393,0.01658395047549607,10,0.6863117195492963,0.01738600277734264,10,0.003360683633096706,0.0016245632657158852,10,14.2,1.0327955589886444,10,0.7809882674051613,0.0210054010385755,10,0.785138651499428,0.02175109257115477,10,0.5801277630971753,0.05025573097409858,10,2.144449,0.07152886,10,0.6855250779171231,0.017238436005530804,10,1.639945,0.076006904,10
single_shape,TinyCNN,template_retention_1,0,1.0,0.0,10,1.0,0.0,10,0.0,0.0,10,16.0,0.0,10,1.3170890159654386e-09,0.0,10,1.3170890159654386e-09,0.0,10,0.8481368160118523,0.0,10,1.0,0.0,10,1.0,0.0,10,0.0,0.0,10
single_shape,TinyCNN,template_retention_1,1,0.9976819815134872,0.0002627803790230485,10,0.9976819815134872,0.0002627803790230485,10,0.0,0.0,10,16.0,0.0,10,0.0670233128029823,0.004375620703980284,10,0.0670233128029823,0.004375620703980284,10,0.8487221711534637,0.0015816187385447778,10,1.0018091,0.0028520636,10,0.9976819815134872,0.0002627803790230485,10,0.08047625,0.001899255,10
single_shape,TinyCNN,template_retention_1,5,0.9694772328872585,0.003222162209492858,10,0.9694772328872585,0.003222162209492858,10,0.0,0.0,10,16.0,0.0,10,0.24233059373853916,0.013350772065902336,10,0.24233059373853916,0.013350772065902336,10,0.8167926511417866,0.004304067209697982,10,1.030521,0.010821828,10,0.9694772328872585,0.003222162209492858,10,0.25695482,0.012582161,10
single_shape,TinyCNN,template_retention_1,10,0.944071174596939,0.005716039490433757,10,0.944071174596939,0.005716039490433757,10,0.0,0.0,10,16.0,0.0,10,0.3244256149982053,0.018953748376173404,10,0.3244256149982053,0.018953748376173404,10,0.7884451365765843,0.009598152173040926,10,1.0747616,0.014756293,10,0.944071174596939,0.005716039490433757,10,0.35009196,0.0224646,10
single_shape,TinyCNN,template_retention_1,20,0.9194473653977925,0.006572351101060465,10,0.9193579228214983,0.006575757713152811,10,8.94425762942963e-05,0.00019295229498510563,10,15.7,0.4830458915396483,10,0.3846839563498121,0.01762656700357138,10,0.38485150455082795,0.017616659954207775,10,0.764180468664807,0.018134918955906854,10,1.136273,0.007103877,10,0.9193579228214983,0.006575757713152811,10,0.44035387,0.017167402,10
single_shape,TinyCNN,template_retention_1,40,0.921744634716954,0.005264553318817668,10,0.9216882042651926,0.0052470958841713475,10,5.643045176142447e-05,0.00014602018354511117,10,15.8,0.42163702135578396,10,0.37521776039087856,0.012984643871916796,10,0.3753267537140738,0.012924238420996596,10,0.7686734184474953,0.022273256098312728,10,1.134376,0.00703335,10,0.9216882042651926,0.0052470958841713475,10,0.43044725,0.009501991,10
single_shape,TinyCNN,template_retention_1,80,0.9373272534535744,0.00403435174751409,10,0.9373254481262897,0.004031909944729149,10,1.8053272847096124e-06,5.708946141729646e-06,10,15.9,0.3162277660168377,10,0.3334534555902521,0.010640431300919965,10,0.3334564151441593,0.01063576682006988,10,0.7850000989899905,0.020518965636986398,10,1.1020138,0.0067394385,10,0.9373254481262897,0.004031909944729149,10,0.3716254,0.008755187,10
single_shape,TinyCNN,template_retention_1,120,0.9471207660957524,0.0036621701193753453,10,0.9471207660957524,0.0036621701193753453,10,0.0,0.0,10,16.0,0.0,10,0.3051238087336319,0.01059350716639204,10,0.3051238087336319,0.01059350716639204,10,0.7954409479527882,0.018078536928313106,10,1.0829742,0.0055775973,10,0.9471207660957524,0.0036621701193753453,10,0.3340982,0.009099856,10
single_shape,TinyCNN,template_retention_1,160,0.9539118666273355,0.0034505213243655516,10,0.9539118666273355,0.0034505213243655516,10,0.0,0.0,10,16.0,0.0,10,0.283974882159356,0.010531817774085319,10,0.283974882159356,0.010531817774085319,10,0.8028031136247942,0.016267829330480012,10,1.0706621,0.005098458,10,0.9539118666273355,0.0034505213243655516,10,0.30742857,0.009097105,10
single_shape,TinyCNN,template_retention_1,200,0.9589765781679558,0.0032900079770513757,10,0.9589765781679558,0.0032900079770513757,10,0.0,0.0,10,16.0,0.0,10,0.2675346112028671,0.010664599856068949,10,0.2675346112028671,0.010664599856068949,10,0.8082065333425993,0.014654013591832556,10,1.0612682,0.0048208428,10,0.9589765781679558,0.0032900079770513757,10,0.28706658,0.009422439,10
single_shape,TwoLayerCNN,random,0,0.14343374993705277,0.01838622652055492,10,0.125819972906731,0.01780480385000791,10,0.01761377703032176,0.008436109666670173,10,9.3,1.636391694484477,10,1.307807729868117,0.014045023465263321,10,1.32090927106047,0.0135888099355196,10,0.18035682016647137,0.01618059765201872,10,0.57433164,0.006890481,10,1.0,0.0,10,0.0,0.0,10
single_shape,TwoLayerCNN,random,1,0.1474705832576813,0.01962245719298589,10,0.1297068360322885,0.020216533323565603,10,0.017763747225392822,0.008945770100170421,10,8.9,2.131770260709264,10,1.3046112876612457,0.015133323740140881,10,1.317873136094242,0.015592950035522435,10,0.18041246822214127,0.018335007958162525,10,0.5804075,0.006241704,10,0.9919925897458359,0.0007688682226905731,10,0.07874488,0.002175428,10
single_shape,TwoLayerCNN,random,5,0.18550463870205064,0.03290700614462338,10,0.1593728427863241,0.03479539901441187,10,0.026131795915726508,0.011413592391978344,10,9.3,1.766981104093143,10,1.2742088571797585,0.0260091964217248,10,1.2940343766847335,0.027174474012300012,10,0.21211068599239105,0.02311758627695216,10,0.69669026,0.009435638,10,0.9110610719883498,0.0064348769282425505,10,0.31788507,0.011731265,10
single_shape,TwoLayerCNN,random,10,0.22978687642377596,0.03936754937970762,10,0.20033176415576218,0.037751096861267784,10,0.029455112268013773,0.010679406540933592,10,8.4,1.3498971154211057,10,1.2380304380001124,0.03235469728821212,10,1.260748448122285,0.03076706642410758,10,0.2712285176077124,0.039394215609221316,10,0.9985081,0.017223597,10,0.7841355773526131,0.014304352458037604,10,0.6848174,0.02004555,10
single_shape,TwoLayerCNN,random,20,0.2515048812239874,0.03821901405512272,10,0.2216827468791148,0.03855440120130221,10,0.029822134344872585,0.009023209047938253,10,8.8,1.1352924243950933,10,1.2197007411415954,0.03209583827872561,10,1.2429925703218052,0.032109556942135,10,0.3022710555989974,0.04226405363688377,10,1.3005995,0.03076686,10,0.7022966591793534,0.01849699329739014,10,1.017432,0.02843026,10
single_shape,TwoLayerCNN,random,40,0.2556039826225408,0.03782521135623814,10,0.22541341118212466,0.03859582476574357,10,0.030190571440416113,0.009240421549180781,10,8.9,1.3703203194062983,10,1.2161771088621283,0.031858279110638155,10,1.2398154280500076,0.03223745475109194,10,0.309413134072149,0.04321877668913915,10,1.3885276,0.03755546,10,0.6830876056097247,0.020046537896705387,10,1.1124524,0.03606076,10
single_shape,TwoLayerCNN,random,80,0.25851433807929314,0.03728667091400645,10,0.22795577576761467,0.03867123380163811,10,0.030558562311678472,0.009584891119222892,10,9.1,1.197218999737865,10,1.2137037572120533,0.03147411316084648,10,1.2376712036361286,0.032334601214752894,10,0.31569137916271395,0.043779860209743685,10,1.4631593,0.042202607,10,0.6679019838920792,0.021300029079416128,10,1.1927143,0.041588422,10
single_shape,TwoLayerCNN,random,120,0.2599025403859823,0.03691464365052534,10,0.2292030318937878,0.03868653275322053,10,0.030699508492194487,0.009815118784381066,10,9.1,1.197218999737865,10,1.2125359687239272,0.031180587030958794,10,1.2366246134807208,0.032331799302188394,10,0.3190971305573437,0.043953956808532355,10,1.5061179,0.044850558,10,0.6596068783252037,0.02199363432509685,10,1.2387149,0.044737585,10
single_shape,TwoLayerCNN,random,160,0.2607763716201198,0.03669955714578249,10,0.22990205789017812,0.03874038431445173,10,0.03087431372994163,0.010103119236491294,10,9.1,1.286683937707919,10,1.2117978813723225,0.03101127544974713,10,1.236031409794331,0.032365785658012756,10,0.3215027677770335,0.04388722482797597,10,1.5362507,0.046745814,10,0.6539839403614112,0.022478653244484892,10,1.2708862,0.04700815,10
single_shape,TwoLayerCNN,random,200,0.2613756783916362,0.03658280810199493,10,0.23037686694106435,0.03882848141418136,10,0.030998811450571873,0.010326876150382212,10,9.2,1.3165611772087666,10,1.2112927011830146,0.0309173693257932,10,1.2356239883826832,0.032433227478268406,10,0.3233163364636047,0.04373621019418326,10,1.5594856,0.04822427,10,0.6497665251356181,0.022855686602149265,10,1.295644,0.048759446,10
single_shape,TwoLayerCNN,random_unitnorm,0,0.14343374998544065,0.01838622659185755,10,0.12581997321987107,0.017804803932082353,10,0.017613776765569595,0.008436109675621238,10,9.3,1.636391694484477,10,1.3078077298438973,0.014045023527032498,10,1.3209092708234542,0.013588810003301715,10,0.1803568204453609,0.01618059724450514,10,1.0,0.0,10,1.0,0.0,10,0.0,0.0,10
single_shape,TwoLayerCNN,random_unitnorm,1,0.14402303434807232,0.017483785069626938,10,0.1265933591123234,0.018174280919749448,10,0.017429675235748905,0.009539511276495416,10,9.2,2.2997584414213788,10,1.3073727211948742,0.013294220748553085,10,1.3203664282214391,0.013825417162621154,10,0.1804575324661935,0.01672367973997879,10,1.0038751,0.0016858645,10,0.9973210671262963,0.000218177699839242,10,0.080453604,0.0023466554,10
single_shape,TwoLayerCNN,random_unitnorm,5,0.1666033039075058,0.02475878467402539,10,0.14358201387191796,0.027322482972405023,10,0.02302129003558783,0.01395661989250299,10,9.4,2.6331223544175333,10,1.2893996833150614,0.01896543404538716,10,1.3066538802998935,0.020754502008238133,10,0.19006239739106745,0.013955666776594048,10,1.0924916,0.0095779905,10,0.9659461279228143,0.002425823092229112,10,0.32944214,0.014470511,10
single_shape,TwoLayerCNN,random_unitnorm,10,0.19957941344861035,0.028167098891408036,10,0.17057230317432967,0.03438651816356957,10,0.02900711027428069,0.015465582513914387,10,8.6,1.8378731669453627,10,1.2628985957504262,0.022092559663860974,10,1.2848420306776798,0.026429214843907405,10,0.2256875447770926,0.02238746243140732,10,1.3390315,0.01885871,10,0.9001110852162333,0.006441842396677287,10,0.68331426,0.021755934,10
single_shape,TwoLayerCNN,random_unitnorm,20,0.21692503929394125,0.030370822448102783,10,0.1853648728260556,0.03769430058499109,10,0.03156016646788564,0.014561963974742822,10,8.6,1.8378731669453627,10,1.2486813798122403,0.02427672530057812,10,1.272771817584108,0.029527086905585784,10,0.25329325200896846,0.028545855272600985,10,1.5860193,0.024192767,10,0.8446571753616199,0.008719429680701104,10,0.9825219,0.02434091,10
single_shape,TwoLayerCNN,random_unitnorm,40,0.22125241060306217,0.031651378776556466,10,0.18897367391531517,0.03809959132866572,10,0.032278736687747014,0.013520309147531424,10,8.5,1.8408935028645432,10,1.245069122770065,0.025377950331820578,10,1.2699257675446634,0.02984862288890159,10,0.26030821703580154,0.029634817046531998,10,1.6713173,0.03015808,10,0.8279675730837234,0.01017145219503559,10,1.0810908,0.031740382,10
single_shape,TwoLayerCNN,random_unitnorm,80,0.22457040581509644,0.03232554655959211,10,0.19192228892209612,0.038642795541338384,10,0.032648116893000324,0.01310889210784223,10,8.5,1.9002923751652296,10,1.2423077445187678,0.0260066564174765,10,1.2674613966284416,0.030352371549634515,10,0.2656959993789998,0.030064203336064133,10,1.7461659,0.035014197,10,0.8139135929925005,0.011492187975000677,10,1.1668576,0.037638757,10
