task,architecture,block,condition,epoch,nearest_cosine,assignment_cosine,matching_gap,nearest_template_count,nearest_distance,assignment_distance,redundancy_cosine,mean_raw_norm,initial_index_cosine,raw_initial_drift,id_acc,semantic_auc,localization_iou,causal_usefulness,cf_accuracy,fidelity_selected,fidelity_random
single_shape,TinyCNN,2000,random_unitnorm,0,0.17818823036649623,0.1606163675822665,0.01757186278422973,11,1.2809320148263514,1.294361504590314,0.17757322484466775,1.0,1.0,0.0,,,,,,,
single_shape,TinyCNN,2000,random_unitnorm,1,0.181587605253766,0.16464296270009632,0.016944642553669675,9,1.278253411867384,1.2912359027070408,0.17546529973324576,1.0029113,0.9969671478846985,0.09077784,0.71875,0.8993937174479166,0.3584611388831138,0.274856176414464,0.4986979067325592,0.6252367529219975,0.3503805765075335
single_shape,TinyCNN,2000,random_unitnorm,5,0.20764081678526236,0.19871999061254197,0.008920826172720386,11,1.2564587996403112,1.2635975930612087,0.1950754234228022,1.0622436,0.9490601503356401,0.34926602,0.94140625,0.9361979166666667,0.31980557765837136,0.2258993878294746,0.4010416567325592,0.6326948482643975,0.4067954604349229
single_shape,TinyCNN,2000,random_unitnorm,10,0.25614206176745075,0.24536860376788758,0.010773457999563169,11,1.216193057531588,1.2248149410829876,0.23315281502193055,1.2144057,0.8643300252037898,0.6276734,1.0,0.9465738932291666,0.3235698362326317,0.23511355086539398,0.4700520932674408,0.6421461832043688,0.4070326323389748
single_shape,TinyCNN,2000,random_unitnorm,20,0.2948119535982511,0.28212011803643106,0.01269183556182002,12,1.183243914654042,1.1935189483401436,0.2759834553536158,1.6336417,0.7289494294059706,1.1545892,1.0,0.9561971028645834,0.3198207703822051,0.2617142443710365,0.3697916567325592,0.6254654905192212,0.36375124614818466
single_shape,TinyCNN,2000,random_unitnorm,40,0.303807292476827,0.28839407532198214,0.015413217154844838,11,1.1754022650819398,1.1881399125615384,0.3008327228899905,2.0980096,0.6322926176102097,1.6781429,1.0,0.9601033528645834,0.3144720095074794,0.25146593159248454,0.3411458432674408,0.5341021446652552,0.28263621307277065
single_shape,TinyCNN,2000,random_unitnorm,80,0.3065577142916218,0.2903048427686608,0.01625287152296101,12,1.1730937881996848,1.1860908836488664,0.31514760653865975,2.411694,0.5885755721506679,2.0141478,1.0,0.9593505859375,0.31806214589093323,0.28331861181242,0.3528645932674408,0.5131853890427284,0.22986677723030835
single_shape,TinyCNN,2000,random_unitnorm,120,0.30739534225527126,0.2911254812947432,0.01626986096052807,11,1.1723146547729795,1.1853156867215366,0.31918203202652595,2.5705686,0.5707614016114633,2.1813774,1.0,0.9587605794270833,0.3190393549102481,0.29895633431696206,0.35546875,0.5053507988832524,0.20639446456629035
single_shape,TinyCNN,2000,random_unitnorm,160,0.3079192553798982,0.29096577053429384,0.016953484845604383,12,1.171922391070031,1.185467224356828,0.320944022203479,2.6789155,0.5595395790803497,2.2950597,1.0,0.9581502278645834,0.3192311075321218,0.30884781698718056,0.3684895932674408,0.501140423650736,0.1922926066635554
single_shape,TinyCNN,2000,random_unitnorm,200,0.30840946135064107,0.29101364327610474,0.01739581807453633,12,1.171561546847057,1.1863702271375878,0.3221470850702656,2.7619495,0.5515317248442088,2.3818166,1.0,0.95819091796875,0.31952809000175364,0.3157611653808663,0.3671875,0.4981932259802224,0.18243206059935613
single_shape,TinyCNN,2000,template_init,0,1.0,1.0,0.0,16,1.3170890159654386e-09,1.3170890159654386e-09,0.8481368160118523,1.0,1.0,0.0,,,,,,,
single_shape,TinyCNN,2000,template_init,1,0.9974411134738688,0.9974411134738688,0.0,16,0.07019201952328413,0.07019201952328413,0.8500176924800871,1.0066696,0.9974411134738688,0.09144218,0.48046875,0.87030029296875,0.48158756448153867,0.3985299763018474,0.5221354365348816,0.4855569810290705,0.0870270047272231
single_shape,TinyCNN,2000,template_init,5,0.9564349606730668,0.9564349606730668,0.0,16,0.2924661212078322,0.2924661212078322,0.7935193957256457,1.0678662,0.9564349606730668,0.32442147,0.53515625,0.8931681315104166,0.5097801347801681,0.2647387955134729,0.4127604067325592,0.6366239453148086,0.3718851498013357
single_shape,TinyCNN,2000,template_init,10,0.8764531378745284,0.8746392149247446,0.001813922949783775,15,0.4934610520714891,0.4974486389601309,0.6908399847629549,1.2151539,0.8746392149247446,0.61243993,0.99609375,0.9431355794270834,0.5075321283824189,0.23495954119646018,0.4908854067325592,0.6272732018748294,0.3923136606783692
single_shape,TinyCNN,2000,template_init,20,0.733169473778629,0.7326384319781496,0.0005310418004793593,15,0.7267976992698424,0.7275170770065634,0.5518423497086867,1.6412632,0.7292756317825942,1.1703991,1.0,0.9733886718750001,0.45896035533154056,0.22353891329405418,0.4479166567325592,0.5756139664276451,0.3520750531335909
single_shape,TinyCNN,2000,template_init,40,0.643540152732122,0.641771929588159,0.0017682231439629659,14,0.838730176376731,0.8407242356916197,0.5194349135756149,2.158628,0.6396831168365813,1.7239848,1.0,0.9686279296875,0.43543436576685646,0.25520553248203803,0.3528645932674408,0.5203913018850044,0.26518576940296634
single_shape,TinyCNN,2000,template_init,80,0.6067219832371948,0.6035710302688229,0.0031509529683719784,15,0.8804756650608827,0.883843408265367,0.5096461275523517,2.540801,0.6015828020624792,2.114386,1.0,0.970947265625,0.43242638238348247,0.275400408455747,0.3307291567325592,0.4870847989720596,0.21168439051631258
single_shape,TinyCNN,2000,template_init,120,0.5887593867429861,0.585099133734552,0.003660253008434089,15,0.8997683693971265,0.9035966961838451,0.5075040102568555,2.7368808,0.5828498588678257,2.3175092,1.0,0.9715372721354167,0.4288280870201653,0.2906700189773761,0.3372395932674408,0.4791683793226864,0.18849836034531034
single_shape,TinyCNN,2000,template_init,160,0.5799124748276746,0.5759875852616536,0.003924889566020995,15,0.9093918407420708,0.9134471015509471,0.505304192329658,2.8672647,0.5732529531046174,2.450489,1.0,0.9719848632812501,0.42553176385404456,0.29358276589189236,0.3372395932674408,0.46878823428833893,0.17520546839644657
single_shape,TinyCNN,2000,template_init,200,0.5740882543980911,0.5699946733238441,0.004093581074246955,15,0.915712654258728,0.9199076655772697,0.5036208590603065,2.964673,0.5669852984226655,2.5493026,1.0,0.9721883138020834,0.4213945808366296,0.29553380818855157,0.3411458432674408,0.46178057723328525,0.16624676904473365
single_shape,TinyCNN,2000,template_retention_1,0,1.0,1.0,0.0,16,1.3170890159654386e-09,1.3170890159654386e-09,0.8481368160118523,1.0,1.0,0.0,,,,,,,
single_shape,TinyCNN,2000,template_retention_1,1,0.9978412226390686,0.9978412226390686,0.0,16,0.06464153767508174,0.06464153767508174,0.8500484401279638,1.0051506,0.9978412226390686,0.080225594,0.484375,0.8700764973958334,0.48137232549003306,0.39972683555082106,0.51953125,0.4840981594944943,0.08437132394367325
single_shape,TinyCNN,2000,template_retention_1,5,0.9728744356263082,0.9728744356263082,0.0,16,0.23012603780793345,0.23012603780793345,0.8189784237618785,1.0364504,0.9728744356263082,0.24307281,0.5703125,0.8968098958333334,0.4944381963377007,0.2646349515588037,0.4153645932674408,0.6312047998131771,0.36656984825437344
single_shape,TinyCNN,2000,template_retention_1,10,0.9471556866773506,0.9471556866773506,0.0,16,0.3146186144840156,0.3146186144840156,0.7884972355606904,1.0752115,0.9471556866773506,0.33985975,0.9921875,0.9309692382812499,0.5086677933931092,0.24404312500627295,0.5611979365348816,0.6364770756946422,0.3924339506883692
single_shape,TinyCNN,2000,template_retention_1,20,0.9210068557644533,0.9204152810442379,0.0005915747202154265,15,0.3772357704043129,0.3783856743613588,0.7488430843284468,1.1352297,0.9204152810442379,0.4347028,0.99609375,0.9442545572916666,0.5143123104920899,0.2565963242051112,0.4752604067325592,0.6478319212371285,0.3912355970320173
single_shape,TinyCNN,2000,template_retention_1,40,0.922385260935229,0.9219234963013151,0.000461764633913897,15,0.3700263258441611,0.37095823155192453,0.7496361728433549,1.1342417,0.9219234963013151,0.4274575,0.9921875,0.9399210611979166,0.5283717140762807,0.20653911821411736,0.2747395932674408,0.5771661559134293,0.370627037699312
single_shape,TinyCNN,2000,template_retention_1,80,0.936700922860469,0.936700922860469,0.0,16,0.3310415478088805,0.3310415478088805,0.7723835264599356,1.1017292,0.936700922860469,0.3704672,0.99609375,0.9398803710937501,0.535478011179706,0.22908175141407644,0.2877604067325592,0.5698428977911245,0.3407611463770481
single_shape,TinyCNN,2000,template_retention_1,120,0.9464636622848799,0.9464636622848799,0.0,16,0.3033960334805266,0.3033960334805266,0.7866053675743993,1.0818275,0.9464636622848799,0.33283287,1.0,0.9378865559895833,0.5370453177438546,0.24558843699189237,0.3072916567325592,0.5668357132586357,0.3212472762667433
single_shape,TinyCNN,2000,template_retention_1,160,0.9532370058119249,0.9532370058119249,0.0,16,0.28245601303339,0.28245601303339,0.7977582590897193,1.0699006,0.9532370058119249,0.30673078,1.0,0.9354451497395833,0.5369984424414301,0.2762330331205496,0.3763020932674408,0.584735994268712,0.30850296114816245
single_shape,TinyCNN,2000,template_retention_1,200,0.9585087768085675,0.9585087768085675,0.0,16,0.26523333023989093,0.26523333023989093,0.8035589871713809,1.0612779,0.9585087768085675,0.28611636,1.0,0.9331868489583333,0.5361988938170229,0.3340663350379989,0.4296875,0.6328744342091226,0.2988080991711237
single_shape,TinyCNN,2000,template_release,0,1.0,1.0,0.0,16,1.3170890159654386e-09,1.3170890159654386e-09,0.8481368160118523,1.0,1.0,0.0,,,,,,,
single_shape,TinyCNN,2000,template_release,1,0.9978412226390686,0.9978412226390686,0.0,16,0.06464153767508174,0.06464153767508174,0.8500484401279638,1.0051506,0.9978412226390686,0.080225594,0.484375,0.8700764973958334,0.48137232549003306,0.39972683555082106,0.51953125,0.4840981594944943,0.08437132394367325
single_shape,TinyCNN,2000,template_release,5,0.9728744356263082,0.9728744356263082,0.0,16,0.23012603780793345,0.23012603780793345,0.8189784237618785,1.0364504,0.9728744356263082,0.24307281,0.5703125,0.8968098958333334,0.4944381963377007,0.2646349515588037,0.4153645932674408,0.6312047998131771,0.36656984825437344
single_shape,TinyCNN,2000,template_release,10,0.9471556866773506,0.9471556866773506,0.0,16,0.3146186144840156,0.3146186144840156,0.7884972355606904,1.0752115,0.9471556866773506,0.33985975,0.9921875,0.9309692382812499,0.5086677933931092,0.24404312500627295,0.5611979365348816,0.6364770756946422,0.3924339506883692
single_shape,TinyCNN,2000,template_release,20,0.9137124067504541,0.9129371608148726,0.0007752459355814256,15,0.39553887320320175,0.39700485384596557,0.7390190303351796,1.1490792,0.9129371608148726,0.460693,0.99609375,0.9318033854166666,0.513947521997719,0.25729860054584514,0.4713541567325592,0.6476333778526218,0.3903347773067766
single_shape,TinyCNN,2000,template_release,40,0.895761319325146,0.8946121895741271,0.0011491297510188847,15,0.4330959411411818,0.43517499929373216,0.7134050268838873,1.1955154,0.8946121895741271,0.52745533,0.99609375,0.9455362955729166,0.5149494098561334,0.2185738393066246,0.3033854067325592,0.5768134229684475,0.3582395836618229
